rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Graham Gano,3,3,100.0,53,0,0,0,2,1,2,2,1,15.0,15.0,31.4,NYG,K,7,2021
2,Austin Seibert,4,4,100.0,47,0,0,2,2,0,1,1,1,15.0,15.0,0.1,DET,K,7,2021
3,Nick Folk,2,2,100.0,50,0,0,1,0,1,6,7,1,14.0,14.0,81.8,NE,K,7,2021
4,Evan McPherson,2,2,100.0,52,0,0,1,0,1,5,5,1,13.0,13.0,34.2,CIN,K,7,2021
5,Younghoe Koo,3,3,100.0,36,0,0,3,0,0,3,3,1,12.0,12.0,40.9,ATL,K,7,2021
6,Randy Bullock,2,2,100.0,51,0,0,1,0,1,3,3,1,11.0,11.0,10.8,TEN,K,7,2021
7,Daniel Carlson,2,2,100.0,39,0,1,1,0,0,3,4,1,9.0,9.0,74.3,LV,K,7,2021
8,Matt Gay,2,2,100.0,47,0,0,1,1,0,2,2,1,9.0,9.0,89.8,LAR,K,7,2021
9,Ryan Succop,1,2,50.0,22,0,1,0,0,0,5,5,1,8.0,8.0,57.4,TB,K,7,2021
10,Joey Slye,2,2,100.0,56,0,0,1,0,1,0,1,1,8.0,8.0,1.6,WAS,K,7,2021
11,Michael Badgley,1,1,100.0,42,0,0,0,1,0,3,3,1,7.0,7.0,19.9,IND,K,7,2021
12,Matt Prater,1,1,100.0,31,0,0,1,0,0,4,4,1,7.0,7.0,52.8,ARI,K,7,2021
13,Chase McLaughlin,1,2,50.0,52,0,0,0,0,1,2,2,1,7.0,7.0,7.1,CLE,K,7,2021
14,Brian Johnson,2,2,100.0,33,0,1,1,0,0,1,1,1,7.0,7.0,6.6,WAS,K,7,2021
15,Jason Myers,1,3,33.3,50,0,0,0,0,1,1,1,1,6.0,6.0,22.1,SEA,K,7,2021
16,Mason Crosby,1,2,50.0,39,0,0,1,0,0,3,3,1,6.0,6.0,40.7,GB,K,7,2021
17,Justin Tucker,1,1,100.0,45,0,0,0,1,0,2,2,1,6.0,6.0,98.0,BAL,K,7,2021
18,Chris Blewitt,1,2,50.0,45,0,0,0,1,0,1,1,1,5.0,5.0,0.1,CLE,K,7,2021
19,Ka'imi Fairbairn,1,1,100.0,53,0,0,0,0,1,0,0,1,5.0,5.0,0.8,HOU,K,7,2021
20,Harrison Butker,1,2,50.0,42,0,0,0,1,0,0,0,1,4.0,4.0,76.6,KC,K,7,2021
21,Zane Gonzalez,1,1,100.0,45,0,0,0,1,0,0,0,1,4.0,4.0,2.6,CAR,K,7,2021
22,Jason Sanders,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,22.6,MIA,K,7,2021
23,Cairo Santos,1,1,100.0,28,0,1,0,0,0,0,0,1,3.0,3.0,2.1,CHI,K,7,2021
24,Jake Elliott,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,22.5,PHI,K,7,2021
25,Brandon McManus,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,44.3,DEN,K,7,2021
26,Matt Ammendola,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1,NYJ,K,7,2021
27,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,7,2021
28,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,7,2021
29,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,7,2021
30,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,K,7,2021
31,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,K,7,2021
