rank,player,fg,fg_att,fg_pct,long,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Zane Gonzalez,4,4,100.0,57,0,2,0,0,2,1,1,1,17.0,17.0,2.6,CAR,K,8,2021
2,Jake Elliott,3,3,100.0,43,0,1,0,2,0,5,5,1,16.0,16.0,22.5,PHI,K,8,2021
3,Joey Slye,4,5,80.0,52,0,1,1,1,1,1,2,1,16.0,16.0,1.6,WAS,K,8,2021
4,Nick Folk,4,4,100.0,48,0,1,1,2,0,1,1,1,15.0,15.0,81.8,NE,K,8,2021
5,Brian Johnson,3,3,100.0,35,0,2,1,0,0,3,4,1,12.0,12.0,6.6,WAS,K,8,2021
6,Greg Joseph,3,3,100.0,45,0,1,0,2,0,1,1,1,12.0,12.0,69.1,MIN,K,8,2021
7,Randy Bullock,2,2,100.0,46,0,0,0,2,0,4,4,1,12.0,12.0,10.8,TEN,K,8,2021
8,Cairo Santos,3,3,100.0,40,0,1,1,1,0,1,2,1,11.0,11.0,2.1,CHI,K,8,2021
9,Tyler Bass,2,2,100.0,57,0,0,1,0,1,2,2,1,10.0,10.0,84.8,BUF,K,8,2021
10,Younghoe Koo,2,3,66.7,53,0,0,0,1,1,1,1,1,10.0,10.0,40.9,ATL,K,8,2021
11,Greg Zuerlein,2,3,66.7,39,0,0,2,0,0,2,2,1,8.0,8.0,74.2,DAL,K,8,2021
12,Harrison Butker,2,2,100.0,36,0,0,2,0,0,2,2,1,8.0,8.0,76.6,KC,K,8,2021
13,Matt Gay,1,1,100.0,27,0,1,0,0,0,5,5,1,8.0,8.0,89.8,LAR,K,8,2021
14,Matt Ammendola,2,3,66.7,24,0,2,0,0,0,2,2,1,8.0,8.0,0.1,NYJ,K,8,2021
15,Jason Myers,1,1,100.0,31,0,0,1,0,0,4,4,1,7.0,7.0,22.1,SEA,K,8,2021
16,Dustin Hopkins,1,1,100.0,48,0,0,0,1,0,3,3,1,7.0,7.0,14.5,LAC,K,8,2021
17,Evan McPherson,1,1,100.0,21,0,1,0,0,0,4,4,1,7.0,7.0,34.2,CIN,K,8,2021
18,Michael Badgley,1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,7.0,19.9,IND,K,8,2021
19,Brandon McManus,1,2,50.0,45,0,0,0,1,0,2,2,1,6.0,6.0,44.3,DEN,K,8,2021
20,Chris Blewitt,1,3,33.3,52,0,0,0,0,1,1,1,1,6.0,6.0,0.1,CLE,K,8,2021
21,Mason Crosby,1,1,100.0,21,0,1,0,0,0,3,3,1,6.0,6.0,40.7,GB,K,8,2021
22,Jason Sanders,1,2,50.0,51,0,0,0,0,1,0,0,1,5.0,5.0,22.6,MIA,K,8,2021
23,Graham Gano,1,1,100.0,23,0,1,0,0,0,2,2,1,5.0,5.0,31.4,NYG,K,8,2021
24,Chase McLaughlin,1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,4.0,7.1,CLE,K,8,2021
25,Chris Boswell,1,1,100.0,31,0,0,1,0,0,0,0,1,3.0,3.0,51.0,PIT,K,8,2021
26,Ryan Succop,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,57.4,TB,K,8,2021
27,Matt Prater,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,52.8,ARI,K,8,2021
28,Ka'imi Fairbairn,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.8,HOU,K,8,2021
