,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
0,Aaron Rodgers,QB,GB,1,64,64,98,2,0,47,47,10.0,15.6
1,Brian Hoyer,QB,IND,1,69,69,100,3,0,59,59,9.2,13.3
2,Danny Amendola,WR,DET,1,55,55,67,0,16,7,16,2.9,5.3
3,Drew Brees,QB,NO,1,66,66,100,0,0,68,68,11.5,17.4
4,Frank Gore,RB,BUF,1,22,22,32,23,5,27,27,1.6,7.3
5,Greg Olsen,TE,CAR,1,72,72,100,0,14,11,14,9.8,13.6
6,Jared Cook,TE,NO,1,46,46,70,0,22,13,22,7.4,16.1
7,Jason Witten,TE,DAL,1,56,56,78,0,9,4,9,1.7,3.0
8,Larry Fitzgerald,WR,ARI,1,53,53,79,0,15,15,15,7.1,13.4
9,Marcedes Lewis,TE,GB,1,35,35,54,0,0,0,0,0.0,0.0
10,Matt Ryan,QB,ATL,1,76,76,100,3,0,49,49,15.6,20.5
11,Philip Rivers,QB,LAC,1,75,75,100,0,0,41,41,13.3,17.7
12,Ryan Fitzpatrick,QB,MIA,1,62,62,95,6,0,60,60,14.1,22.7
13,Ted Ginn Jr.,WR,NO,1,46,46,70,2,7,2,9,0.5,1.1
14,Golden Tate,WR,NYG,1,66,66,94,0,12,6,12,19.5,29.5
15,Andre Roberts,WR,BUF,1,13,13,19,0,23,8,23,0.7,5.4
16,Emmanuel Sanders,WR,SF,1,24,24,29,0,17,8,17,2.4,10.0
17,Jimmy Graham,TE,GB,1,41,41,63,0,7,5,7,5.9,14.4
18,Julio Jones,WR,ATL,1,60,60,79,0,15,5,15,7.9,13.2
19,Mark Ingram II,RB,BAL,1,22,22,48,41,0,41,41,9.4,42.7
20,Randall Cobb,WR,DAL,1,57,57,79,0,14,12,16,16.6,29.1
21,Kyle Rudolph,TE,MIN,1,55,55,76,0,9,7,9,15.4,28.0
22,Lance Kendricks,TE,LAC,1,6,6,8,0,17,0,17,0.0,0.0
23,Luke Stocker,TE,ATL,1,30,30,39,0,0,0,0,0.0,0.0
24,Anthony Sherman,RB,KC,1,4,4,5,0,0,0,0,0.0,0.0
25,Dion Lewis,RB,TEN,1,14,14,28,0,0,0,0,0.0,0.0
26,Lee Smith,TE,BUF,1,17,17,25,0,0,0,0,0.0,0.0
27,Virgil Green,TE,LAC,1,21,21,28,0,0,0,0,0.0,0.0
28,Robert Griffin III,QB,BAL,1,12,12,26,0,0,42,42,0.7,5.8
29,Ryan Tannehill,QB,TEN,1,50,50,100,6,0,44,44,18.9,37.8
30,Kirk Cousins,QB,MIN,1,72,72,100,1,0,46,46,19.3,26.8
31,Russell Wilson,QB,SEA,1,73,73,100,8,0,55,55,17.6,24.1
32,Marvin Jones Jr.,WR,DET,1,75,75,91,0,7,7,7,7.7,10.3
33,Rhett Ellison,TE,NYG,1,34,34,49,0,9,9,9,4.2,12.4
34,Derek Carrier,TE,OAK,1,12,12,21,0,0,0,0,0.0,0.0
35,Josh Gordon,WR,SEA,1,27,27,37,0,7,7,7,2.7,10.0
36,Cole Beasley,WR,BUF,1,46,46,68,0,13,9,13,7.4,16.1
37,Garrett Celek,TE,SF,1,10,10,12,0,0,0,0,0.0,0.0
38,Travis Kelce,TE,KC,1,78,78,94,0,9,9,9,13.5,17.3
