,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
0,Aaron Rodgers,QB,GB,1,71,71,100,1,0,49,49,14.4,20.3
1,Adrian Peterson,RB,WAS,1,18,18,31,56,11,67,67,9.2,51.1
2,Ben Roethlisberger,QB,PIT,1,28,28,50,0,0,54,54,3.0,10.7
3,Danny Amendola,WR,DET,1,35,35,58,0,3,0,3,0.0,0.0
4,Darren Sproles,RB,PHI,1,28,28,35,0,11,7,11,0.5,1.8
5,DeSean Jackson,WR,PHI,1,10,10,13,0,0,0,0,0.0,0.0
6,Drew Brees,QB,NO,1,9,9,14,0,0,56,56,0.5,5.6
7,Eli Manning,QB,NYG,1,68,68,100,1,0,68,68,12.2,17.9
8,Frank Gore,RB,BUF,1,43,43,61,44,5,49,49,14.3,33.3
9,Greg Olsen,TE,CAR,1,62,62,83,0,15,10,15,11.0,17.7
10,Jared Cook,TE,NO,1,43,43,68,0,16,5,16,2.5,5.8
11,Jason Witten,TE,DAL,1,53,53,77,0,8,8,8,8.5,16.0
12,Joe Flacco,QB,DEN,1,82,82,100,0,0,61,61,16.7,20.4
13,Josh McCown,QB,PHI,1,6,6,8,0,0,83,83,1.0,16.7
14,Julian Edelman,WR,NE,1,66,66,93,2,6,8,8,5.2,7.9
15,Larry Fitzgerald,WR,ARI,1,54,54,95,0,20,9,20,10.4,19.3
16,LeSean McCoy,RB,KC,1,30,30,40,37,10,47,47,2.3,7.7
17,Marcedes Lewis,TE,GB,1,30,30,42,0,3,0,3,0.0,0.0
18,Matt Ryan,QB,ATL,1,63,63,97,3,0,71,71,22.1,35.1
19,Matthew Slater,WR,NE,1,3,3,4,0,0,0,0,0.0,0.0
20,Matthew Stafford,QB,DET,1,60,60,100,7,0,57,57,17.1,28.5
21,Michael Crabtree,WR,ARI,1,18,18,32,0,17,11,17,1.3,7.2
22,Philip Rivers,QB,LAC,1,65,65,100,2,0,57,57,11.9,18.3
23,Ryan Fitzpatrick,QB,MIA,1,38,38,61,3,0,58,58,1.2,3.2
24,Ted Ginn Jr.,WR,NO,1,38,38,60,0,0,0,0,0.0,0.0
25,Tom Brady,QB,NE,1,71,71,100,3,0,42,42,24.7,34.8
26,Vernon Davis,TE,WAS,1,44,44,75,0,9,7,9,2.9,6.6
27,Emmanuel Sanders,WR,DEN,1,76,76,93,0,17,14,17,17.8,23.4
28,Jimmy Graham,TE,GB,1,51,51,72,0,2,0,2,0.0,0.0
29,Antonio Brown,WR,NE,1,24,24,34,4,33,21,38,12.1,50.4
30,Julio Jones,WR,ATL,1,51,51,78,0,20,10,20,22.6,44.3
31,Cam Newton,QB,CAR,1,75,75,100,3,0,71,71,11.3,15.1
32,Mark Ingram II,RB,BAL,1,45,45,58,29,4,33,33,7.7,17.1
33,Randall Cobb,WR,DAL,1,52,52,75,4,12,13,15,3.5,6.7
34,Kyle Rudolph,TE,MIN,1,65,65,100,0,6,5,6,0.9,1.4
35,Andy Dalton,QB,CIN,1,69,69,100,3,0,64,64,19.6,28.4
36,Luke Stocker,TE,ATL,1,27,27,42,0,4,4,4,0.4,1.5
37,Anthony Sherman,RB,KC,1,6,6,8,0,0,0,0,0.0,0.0
38,Dion Lewis,RB,TEN,1,29,29,49,10,3,14,14,1.4,4.8
39,Lee Smith,TE,BUF,1,38,38,54,0,3,3,3,0.8,2.1
40,Dwayne Harris,WR,OAK,1,3,3,5,0,0,0,0,0.0,0.0
41,Virgil Green,TE,LAC,1,57,57,88,0,4,2,4,0.9,1.6
42,Kirk Cousins,QB,MIN,1,65,65,100,3,0,52,52,10.9,16.8
43,Russell Wilson,QB,SEA,1,78,78,99,8,0,53,53,24.2,31.0
44,Alshon Jeffery,WR,PHI,1,6,6,8,0,0,0,0,0.0,0.0
45,Mohamed Sanu Sr.,WR,ATL,1,52,52,80,0,13,8,13,1.6,3.1
46,T.Y. Hilton,WR,IND,1,63,63,90,0,10,6,10,10.3,16.3
47,Travis Benjamin,WR,LAC,1,43,43,66,0,5,0,5,0.0,0.0
48,Marvin Jones Jr.,WR,DET,1,55,55,92,0,11,9,11,4.3,7.8
49,Rhett Ellison,TE,NYG,1,33,33,49,0,3,3,3,0.8,2.4
50,Derek Carrier,TE,OAK,1,9,9,15,0,56,33,56,3.3,36.7
51,Case Keenum,QB,WAS,1,59,59,100,2,0,64,64,16.7,28.3
52,Josh Gordon,WR,NE,1,57,57,80,0,9,4,9,1.9,3.3
53,Cole Beasley,WR,BUF,1,35,35,50,0,11,11,11,8.3,23.7
54,Chris Hogan,WR,CAR,1,3,3,4,0,33,33,33,1.2,40.0
55,Josh Bellamy,WR,NYJ,1,41,41,64,0,5,2,5,0.5,1.2
56,Travis Kelce,TE,KC,1,64,64,85,0,14,11,14,16.7,26.1
