,Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
0,Adrian Peterson,RB,WAS,1,17,17,26,53,12,65,65,3.0,17.6
1,Benjamin Watson,TE,NE,1,59,59,80,0,7,5,7,5.2,8.8
2,Brian Hoyer,QB,IND,1,2,2,3,100,0,100,100,-0.2,-10.0
3,Chase Daniel,QB,CHI,1,7,7,9,0,0,57,57,0.4,5.7
4,Danny Amendola,WR,DET,1,34,34,54,0,15,12,15,4.7,13.8
5,Drew Brees,QB,NO,1,64,64,96,5,0,59,59,21.1,33.0
6,Frank Gore,RB,BUF,1,20,20,27,55,10,60,65,4.5,22.5
7,Greg Olsen,TE,CAR,1,68,68,91,0,7,7,7,5.7,8.4
8,Jared Cook,TE,NO,1,47,47,70,0,4,4,4,9.3,19.8
9,Jason Witten,TE,DAL,1,63,63,85,0,11,8,11,3.3,5.2
10,Julian Edelman,WR,NE,1,66,66,89,0,15,9,17,9.9,15.0
11,Larry Fitzgerald,WR,ARI,1,53,53,78,0,9,9,9,7.7,14.5
12,LeSean McCoy,RB,KC,1,26,26,38,27,23,42,50,11.7,45.0
13,Matt Ryan,QB,ATL,1,64,64,98,3,0,52,52,16.4,25.6
14,Matt Schaub,QB,ATL,1,1,1,2,100,0,100,100,-0.1,-10.0
15,Matthew Slater,WR,NE,1,1,1,1,0,0,0,0,0.0,0.0
16,Philip Rivers,QB,LAC,1,79,79,100,0,0,66,66,16.1,20.4
17,Ryan Fitzpatrick,QB,MIA,1,69,69,99,1,0,67,67,12.9,18.7
18,Ted Ginn Jr.,WR,NO,1,36,36,54,0,11,6,11,7.4,20.6
19,Tom Brady,QB,NE,1,74,74,100,1,0,65,65,8.5,11.5
20,Andre Roberts,WR,BUF,1,9,9,12,0,0,0,0,0.0,0.0
21,Emmanuel Sanders,WR,SF,1,32,32,44,0,16,9,16,3.3,10.3
22,Julio Jones,WR,ATL,1,53,53,82,2,15,13,17,8.7,16.4
23,Mark Ingram II,RB,BAL,1,32,32,48,41,13,50,53,20.5,64.1
24,Randall Cobb,WR,DAL,1,45,45,61,0,16,9,16,17.5,38.9
25,Kyle Rudolph,TE,MIN,1,54,54,87,0,9,9,9,12.7,23.5
26,Luke Stocker,TE,ATL,1,43,43,66,0,0,0,0,0.0,0.0
27,Anthony Sherman,RB,KC,1,9,9,13,0,0,0,0,0.0,0.0
28,Lee Smith,TE,BUF,1,7,7,10,0,0,0,0,0.0,0.0
29,Virgil Green,TE,LAC,1,24,24,30,0,4,4,4,0.8,3.3
30,Robert Griffin III,QB,BAL,1,9,9,13,11,0,33,33,0.5,5.6
31,Nick Foles,QB,JAC,1,62,62,100,0,0,76,76,18.8,30.3
32,Kirk Cousins,QB,MIN,1,62,62,100,3,0,60,60,22.9,36.9
33,Mohamed Sanu Sr.,WR,NE,1,41,41,55,2,10,7,12,1.2,2.9
34,Marvin Jones Jr.,WR,DET,1,54,54,86,2,9,9,11,15.9,29.4
35,Brandon Bolden,RB,NE,1,10,10,14,0,0,0,0,0.0,0.0
36,Derek Carrier,TE,OAK,1,18,18,26,0,0,0,0,0.0,0.0
37,Cole Beasley,WR,BUF,1,64,64,88,0,6,6,6,3.8,5.9
38,Garrett Celek,TE,SF,1,23,23,32,0,0,0,0,0.0,0.0
39,Travis Kelce,TE,KC,1,64,64,94,0,16,11,16,15.2,23.8
40,Marquise Goodwin,WR,SF,1,23,23,32,0,9,4,9,0.5,2.2
41,DeAndre Hopkins,WR,HOU,1,56,56,93,0,21,13,21,8.0,14.3
42,Kenny Stills,WR,HOU,1,59,59,98,0,12,7,12,2.7,4.6
43,Cordarrelle Patterson,RB,CHI,1,2,2,3,0,0,0,0,0.0,0.0
44,Keenan Allen,WR,LAC,1,70,70,89,0,17,11,17,13.1,18.7
45,Tavon Austin,WR,DAL,1,29,29,39,0,3,0,3,0.0,0.0
46,Giovani Bernard,RB,CIN,1,30,30,50,10,10,13,20,4.6,15.3
47,Le'Veon Bell,RB,NYJ,1,39,39,53,46,5,51,51,15.2,39.0
48,Rex Burkhead,RB,NE,1,21,21,28,24,14,33,38,4.8,22.9
49,Kenjon Barner,RB,ATL,1,14,14,22,14,0,21,21,7.6,54.3
50,Zach Ertz,TE,PHI,1,64,64,88,0,17,14,17,9.4,14.7
51,Tyler Eifert,TE,CIN,1,20,20,33,0,20,15,20,2.1,10.5
52,Levine Toilolo,TE,SF,1,1,1,1,0,0,0,0,0.0,0.0
53,Vance McDonald,TE,PIT,1,69,69,96,0,10,4,10,3.3,4.8
54,Kyle Juszczyk,RB,SF,1,39,39,53,0,18,18,18,6.3,16.2
55,Latavius Murray,RB,NO,1,27,27,40,37,11,44,48,3.2,11.9
56,Ryan Griffin,TE,NYJ,1,59,59,81,0,8,8,8,16.9,28.6
57,Demetrius Harris,TE,CLE,1,41,41,59,0,0,0,0,0.0,0.0
58,Zach Line,RB,NO,1,21,21,31,5,5,10,10,1.0,4.8
59,Jack Doyle,TE,IND,1,42,42,63,0,0,0,0,0.0,0.0
60,Patrick DiMarco,RB,BUF,1,4,4,5,0,0,0,0,0.0,0.0
61,AJ McCarron,QB,HOU,1,4,4,7,0,0,25,25,0.0,0.0
62,Derek Carr,QB,OAK,1,68,68,100,7,0,50,50,20.8,30.6
