,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Marvin Jones Jr.(JAC),6,8,205,34.2,73,4,2,0,0,0,0,1,32.5,32.5,55.4%
1,2,Terrelle Pryor Sr.(FA),8,14,144,18.0,40,3,0,4,21,1,0,1,23.9,23.9,0.0%
2,3,Emmanuel Sanders(BUF),9,13,117,13.0,41,1,2,0,0,0,0,1,23.7,23.7,46.6%
3,4,T.Y. Hilton(IND),8,11,174,21.8,63,3,1,0,0,0,0,1,23.4,23.4,16.8%
4,5,Jordy Nelson(FA),6,7,101,16.8,49,1,2,0,0,0,0,1,22.1,22.1,0.1%
5,6,Doug Baldwin(FA),8,10,164,20.5,59,3,1,1,-4,0,0,1,22.0,22.0,0.0%
6,7,Jarvis Landry(CLE),7,12,120,17.1,42,2,1,2,16,0,0,1,19.6,19.6,72.5%
7,8,Mike Evans(TB),10,14,132,13.2,19,0,1,0,0,0,0,1,19.2,19.2,97.8%
8,9,Allen Robinson II(CHI),7,11,57,8.1,14,0,2,0,0,0,0,1,17.7,17.7,53.7%
9,10,Tavon Austin(JAC),5,8,82,16.4,43,1,1,2,22,0,0,1,16.4,16.4,0.1%
10,11,DeSean Jackson(LV),5,8,96,19.2,44,2,1,0,0,0,0,1,15.6,15.6,4.4%
11,12,Demaryius Thomas(FA),6,7,100,16.7,55,1,1,0,0,0,1,1,14.0,14.0,0.1%
12,13,Antonio Brown(FA),12,18,140,11.7,20,2,0,0,0,0,0,1,14.0,14.0,84.1%
13,14,Jamison Crowder(NYJ),4,7,78,19.5,55,1,1,0,0,0,0,1,13.8,13.8,23.6%
14,15,Sterling Shepard(NYG),5,7,73,14.6,23,1,1,0,0,0,0,1,13.3,13.3,23.7%
15,16,Michael Thomas(NO),7,11,71,10.1,25,1,1,0,0,0,0,1,13.1,13.1,20.6%
16,17,Odell Beckham Jr.(LAR),7,11,121,17.3,26,2,0,0,0,0,0,1,12.1,12.1,90.8%
17,18,Brian Quick(FA),2,2,53,26.5,44,1,1,0,0,0,0,1,11.3,11.3,0.0%
18,19,DeVante Parker(MIA),3,6,51,17.0,26,2,1,0,0,0,0,1,11.1,11.1,64.3%
19,20,Michael Crabtree(FA),8,11,102,12.8,31,2,0,0,0,0,0,1,10.2,10.2,0.0%
20,21,Adam Humphries(WAS),9,12,100,11.1,31,2,0,0,0,0,0,1,10.0,10.0,0.8%
21,22,Dez Bryant(FA),3,6,40,13.3,17,0,1,0,0,0,0,1,10.0,10.0,2.6%
22,23,Steve Smith(FA),8,11,87,10.9,23,2,0,0,0,0,0,1,8.7,8.7,0.0%
23,24,Seth Roberts(FA),2,6,27,13.5,19,0,1,0,0,0,0,1,8.7,8.7,0.0%
24,25,Justin Hardy(FA),2,2,26,13.0,22,1,1,0,0,0,0,1,8.6,8.6,0.0%
25,26,Davante Adams(GB),2,2,23,11.5,14,0,1,0,0,0,0,1,8.3,8.3,100.0%
26,27,Anquan Boldin(FA),4,6,22,5.5,7,0,1,0,0,0,0,1,8.2,8.2,0.1%
27,28,Jordan Matthews(SF),2,3,19,9.5,12,0,1,0,0,0,0,1,7.9,7.9,0.0%
28,29,Brandon Coleman(FA),7,8,78,11.1,28,1,0,0,0,0,0,1,7.8,7.8,0.0%
29,30,A.J. Green(ARI),8,11,77,9.6,20,1,0,0,0,0,0,1,7.7,7.7,51.8%
30,31,Kenny Stills(NO),5,8,76,15.2,28,1,0,0,0,0,0,1,7.6,7.6,0.1%
31,32,Cole Beasley(BUF),7,7,73,10.4,29,1,0,0,0,0,0,1,7.3,7.3,63.2%
32,33,John Brown(FA),6,11,70,11.7,19,0,0,0,0,0,0,1,7.0,7.0,1.3%
33,34,Victor Cruz(FA),3,3,70,23.3,37,1,0,0,0,0,0,1,7.0,7.0,0.1%
34,35,Alshon Jeffery(FA),5,7,70,14.0,22,1,0,0,0,0,0,1,7.0,7.0,0.1%
35,36,Tyrell Williams(FA),6,9,69,11.5,22,1,0,0,0,0,0,1,6.9,6.9,4.8%
36,37,Terrance Williams(FA),4,4,88,22.0,47,1,0,0,0,0,1,1,6.8,6.8,0.0%
37,38,Ted Ginn Jr.(FA),3,7,62,20.7,31,2,0,2,5,0,0,1,6.7,6.7,0.0%
38,39,Michael Floyd(FA),4,11,65,16.3,25,1,0,0,0,0,0,1,6.5,6.5,0.0%
