Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Alex Smith,QB,KC,1,62,62,100,6,0,56,56,13.4,21.6
Ben Roethlisberger,QB,PIT,1,64,64,100,5,0,53,53,14.5,22.7
Benjamin Watson,TE,BAL,1,32,32,49,0,13,6,13,6.6,20.6
Danny Amendola,WR,NE,1,32,32,37,0,19,6,19,1.4,4.4
DeSean Jackson,WR,TB,1,50,50,75,0,16,6,16,3.7,7.4
Drew Brees,QB,NO,1,61,61,100,7,0,52,52,11.8,19.3
Frank Gore,RB,IND,1,36,36,49,44,11,56,56,10.1,28.1
Jared Cook,TE,OAK,1,46,46,71,0,11,9,11,5.7,12.4
Jason Witten,TE,DAL,1,68,68,100,0,7,4,7,3.1,4.6
Joe Flacco,QB,BAL,1,29,29,45,3,0,55,55,8.9,30.7
Josh McCown,QB,NYJ,1,61,61,100,2,0,56,56,18.3,30.0
LeSean McCoy,RB,BUF,1,50,50,72,54,14,66,68,23.3,46.6
Matt Moore,QB,MIA,1,66,66,100,0,0,67,67,3.0,4.5
Matt Ryan,QB,ATL,1,66,66,100,9,0,53,53,15.9,24.1
Matthew Slater,WR,NE,1,4,4,5,0,0,0,0,0.0,0.0
Matthew Stafford,QB,DET,1,71,71,100,1,0,65,65,18.0,25.4
Michael Crabtree,WR,OAK,1,55,55,85,0,18,9,18,8.3,15.1
Philip Rivers,QB,LAC,1,56,56,100,0,0,54,54,10.5,18.8
Ted Ginn Jr.,WR,NO,1,36,36,59,0,11,6,11,6.8,18.9
Tom Brady,QB,NE,1,86,86,100,1,0,56,56,17.5,20.3
Vernon Davis,TE,WAS,1,48,48,81,0,8,4,8,2.0,4.2
Dez Bryant,WR,DAL,1,60,60,88,0,10,7,10,3.9,6.5
Golden Tate,WR,DET,1,44,44,62,0,18,16,18,6.6,15.0
Jimmy Graham,TE,SEA,1,49,49,71,0,10,8,10,15.9,32.4
Rob Gronkowski,TE,NE,1,86,86,100,0,10,6,10,11.7,13.6
Antonio Brown,WR,PIT,1,59,59,92,0,17,8,17,7.0,11.9
A.J. Green,WR,CIN,1,53,53,95,0,15,6,15,8.7,16.4
Julio Jones,WR,ATL,1,59,59,89,0,10,5,10,7.4,12.5
Cam Newton,QB,CAR,1,65,65,100,17,0,66,66,12.6,19.4
Mark Ingram II,RB,NO,1,31,31,51,58,19,77,77,11.9,38.4
Kyle Rudolph,TE,MIN,1,82,82,96,0,9,7,9,8.7,10.6
Andy Dalton,QB,CIN,1,56,56,100,5,0,57,57,18.7,33.4
Luke Stocker,TE,TB,1,17,17,25,0,0,0,0,0.0,0.0
Anthony Sherman,RB,KC,1,8,8,13,0,0,0,0,0.0,0.0
Dion Lewis,RB,NE,1,30,30,35,50,7,57,57,5.4,18.0
Lee Smith,TE,OAK,1,19,19,29,0,16,5,16,2.1,11.1
Tyrod Taylor,QB,BUF,1,69,69,100,9,0,48,48,16.7,24.2
Virgil Green,TE,DEN,1,31,31,42,0,6,3,6,1.6,5.2
Nick Foles,QB,PHI,1,9,9,13,22,0,22,22,-0.2,-2.2
Kirk Cousins,QB,WAS,1,59,59,100,2,0,68,68,10.5,17.8
Russell Wilson,QB,SEA,1,69,69,100,6,0,65,65,35.1,50.9
Lamar Miller,RB,HOU,1,62,62,87,34,5,39,39,19.3,31.1
Alshon Jeffery,WR,PHI,1,49,49,70,0,16,4,16,14.2,29.0
Mohamed Sanu Sr.,WR,ATL,1,60,60,91,0,12,10,12,13.4,22.3
T.Y. Hilton,WR,IND,1,68,68,92,0,10,3,10,1.5,2.2
Travis Benjamin,WR,LAC,1,35,35,63,6,26,20,31,13.8,39.4
Marvin Jones Jr.,WR,DET,1,68,68,96,0,16,9,16,12.8,18.8
Alfred Morris,RB,DAL,1,6,6,9,50,0,50,50,0.3,5.0
Case Keenum,QB,MIN,1,85,85,100,0,0,51,51,17.5,20.6
Cole Beasley,WR,DAL,1,27,27,40,0,11,7,11,0.8,3.0
Chris Hogan,WR,NE,1,75,75,87,0,9,7,9,6.0,8.0
Garrett Celek,TE,SF,1,26,26,39,0,8,4,8,2.4,9.2
Jermaine Kearse,WR,NYJ,1,53,53,87,0,9,4,9,1.4,2.6
Josh Bellamy,WR,CHI,1,2,2,3,0,0,0,0,0.0,0.0
Travis Kelce,TE,KC,1,58,58,94,0,17,12,17,19.3,33.3
Marquise Goodwin,WR,SF,1,43,43,65,0,7,0,7,0.0,0.0
Russell Shepard,WR,CAR,1,30,30,46,0,3,3,3,1.4,4.7
DeAndre Hopkins,WR,HOU,1,71,71,100,0,15,11,15,28.4,40.0
Kenny Stills,WR,MIA,1,64,64,97,0,16,8,16,6.5,10.2
Cordarrelle Patterson,RB,OAK,1,57,57,88,0,7,5,7,0.7,1.2
Keenan Allen,WR,LAC,1,52,52,93,0,10,8,10,6.1,11.7
Giovani Bernard,RB,CIN,1,14,14,25,14,14,14,29,0.5,3.6
Le'Veon Bell,RB,PIT,1,60,60,94,42,5,45,47,12.1,20.2
Theo Riddick,RB,DET,1,30,30,42,13,7,20,20,4.5,15.0
Chris Thompson,RB,WAS,1,47,47,80,9,19,26,28,7.4,15.7
Rex Burkhead,RB,NE,1,27,27,31,15,26,41,41,8.3,30.7
Kenjon Barner,RB,PHI,1,4,4,6,0,50,50,50,1.1,27.5
Zach Ertz,TE,PHI,1,64,64,91,0,9,6,9,9.4,14.7
Jordan Reed,TE,WAS,1,21,21,36,0,5,5,5,0.5,2.4
Levine Toilolo,TE,ATL,1,31,31,47,0,10,6,10,2.0,6.5
Kyle Juszczyk,RB,SF,1,20,20,30,5,0,5,5,1.2,6.0
Luke Willson,TE,SEA,1,19,19,28,0,5,0,5,0.0,0.0
Latavius Murray,RB,MIN,1,31,31,36,61,3,65,65,4.7,15.2
Ryan Griffin,TE,HOU,1,65,65,92,0,3,2,3,1.0,1.5
Demetrius Harris,TE,KC,1,41,41,66,0,5,0,5,0.0,0.0
Zach Line,RB,NO,1,8,8,13,0,0,0,0,0.0,0.0
James Develin,RB,NE,1,29,29,34,0,3,0,3,0.0,0.0
Jack Doyle,TE,IND,1,71,71,96,0,20,17,20,18.1,25.5
Patrick DiMarco,RB,BUF,1,28,28,41,0,0,0,0,0.0,0.0
Derek Carr,QB,OAK,1,65,65,100,0,0,75,75,12.5,19.2
Logan Thomas,TE,BUF,1,21,21,30,0,5,5,5,0.7,3.3
Carlos Hyde,RB,SF,1,45,45,68,27,20,36,47,4.7,10.4
Devonta Freeman,RB,ATL,1,40,40,61,30,8,33,38,6.1,15.3
Mike Evans,WR,TB,1,62,62,93,0,16,8,16,6.0,9.7
Brandin Cooks,WR,NE,1,82,82,95,0,10,6,10,2.6,3.2
Jordan Matthews,WR,BUF,1,48,48,70,0,8,6,8,2.1,4.4
Donte Moncrief,WR,IND,1,56,56,76,0,2,0,2,0.0,0.0
Jarvis Landry,WR,MIA,1,59,59,89,0,20,8,20,3.3,5.6
Paul Richardson Jr.,WR,SEA,1,56,56,81,0,13,11,13,22.5,40.2
Eric Ebron,TE,DET,1,34,34,48,0,18,6,18,5.8,17.1
Trey Burton,TE,PHI,1,21,21,30,0,10,10,10,2.1,10.0
James White,RB,NE,1,20,20,23,5,30,30,35,8.7,43.5
