Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Alex Smith,QB,KC,1,79,79,100,5,0,54,54,17.5,22.2
Ben Roethlisberger,QB,PIT,1,53,53,88,2,0,57,57,16.9,31.9
Benjamin Watson,TE,BAL,1,48,48,66,0,13,10,13,4.0,8.3
Brian Hoyer,QB,NE,1,4,4,6,50,0,50,50,-0.1,-2.5
Danny Amendola,WR,NE,1,40,40,56,0,8,8,8,2.8,7.0
Drew Brees,QB,NO,1,64,64,100,6,0,50,50,11.2,17.5
Drew Stanton,QB,ARI,1,68,68,100,3,0,53,53,12.5,18.4
Eli Manning,QB,NYG,1,71,71,100,1,0,65,65,5.0,7.0
Frank Gore,RB,IND,1,46,46,74,37,4,41,41,14.6,31.7
Greg Olsen,TE,CAR,1,57,57,93,0,11,5,11,2.7,4.7
Jared Cook,TE,OAK,1,51,51,76,0,4,2,4,1.5,2.9
Jason Witten,TE,DAL,1,74,74,100,0,12,7,12,3.9,5.3
Joe Flacco,QB,BAL,1,73,73,100,5,0,58,58,17.3,23.7
Larry Fitzgerald,WR,ARI,1,60,60,88,0,25,17,27,18.7,31.2
LeSean McCoy,RB,BUF,1,50,50,71,34,14,44,48,14.7,29.4
Marcedes Lewis,TE,JAC,1,44,44,51,0,2,2,2,2.2,5.0
Marshawn Lynch,RB,OAK,1,43,43,64,58,7,63,65,7.2,16.7
Matt Ryan,QB,ATL,1,64,64,100,3,0,59,59,14.2,22.2
Matthew Slater,WR,NE,1,2,2,3,0,0,0,0,0.0,0.0
Matthew Stafford,QB,DET,1,61,61,100,2,0,59,59,10.8,17.7
Michael Crabtree,WR,OAK,1,29,29,43,0,10,0,10,0.0,0.0
Philip Rivers,QB,LAC,1,72,72,100,1,0,57,57,15.6,21.7
Ted Ginn Jr.,WR,NO,1,47,47,73,4,11,13,15,15.0,31.9
Tom Brady,QB,NE,1,67,67,94,3,0,45,45,15.6,23.3
Vernon Davis,TE,WAS,1,65,65,97,0,5,3,5,10.2,15.7
Dez Bryant,WR,DAL,1,62,62,84,0,10,5,10,2.4,3.9
Golden Tate,WR,DET,1,50,50,82,0,12,6,12,1.4,2.8
Jimmy Graham,TE,SEA,1,40,40,70,0,3,3,3,6.3,15.8
Joe Webb III,QB,BUF,1,3,3,4,0,0,0,0,0.0,0.0
Rob Gronkowski,TE,NE,1,66,66,93,0,11,8,11,12.7,19.2
Logan Paulsen,TE,SF,1,28,28,42,0,0,0,0,0.0,0.0
A.J. Green,WR,CIN,1,79,79,94,0,13,8,13,8.1,10.3
Julio Jones,WR,ATL,1,56,56,88,0,20,13,20,14.9,26.6
Cam Newton,QB,CAR,1,60,60,98,23,0,65,65,15.6,26.0
Mark Ingram II,RB,NO,1,31,31,48,42,10,52,52,12.6,40.6
Randall Cobb,WR,GB,1,61,61,91,2,11,8,13,1.6,2.6
Kyle Rudolph,TE,MIN,1,35,35,55,0,3,3,3,0.6,1.7
Andy Dalton,QB,CIN,1,84,84,100,4,0,52,52,11.4,13.6
Lance Kendricks,TE,GB,1,58,58,87,0,16,7,16,3.6,6.2
Luke Stocker,TE,TEN,1,14,14,21,0,0,0,0,0.0,0.0
Anthony Sherman,RB,KC,1,8,8,10,0,0,0,0,0.0,0.0
Dion Lewis,RB,NE,1,51,51,72,47,10,57,57,27.3,53.5
Lee Smith,TE,OAK,1,42,42,63,0,7,5,7,1.6,3.8
Tyrod Taylor,QB,BUF,1,70,70,100,4,0,59,59,12.8,18.3
Virgil Green,TE,DEN,1,26,26,35,0,0,0,0,0.0,0.0
Nick Foles,QB,PHI,1,67,67,100,0,0,57,57,8.5,12.7
Kirk Cousins,QB,WAS,1,67,67,100,7,0,63,63,22.8,34.0
Russell Wilson,QB,SEA,1,57,57,100,16,0,53,53,14.6,25.6
Lamar Miller,RB,HOU,1,19,19,35,53,5,58,58,6.5,34.2
Alshon Jeffery,WR,PHI,1,62,62,93,0,3,0,3,0.0,0.0
Mohamed Sanu Sr.,WR,ATL,1,59,59,92,0,10,7,10,3.1,5.3
T.Y. Hilton,WR,IND,1,62,62,100,0,19,10,19,10.0,16.1
Travis Benjamin,WR,LAC,1,31,31,43,3,16,3,19,-0.4,-1.3
Marvin Jones Jr.,WR,DET,1,61,61,100,0,8,5,8,5.0,8.2
Rhett Ellison,TE,NYG,1,41,41,58,0,17,10,17,6.0,14.6
Brandon Bolden,RB,NE,1,5,5,7,40,0,40,40,2.0,40.0
Derek Carrier,TE,LAR,1,5,5,7,0,0,0,0,0.0,0.0
Case Keenum,QB,MIN,1,64,64,100,6,0,45,45,9.4,14.7
Josh Gordon,WR,CLE,1,49,49,83,0,16,4,16,1.9,3.9
Cole Beasley,WR,DAL,1,44,44,59,0,7,5,7,1.2,2.7
Garrett Celek,TE,SF,1,17,17,26,0,0,0,0,0.0,0.0
Jermaine Kearse,WR,NYJ,1,56,56,88,0,14,9,14,4.2,7.5
Josh Bellamy,WR,CHI,1,40,40,65,0,10,8,10,4.9,12.3
Travis Kelce,TE,KC,1,68,68,86,0,12,6,12,10.7,15.7
Marquise Goodwin,WR,SF,1,47,47,71,0,13,6,13,3.7,7.9
DeAndre Hopkins,WR,HOU,1,55,55,100,0,11,7,11,12.5,22.7
Robert Woods,WR,LAR,1,61,61,91,0,13,5,13,3.3,5.4
Kenny Stills,WR,MIA,1,48,48,86,0,13,8,13,3.4,7.1
Cordarrelle Patterson,RB,OAK,1,13,13,19,0,15,8,15,0.7,5.4
Keenan Allen,WR,LAC,1,66,66,92,0,15,8,15,6.3,9.5
Tavon Austin,WR,LAR,1,6,6,9,0,0,0,0,0.0,0.0
Giovani Bernard,RB,CIN,1,71,71,85,32,10,42,42,22.8,32.1
Le'Veon Bell,RB,PIT,1,45,45,75,31,18,42,49,15.7,34.9
Theo Riddick,RB,DET,1,37,37,61,22,11,30,32,3.9,10.5
Kenjon Barner,RB,PHI,1,1,1,1,0,0,0,0,0.0,0.0
Zach Ertz,TE,PHI,1,55,55,82,0,25,16,25,8.1,14.7
Levine Toilolo,TE,ATL,1,12,12,19,0,0,0,0,0.0,0.0
Vance McDonald,TE,PIT,1,29,29,48,0,17,14,17,5.2,17.9
Kyle Juszczyk,RB,SF,1,37,37,56,0,14,14,14,7.6,20.5
Luke Willson,TE,SEA,1,27,27,47,0,7,7,7,0.9,3.3
Latavius Murray,RB,MIN,1,39,39,61,54,3,56,56,7.5,19.2
Demetrius Harris,TE,KC,1,35,35,44,0,20,11,20,3.4,9.7
Zach Line,RB,NO,1,18,18,28,0,0,0,0,0.0,0.0
James Develin,RB,NE,1,19,19,27,0,0,0,0,0.0,0.0
Jack Doyle,TE,IND,1,62,62,100,0,16,8,16,4.1,6.6
Patrick DiMarco,RB,BUF,1,13,13,19,0,8,8,8,-0.8,-6.2
Blake Bortles,QB,JAC,1,87,87,100,6,0,63,63,22.4,25.7
Derek Carr,QB,OAK,1,67,67,100,4,0,48,48,5.9,8.8
Carlos Hyde,RB,SF,1,43,43,65,49,7,56,56,13.3,30.9
Devonta Freeman,RB,ATL,1,42,42,66,26,7,31,33,3.6,8.6
Sammy Watkins,WR,LAR,1,64,64,96,0,11,5,11,9.0,14.1
Mike Evans,WR,TB,1,51,51,80,0,16,12,16,10.7,21.0
Brandin Cooks,WR,NE,1,65,65,92,2,8,5,9,2.5,3.8
Jarvis Landry,WR,MIA,1,54,54,96,0,13,9,13,3.1,5.7
Paul Richardson Jr.,WR,SEA,1,48,48,84,0,8,4,8,2.1,4.4
Eric Ebron,TE,DET,1,27,27,44,0,30,19,30,14.3,53.0
Trey Burton,TE,PHI,1,10,10,15,0,0,0,0,0.0,0.0
Jimmy Garoppolo,QB,SF,1,66,66,100,5,0,50,50,22.0,33.3
Jerick McKinnon,RB,MIN,1,25,25,39,28,8,32,36,5.1,20.4
John Brown,WR,ARI,1,40,40,59,0,10,5,10,8.8,22.0
Richard Rodgers,TE,GB,1,2,2,3,0,0,0,0,0.0,0.0
Ryan Grant,WR,WAS,1,42,42,63,0,14,10,14,8.5,20.2
Albert Wilson,WR,KC,1,68,68,86,0,12,4,12,3.6,5.3
Taylor Gabriel,WR,ATL,1,32,32,50,3,13,6,16,3.2,10.0
Willie Snead IV,WR,NO,1,38,38,59,0,8,3,8,0.6,1.6
Bennie Fowler III,WR,DEN,1,56,56,76,0,5,0,5,0.0,0.0
Dontrelle Inman,WR,CHI,1,59,59,95,0,7,3,7,1.9,3.2
Keith Smith,RB,DAL,1,15,15,20,0,0,0,0,0.0,0.0
Adam Thielen,WR,MIN,1,59,59,92,0,10,3,10,2.4,4.1
Cameron Brate,TE,TB,1,43,43,67,0,9,7,9,1.3,3.0
Roosevelt Nix,RB,PIT,1,16,16,27,6,0,6,6,6.1,38.1
Josh Hill,TE,NO,1,52,52,81,0,6,4,6,1.1,2.1
Darren Fells,TE,DET,1,26,26,43,0,0,0,0,0.0,0.0
Seth Roberts,WR,OAK,1,51,51,76,0,12,6,12,2.3,4.5
Marcus Mariota,QB,TEN,1,68,68,100,4,0,62,62,11.4,16.8
Jameis Winston,QB,TB,1,64,64,100,5,0,47,47,13.3,20.8
Amari Cooper,WR,OAK,1,43,43,64,0,9,7,9,12.6,29.3
DeVante Parker,WR,MIA,1,44,44,79,0,23,11,23,6.3,14.3
Melvin Gordon III,RB,LAC,1,52,52,72,37,6,42,42,18.8,36.2
Brett Hundley,QB,GB,1,67,67,100,7,0,67,67,6.0,9.0
Todd Gurley II,RB,LAR,1,62,62,93,35,21,52,56,39.6,63.9
Devin Funchess,WR,CAR,1,54,54,89,0,7,6,7,1.1,2.0
Maxx Williams,TE,BAL,1,38,38,52,0,8,5,8,6.6,17.4
Ameer Abdullah,RB,DET,1,11,11,18,55,18,64,73,2.6,23.6
Tevin Coleman,RB,ATL,1,23,23,36,26,17,43,43,11.2,48.7
Taylor Heinicke,QB,HOU,1,9,9,16,11,0,22,22,0.6,6.7
Duke Johnson Jr.,RB,CLE,1,29,29,49,14,24,38,38,10.1,34.8
Jay Ajayi,RB,PHI,1,27,27,40,52,11,59,63,11.3,41.9
T.J. Yeldon,RB,JAC,1,38,38,44,13,26,32,39,13.7,36.1
Mike Davis,RB,SEA,1,43,43,75,35,12,44,47,4.3,10.0
Malcolm Brown,RB,LAR,1,5,5,7,20,0,20,20,0.4,8.0
Nick O'Leary,TE,BUF,1,22,22,31,0,5,0,5,0.0,0.0
Jesse James,TE,PIT,1,32,32,53,0,3,0,3,0.0,0.0
