player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Benjamin Watson,TE,BAL,1.0,45.0,45.0,59.0,0.0,22.0,16.0,22.0,6.1,13.6,17,2017
Brian Hoyer,QB,NE,1.0,6.0,6.0,7.0,0.0,0.0,50.0,50.0,0.2,3.3,17,2017
Danny Amendola,WR,NE,1.0,55.0,55.0,65.0,0.0,13.0,7.0,13.0,4.3,7.8,17,2017
Drew Brees,QB,NO,1.0,58.0,58.0,100.0,2.0,0.0,53.0,53.0,14.0,24.1,17,2017
Drew Stanton,QB,ARI,1.0,71.0,71.0,100.0,1.0,0.0,49.0,49.0,7.7,10.8,17,2017
Eli Manning,QB,NYG,1.0,78.0,78.0,100.0,4.0,0.0,40.0,40.0,6.9,8.8,17,2017
Frank Gore,RB,IND,1.0,43.0,43.0,67.0,56.0,7.0,63.0,63.0,11.1,25.8,17,2017
Greg Olsen,TE,CAR,1.0,57.0,57.0,93.0,0.0,16.0,2.0,16.0,1.0,1.8,17,2017
Jared Cook,TE,OAK,1.0,41.0,41.0,76.0,0.0,10.0,7.0,10.0,3.5,8.5,17,2017
Jason Witten,TE,DAL,1.0,68.0,68.0,100.0,0.0,4.0,3.0,4.0,1.7,2.5,17,2017
Joe Flacco,QB,BAL,1.0,76.0,76.0,100.0,0.0,0.0,62.0,62.0,14.1,18.6,17,2017
Larry Fitzgerald,WR,ARI,1.0,71.0,71.0,100.0,0.0,18.0,11.0,18.0,5.5,7.7,17,2017
LeSean McCoy,RB,BUF,1.0,29.0,29.0,43.0,38.0,10.0,45.0,48.0,3.2,11.0,17,2017
Marcedes Lewis,TE,JAC,1.0,53.0,53.0,88.0,0.0,6.0,4.0,6.0,1.3,2.5,17,2017
Marshawn Lynch,RB,OAK,1.0,41.0,41.0,76.0,46.0,7.0,51.0,54.0,11.9,29.0,17,2017
Matt Ryan,QB,ATL,1.0,72.0,72.0,100.0,4.0,0.0,67.0,67.0,18.1,25.1,17,2017
Matthew Stafford,QB,DET,1.0,58.0,58.0,100.0,3.0,0.0,53.0,53.0,27.1,46.7,17,2017
Michael Crabtree,WR,OAK,1.0,17.0,17.0,31.0,0.0,12.0,12.0,12.0,1.7,10.0,17,2017
Philip Rivers,QB,LAC,1.0,66.0,66.0,94.0,2.0,0.0,58.0,58.0,28.0,42.4,17,2017
Ted Ginn Jr.,WR,NO,1.0,37.0,37.0,64.0,3.0,16.0,11.0,19.0,3.5,9.5,17,2017
Tom Brady,QB,NE,1.0,79.0,79.0,93.0,0.0,0.0,47.0,47.0,15.6,19.7,17,2017
Vernon Davis,TE,WAS,1.0,55.0,55.0,96.0,0.0,5.0,4.0,5.0,2.0,3.6,17,2017
Dez Bryant,WR,DAL,1.0,54.0,54.0,79.0,0.0,15.0,6.0,15.0,2.4,4.4,17,2017
Golden Tate,WR,DET,1.0,48.0,48.0,83.0,0.0,15.0,15.0,15.0,18.4,38.3,17,2017
Andre Roberts,WR,ATL,1.0,9.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2017
Jimmy Graham,TE,SEA,1.0,42.0,42.0,72.0,0.0,14.0,7.0,14.0,4.5,10.7,17,2017
Rob Gronkowski,TE,NE,1.0,58.0,58.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2017
Logan Paulsen,TE,SF,1.0,23.0,23.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2017
A.J. Green,WR,CIN,1.0,75.0,75.0,95.0,0.0,13.0,3.0,13.0,1.7,2.3,17,2017
Julio Jones,WR,ATL,1.0,54.0,54.0,75.0,0.0,20.0,9.0,20.0,8.0,14.8,17,2017
Cam Newton,QB,CAR,1.0,61.0,61.0,100.0,18.0,0.0,74.0,74.0,11.1,18.2,17,2017
Mark Ingram II,RB,NO,1.0,33.0,33.0,57.0,39.0,12.0,52.0,52.0,5.4,16.4,17,2017
Randall Cobb,WR,GB,1.0,55.0,55.0,81.0,2.0,11.0,11.0,15.0,13.3,24.2,17,2017
Kyle Rudolph,TE,MIN,1.0,32.0,32.0,43.0,0.0,9.0,3.0,9.0,0.3,0.9,17,2017
Andy Dalton,QB,CIN,1.0,79.0,79.0,100.0,3.0,0.0,58.0,58.0,20.7,26.2,17,2017
Lance Kendricks,TE,GB,1.0,58.0,58.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2017
Luke Stocker,TE,TEN,1.0,34.0,34.0,52.0,0.0,3.0,3.0,3.0,1.2,3.5,17,2017
Anthony Sherman,RB,KC,1.0,52.0,52.0,79.0,27.0,8.0,33.0,35.0,12.1,23.3,17,2017
