Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Adrian Peterson,RB,ARI,1,50,50,68,40,10,48,50,9.9,19.8
Alex Smith,QB,KC,1,58,58,100,9,0,71,71,13.5,23.3
Ben Roethlisberger,QB,PIT,1,74,74,100,4,0,65,65,30.5,41.2
Benjamin Watson,TE,BAL,1,41,41,61,0,7,7,7,2.9,7.1
Danny Amendola,WR,NE,1,39,39,55,0,10,3,10,1.5,3.8
DeSean Jackson,WR,TB,1,44,44,62,0,25,18,25,6.0,13.6
Drew Brees,QB,NO,1,57,57,100,2,0,58,58,14.3,25.1
Eli Manning,QB,NYG,1,57,57,100,2,0,49,49,2.4,4.2
Frank Gore,RB,IND,1,41,41,65,41,12,46,54,13.9,33.9
Greg Olsen,TE,CAR,1,24,24,34,0,17,4,17,1.0,4.2
Jared Cook,TE,OAK,1,59,59,87,0,8,2,8,0.1,0.2
Jason Witten,TE,DAL,1,55,55,100,0,13,13,13,4.4,8.0
Joe Flacco,QB,BAL,1,67,67,100,9,0,57,57,9.8,14.6
Josh McCown,QB,NYJ,1,70,70,99,3,0,54,54,25.1,35.9
Larry Fitzgerald,WR,ARI,1,72,72,99,0,11,4,11,3.2,4.4
LeSean McCoy,RB,BUF,1,48,48,70,46,8,54,54,7.9,16.5
Marcedes Lewis,TE,JAC,1,55,55,87,0,4,2,4,1.0,1.8
Marshawn Lynch,RB,OAK,1,47,47,69,55,6,62,62,17.1,36.4
Matt Moore,QB,MIA,1,61,61,100,3,0,59,59,9.5,15.6
Matt Ryan,QB,ATL,1,64,64,100,2,0,56,56,16.8,26.3
Matthew Stafford,QB,DET,1,59,59,100,2,0,61,61,14.0,23.7
Michael Crabtree,WR,OAK,1,5,5,7,0,0,0,0,0.0,0.0
Philip Rivers,QB,LAC,1,68,68,100,7,0,56,56,28.9,42.5
Ryan Fitzpatrick,QB,TB,1,71,71,100,3,0,65,65,13.3,18.7
Ted Ginn Jr.,WR,NO,1,41,41,72,0,27,17,27,7.1,17.3
Tom Brady,QB,NE,1,70,70,99,7,0,47,47,20.7,29.6
Vernon Davis,TE,WAS,1,65,65,92,0,2,0,2,0.0,0.0
Dez Bryant,WR,DAL,1,49,49,89,0,10,6,10,3.7,7.6
Golden Tate,WR,DET,1,52,52,88,4,15,12,19,2.0,3.8
Andre Roberts,WR,ATL,1,1,1,2,0,0,0,0,0.0,0.0
Emmanuel Sanders,WR,DEN,1,50,50,85,0,12,6,12,1.2,2.4
Jimmy Graham,TE,SEA,1,47,47,69,0,13,6,13,9.4,20.0
Rob Gronkowski,TE,NE,1,64,64,90,0,13,8,13,20.2,31.6
Antonio Brown,WR,PIT,1,74,74,100,0,16,14,16,30.9,41.8
Logan Paulsen,TE,SF,1,6,6,8,0,0,0,0,0.0,0.0
A.J. Green,WR,CIN,1,56,56,92,0,14,9,14,6.6,11.8
Blaine Gabbert,QB,ARI,1,73,73,100,8,0,60,60,17.3,23.7
Julio Jones,WR,ATL,1,47,47,73,2,32,28,34,38.8,82.6
Cam Newton,QB,CAR,1,71,71,100,13,0,52,52,17.5,24.6
Mark Ingram II,RB,NO,1,29,29,51,38,10,45,48,3.6,12.4
Randall Cobb,WR,GB,1,38,38,69,0,11,11,11,11.8,31.1
Kyle Rudolph,TE,MIN,1,66,66,89,0,6,6,6,18.3,27.7
Andy Dalton,QB,CIN,1,61,61,100,7,0,52,52,19.2,31.5
Lance Kendricks,TE,GB,1,29,29,53,0,0,0,0,0.0,0.0
Anthony Sherman,RB,KC,1,6,6,10,0,17,17,17,0.4,6.7
Dion Lewis,RB,NE,1,28,28,39,54,7,57,61,11.3,40.4
Lee Smith,TE,OAK,1,28,28,41,0,4,4,4,1.2,4.3
Tyrod Taylor,QB,BUF,1,69,69,100,13,0,55,55,14.0,20.3
Virgil Green,TE,DEN,1,30,30,51,0,10,3,10,1.6,5.3
Nick Foles,QB,PHI,1,11,11,14,36,0,64,64,-1.5,-13.6
Kirk Cousins,QB,WAS,1,71,71,100,4,0,48,48,16.1,22.7
Russell Wilson,QB,SEA,1,68,68,100,10,0,60,60,23.6,34.7
Lamar Miller,RB,HOU,1,47,47,69,36,6,38,43,11.8,25.1
Alshon Jeffery,WR,PHI,1,67,67,86,0,13,7,13,11.2,16.7
Mohamed Sanu Sr.,WR,ATL,1,51,51,80,0,18,18,20,12.4,24.3
T.Y. Hilton,WR,IND,1,62,62,98,0,8,3,8,1.5,2.4
Travis Benjamin,WR,LAC,1,44,44,65,2,7,9,9,5.6,12.7
Marvin Jones Jr.,WR,DET,1,59,59,100,0,15,10,15,22.9,38.8
Rhett Ellison,TE,NYG,1,28,28,49,0,4,4,4,0.9,3.2
Alfred Morris,RB,DAL,1,21,21,38,43,5,48,48,4.9,23.3
Derek Carrier,TE,LAR,1,12,12,16,0,0,0,0,0.0,0.0
Case Keenum,QB,MIN,1,74,74,100,9,0,50,50,27.3,36.9
Cole Beasley,WR,DAL,1,42,42,76,0,7,5,7,1.9,4.5
Garrett Celek,TE,SF,1,48,48,68,0,4,4,4,0.7,1.5
Jermaine Kearse,WR,NYJ,1,58,58,82,0,19,12,19,16.5,28.4
Travis Kelce,TE,KC,1,56,56,97,0,7,5,7,3.9,7.0
Marquise Goodwin,WR,SF,1,54,54,76,0,11,7,11,7.8,14.4
Russell Shepard,WR,CAR,1,30,30,42,0,0,0,0,0.0,0.0
DeAndre Hopkins,WR,HOU,1,68,68,100,0,15,10,15,12.5,18.4
Kenny Stills,WR,MIA,1,56,56,92,0,11,5,11,4.7,8.4
Cordarrelle Patterson,RB,OAK,1,37,37,54,0,11,8,11,7.2,19.5
Keenan Allen,WR,LAC,1,59,59,87,0,24,19,24,23.2,39.3
Tavon Austin,WR,LAR,1,27,27,35,19,15,30,33,1.6,5.9
Giovani Bernard,RB,CIN,1,15,15,25,20,7,27,27,2.7,18.0
Le'Veon Bell,RB,PIT,1,72,72,97,28,19,44,47,16.3,22.6
Theo Riddick,RB,DET,1,26,26,44,19,8,23,27,3.0,11.5
Rex Burkhead,RB,NE,1,28,28,39,46,7,54,54,17.3,61.8
