player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Aaron Rodgers,QB,GB,1.0,82.0,82.0,100.0,9.0,0.0,60.0,60.0,16.5,20.1,1,2017
Adrian Peterson,RB,NO,1.0,9.0,9.0,15.0,67.0,11.0,67.0,78.0,1.8,20.0,1,2017
Alex Smith,QB,KC,1.0,68.0,68.0,100.0,7.0,0.0,59.0,59.0,31.0,45.6,1,2017
Ben Roethlisberger,QB,PIT,1.0,60.0,60.0,100.0,5.0,0.0,65.0,65.0,15.7,26.2,1,2017
Benjamin Watson,TE,BAL,1.0,40.0,40.0,61.0,0.0,3.0,0.0,3.0,0.0,0.0,1,2017
Brian Hoyer,QB,SF,1.0,57.0,57.0,100.0,2.0,0.0,63.0,63.0,3.2,5.6,1,2017
Danny Amendola,WR,NE,1.0,32.0,32.0,40.0,0.0,22.0,19.0,22.0,10.0,31.3,1,2017
Darren Sproles,RB,PHI,1.0,34.0,34.0,49.0,6.0,24.0,21.0,29.0,4.5,13.2,1,2017
Drew Brees,QB,NO,1.0,62.0,62.0,100.0,0.0,0.0,60.0,60.0,15.6,25.2,1,2017
Eli Manning,QB,NYG,1.0,57.0,57.0,100.0,2.0,0.0,68.0,68.0,6.7,11.8,1,2017
Frank Gore,RB,IND,1.0,19.0,19.0,38.0,53.0,5.0,58.0,58.0,5.2,27.4,1,2017
Greg Olsen,TE,CAR,1.0,67.0,67.0,100.0,0.0,6.0,3.0,6.0,1.8,2.7,1,2017
Jared Cook,TE,OAK,1.0,47.0,47.0,71.0,0.0,11.0,11.0,11.0,5.6,11.9,1,2017
Jason Witten,TE,DAL,1.0,74.0,74.0,100.0,0.0,12.0,9.0,12.0,11.9,16.1,1,2017
Joe Flacco,QB,BAL,1.0,66.0,66.0,100.0,0.0,0.0,26.0,26.0,6.8,10.3,1,2017
Josh McCown,QB,NYJ,1.0,58.0,58.0,100.0,3.0,0.0,71.0,71.0,9.5,16.4,1,2017
Larry Fitzgerald,WR,ARI,1.0,74.0,74.0,99.0,0.0,18.0,8.0,18.0,7.4,10.0,1,2017
LeSean McCoy,RB,BUF,1.0,54.0,54.0,70.0,41.0,11.0,50.0,52.0,15.9,29.4,1,2017
Marcedes Lewis,TE,JAC,1.0,64.0,64.0,100.0,0.0,3.0,0.0,3.0,0.0,0.0,1,2017
Marshawn Lynch,RB,OAK,1.0,31.0,31.0,47.0,58.0,6.0,61.0,65.0,9.2,29.7,1,2017
Matt Ryan,QB,ATL,1.0,59.0,59.0,100.0,5.0,0.0,56.0,56.0,17.9,30.3,1,2017
Matthew Stafford,QB,DET,1.0,71.0,71.0,99.0,3.0,0.0,61.0,61.0,27.1,38.2,1,2017
Michael Crabtree,WR,OAK,1.0,48.0,48.0,73.0,0.0,15.0,13.0,15.0,8.3,17.3,1,2017
Philip Rivers,QB,LAC,1.0,58.0,58.0,100.0,0.0,0.0,57.0,57.0,17.7,30.5,1,2017
Ted Ginn Jr.,WR,NO,1.0,42.0,42.0,68.0,2.0,12.0,12.0,14.0,5.8,13.8,1,2017
Tom Brady,QB,NE,1.0,81.0,81.0,100.0,2.0,0.0,47.0,47.0,10.7,13.2,1,2017
Vernon Davis,TE,WAS,1.0,27.0,27.0,43.0,0.0,4.0,0.0,4.0,0.0,0.0,1,2017
Dez Bryant,WR,DAL,1.0,67.0,67.0,91.0,0.0,13.0,3.0,13.0,4.3,6.4,1,2017
Golden Tate,WR,DET,1.0,63.0,63.0,88.0,3.0,19.0,19.0,22.0,11.4,18.1,1,2017
Andre Roberts,WR,ATL,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017
Emmanuel Sanders,WR,DEN,1.0,53.0,53.0,78.0,0.0,11.0,6.0,11.0,2.6,4.9,1,2017
Jimmy Graham,TE,SEA,1.0,40.0,40.0,82.0,0.0,20.0,8.0,20.0,0.8,2.0,1,2017
Rob Gronkowski,TE,NE,1.0,78.0,78.0,96.0,0.0,8.0,3.0,8.0,3.3,4.2,1,2017
Antonio Brown,WR,PIT,1.0,51.0,51.0,85.0,0.0,22.0,22.0,22.0,18.2,35.7,1,2017
Logan Paulsen,TE,SF,1.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017
A.J. Green,WR,CIN,1.0,55.0,55.0,90.0,0.0,18.0,9.0,18.0,7.4,13.5,1,2017
