player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Aaron Rodgers,QB,GB,1.0,8.0,8.0,12.0,0.0,0.0,50.0,50.0,0.7,8.8,6,2017
Adrian Peterson,RB,ARI,1.0,48.0,48.0,74.0,54.0,0.0,54.0,54.0,25.4,52.9,6,2017
Alex Smith,QB,KC,1.0,54.0,54.0,100.0,7.0,0.0,70.0,70.0,15.1,28.0,6,2017
Ben Roethlisberger,QB,PIT,1.0,64.0,64.0,100.0,3.0,0.0,42.0,42.0,11.9,18.6,6,2017
Benjamin Watson,TE,BAL,1.0,51.0,51.0,70.0,0.0,16.0,12.0,16.0,2.8,5.5,6,2017
Brian Hoyer,QB,SF,1.0,18.0,18.0,25.0,0.0,0.0,61.0,61.0,1.4,7.8,6,2017
Danny Amendola,WR,NE,1.0,29.0,29.0,43.0,0.0,17.0,10.0,17.0,4.0,13.8,6,2017
DeSean Jackson,WR,TB,1.0,53.0,53.0,76.0,0.0,11.0,6.0,11.0,9.8,18.5,6,2017
Drew Brees,QB,NO,1.0,71.0,71.0,100.0,1.0,0.0,44.0,44.0,11.5,16.2,6,2017
Eli Manning,QB,NYG,1.0,54.0,54.0,100.0,2.0,0.0,37.0,37.0,9.1,16.9,6,2017
Frank Gore,RB,IND,1.0,23.0,23.0,40.0,43.0,13.0,52.0,57.0,6.7,29.1,6,2017
Jared Cook,TE,OAK,1.0,46.0,46.0,79.0,0.0,7.0,4.0,7.0,1.4,3.0,6,2017
Joe Flacco,QB,BAL,1.0,73.0,73.0,100.0,1.0,0.0,58.0,58.0,5.4,7.4,6,2017
Josh McCown,QB,NYJ,1.0,76.0,76.0,100.0,4.0,0.0,66.0,66.0,20.3,26.7,6,2017
Larry Fitzgerald,WR,ARI,1.0,58.0,58.0,89.0,0.0,19.0,17.0,19.0,17.8,30.7,6,2017
Marcedes Lewis,TE,JAC,1.0,52.0,52.0,75.0,0.0,4.0,0.0,4.0,0.0,0.0,6,2017
Marshawn Lynch,RB,OAK,1.0,30.0,30.0,52.0,43.0,7.0,43.0,50.0,6.3,21.0,6,2017
Matt Ryan,QB,ATL,1.0,57.0,57.0,100.0,0.0,0.0,61.0,61.0,11.9,20.9,6,2017
Matthew Slater,WR,NE,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2017
Matthew Stafford,QB,DET,1.0,81.0,81.0,100.0,2.0,0.0,67.0,67.0,14.9,18.4,6,2017
Michael Crabtree,WR,OAK,1.0,49.0,49.0,84.0,0.0,20.0,12.0,20.0,11.2,22.9,6,2017
Philip Rivers,QB,LAC,1.0,65.0,65.0,100.0,3.0,0.0,58.0,58.0,14.3,22.0,6,2017
Ryan Fitzpatrick,QB,TB,1.0,55.0,55.0,79.0,4.0,0.0,62.0,62.0,20.6,37.5,6,2017
Ted Ginn Jr.,WR,NO,1.0,37.0,37.0,52.0,3.0,11.0,14.0,14.0,12.9,34.9,6,2017
