Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Aaron Rodgers,QB,GB,1,70,70,100,6,0,66,66,24.8,35.4
Adrian Peterson,RB,NO,1,14,14,24,64,14,79,79,3.7,26.4
Alex Smith,QB,KC,1,53,53,100,4,0,43,43,15.1,28.5
Ben Roethlisberger,QB,PIT,1,64,64,100,2,0,63,63,12.0,18.8
Benjamin Watson,TE,BAL,1,40,40,69,0,8,8,8,7.2,18.0
Brian Hoyer,QB,SF,1,79,79,100,1,0,48,48,26.2,33.2
Chad Henne,QB,JAC,1,9,9,12,33,0,56,56,-0.3,-3.3
Danny Amendola,WR,NE,1,31,31,48,0,16,10,16,4.8,15.5
Darren Sproles,RB,PHI,1,5,5,7,60,0,60,60,1.1,22.0
DeSean Jackson,WR,TB,1,43,43,81,0,16,9,16,14.4,33.5
Drew Brees,QB,NO,1,58,58,100,0,0,50,50,20.8,35.9
Eli Manning,QB,NYG,1,70,70,100,0,0,67,67,22.6,32.3
Frank Gore,RB,IND,1,41,41,62,61,2,63,63,11.7,28.5
Jared Cook,TE,OAK,1,41,41,80,0,15,10,15,10.3,25.1
Jason Witten,TE,DAL,1,47,47,100,0,9,2,9,0.3,0.6
Joe Flacco,QB,BAL,1,35,35,60,0,0,51,51,-2.9,-8.3
Josh McCown,QB,NYJ,1,63,63,100,6,0,43,43,14.7,23.3
Larry Fitzgerald,WR,ARI,1,77,77,94,0,19,17,19,20.9,27.1
LeSean McCoy,RB,BUF,1,43,43,66,33,16,49,49,6.9,16.0
Marcedes Lewis,TE,JAC,1,39,39,53,0,13,10,13,24.2,62.1
Marshawn Lynch,RB,OAK,1,16,16,31,38,6,44,44,2.6,16.3
Matt Ryan,QB,ATL,1,68,68,100,1,0,53,53,13.7,20.1
Matthew Stafford,QB,DET,1,70,70,100,3,0,67,67,16.5,23.6
Michael Crabtree,WR,OAK,1,31,31,61,0,10,3,10,0.7,2.3
Philip Rivers,QB,LAC,1,73,73,100,0,0,55,55,3.5,4.8
Ted Ginn Jr.,WR,NO,1,34,34,59,3,9,9,12,11.9,35.0
Tom Brady,QB,NE,1,64,64,100,2,0,56,56,35.7,55.8
Vernon Davis,TE,WAS,1,56,56,82,0,9,9,9,11.8,21.1
Dez Bryant,WR,DAL,1,41,41,87,0,5,5,5,7.2,17.6
Golden Tate,WR,DET,1,63,63,90,0,17,11,17,11.8,18.7
Andre Roberts,WR,ATL,1,1,1,1,0,100,100,100,1.2,120.0
Emmanuel Sanders,WR,DEN,1,62,62,89,0,24,11,24,7.5,12.1
Jimmy Graham,TE,SEA,1,48,48,66,0,23,15,23,7.2,15.0
Rob Gronkowski,TE,NE,1,64,64,100,0,16,13,16,14.9,23.3
Antonio Brown,WR,PIT,1,64,64,100,0,22,16,22,17.0,26.6
Logan Paulsen,TE,SF,1,27,27,34,0,0,0,0,0.0,0.0
A.J. Green,WR,CIN,1,56,56,92,0,23,18,23,17.1,30.5
Julio Jones,WR,ATL,1,58,58,85,0,21,12,21,9.1,15.7
Cam Newton,QB,CAR,1,50,50,85,6,0,58,58,8.3,16.6
Mark Ingram II,RB,NO,1,29,29,50,48,14,55,62,8.6,29.7
Kyle Rudolph,TE,MIN,1,68,68,92,0,3,1,3,0.4,0.6
Andy Dalton,QB,CIN,1,61,61,100,3,0,48,48,16.3,26.7
Lance Kendricks,TE,GB,1,19,19,27,0,16,11,16,11.2,58.9
Luke Stocker,TE,TB,1,6,6,11,0,0,0,0,0.0,0.0
Anthony Sherman,RB,KC,1,9,9,17,0,11,11,11,1.1,12.2
Dion Lewis,RB,NE,1,12,12,19,17,25,42,42,1.7,14.2
Lee Smith,TE,OAK,1,12,12,24,0,0,0,0,0.0,0.0
Tyrod Taylor,QB,BUF,1,65,65,100,12,0,52,52,17.8,27.4
Virgil Green,TE,DEN,1,37,37,53,0,8,8,8,1.8,4.9
Kirk Cousins,QB,WAS,1,68,68,100,1,0,46,46,26.8,39.4
Russell Wilson,QB,SEA,1,73,73,100,10,0,77,77,33.5,45.9
Lamar Miller,RB,HOU,1,50,50,70,28,2,30,30,6.3,12.6
Alshon Jeffery,WR,PHI,1,67,67,88,0,12,6,12,5.6,8.4
Mohamed Sanu Sr.,WR,ATL,1,57,57,84,0,11,7,11,8.8,15.4
T.Y. Hilton,WR,IND,1,64,64,97,0,14,11,14,21.3,33.3
Travis Benjamin,WR,LAC,1,44,44,60,2,18,14,20,11.4,25.9
Marvin Jones Jr.,WR,DET,1,68,68,97,0,9,4,9,2.4,3.5
Rhett Ellison,TE,NYG,1,21,21,30,0,0,0,0,0.0,0.0
Derek Carrier,TE,LAR,1,24,24,37,0,4,4,4,1.7,7.1
Case Keenum,QB,MIN,1,74,74,100,8,0,53,53,28.6,38.6
Cole Beasley,WR,DAL,1,25,25,53,0,4,4,4,0.4,1.6
Chris Hogan,WR,NE,1,58,58,91,0,10,7,10,18.8,32.4
Garrett Celek,TE,SF,1,35,35,44,0,6,3,6,6.1,17.4
Jermaine Kearse,WR,NYJ,1,45,45,71,0,7,7,7,4.2,9.3
Josh Bellamy,WR,CHI,1,19,19,29,0,0,0,0,0.0,0.0
Travis Kelce,TE,KC,1,53,53,100,0,2,2,2,0.1,0.2
Marquise Goodwin,WR,SF,1,57,57,72,0,9,4,9,6.2,10.9
Russell Shepard,WR,CAR,1,38,38,64,0,3,0,3,0.0,0.0
DeAndre Hopkins,WR,HOU,1,71,71,100,0,11,10,11,7.6,10.7
Robert Woods,WR,LAR,1,60,60,92,0,12,10,12,10.8,18.0
Kenny Stills,WR,MIA,1,62,62,98,0,16,6,16,5.1,8.2
Cordarrelle Patterson,RB,OAK,1,26,26,51,8,8,12,15,1.2,4.6
Keenan Allen,WR,LAC,1,61,61,84,0,15,8,15,6.1,10.0
Tavon Austin,WR,LAR,1,15,15,23,20,0,20,20,-0.6,-4.0
Giovani Bernard,RB,CIN,1,13,13,21,23,15,38,38,9.9,76.2
Le'Veon Bell,RB,PIT,1,62,62,97,24,11,34,35,15.8,25.5
Theo Riddick,RB,DET,1,34,34,49,0,26,12,26,3.8,11.2
Chris Thompson,RB,WAS,1,28,28,41,29,25,50,54,24.8,88.6
Mike Glennon,QB,CHI,1,65,65,100,5,0,38,38,6.4,9.8
Zach Ertz,TE,PHI,1,75,75,99,0,13,11,13,9.5,12.7
Levine Toilolo,TE,ATL,1,35,35,51,0,0,0,0,0.0,0.0
Vance McDonald,TE,PIT,1,16,16,25,0,0,0,0,0.0,0.0
Kyle Juszczyk,RB,SF,1,25,25,32,0,4,4,4,3.4,13.6
Luke Willson,TE,SEA,1,25,25,34,0,16,12,16,11.3,45.2
Latavius Murray,RB,MIN,1,8,8,11,25,0,25,25,0.5,6.3
Ryan Griffin,TE,HOU,1,61,61,86,0,10,8,10,12.1,19.8
Demetrius Harris,TE,KC,1,22,22,42,0,0,0,0,0.0,0.0
James Develin,RB,NE,1,15,15,23,0,0,0,0,0.0,0.0
Jack Doyle,TE,IND,1,66,66,100,0,8,3,8,-0.4,-0.6
Patrick DiMarco,RB,BUF,1,15,15,23,0,0,0,0,0.0,0.0
Blake Bortles,QB,JAC,1,64,64,88,5,0,53,53,27.6,43.1
Derek Carr,QB,OAK,1,51,51,100,4,0,65,65,5.2,10.2
