Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Jameis Winston,QB,TB,1,59,59,100,5,0,64,64,25.8,43.7
DeVante Parker,WR,MIA,1,63,63,85,0,19,10,19,8.9,14.1
Melvin Gordon III,RB,LAC,1,53,53,83,36,15,47,51,22.9,43.2
Todd Gurley II,RB,LAR,1,43,43,63,49,7,56,56,42.0,97.7
Devin Funchess,WR,CAR,1,60,60,85,0,7,2,7,1.9,3.2
Maxx Williams,TE,BAL,1,35,35,46,3,3,3,6,0.4,1.1
Ameer Abdullah,RB,DET,1,8,8,13,13,50,50,63,2.1,26.3
Sean Mannion,QB,LAR,1,14,14,21,14,0,29,29,0.5,3.6
Duke Johnson Jr.,RB,CLE,1,42,42,67,17,17,29,33,10.3,24.5
Jay Ajayi,RB,PHI,1,34,34,51,35,6,41,41,8.9,26.2
T.J. Yeldon,RB,JAC,1,28,28,40,25,18,39,43,5.2,18.6
Mike Davis,RB,SEA,1,19,19,35,32,11,42,42,3.9,20.5
Malcolm Brown,RB,LAR,1,16,16,24,63,6,63,69,4.5,28.1
Nick O'Leary,TE,BUF,1,26,26,42,0,8,8,8,3.3,12.7
Jesse James,TE,PIT,1,59,59,89,0,8,3,8,0.7,1.2
Tyler Kroft,TE,CIN,1,44,44,85,0,9,5,9,0.1,0.2
Nick Boyle,TE,BAL,1,50,50,66,0,4,2,4,0.9,1.8
Nelson Agholor,WR,PHI,1,48,48,72,0,19,15,19,11.9,24.8
Justin Hardy,WR,ATL,1,21,21,30,0,19,10,19,9.3,44.3
Tyler Lockett,WR,SEA,1,40,40,73,0,8,5,8,0.8,2.0
Breshad Perriman,WR,BAL,1,29,29,38,0,7,3,7,0.9,3.1
Jamison Crowder,WR,WAS,1,36,36,71,0,19,14,19,11.5,31.9
Phillip Dorsett II,WR,NE,1,25,25,42,0,4,4,4,0.4,1.6
Stefon Diggs,WR,MIN,1,44,44,68,2,14,14,16,9.7,22.0
Chris Manhertz,TE,CAR,1,15,15,21,0,0,0,0,0.0,0.0
C.J. Uzomah,TE,CIN,1,23,23,44,0,17,17,17,2.4,10.4
Trevor Siemian,QB,DEN,1,18,18,23,0,0,50,50,0.7,3.9
James O'Shaughnessy,TE,JAC,1,34,34,49,0,6,3,6,1.5,4.4
Geoff Swaim,TE,DAL,1,12,12,18,0,0,0,0,0.0,0.0
Michael Burton,RB,CHI,1,11,11,16,9,0,9,9,0.2,1.8
Damiere Byrd,WR,CAR,1,47,47,66,0,9,6,9,14.5,30.9
J.J. Nelson,WR,ARI,1,57,57,70,2,5,4,7,5.3,9.3
Tyrell Williams,WR,LAC,1,53,53,83,0,13,6,13,3.1,5.8
Eric Tomlinson,TE,NYJ,1,30,30,42,0,0,0,0,0.0,0.0
DeAndrew White,WR,HOU,1,41,41,72,0,2,0,2,0.0,0.0
Rod Smith,RB,DAL,1,35,35,54,20,9,29,29,9.4,26.9
Daniel Brown,TE,CHI,1,35,35,51,0,11,9,11,3.2,9.1
Adam Humphries,WR,TB,1,38,38,64,3,13,16,16,10.9,28.7
Ross Travis,TE,IND,1,10,10,19,0,20,20,20,3.3,33.0
Laquon Treadwell,WR,MIN,1,24,24,37,0,0,0,0,0.0,0.0
Jared Goff,QB,LAR,1,54,54,79,0,0,39,39,10.8,20.0
Corey Coleman,WR,CLE,1,50,50,79,0,8,2,8,1.6,3.2
Josh Doctson,WR,WAS,1,50,50,98,2,8,6,10,0.2,0.4
Derrick Henry,RB,TEN,1,15,15,24,47,13,60,60,2.8,18.7
Michael Thomas,WR,NO,1,62,62,93,0,18,15,18,15.3,24.7
Alex Collins,RB,BAL,1,30,30,39,40,27,57,67,5.2,17.3
Devontae Booker,RB,DEN,1,23,23,29,48,4,52,52,4.9,21.3
Pharoh Cooper,WR,LAR,1,15,15,22,0,0,0,0,0.0,0.0
Hunter Henry,TE,LAC,1,38,38,59,0,8,8,8,2.8,7.4
Sterling Shepard,WR,NYG,1,84,84,97,0,19,13,19,19.9,23.7
Austin Hooper,TE,ATL,1,53,53,76,0,4,4,4,1.2,2.3
Jordan Howard,RB,CHI,1,33,33,48,30,12,42,42,6.3,19.1
Rashard Higgins,WR,CLE,1,51,51,81,0,4,4,4,1.0,2.0
Dak Prescott,QB,DAL,1,65,65,100,9,0,51,51,13.7,21.1
Tyler Higbee,TE,LAR,1,49,49,72,0,2,2,2,1.2,2.4
William Fuller V,WR,HOU,1,54,54,95,0,9,9,9,4.4,8.1
Kenyan Drake,RB,MIA,1,71,71,96,23,15,31,38,17.3,24.4
Jacoby Brissett,QB,IND,1,54,54,100,9,0,65,65,14.1,26.1
Nick Vannett,TE,SEA,1,6,6,11,0,0,0,0,0.0,0.0
Chris Moore,WR,BAL,1,43,43,57,0,7,0,7,0.0,0.0
Demarcus Robinson,WR,KC,1,37,37,56,0,0,0,0,0.0,0.0
Seth DeValve,TE,CLE,1,29,29,46,0,14,7,14,3.2,11.0
Jakeem Grant Sr.,WR,MIA,1,5,5,7,20,20,40,40,2.0,40.0
Robby Anderson,WR,NYJ,1,57,57,79,0,21,9,21,4.0,7.0
D.J. Foster,RB,ARI,1,31,31,38,0,29,13,29,2.2,7.1
Alex Erickson,WR,CIN,1,13,13,25,0,15,8,15,1.1,8.5
Josh Ferguson,RB,IND,1,1,1,2,0,100,0,100,0.0,0.0
Stephen Anderson,TE,HOU,1,30,30,53,0,10,0,10,0.0,0.0
Andy Janovich,RB,DEN,1,18,18,23,6,0,6,6,-0.1,-0.6
Derek Watt,RB,LAC,1,3,3,5,0,0,0,0,0.0,0.0
Tyreek Hill,WR,KC,1,63,63,95,0,10,8,10,14.8,23.5
Johnny Holton,WR,OAK,1,12,12,18,0,0,0,0,0.0,0.0
DeAndre Washington,RB,OAK,1,9,9,14,22,33,44,56,1.9,21.1
Jerell Adams,TE,NYG,1,19,19,22,0,0,0,0,0.0,0.0
Trevor Davis,WR,GB,1,1,1,1,0,0,0,0,0.0,0.0
Geronimo Allison,WR,GB,1,45,45,65,0,18,11,18,1.3,2.9
Danny Vitale,RB,CLE,1,8,8,13,0,0,0,0,0.0,0.0
Mike Thomas,WR,LAR,1,15,15,22,0,0,0,0,0.0,0.0
Peyton Barber,RB,TB,1,32,32,54,41,9,50,50,4.8,15.0
Chester Rogers,WR,IND,1,53,53,98,2,6,2,8,0.7,1.3
Kalif Raymond,WR,NYG,1,22,22,25,0,0,0,0,0.0,0.0
Marvin Hall,WR,ATL,1,9,9,13,0,0,0,0,0.0,0.0
Jaydon Mickens,WR,JAC,1,29,29,41,0,17,14,17,18.1,62.4
Jalen Richard,RB,OAK,1,8,8,12,0,25,25,25,2.1,26.3
C.J. Ham,RB,MIN,1,20,20,31,0,5,5,5,0.6,3.0
J.D. McKissic,RB,SEA,1,35,35,64,17,11,26,29,5.8,16.6
Garrett Griffin,TE,NO,1,20,20,30,0,0,0,0,0.0,0.0
Tommylee Lewis,WR,NO,1,14,14,21,7,0,7,7,0.6,4.3
Elijhaa Penny,RB,ARI,1,21,21,26,48,5,48,52,4.5,21.4
Mike Williams,WR,LAC,1,30,30,47,0,3,0,3,0.0,0.0
O.J. Howard,TE,TB,1,13,13,22,0,8,8,8,9.0,69.2
Mitchell Trubisky,QB,CHI,1,69,69,100,3,0,70,70,10.9,15.8
Corey Davis,WR,TEN,1,54,54,86,0,9,6,9,2.8,5.2
DeShone Kizer,QB,CLE,1,63,63,100,11,0,70,70,3.3,5.2
Christian McCaffrey,RB,CAR,1,49,49,69,24,14,37,39,19.6,40.0
David Njoku,TE,CLE,1,31,31,49,0,10,0,10,0.0,0.0
Chris Godwin,WR,TB,1,33,33,56,0,6,3,6,1.8,5.5
Evan Engram,TE,NYG,1,73,73,84,1,18,12,19,10.1,13.8
Alvin Kamara,RB,NO,1,32,32,48,38,22,56,59,14.9,46.6
Wayne Gallman Jr.,RB,NYG,1,36,36,41,22,19,39,42,7.9,21.9
Samaje Perine,RB,WAS,1,32,32,63,44,6,50,50,6.6,20.6
Jamaal Williams,RB,GB,1,42,42,61,24,0,24,24,3.0,7.1
Kareem Hunt,RB,KC,1,43,43,65,56,21,72,77,32.6,75.8
Taywan Taylor,WR,TEN,1,4,4,6,25,0,25,25,0.8,20.0
JuJu Smith-Schuster,WR,PIT,1,65,65,98,0,9,9,9,11.4,17.5
Chad Hansen,WR,NYJ,1,34,34,47,0,12,9,12,2.1,6.2
Zay Jones,WR,BUF,1,44,44,71,0,5,0,5,0.0,0.0
Cooper Kupp,WR,LAR,1,49,49,72,0,6,4,6,2.1,4.3
Amara Darboh,WR,SEA,1,10,10,18,0,10,10,10,0.8,8.0
Dede Westbrook,WR,JAC,1,55,55,79,0,4,4,4,2.1,3.8
Josh Reynolds,WR,LAR,1,16,16,24,0,0,0,0,0.0,0.0
Noah Brown,WR,DAL,1,18,18,28,0,6,6,6,0.8,4.4
Marlon Mack,RB,IND,1,24,24,44,25,4,25,29,1.4,5.8
Corey Clement,RB,PHI,1,10,10,15,40,10,50,50,1.8,18.0
James Conner,RB,PIT,1,9,9,14,33,0,33,33,1.3,14.4
Brian Hill,RB,CIN,1,5,5,10,100,0,100,100,1.2,24.0
Tarik Cohen,RB,CHI,1,25,25,36,8,24,24,32,1.7,6.8
Elijah McGuire,RB,NYJ,1,21,21,29,19,14,33,33,13.2,62.9
Gerald Everett,TE,LAR,1,6,6,9,0,17,0,17,0.0,0.0
Jonnu Smith,TE,TEN,1,16,16,25,0,6,6,6,0.5,3.1
Jeremy Sprinkle,TE,WAS,1,3,3,6,0,0,0,0,0.0,0.0
Austin Ekeler,RB,LAC,1,10,10,16,20,10,30,30,-0.1,-1.0
Kenny Golladay,WR,DET,1,50,50,79,0,10,8,10,2.9,5.8
Mack Hollins,WR,PHI,1,13,13,19,0,8,0,8,0.0,0.0
George Kittle,TE,SF,1,28,28,40,0,18,14,18,5.2,18.6
Antony Auclair,TE,TB,1,23,23,39,0,4,4,4,1.4,6.1
Trent Taylor,WR,SF,1,34,34,49,0,15,12,15,4.0,11.8
Jacob Hollister,TE,NE,1,3,3,5,0,33,0,33,0.0,0.0
Josh Malone,WR,CIN,1,23,23,44,4,13,4,17,0.4,1.7
Cethan Carter,TE,CIN,1,5,5,10,0,0,0,0,0.0,0.0
Ryan Switzer,WR,DAL,1,4,4,6,0,0,0,0,0.0,0.0
Jamal Agnew,WR,DET,1,2,2,3,0,50,50,50,0.0,0.0
Aaron Jones,RB,GB,1,26,26,38,12,8,15,19,5.3,20.4
Eric Saubert,TE,ATL,1,5,5,7,0,0,0,0,0.0,0.0
Chad Williams,WR,ARI,1,9,9,11,0,0,0,0,0.0,0.0
Ricky Seals-Jones,TE,ARI,1,31,31,38,0,19,6,19,1.1,3.5
JoJo Natson,WR,NYJ,1,8,8,11,13,25,25,38,3.4,42.5
Keelan Cole Sr.,WR,JAC,1,51,51,73,0,18,14,18,24.6,48.2
Isaac Whitney,WR,OAK,1,1,1,2,0,0,0,0,0.0,0.0
Matt Breida,RB,SF,1,19,19,27,26,0,26,26,1.6,8.4
Kendrick Bourne,WR,SF,1,31,31,44,0,19,13,19,8.5,27.4
Patrick Ricard,RB,BAL,1,20,20,26,0,0,0,0,0.0,0.0
