player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,position,week,year,team,opponent,home,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
Julio Jones,9.0,11.0,141.0,15.7,44.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,26.1,WR,1,2015,ATL,PHI,True,394.0,633.0,62.2,4273.0,7.1,267.1,59.0,36.0,15.0,37.0,243.0,92.8,478.0,2153.0,4.5,134.6,84.0,10.0,3.0,0.0,394.0,4516.0,11.5,282.3,59.0,36.0,7.0,5.0,365.0,100.0,239.0,26.0,99.0,231.0,42.9,6.0,9.0,66.7,123.0,1051.0
Roddy White,4.0,8.0,84.0,21.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,8.4,WR,1,2015,ATL,PHI,True,394.0,633.0,62.2,4273.0,7.1,267.1,59.0,36.0,15.0,37.0,243.0,92.8,478.0,2153.0,4.5,134.6,84.0,10.0,3.0,0.0,394.0,4516.0,11.5,282.3,59.0,36.0,7.0,5.0,365.0,100.0,239.0,26.0,99.0,231.0,42.9,6.0,9.0,66.7,123.0,1051.0
Leonard Hankerson,2.0,4.0,16.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,WR,1,2015,ATL,PHI,True,394.0,633.0,62.2,4273.0,7.1,267.1,59.0,36.0,15.0,37.0,243.0,92.8,478.0,2153.0,4.5,134.6,84.0,10.0,3.0,0.0,394.0,4516.0,11.5,282.3,59.0,36.0,7.0,5.0,365.0,100.0,239.0,26.0,99.0,231.0,42.9,6.0,9.0,66.7,123.0,1051.0
Nick Williams,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,WR,1,2015,ATL,PHI,True,394.0,633.0,62.2,4273.0,7.1,267.1,59.0,36.0,15.0,37.0,243.0,92.8,478.0,2153.0,4.5,134.6,84.0,10.0,3.0,0.0,394.0,4516.0,11.5,282.3,59.0,36.0,7.0,5.0,365.0,100.0,239.0,26.0,99.0,231.0,42.9,6.0,9.0,66.7,123.0,1051.0
Terrance Williams,4.0,7.0,84.0,21.0,42.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.4,WR,2,2015,DAL,PHI,False,394.0,633.0,62.2,4273.0,7.1,267.1,59.0,36.0,15.0,37.0,243.0,92.8,478.0,2153.0,4.5,134.6,84.0,10.0,3.0,0.0,394.0,4516.0,11.5,282.3,59.0,36.0,7.0,5.0,365.0,100.0,239.0,26.0,99.0,231.0,42.9,6.0,9.0,66.7,123.0,1051.0
Devin Street,1.0,2.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,WR,2,2015,DAL,PHI,False,394.0,633.0,62.2,4273.0,7.1,267.1,59.0,36.0,15.0,37.0,243.0,92.8,478.0,2153.0,4.5,134.6,84.0,10.0,3.0,0.0,394.0,4516.0,11.5,282.3,59.0,36.0,7.0,5.0,365.0,100.0,239.0,26.0,99.0,231.0,42.9,6.0,9.0,66.7,123.0,1051.0
Cole Beasley,4.0,5.0,14.0,3.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,WR,2,2015,DAL,PHI,False,394.0,633.0,62.2,4273.0,7.1,267.1,59.0,36.0,15.0,37.0,243.0,92.8,478.0,2153.0,4.5,134.6,84.0,10.0,3.0,0.0,394.0,4516.0,11.5,282.3,59.0,36.0,7.0,5.0,365.0,100.0,239.0,26.0,99.0,231.0,42.9,6.0,9.0,66.7,123.0,1051.0
Brandon Marshall,10.0,14.0,109.0,10.9,20.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,14.9,WR,3,2015,NYJ,PHI,True,394.0,633.0,62.2,4273.0,7.1,267.1,59.0,36.0,15.0,37.0,243.0,92.8,478.0,2153.0,4.5,134.6,84.0,10.0,3.0,0.0,394.0,4516.0,11.5,282.3,59.0,36.0,7.0,5.0,365.0,100.0,239.0,26.0,99.0,231.0,42.9,6.0,9.0,66.7,123.0,1051.0
Jeremy Kerley,6.0,11.0,33.0,5.5,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.3,WR,3,2015,NYJ,PHI,True,394.0,633.0,62.2,4273.0,7.1,267.1,59.0,36.0,15.0,37.0,243.0,92.8,478.0,2153.0,4.5,134.6,84.0,10.0,3.0,0.0,394.0,4516.0,11.5,282.3,59.0,36.0,7.0,5.0,365.0,100.0,239.0,26.0,99.0,231.0,42.9,6.0,9.0,66.7,123.0,1051.0
Quincy Enunwa,5.0,10.0,50.0,10.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,WR,3,2015,NYJ,PHI,True,394.0,633.0,62.2,4273.0,7.1,267.1,59.0,36.0,15.0,37.0,243.0,92.8,478.0,2153.0,4.5,134.6,84.0,10.0,3.0,0.0,394.0,4516.0,11.5,282.3,59.0,36.0,7.0,5.0,365.0,100.0,239.0,26.0,99.0,231.0,42.9,6.0,9.0,66.7,123.0,1051.0
