Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Aaron Rodgers,QB,GB,1,70,70,100,4,0,64,64,12.5,17.9
Alex Smith,QB,KC,1,64,64,100,5,0,39,39,8.9,13.9
Ben Roethlisberger,QB,PIT,1,50,50,91,0,0,68,68,9.6,19.2
Brian Hoyer,QB,CHI,1,80,80,100,1,0,63,63,12.1,15.1
Danny Amendola,WR,NE,1,26,26,41,0,8,8,8,3.0,11.5
Darren Sproles,RB,PHI,1,24,24,45,17,4,21,21,2.4,10.0
DeSean Jackson,WR,WAS,1,50,50,68,0,18,8,18,5.5,11.0
Drew Brees,QB,NO,1,73,73,100,0,0,67,67,32.6,44.7
Drew Stanton,QB,ARI,1,7,7,9,14,0,29,29,0.4,5.7
Eli Manning,QB,NYG,1,67,67,100,0,0,69,69,24.1,36.0
Frank Gore,RB,IND,1,46,46,65,48,2,50,50,10.8,23.5
Greg Olsen,TE,CAR,1,81,81,100,0,9,7,9,9.4,11.6
Jason Witten,TE,DAL,1,64,64,100,0,13,6,13,4.2,6.6
Joe Flacco,QB,BAL,1,83,83,100,1,0,59,59,12.3,14.8
Julian Edelman,WR,NE,1,58,58,91,2,12,9,14,3.8,6.6
Larry Fitzgerald,WR,ARI,1,67,67,87,0,13,9,13,4.9,7.3
LeSean McCoy,RB,BUF,1,49,49,62,39,4,41,43,32.2,65.7
Marcedes Lewis,TE,JAC,1,25,25,42,0,4,0,4,0.0,0.0
Matt Ryan,QB,ATL,1,67,67,100,1,0,64,64,21.6,32.2
Matthew Slater,WR,NE,1,1,1,2,0,0,0,0,0.0,0.0
Matthew Stafford,QB,DET,1,62,62,100,8,0,58,58,28.2,45.5
Michael Crabtree,WR,OAK,1,45,45,82,0,9,4,9,1.0,2.2
Philip Rivers,QB,SD,1,66,66,100,0,0,44,44,11.1,16.8
Ryan Fitzpatrick,QB,NYJ,1,46,46,84,2,0,70,70,5.2,11.3
Ted Ginn Jr.,WR,CAR,1,38,38,47,5,21,18,26,6.0,15.8
Tom Brady,QB,NE,1,64,64,100,3,0,58,58,27.2,42.5
Vernon Davis,TE,WAS,1,72,72,97,0,6,3,6,11.0,15.3
Golden Tate,WR,DET,1,50,50,81,2,20,18,22,22.8,45.6
Andre Roberts,WR,DET,1,11,11,18,0,18,18,18,7.3,66.4
Emmanuel Sanders,WR,DEN,1,46,46,62,0,13,9,13,4.0,8.7
Jimmy Graham,TE,SEA,1,63,63,95,0,14,10,14,8.9,14.1
Rob Gronkowski,TE,NE,1,57,57,89,0,16,12,16,22.2,38.9
Antonio Brown,WR,PIT,1,55,55,100,2,15,9,16,4.5,8.2
Logan Paulsen,TE,CHI,1,36,36,45,0,0,0,0,0.0,0.0
A.J. Green,WR,CIN,1,62,62,91,0,16,10,16,8.8,14.2
Julio Jones,WR,ATL,1,62,62,93,0,15,11,15,19.9,32.1
