Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Aaron Rodgers,QB,GB,1,48,48,81,6,0,54,54,21.2,44.2
Alex Smith,QB,KC,1,55,55,100,7,2,56,56,11.2,20.4
Ben Roethlisberger,QB,PIT,1,75,75,100,4,0,45,45,2.6,3.5
Darren Sproles,RB,PHI,1,30,30,38,17,10,23,27,10.0,33.3
DeSean Jackson,WR,WAS,1,42,42,88,0,10,7,10,16.2,38.6
Drew Brees,QB,NO,1,61,61,100,2,0,69,69,4.5,7.4
Eli Manning,QB,NYG,1,67,67,100,3,0,45,45,5.5,8.2
Frank Gore,RB,IND,1,33,33,50,30,6,36,36,13.4,40.6
Greg Olsen,TE,CAR,1,69,69,100,0,10,6,10,8.7,12.6
Jared Cook,TE,GB,1,16,16,27,0,13,6,13,1.5,9.4
Jason Witten,TE,DAL,1,66,66,100,0,11,6,11,2.6,3.9
Joe Flacco,QB,BAL,1,70,70,100,1,0,76,76,19.1,27.3
Julian Edelman,WR,NE,1,47,47,68,0,32,15,32,7.3,15.5
Larry Fitzgerald,WR,ARI,1,68,68,97,0,13,4,13,1.2,1.8
LeSean McCoy,RB,BUF,1,43,43,83,28,16,42,44,16.8,39.1
Matt Moore,QB,MIA,1,14,14,23,0,0,36,36,1.9,13.6
Matt Ryan,QB,ATL,1,46,46,79,0,0,61,61,21.5,46.7
Matt Schaub,QB,ATL,1,12,12,21,0,0,17,17,0.0,0.0
Matthew Slater,WR,NE,1,4,4,6,0,0,0,0,-2.0,-50.0
Matthew Stafford,QB,DET,1,72,72,100,6,0,54,54,16.4,22.8
Michael Crabtree,WR,OAK,1,64,64,85,0,11,6,11,2.1,3.3
Philip Rivers,QB,SD,1,65,65,100,0,0,60,60,7.4,11.4
Ted Ginn Jr.,WR,CAR,1,43,43,62,5,9,9,14,2.6,6.0
Tom Brady,QB,NE,1,69,69,100,1,0,57,57,26.1,37.8
Vernon Davis,TE,WAS,1,38,38,79,0,5,3,5,0.1,0.3
Dez Bryant,WR,DAL,1,61,61,92,0,15,2,15,-1.0,-1.6
Golden Tate,WR,DET,1,63,63,88,2,17,11,19,5.7,9.0
Andre Roberts,WR,DET,1,22,22,31,0,9,0,9,0.0,0.0
Emmanuel Sanders,WR,DEN,1,60,60,92,0,23,18,23,16.0,26.7
Jimmy Graham,TE,SEA,1,41,41,58,0,10,2,10,1.6,3.9
Antonio Brown,WR,PIT,1,75,75,100,0,15,7,15,7.8,10.4
Logan Paulsen,TE,CHI,1,19,19,34,0,0,0,0,0.0,0.0
Cam Newton,QB,CAR,1,68,68,99,12,0,51,51,11.5,16.9
Mark Ingram II,RB,NO,1,18,18,30,39,11,44,50,2.3,12.8
Randall Cobb,WR,GB,1,33,33,56,0,9,9,9,3.3,10.0
Kyle Rudolph,TE,MIN,1,64,64,97,0,13,6,13,12.0,18.8
Andy Dalton,QB,CIN,1,71,71,100,3,0,42,42,16.9,23.8
Lance Kendricks,TE,LAR,1,36,36,50,0,8,3,8,1.3,3.6
Anthony Sherman,RB,KC,1,24,24,44,0,0,0,0,0.0,0.0
Dion Lewis,RB,NE,1,17,17,25,18,6,24,24,1.9,11.2
Dwayne Harris,WR,NYG,1,6,6,9,0,0,0,0,0.0,0.0
Tyrod Taylor,QB,BUF,1,52,52,100,6,0,54,54,15.3,29.4
Virgil Green,TE,DEN,1,32,32,49,0,6,0,6,0.0,0.0
Robert Griffin III,QB,CLE,1,54,54,100,13,0,65,65,11.3,20.9
Ryan Tannehill,QB,MIA,1,46,46,77,11,0,54,54,17.8,38.7
Kirk Cousins,QB,WAS,1,48,48,100,8,0,52,52,16.0,33.3
Russell Wilson,QB,SEA,1,68,68,96,6,0,63,63,5.5,8.1
Lamar Miller,RB,HOU,1,33,33,46,64,3,67,67,18.2,55.2
T.Y. Hilton,WR,IND,1,63,63,95,0,21,14,21,17.5,27.8
Travis Benjamin,WR,SD,1,44,44,68,2,7,2,9,-0.2,-0.5
Marvin Jones Jr.,WR,DET,1,60,60,83,0,8,7,8,6.7,11.2
Rhett Ellison,TE,MIN,1,27,27,41,0,7,4,7,0.0,0.0
Alfred Morris,RB,DAL,1,2,2,3,0,0,0,0,0.0,0.0
Derek Carrier,TE,WAS,1,8,8,17,0,0,0,0,0.0,0.0
Cole Beasley,WR,DAL,1,42,42,64,0,17,10,17,4.1,9.8
Chris Hogan,WR,NE,1,57,57,83,4,12,12,16,19.6,34.4
Garrett Celek,TE,SF,1,44,44,77,0,2,2,2,0.5,1.1
Jermaine Kearse,WR,SEA,1,53,53,75,0,11,2,11,0.7,1.3
Josh Bellamy,WR,CHI,1,45,45,80,0,16,7,16,4.5,10.0
Travis Kelce,TE,KC,1,41,41,75,0,20,12,20,10.1,24.6
Marquise Goodwin,WR,BUF,1,43,43,83,0,5,0,5,0.0,0.0
Russell Shepard,WR,TB,1,44,44,67,0,7,2,7,1.7,3.9
DeAndre Hopkins,WR,HOU,1,71,71,99,0,6,3,6,3.3,4.6
Robert Woods,WR,BUF,1,27,27,52,0,11,4,11,2.9,10.7
Kenny Stills,WR,MIA,1,57,57,95,0,12,11,12,15.7,27.5
Cordarrelle Patterson,RB,MIN,1,32,32,48,0,13,9,13,1.8,5.6
Tavon Austin,WR,LAR,1,48,48,67,4,23,19,27,8.9,18.5
Le'Veon Bell,RB,PIT,1,72,72,96,53,7,58,60,47.8,66.4
Chris Thompson,RB,WAS,1,17,17,35,18,6,18,24,9.8,57.6
Rex Burkhead,RB,CIN,1,30,30,42,30,7,33,37,5.1,17.0
Matt Barkley,QB,CHI,1,56,56,100,0,0,57,57,12.5,22.3
Zach Ertz,TE,PHI,1,67,67,86,0,19,15,19,11.2,16.7
Jordan Reed,TE,WAS,1,10,10,21,0,10,10,10,1.0,10.0
Tyler Eifert,TE,CIN,1,59,59,83,0,10,8,10,16.8,28.5
Levine Toilolo,TE,ATL,1,25,25,43,0,4,4,4,1.9,7.6
Vance McDonald,TE,SF,1,17,17,30,0,0,0,0,0.0,0.0
Kyle Juszczyk,RB,BAL,1,26,26,37,0,12,12,12,4.6,17.7
Luke Willson,TE,SEA,1,27,27,38,0,4,4,4,1.1,4.1
Latavius Murray,RB,OAK,1,52,52,69,42,2,42,44,16.3,31.3
Ryan Griffin,TE,HOU,1,22,22,31,0,9,9,9,2.3,10.5
Demetrius Harris,TE,KC,1,33,33,60,0,0,0,0,0.0,0.0
Zach Line,RB,MIN,1,29,29,44,0,3,0,3,0.0,0.0
James Develin,RB,NE,1,26,26,38,0,4,0,4,0.0,0.0
Jack Doyle,TE,IND,1,40,40,61,0,15,13,15,5.5,13.8
Patrick DiMarco,RB,ATL,1,23,23,40,0,4,0,4,0.0,0.0
Blake Bortles,QB,JAC,1,66,66,100,5,0,61,61,15.6,23.6
Derek Carr,QB,OAK,1,75,75,100,3,0,57,57,5.0,6.7
Carlos Hyde,RB,SF,1,30,30,53,57,3,60,60,26.0,86.7
Devonta Freeman,RB,ATL,1,22,22,38,27,14,36,41,1.8,8.2
Sammy Watkins,WR,BUF,1,49,49,94,0,12,8,12,11.4,23.3
Mike Evans,WR,TB,1,51,51,77,0,16,8,16,4.2,8.2
Brandin Cooks,WR,NO,1,52,52,85,0,19,10,19,6.1,11.7
Davante Adams,WR,GB,1,53,53,90,0,11,8,11,16.4,30.9
Jordan Matthews,WR,PHI,1,76,76,97,0,13,11,13,7.9,10.4
Donte Moncrief,WR,IND,1,47,47,71,0,9,0,9,0.0,0.0
Allen Robinson II,WR,JAC,1,62,62,94,0,5,2,5,1.7,2.7
Odell Beckham Jr.,WR,NYG,1,67,67,100,0,13,6,13,15.4,23.0
Jarvis Landry,WR,MIA,1,58,58,97,0,10,7,10,8.3,14.3
Paul Richardson Jr.,WR,SEA,1,12,12,17,0,0,0,0,0.0,0.0
Eric Ebron,TE,DET,1,52,52,72,0,10,8,10,3.2,6.2
Trey Burton,TE,PHI,1,37,37,47,0,27,19,27,6.5,17.6
James White,RB,NE,1,29,29,42,7,10,17,17,8.4,29.0
Cody Latimer,WR,DEN,1,7,7,11,0,29,14,29,1.6,22.9
Jerick McKinnon,RB,MIN,1,40,40,61,35,15,50,50,6.9,17.3
John Brown,WR,ARI,1,26,26,37,0,0,0,0,0.0,0.0
Richard Rodgers,TE,GB,1,34,34,58,0,6,3,6,0.8,2.4
Ryan Grant,WR,WAS,1,2,2,4,0,0,0,0,0.0,0.0
Damien Williams,RB,MIA,1,17,17,28,29,18,41,47,6.8,40.0
Albert Wilson,WR,KC,1,11,11,20,0,9,0,9,0.0,0.0
Taylor Gabriel,WR,ATL,1,46,46,79,2,13,9,15,14.2,30.9
Willie Snead IV,WR,NO,1,48,48,79,0,17,13,17,8.5,17.7
Bennie Fowler III,WR,DEN,1,34,34,52,0,12,3,12,0.5,1.5
Dontrelle Inman,WR,SD,1,61,61,94,0,11,10,11,13.1,21.5
Keith Smith,RB,DAL,1,4,4,6,0,0,0,0,0.0,0.0
Adam Thielen,WR,MIN,1,45,45,68,0,11,9,11,10.1,22.4
Cameron Brate,TE,TB,1,56,56,85,0,9,7,9,4.7,8.4
Roosevelt Nix,RB,PIT,1,25,25,33,0,0,0,0,0.0,0.0
Darren Fells,TE,ARI,1,31,31,44,0,10,3,10,1.2,3.9
Seth Roberts,WR,OAK,1,71,71,95,0,13,3,13,1.2,1.7
Marcus Mariota,QB,TEN,1,67,67,100,12,1,42,43,7.3,10.9
Jameis Winston,QB,TB,1,66,66,100,8,0,47,47,9.0,13.6
Amari Cooper,WR,OAK,1,74,74,99,0,14,7,14,2.9,3.9
DeVante Parker,WR,MIA,1,58,58,97,0,5,3,5,1.4,2.4
Melvin Gordon III,RB,SD,1,8,8,12,38,13,38,50,0.5,6.3
Brett Hundley,QB,GB,1,11,11,19,18,0,36,36,-0.2,-1.8
Todd Gurley II,RB,LAR,1,64,64,89,25,6,30,31,14.3,22.3
Devin Funchess,WR,CAR,1,21,21,30,0,24,10,24,9.3,44.3
Tevin Coleman,RB,ATL,1,21,21,36,38,14,48,52,17.5,83.3
Duke Johnson Jr.,RB,CLE,1,24,24,44,17,8,21,25,4.5,18.8
Jay Ajayi,RB,MIA,1,42,42,70,48,7,50,55,6.3,15.0
T.J. Yeldon,RB,JAC,1,53,53,80,32,17,45,49,9.0,17.0
David Johnson,RB,ARI,1,70,70,100,29,11,36,40,12.1,17.3
Malcolm Brown,RB,WAS,1,4,4,8,100,0,100,100,-0.6,-15.0
Clive Walford,TE,OAK,1,44,44,59,0,7,5,7,2.1,4.8
Nick O'Leary,TE,BUF,1,12,12,23,0,8,8,8,1.2,10.0
Jesse James,TE,PIT,1,50,50,67,0,6,2,6,0.5,1.0
Tyler Kroft,TE,CIN,1,29,29,41,0,0,0,0,0.0,0.0
Nick Boyle,TE,BAL,1,20,20,29,0,15,15,15,1.5,7.5
Blake Bell,TE,SF,1,13,13,23,0,15,8,15,3.0,23.1
Nelson Agholor,WR,PHI,1,68,68,87,0,6,3,6,2.2,3.2
Justin Hardy,WR,ATL,1,32,32,55,0,6,6,6,6.9,21.6
Tyler Lockett,WR,SEA,1,43,43,61,5,14,14,19,5.6,13.0
Devin Smith,WR,NYJ,1,1,1,1,0,0,0,0,0.0,0.0
Breshad Perriman,WR,BAL,1,28,28,40,0,14,11,14,5.2,18.6
Jamison Crowder,WR,WAS,1,41,41,85,0,12,5,12,3.7,9.0
Ty Montgomery,RB,GB,1,30,30,51,30,13,40,43,14.6,48.7
Phillip Dorsett II,WR,IND,1,53,53,80,0,15,6,15,1.9,3.6
Stefon Diggs,WR,MIN,1,38,38,58,0,13,8,13,5.5,14.5
Darren Waller,TE,BAL,1,12,12,17,0,25,8,25,6.3,52.5
Trevor Siemian,QB,DEN,1,65,65,100,0,0,78,78,17.4,26.8
James O'Shaughnessy,TE,KC,1,4,4,7,0,0,0,0,0.0,0.0
Chris Conley,WR,KC,1,37,37,67,0,8,5,8,7.0,18.9
Michael Burton,RB,DET,1,1,1,1,0,0,0,0,0.0,0.0
J.J. Nelson,WR,ARI,1,22,22,31,5,9,9,14,18.4,83.6
Tyrell Williams,WR,SD,1,61,61,94,0,8,3,8,6.8,11.1
Eric Tomlinson,TE,NYJ,1,29,29,35,0,0,0,0,0.0,0.0
Daniel Brown,TE,CHI,1,37,37,66,0,16,16,16,4.2,11.4
Ezekiel Elliott,RB,DAL,1,44,44,67,55,5,55,59,10.7,24.3
Jared Goff,QB,LAR,1,72,72,100,1,0,58,58,9.6,13.3
Corey Coleman,WR,CLE,1,46,46,85,2,24,9,26,2.7,5.9
Derrick Henry,RB,TEN,1,18,18,27,67,6,72,72,4.7,26.1
Carson Wentz,QB,PHI,1,78,78,100,3,0,62,62,13.1,16.8
Alex Collins,RB,SEA,1,28,28,39,25,11,36,36,3.6,12.9
Tyler Boyd,WR,CIN,1,41,41,58,5,15,20,20,8.9,21.7
Paul Perkins,RB,NYG,1,25,25,37,60,4,64,64,4.5,18.0
Devontae Booker,RB,DEN,1,28,28,43,11,7,18,18,1.1,3.9
Pharoh Cooper,WR,LAR,1,25,25,35,0,12,12,12,2.2,8.8
Hunter Henry,TE,SD,1,35,35,54,0,14,6,14,7.3,20.9
Sterling Shepard,WR,NYG,1,61,61,91,0,7,5,7,3.9,6.4
Austin Hooper,TE,ATL,1,42,42,72,0,7,2,7,0.5,1.2
