player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Aaron Rodgers,QB,GB,1.0,64.0,64.0,94.0,5.0,0.0,69.0,69.0,29.3,45.8,11,2016
Alex Smith,QB,KC,1.0,53.0,53.0,100.0,4.0,0.0,62.0,62.0,19.4,36.6,11,2016
Ben Roethlisberger,QB,PIT,1.0,69.0,69.0,100.0,0.0,0.0,52.0,52.0,8.7,12.6,11,2016
Chad Henne,QB,JAC,1.0,1.0,1.0,2.0,100.0,0.0,100.0,100.0,-0.2,-20.0,11,2016
Danny Amendola,WR,NE,1.0,42.0,42.0,55.0,0.0,7.0,5.0,7.0,6.2,14.8,11,2016
Darren Sproles,RB,PHI,1.0,10.0,10.0,13.0,20.0,10.0,30.0,30.0,2.1,21.0,11,2016
DeSean Jackson,WR,WAS,1.0,47.0,47.0,71.0,0.0,13.0,9.0,13.0,11.1,23.6,11,2016
Drew Brees,QB,NO,1.0,75.0,75.0,100.0,3.0,0.0,61.0,61.0,15.4,20.5,11,2016
Eli Manning,QB,NYG,1.0,67.0,67.0,100.0,6.0,0.0,60.0,60.0,17.2,25.7,11,2016
Frank Gore,RB,IND,1.0,44.0,44.0,72.0,41.0,9.0,50.0,50.0,12.1,27.5,11,2016
Greg Olsen,TE,CAR,1.0,62.0,62.0,100.0,0.0,11.0,6.0,11.0,3.3,5.3,11,2016
Jared Cook,TE,GB,1.0,42.0,42.0,62.0,0.0,26.0,14.0,26.0,14.5,34.5,11,2016
Jason Witten,TE,DAL,1.0,68.0,68.0,96.0,0.0,10.0,7.0,10.0,3.7,5.4,11,2016
Joe Flacco,QB,BAL,1.0,55.0,55.0,100.0,2.0,0.0,65.0,65.0,15.4,28.0,11,2016
Josh McCown,QB,CLE,1.0,37.0,37.0,56.0,5.0,0.0,78.0,78.0,7.8,21.1,11,2016
Julian Edelman,WR,NE,1.0,67.0,67.0,87.0,3.0,25.0,15.0,28.0,14.9,22.2,11,2016
Larry Fitzgerald,WR,ARI,1.0,72.0,72.0,97.0,0.0,10.0,8.0,10.0,6.3,8.8,11,2016
LeSean McCoy,RB,BUF,1.0,20.0,20.0,31.0,25.0,15.0,35.0,40.0,10.5,52.5,11,2016
Marcedes Lewis,TE,JAC,1.0,6.0,6.0,9.0,0.0,33.0,33.0,33.0,1.6,26.7,11,2016
Matthew Stafford,QB,DET,1.0,57.0,57.0,100.0,4.0,0.0,61.0,61.0,11.1,19.5,11,2016
Michael Crabtree,WR,OAK,1.0,39.0,39.0,74.0,0.0,18.0,8.0,18.0,0.5,1.3,11,2016
Ted Ginn Jr.,WR,CAR,1.0,35.0,35.0,56.0,3.0,11.0,11.0,14.0,11.9,34.0,11,2016
Tom Brady,QB,NE,1.0,77.0,77.0,100.0,5.0,0.0,57.0,57.0,28.4,36.9,11,2016
Vernon Davis,TE,WAS,1.0,37.0,37.0,56.0,0.0,3.0,0.0,3.0,0.0,0.0,11,2016
Dez Bryant,WR,DAL,1.0,62.0,62.0,87.0,0.0,13.0,10.0,13.0,20.0,32.3,11,2016
Golden Tate,WR,DET,1.0,47.0,47.0,82.0,2.0,9.0,9.0,11.0,0.1,0.2,11,2016
Andre Roberts,WR,DET,1.0,13.0,13.0,23.0,0.0,8.0,8.0,8.0,2.4,18.5,11,2016
Jimmy Graham,TE,SEA,1.0,50.0,50.0,75.0,0.0,10.0,6.0,10.0,10.6,21.2,11,2016
Antonio Brown,WR,PIT,1.0,69.0,69.0,100.0,0.0,14.0,12.0,14.0,7.6,11.0,11,2016
Logan Paulsen,TE,CHI,1.0,32.0,32.0,51.0,0.0,3.0,0.0,3.0,0.0,0.0,11,2016
A.J. Green,WR,CIN,1.0,2.0,2.0,3.0,0.0,50.0,0.0,50.0,0.0,0.0,11,2016
Cam Newton,QB,CAR,1.0,62.0,62.0,100.0,8.0,0.0,61.0,61.0,12.4,20.0,11,2016
Mark Ingram II,RB,NO,1.0,25.0,25.0,33.0,28.0,16.0,40.0,44.0,7.5,30.0,11,2016
Randall Cobb,WR,GB,1.0,58.0,58.0,85.0,0.0,9.0,5.0,9.0,8.4,14.5,11,2016
Kyle Rudolph,TE,MIN,1.0,55.0,55.0,95.0,0.0,5.0,4.0,5.0,1.2,2.2,11,2016
Andy Dalton,QB,CIN,1.0,73.0,73.0,100.0,5.0,0.0,64.0,64.0,15.3,21.0,11,2016
Lance Kendricks,TE,LAR,1.0,52.0,52.0,84.0,0.0,13.0,8.0,13.0,1.8,3.5,11,2016
Luke Stocker,TE,TB,1.0,21.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016
Taiwan Jones,RB,OAK,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016
Anthony Sherman,RB,KC,1.0,8.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016
Dion Lewis,RB,NE,1.0,21.0,21.0,27.0,24.0,24.0,38.0,48.0,4.9,23.3,11,2016
Dwayne Harris,WR,NYG,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016
Tyrod Taylor,QB,BUF,1.0,65.0,65.0,100.0,14.0,0.0,55.0,55.0,8.5,13.1,11,2016
Ryan Tannehill,QB,MIA,1.0,60.0,60.0,100.0,3.0,0.0,60.0,60.0,14.8,24.7,11,2016
Kirk Cousins,QB,WAS,1.0,66.0,66.0,100.0,6.0,0.0,52.0,52.0,27.4,41.5,11,2016
Russell Wilson,QB,SEA,1.0,67.0,67.0,100.0,12.0,1.0,60.0,60.0,24.3,36.3,11,2016
Lamar Miller,RB,HOU,1.0,57.0,57.0,75.0,42.0,5.0,46.0,47.0,17.3,30.4,11,2016
T.Y. Hilton,WR,IND,1.0,52.0,52.0,85.0,0.0,17.0,10.0,17.0,15.7,30.2,11,2016
Marvin Jones Jr.,WR,DET,1.0,51.0,51.0,89.0,0.0,4.0,2.0,4.0,1.5,2.9,11,2016
Rhett Ellison,TE,MIN,1.0,16.0,16.0,28.0,0.0,19.0,6.0,19.0,-0.2,-1.3,11,2016
Alfred Morris,RB,DAL,1.0,5.0,5.0,7.0,40.0,0.0,40.0,40.0,0.3,6.0,11,2016
Derek Carrier,TE,WAS,1.0,14.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016
Cole Beasley,WR,DAL,1.0,44.0,44.0,62.0,0.0,14.0,11.0,14.0,11.9,27.0,11,2016
Garrett Celek,TE,SF,1.0,34.0,34.0,54.0,0.0,9.0,9.0,9.0,4.1,12.1,11,2016
Jermaine Kearse,WR,SEA,1.0,47.0,47.0,70.0,0.0,13.0,4.0,13.0,2.9,6.2,11,2016
Josh Bellamy,WR,CHI,1.0,22.0,22.0,35.0,0.0,9.0,9.0,9.0,3.2,14.5,11,2016
Travis Kelce,TE,KC,1.0,44.0,44.0,83.0,2.0,20.0,18.0,23.0,10.3,23.4,11,2016
Marquise Goodwin,WR,BUF,1.0,54.0,54.0,83.0,0.0,6.0,4.0,6.0,1.5,2.8,11,2016
Russell Shepard,WR,TB,1.0,34.0,34.0,44.0,0.0,12.0,9.0,12.0,5.4,15.9,11,2016
DeAndre Hopkins,WR,HOU,1.0,74.0,74.0,97.0,0.0,8.0,7.0,8.0,5.8,7.8,11,2016
Robert Woods,WR,BUF,1.0,10.0,10.0,15.0,0.0,30.0,30.0,30.0,4.1,41.0,11,2016
Kenny Stills,WR,MIA,1.0,50.0,50.0,83.0,0.0,18.0,8.0,18.0,3.3,6.6,11,2016
Cordarrelle Patterson,RB,MIN,1.0,35.0,35.0,60.0,0.0,23.0,11.0,23.0,5.3,15.1,11,2016
Tavon Austin,WR,LAR,1.0,51.0,51.0,82.0,4.0,4.0,6.0,8.0,2.9,5.7,11,2016
Giovani Bernard,RB,CIN,1.0,40.0,40.0,55.0,18.0,20.0,30.0,38.0,6.1,15.3,11,2016
Le'Veon Bell,RB,PIT,1.0,69.0,69.0,100.0,41.0,13.0,52.0,54.0,26.1,37.8,11,2016
Theo Riddick,RB,DET,1.0,33.0,33.0,58.0,12.0,30.0,36.0,42.0,8.3,25.2,11,2016
Chris Thompson,RB,WAS,1.0,23.0,23.0,35.0,9.0,13.0,13.0,22.0,1.9,8.3,11,2016
Rex Burkhead,RB,CIN,1.0,4.0,4.0,5.0,0.0,25.0,25.0,25.0,1.4,35.0,11,2016
Kenjon Barner,RB,PHI,1.0,18.0,18.0,23.0,17.0,6.0,17.0,22.0,1.7,9.4,11,2016
Zach Ertz,TE,PHI,1.0,70.0,70.0,88.0,0.0,16.0,9.0,16.0,9.5,13.6,11,2016
Jordan Reed,TE,WAS,1.0,57.0,57.0,86.0,0.0,11.0,9.0,11.0,7.9,13.9,11,2016
Tyler Eifert,TE,CIN,1.0,62.0,62.0,85.0,0.0,10.0,5.0,10.0,3.7,6.0,11,2016
Vance McDonald,TE,SF,1.0,47.0,47.0,75.0,0.0,13.0,6.0,13.0,10.6,22.6,11,2016
Kyle Juszczyk,RB,BAL,1.0,25.0,25.0,45.0,0.0,12.0,12.0,12.0,3.2,12.8,11,2016
Luke Willson,TE,SEA,1.0,34.0,34.0,51.0,0.0,3.0,3.0,3.0,1.2,3.5,11,2016
Latavius Murray,RB,OAK,1.0,29.0,29.0,55.0,41.0,17.0,59.0,59.0,9.2,31.7,11,2016
Ryan Griffin,TE,HOU,1.0,35.0,35.0,46.0,0.0,14.0,9.0,14.0,3.2,9.1,11,2016
Demetrius Harris,TE,KC,1.0,20.0,20.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016
Zach Line,RB,MIN,1.0,18.0,18.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016
James Develin,RB,NE,1.0,34.0,34.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2016
Jack Doyle,TE,IND,1.0,40.0,40.0,66.0,0.0,5.0,3.0,5.0,0.7,1.8,11,2016
Blake Bortles,QB,JAC,1.0,65.0,65.0,98.0,2.0,0.0,55.0,55.0,12.4,19.1,11,2016
Derek Carr,QB,OAK,1.0,53.0,53.0,100.0,4.0,0.0,62.0,62.0,21.6,40.8,11,2016
Carlos Hyde,RB,SF,1.0,41.0,41.0,65.0,46.0,7.0,54.0,54.0,11.0,26.8,11,2016
Mike Evans,WR,TB,1.0,65.0,65.0,84.0,0.0,20.0,9.0,20.0,10.5,16.2,11,2016
Brandin Cooks,WR,NO,1.0,64.0,64.0,85.0,3.0,13.0,14.0,16.0,4.9,7.7,11,2016
Davante Adams,WR,GB,1.0,65.0,65.0,96.0,0.0,9.0,5.0,9.0,4.2,6.5,11,2016
Jordan Matthews,WR,PHI,1.0,73.0,73.0,91.0,0.0,14.0,7.0,14.0,5.9,8.1,11,2016
Donte Moncrief,WR,IND,1.0,56.0,56.0,92.0,0.0,13.0,7.0,13.0,9.7,17.3,11,2016
Allen Robinson II,WR,JAC,1.0,62.0,62.0,94.0,0.0,11.0,5.0,11.0,7.8,12.6,11,2016
Odell Beckham Jr.,WR,NYG,1.0,67.0,67.0,100.0,0.0,10.0,7.0,10.0,4.6,6.9,11,2016
Jarvis Landry,WR,MIA,1.0,54.0,54.0,90.0,0.0,9.0,9.0,9.0,8.8,16.3,11,2016
Paul Richardson Jr.,WR,SEA,1.0,20.0,20.0,30.0,0.0,15.0,5.0,15.0,0.6,3.0,11,2016
Eric Ebron,TE,DET,1.0,46.0,46.0,81.0,2.0,11.0,9.0,13.0,13.1,28.5,11,2016
Trey Burton,TE,PHI,1.0,7.0,7.0,9.0,0.0,29.0,14.0,29.0,1.4,20.0,11,2016
James White,RB,NE,1.0,24.0,24.0,31.0,0.0,25.0,25.0,25.0,12.3,51.3,11,2016
Jerick McKinnon,RB,MIN,1.0,31.0,31.0,53.0,52.0,3.0,55.0,55.0,4.1,13.2,11,2016
