Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Aaron Rodgers,QB,GB,1,80,80,100,6,0,63,63,15.9,19.9
Ben Roethlisberger,QB,PIT,1,74,74,97,0,0,64,64,29.2,39.5
Brian Hoyer,QB,CHI,1,66,66,100,2,0,67,67,23.8,36.1
Danny Amendola,WR,NE,1,21,21,26,0,10,10,10,1.1,5.2
Darren Sproles,RB,PHI,1,34,34,56,15,12,26,26,6.8,20.0
DeSean Jackson,WR,WAS,1,51,51,77,0,14,6,14,3.5,6.9
Drew Stanton,QB,ARI,1,68,68,100,3,0,44,44,12.8,18.8
Eli Manning,QB,NYG,1,56,56,100,2,0,64,64,10.1,18.0
Frank Gore,RB,IND,1,54,54,79,26,4,28,30,7.9,14.6
Greg Olsen,TE,CAR,1,54,54,100,0,24,17,24,18.1,33.5
Jason Witten,TE,DAL,1,57,57,100,0,9,5,9,4.3,7.5
Joe Flacco,QB,BAL,1,71,71,100,1,0,66,66,13.0,18.3
Julian Edelman,WR,NE,1,59,59,74,0,17,8,17,3.5,5.9
Larry Fitzgerald,WR,ARI,1,62,62,91,0,13,10,13,20.1,32.4
LeSean McCoy,RB,BUF,1,44,44,80,41,5,45,45,15.8,35.9
Matt Ryan,QB,ATL,1,67,67,100,4,0,46,46,15.0,22.4
Matthew Slater,WR,NE,1,11,11,14,9,0,9,9,0.5,4.5
Matthew Stafford,QB,DET,1,61,61,100,10,0,51,51,18.8,30.8
Michael Crabtree,WR,OAK,1,53,53,74,0,13,6,13,10.7,20.2
Philip Rivers,QB,SD,1,51,51,100,0,0,59,59,26.4,51.8
Ryan Fitzpatrick,QB,NYJ,1,58,58,100,2,0,67,67,15.1,26.0
Ted Ginn Jr.,WR,CAR,1,28,28,52,0,4,4,4,-1.5,-5.4
Tom Brady,QB,NE,1,71,71,89,3,0,59,59,29.6,41.7
Vernon Davis,TE,WAS,1,34,34,52,0,12,9,12,1.5,4.4
Golden Tate,WR,DET,1,49,49,80,6,10,12,16,4.5,9.2
Andre Roberts,WR,DET,1,18,18,30,0,6,0,6,0.0,0.0
Emmanuel Sanders,WR,DEN,1,68,68,97,0,13,10,13,8.0,11.8
Rob Gronkowski,TE,NE,1,65,65,81,0,11,8,11,10.9,16.8
Antonio Brown,WR,PIT,1,74,74,97,0,15,12,15,13.8,18.6
Logan Paulsen,TE,CHI,1,37,37,56,0,3,0,3,0.0,0.0
A.J. Green,WR,CIN,1,59,59,84,0,14,7,14,5.0,8.5
Blaine Gabbert,QB,SF,1,78,78,100,13,0,53,53,19.5,25.0
Julio Jones,WR,ATL,1,50,50,75,0,12,4,12,2.9,5.8
Randall Cobb,WR,GB,1,55,55,69,2,20,18,22,10.8,19.6
Kyle Rudolph,TE,MIN,1,68,68,92,0,6,3,6,1.5,2.2
Andy Dalton,QB,CIN,1,70,70,100,9,0,67,67,22.2,31.7
Lance Kendricks,TE,LAR,1,59,59,89,0,5,3,5,2.4,4.1
Tyrod Taylor,QB,BUF,1,54,54,98,9,0,52,52,15.8,29.3
Ryan Tannehill,QB,MIA,1,44,44,100,0,0,41,41,3.6,8.2
Kirk Cousins,QB,WAS,1,66,66,100,2,0,64,64,12.3,18.6
Lamar Miller,RB,HOU,1,42,42,66,19,7,21,26,2.4,5.7
Alshon Jeffery,WR,CHI,1,61,61,92,0,10,8,10,7.7,12.6
Mohamed Sanu Sr.,WR,ATL,1,46,46,69,0,13,7,13,2.3,5.0
T.Y. Hilton,WR,IND,1,61,61,90,0,18,16,18,23.1,37.9
Travis Benjamin,WR,SD,1,31,31,61,0,35,23,35,11.7,37.7
Marvin Jones Jr.,WR,DET,1,53,53,87,0,9,8,9,9.7,18.3
Alfred Morris,RB,DAL,1,10,10,18,60,10,60,70,3.3,33.0
Case Keenum,QB,LAR,1,66,66,100,0,0,47,47,6.8,10.3
Cole Beasley,WR,DAL,1,29,29,51,0,14,14,14,11.3,39.0
Chris Hogan,WR,NE,1,49,49,61,2,10,10,12,11.6,23.7
Garrett Celek,TE,SF,1,61,61,78,0,8,2,8,0.4,0.7
Josh Bellamy,WR,CHI,1,7,7,11,0,14,14,14,1.4,20.0
Marquise Goodwin,WR,BUF,1,38,38,69,0,16,5,16,7.3,19.2
Russell Shepard,WR,TB,1,14,14,19,0,0,0,0,0.0,0.0
DeAndre Hopkins,WR,HOU,1,64,64,100,0,14,8,14,11.6,18.1
Robert Woods,WR,BUF,1,48,48,87,0,13,4,13,2.6,5.4
Kenny Stills,WR,MIA,1,35,35,80,0,3,0,3,0.0,0.0
Cordarrelle Patterson,RB,MIN,1,45,45,61,2,13,11,16,10.6,23.6
Tavon Austin,WR,LAR,1,44,44,67,7,23,23,30,8.5,19.3
Giovani Bernard,RB,CIN,1,53,53,76,17,11,28,28,9.6,18.1
Le'Veon Bell,RB,PIT,1,73,73,96,27,15,40,42,15.4,21.1
Theo Riddick,RB,DET,1,40,40,66,28,15,43,43,20.2,50.5
Chris Thompson,RB,WAS,1,21,21,32,10,19,29,29,4.5,21.4
Rex Burkhead,RB,CIN,1,2,2,3,0,0,0,0,0.0,0.0
Kenjon Barner,RB,PHI,1,1,1,2,0,0,0,0,0.0,0.0
Zach Ertz,TE,PHI,1,52,52,85,0,6,6,6,3.7,7.1
Jordan Reed,TE,WAS,1,60,60,91,0,18,13,18,5.3,8.8
Levine Toilolo,TE,ATL,1,44,44,66,0,2,0,2,0.0,0.0
Kyle Juszczyk,RB,BAL,1,42,42,59,0,12,7,12,2.0,4.8
Ryan Griffin,TE,HOU,1,20,20,31,0,30,10,30,0.8,4.0
Zach Line,RB,MIN,1,27,27,36,0,4,0,4,0.0,0.0
James Develin,RB,NE,1,22,22,28,0,0,0,0,0.0,0.0
Jack Doyle,TE,IND,1,28,28,41,0,11,7,11,0.8,2.9
Patrick DiMarco,RB,ATL,1,27,27,40,0,4,4,4,1.3,4.8
Derek Carr,QB,OAK,1,72,72,100,3,0,58,58,22.0,30.6
Carlos Hyde,RB,SF,1,64,64,82,34,9,44,44,17.4,27.2
Devonta Freeman,RB,ATL,1,40,40,60,58,13,65,70,18.3,45.8
Mike Evans,WR,TB,1,64,64,88,0,19,9,19,14.9,23.3
Davante Adams,WR,GB,1,60,60,75,0,13,8,13,14.5,24.2
Jordan Matthews,WR,PHI,1,57,57,93,0,7,7,7,6.5,11.4
Odell Beckham Jr.,WR,NYG,1,56,56,100,0,21,9,21,11.6,20.7
Jarvis Landry,WR,MIA,1,42,42,95,2,7,10,10,3.0,7.1
Trey Burton,TE,PHI,1,11,11,18,0,18,9,18,0.5,4.5
James White,RB,NE,1,38,38,48,13,16,24,29,8.9,23.4
Cody Latimer,WR,DEN,1,30,30,43,0,0,0,0,0.0,0.0
Jimmy Garoppolo,QB,NE,1,9,9,11,22,0,33,33,-0.3,-3.3
Jerick McKinnon,RB,MIN,1,41,41,55,49,7,51,56,4.6,11.2
John Brown,WR,ARI,1,64,64,94,0,8,2,8,1.1,1.7
Richard Rodgers,TE,GB,1,73,73,91,0,7,1,7,0.6,0.8
Ryan Grant,WR,WAS,1,14,14,21,0,0,0,0,0.0,0.0
Damien Williams,RB,MIA,1,8,8,18,13,25,38,38,7.0,87.5
Taylor Gabriel,WR,ATL,1,14,14,21,0,0,0,0,0.0,0.0
Bennie Fowler III,WR,DEN,1,18,18,26,0,11,11,11,1.3,7.2
Dontrelle Inman,WR,SD,1,44,44,86,0,7,2,7,0.3,0.7
Keith Smith,RB,DAL,1,10,10,18,0,0,0,0,0.0,0.0
Adam Thielen,WR,MIN,1,68,68,92,0,12,10,12,18.7,27.5
Cameron Brate,TE,TB,1,54,54,74,0,6,2,6,3.8,7.0
Seth Roberts,WR,OAK,1,51,51,71,0,6,4,6,2.2,4.3
Marcus Mariota,QB,TEN,1,74,74,100,9,0,49,49,30.5,41.2
