Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps
Jerick McKinnon,RB,MIN,1,54,54,69,20,11,30,31,8.5,15.7
John Brown,WR,ARI,1,29,29,48,0,7,3,7,1.2,4.1
Richard Rodgers,TE,GB,1,29,29,49,0,7,7,7,8.0,27.6
Ryan Grant,WR,WAS,1,29,29,43,0,14,10,14,2.5,8.6
Damien Williams,RB,MIA,1,11,11,16,0,27,18,27,5.1,46.4
Albert Wilson,WR,KC,1,17,17,22,0,6,6,6,0.3,1.8
Taylor Gabriel,WR,ATL,1,28,28,44,0,14,11,14,1.5,5.4
Willie Snead IV,WR,NO,1,40,40,56,0,13,5,13,2.1,5.3
Bennie Fowler III,WR,DEN,1,18,18,30,0,11,6,11,0.5,2.8
Dontrelle Inman,WR,SD,1,56,56,82,0,18,5,18,4.4,7.9
Keith Smith,RB,DAL,1,13,13,23,0,0,0,0,0.0,0.0
Adam Thielen,WR,MIN,1,75,75,96,1,20,17,21,32.6,43.5
Cameron Brate,TE,TB,1,32,32,52,0,6,3,6,7.2,22.5
Roosevelt Nix,RB,PIT,1,11,11,19,0,0,0,0,0.0,0.0
Darren Fells,TE,ARI,1,19,19,32,0,0,0,0,0.0,0.0
Seth Roberts,WR,OAK,1,51,51,67,0,6,0,6,0.0,0.0
Marcus Mariota,QB,TEN,1,41,41,58,5,0,54,54,8.3,20.2
Jameis Winston,QB,TB,1,61,61,100,5,0,62,62,16.5,27.0
Amari Cooper,WR,OAK,1,61,61,80,0,11,8,11,7.2,11.8
DeVante Parker,WR,MIA,1,53,53,77,0,13,8,13,14.5,27.4
Brett Hundley,QB,GB,1,3,3,5,0,0,33,33,0.0,0.0
Todd Gurley II,RB,LAR,1,50,50,85,46,6,52,52,14.7,29.4
Devin Funchess,WR,CAR,1,15,15,22,0,33,7,33,0.9,6.0
Tevin Coleman,RB,ATL,1,23,23,37,39,13,52,52,19.5,84.8
Duke Johnson Jr.,RB,CLE,1,33,33,46,21,6,27,27,4.9,14.8
Jay Ajayi,RB,MIA,1,52,52,75,62,2,63,63,26.9,51.7
T.J. Yeldon,RB,JAC,1,3,3,4,67,0,67,67,0.5,16.7
David Johnson,RB,ARI,1,59,59,98,47,12,54,59,29.6,50.2
Malcolm Brown,RB,WAS,1,9,9,13,11,0,11,11,0.2,2.2
Clive Walford,TE,OAK,1,64,64,84,0,3,3,3,8.0,12.5
Nick O'Leary,TE,BUF,1,28,28,30,0,0,0,0,0.0,0.0
Jesse James,TE,PIT,1,49,49,84,0,10,8,10,4.9,10.0
Nick Boyle,TE,BAL,1,17,17,23,0,6,6,6,0.5,2.9
MyCole Pruitt,TE,CHI,1,3,3,4,0,0,0,0,0.0,0.0
Nelson Agholor,WR,PHI,1,54,54,96,2,9,6,11,11.2,20.7
Justin Hardy,WR,ATL,1,11,11,17,0,0,0,0,0.0,0.0
Tyler Lockett,WR,SEA,1,26,26,31,0,12,8,12,3.8,14.6
Devin Smith,WR,NYJ,1,13,13,23,0,0,0,0,2.0,15.4
Breshad Perriman,WR,BAL,1,27,27,36,0,19,11,19,3.2,11.9
Jamison Crowder,WR,WAS,1,56,56,84,0,4,2,4,0.3,0.5
Ty Montgomery,RB,GB,1,37,37,63,24,14,35,38,4.0,10.8
Phillip Dorsett II,WR,IND,1,38,38,68,0,3,3,3,0.8,2.1
Stefon Diggs,WR,MIN,1,57,57,73,0,11,7,11,8.9,15.6
Chris Manhertz,TE,CAR,1,5,5,7,0,20,20,20,1.0,20.0
C.J. Uzomah,TE,CIN,1,61,61,97,0,10,8,10,2.8,4.6
Darren Waller,TE,BAL,1,28,28,37,0,7,4,7,1.1,3.9
Trevor Siemian,QB,DEN,1,60,60,100,0,0,72,72,5.3,8.8
James O'Shaughnessy,TE,KC,1,13,13,17,0,0,0,0,0.0,0.0
Chris Conley,WR,KC,1,54,54,71,0,4,4,4,1.4,2.6
Michael Burton,RB,DET,1,2,2,3,0,0,0,0,0.0,0.0
J.J. Nelson,WR,ARI,1,42,42,70,0,17,7,17,19.2,45.7
Tyrell Williams,WR,SD,1,56,56,82,0,16,7,16,12.4,22.1
Eric Tomlinson,TE,NYJ,1,26,26,46,0,0,0,0,0.0,0.0
Daniel Brown,TE,CHI,1,46,46,67,0,9,4,9,1.9,4.1
Adam Humphries,WR,TB,1,32,32,52,0,6,3,6,1.2,3.8
Ezekiel Elliott,RB,DAL,1,29,29,51,41,3,45,45,21.2,73.1
Jared Goff,QB,LAR,1,59,59,100,3,0,44,44,4.0,6.8
Corey Coleman,WR,CLE,1,61,61,86,0,8,3,8,1.5,2.5
Derrick Henry,RB,TEN,1,17,17,24,24,12,35,35,3.5,20.6
Carson Wentz,QB,PHI,1,50,50,89,8,0,56,56,10.8,21.6
Michael Thomas,WR,NO,1,58,58,82,0,14,10,14,9.8,16.9
Alex Collins,RB,SEA,1,43,43,52,16,9,26,26,4.7,10.9
Tyler Boyd,WR,CIN,1,46,46,73,0,9,4,9,2.5,5.4
Paul Perkins,RB,NYG,1,34,34,38,44,6,47,50,7.7,22.6
Devontae Booker,RB,DEN,1,33,33,55,15,30,33,45,5.1,15.5
Pharoh Cooper,WR,LAR,1,11,11,19,0,0,0,0,0.0,0.0
Hunter Henry,TE,SD,1,20,20,29,0,0,0,0,0.0,0.0
Sterling Shepard,WR,NYG,1,88,88,99,1,13,9,14,12.3,14.0
Jordan Howard,RB,CHI,1,39,39,57,46,8,49,54,12.8,32.8
Rashard Higgins,WR,CLE,1,10,10,14,0,10,0,10,0.0,0.0
Tajae Sharpe,WR,TEN,1,35,35,49,0,23,9,23,4.8,13.7
Dak Prescott,QB,DAL,1,57,57,100,7,0,42,42,24.0,42.1
Jonathan Williams,RB,BUF,1,3,3,3,0,0,0,0,0.0,0.0
Tyler Higbee,TE,LAR,1,30,30,51,0,7,7,7,6.5,21.7
William Fuller V,WR,HOU,1,61,61,95,0,10,5,10,3.9,6.4
Kenyan Drake,RB,MIA,1,7,7,10,57,0,57,57,11.6,165.7
Seth DeValve,TE,CLE,1,7,7,10,0,14,14,14,2.1,30.0
Robby Anderson,WR,NYJ,1,43,43,77,0,7,0,7,0.0,0.0
Cody Core,WR,CIN,1,39,39,62,0,36,21,36,3.9,10.0
Alex Erickson,WR,CIN,1,6,6,10,0,17,17,17,0.5,8.3
Josh Ferguson,RB,IND,1,1,1,2,0,0,0,0,0.0,0.0
Stephen Anderson,TE,HOU,1,5,5,8,0,0,0,0,0.0,0.0
Derek Watt,RB,SD,1,13,13,19,0,8,8,8,1.6,12.3
Tyreek Hill,WR,KC,1,28,28,37,21,18,21,39,15.5,55.4
Johnny Holton,WR,OAK,1,3,3,4,0,0,0,0,0.0,0.0
DeAndre Washington,RB,OAK,1,25,25,33,48,4,52,52,23.7,94.8
Jerell Adams,TE,NYG,1,40,40,45,0,3,3,3,0.9,2.3
Ben Braunecker,TE,CHI,1,21,21,30,0,14,10,14,1.9,9.0
Dwayne Washington,RB,DET,1,16,16,23,44,13,50,56,2.6,16.3
Geronimo Allison,WR,GB,1,43,43,73,0,16,9,16,6.6,15.3
Danny Vitale,RB,CLE,1,12,12,17,0,8,8,8,1.5,12.5
Temarrick Hemingway,TE,LAR,1,1,1,2,0,0,0,0,0.0,0.0
Chester Rogers,WR,IND,1,18,18,32,0,0,0,0,0.0,0.0
Alex Ellis,TE,JAC,1,25,25,35,0,8,8,8,1.0,4.0
Kalif Raymond,WR,DEN,1,8,8,13,0,13,0,13,-2.0,-25.0
Jalen Richard,RB,OAK,1,15,15,20,40,20,60,60,13.9,92.7
Joshua Perkins,TE,ATL,1,27,27,43,0,11,7,11,9.4,34.8
Tommylee Lewis,WR,NO,1,5,5,7,0,0,0,0,0.0,0.0
