player,position,team,games,snaps,snaps_per_game,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year
Aaron Rodgers,QB,GB,1,62,62,100,10,0,71,71,33.8,54.5,8,2016
Alex Smith,QB,KC,1,29,29,39,7,0,72,72,10.0,34.5,8,2016
Danny Amendola,WR,NE,1,32,32,47,0,13,9,13,8.9,27.8,8,2016
Darren Sproles,RB,PHI,1,61,61,80,25,11,33,36,10.3,16.9,8,2016
DeSean Jackson,WR,WAS,1,32,32,35,0,22,9,22,4.8,15.0,8,2016
Drew Brees,QB,NO,1,76,76,100,1,0,47,47,20.7,27.2,8,2016
Frank Gore,RB,IND,1,32,32,48,28,9,34,38,12.2,38.1,8,2016
Greg Olsen,TE,CAR,1,67,67,100,0,4,1,4,1.1,1.6,8,2016
Jason Witten,TE,DAL,1,77,77,100,0,4,3,4,7.6,9.9,8,2016
Josh McCown,QB,CLE,1,69,69,96,4,0,75,75,20.6,29.9,8,2016
Julian Edelman,WR,NE,1,60,60,88,2,13,8,15,9.7,16.2,8,2016
Larry Fitzgerald,WR,ARI,1,56,56,79,0,20,18,20,7.4,13.2,8,2016
Marcedes Lewis,TE,JAC,1,36,36,50,0,17,11,17,2.3,6.4,8,2016
Matt Ryan,QB,ATL,1,63,63,100,3,0,59,59,24.4,38.7,8,2016
Matthew Slater,WR,NE,1,6,6,9,0,0,0,0,0.0,0.0,8,2016
Matthew Stafford,QB,DET,1,61,61,100,0,0,67,67,13.6,22.3,8,2016
Michael Crabtree,WR,OAK,1,72,72,77,0,22,11,22,10.8,15.0,8,2016
Philip Rivers,QB,SD,1,81,81,100,0,0,58,58,12.7,15.7,8,2016
Ryan Fitzpatrick,QB,NYJ,1,72,72,100,6,0,53,53,14.4,20.0,8,2016
Ted Ginn Jr.,WR,CAR,1,35,35,52,0,17,14,17,5.3,15.1,8,2016
Tom Brady,QB,NE,1,64,64,94,2,0,53,53,30.1,47.0,8,2016
Vernon Davis,TE,WAS,1,39,39,43,0,13,13,13,9.3,23.8,8,2016
Dez Bryant,WR,DAL,1,68,68,88,0,21,6,21,17.3,25.4,8,2016
Golden Tate,WR,DET,1,54,54,89,0,17,13,17,4.2,7.8,8,2016
Andre Roberts,WR,DET,1,4,4,7,0,0,0,0,0.0,0.0,8,2016
Emmanuel Sanders,WR,DEN,1,58,58,89,0,17,7,17,6.8,11.7,8,2016
Jimmy Graham,TE,SEA,1,49,49,91,0,10,6,10,3.4,6.9,8,2016
Rob Gronkowski,TE,NE,1,62,62,91,0,11,8,11,16.9,27.3,8,2016
Logan Paulsen,TE,CHI,1,35,35,57,0,6,3,6,0.5,1.4,8,2016
A.J. Green,WR,CIN,1,82,82,93,0,22,11,22,12.1,14.8,8,2016
Julio Jones,WR,ATL,1,53,53,84,0,9,6,9,2.9,5.5,8,2016
Cam Newton,QB,CAR,1,67,67,100,10,0,51,51,12.8,19.1,8,2016
Mark Ingram II,RB,NO,1,6,6,8,50,0,50,50,-1.5,-25.0,8,2016
Kyle Rudolph,TE,MIN,1,57,57,93,0,11,9,11,3.1,5.4,8,2016
Andy Dalton,QB,CIN,1,88,88,100,5,0,52,52,19.5,22.2,8,2016
Luke Stocker,TE,TB,1,37,37,54,0,5,5,5,0.8,2.2,8,2016
Taiwan Jones,RB,OAK,1,1,1,1,0,0,0,0,0.0,0.0,8,2016
Anthony Sherman,RB,KC,1,10,10,14,0,0,0,0,0.0,0.0,8,2016
Tyrod Taylor,QB,BUF,1,69,69,90,7,0,62,62,18.1,26.2,8,2016
Virgil Green,TE,DEN,1,48,48,74,0,13,8,13,5.5,11.5,8,2016
Nick Foles,QB,KC,1,45,45,61,2,0,51,51,16.8,37.3,8,2016
Kirk Cousins,QB,WAS,1,91,91,100,3,0,65,65,24.2,26.6,8,2016
Russell Wilson,QB,SEA,1,54,54,100,6,0,69,69,9.2,17.0,8,2016
Lamar Miller,RB,HOU,1,33,33,49,52,9,58,61,12.3,37.3,8,2016
Alshon Jeffery,WR,CHI,1,57,57,93,0,14,7,14,12.3,21.6,8,2016
Mohamed Sanu Sr.,WR,ATL,1,55,55,87,0,18,16,18,14.4,26.2,8,2016
T.Y. Hilton,WR,IND,1,54,54,82,0,11,2,11,2.0,3.7,8,2016
Travis Benjamin,WR,SD,1,38,38,47,0,24,8,24,10.4,27.4,8,2016
Marvin Jones Jr.,WR,DET,1,60,60,98,0,12,5,12,3.3,5.5,8,2016
Rhett Ellison,TE,MIN,1,9,9,15,0,0,0,0,0.0,0.0,8,2016
Alfred Morris,RB,DAL,1,7,7,9,43,0,43,43,0.6,8.6,8,2016
Cole Beasley,WR,DAL,1,51,51,66,0,14,10,16,5.3,10.4,8,2016
Chris Hogan,WR,NE,1,63,63,93,0,6,6,6,15.1,24.0,8,2016
Jermaine Kearse,WR,SEA,1,47,47,87,0,15,9,15,5.7,12.1,8,2016
Josh Bellamy,WR,CHI,1,16,16,26,0,13,6,13,0.4,2.5,8,2016
Travis Kelce,TE,KC,1,67,67,91,0,15,10,15,16.1,24.0,8,2016
Russell Shepard,WR,TB,1,26,26,38,0,12,8,12,8.4,32.3,8,2016
DeAndre Hopkins,WR,HOU,1,66,66,99,0,11,6,11,4.4,6.7,8,2016
Robert Woods,WR,BUF,1,46,46,60,0,15,9,15,5.0,10.9,8,2016
Cordarrelle Patterson,RB,MIN,1,41,41,67,0,7,7,7,3.6,8.8,8,2016
Giovani Bernard,RB,CIN,1,48,48,55,23,2,25,25,12.6,26.3,8,2016
Theo Riddick,RB,DET,1,52,52,85,21,21,37,42,19.3,37.1,8,2016
Chris Thompson,RB,WAS,1,48,48,53,15,10,25,25,4.1,8.5,8,2016
Rex Burkhead,RB,CIN,1,1,1,1,0,0,0,0,0.0,0.0,8,2016
Kenjon Barner,RB,PHI,1,6,6,8,50,17,67,67,1.4,23.3,8,2016
Zach Ertz,TE,PHI,1,61,61,80,0,7,7,7,1.9,3.1,8,2016
Jordan Reed,TE,WAS,1,72,72,79,0,18,13,18,15.9,22.1,8,2016
Tyler Eifert,TE,CIN,1,74,74,84,0,16,12,16,16.2,21.9,8,2016
Levine Toilolo,TE,ATL,1,27,27,43,0,4,0,4,0.0,0.0,8,2016
Latavius Murray,RB,OAK,1,36,36,38,31,19,44,50,7.1,19.7,8,2016
Ryan Griffin,TE,HOU,1,30,30,45,0,10,10,10,3.4,11.3,8,2016
Demetrius Harris,TE,KC,1,36,36,49,0,11,8,11,1.3,3.6,8,2016
Zach Line,RB,MIN,1,5,5,8,0,0,0,0,0.0,0.0,8,2016
James Develin,RB,NE,1,7,7,10,0,0,0,0,0.0,0.0,8,2016
Jack Doyle,TE,IND,1,52,52,79,0,6,4,6,3.6,6.9,8,2016
Patrick DiMarco,RB,ATL,1,11,11,17,0,0,0,0,0.0,0.0,8,2016
Blake Bortles,QB,JAC,1,72,72,100,6,0,81,81,29.7,41.3,8,2016
Derek Carr,QB,OAK,1,94,94,100,1,0,64,64,35.8,38.1,8,2016
Devonta Freeman,RB,ATL,1,46,46,73,24,13,33,37,17.8,38.7,8,2016
Mike Evans,WR,TB,1,60,60,88,0,18,7,18,7.0,11.7,8,2016
Brandin Cooks,WR,NO,1,38,38,50,0,16,11,16,10.4,27.4,8,2016
Davante Adams,WR,GB,1,58,58,94,0,24,21,24,7.4,12.8,8,2016
Jordan Matthews,WR,PHI,1,69,69,91,0,22,16,22,12.5,18.1,8,2016
Donte Moncrief,WR,IND,1,59,59,89,2,15,8,17,10.0,16.9,8,2016
Allen Robinson II,WR,JAC,1,68,68,94,0,22,9,22,7.0,10.3,8,2016
Paul Richardson Jr.,WR,SEA,1,14,14,26,0,21,14,21,3.3,23.6,8,2016
Eric Ebron,TE,DET,1,49,49,80,0,20,14,20,7.9,16.1,8,2016
Trey Burton,TE,PHI,1,12,12,16,0,17,8,17,0.6,5.0,8,2016
James White,RB,NE,1,33,33,49,6,15,12,21,2.9,8.8,8,2016
Jimmy Garoppolo,QB,NE,1,4,4,6,25,0,25,25,-0.1,-2.5,8,2016
John Brown,WR,ARI,1,38,38,54,0,11,11,11,10.9,28.7,8,2016
Richard Rodgers,TE,GB,1,26,26,42,0,0,0,0,0.0,0.0,8,2016
Ryan Grant,WR,WAS,1,51,51,56,0,4,2,4,1.7,3.3,8,2016
Albert Wilson,WR,KC,1,20,20,27,0,0,0,0,0.0,0.0,8,2016
Taylor Gabriel,WR,ATL,1,32,32,51,0,9,9,9,12.8,40.0,8,2016
Willie Snead IV,WR,NO,1,56,56,74,0,14,11,14,5.6,10.0,8,2016
Allen Hurns,WR,JAC,1,61,61,85,0,18,11,18,15.8,25.9,8,2016
Bennie Fowler III,WR,DEN,1,12,12,18,0,8,0,8,0.0,0.0,8,2016
Dontrelle Inman,WR,SD,1,79,79,98,0,9,5,9,7.2,9.1,8,2016
Keith Smith,RB,DAL,1,6,6,8,0,17,17,17,0.1,1.7,8,2016
Adam Thielen,WR,MIN,1,54,54,89,0,9,6,9,4.0,7.4,8,2016
Cameron Brate,TE,TB,1,38,38,56,0,13,8,13,8.2,21.6,8,2016
Josh Hill,TE,NO,1,61,61,80,0,2,2,2,0.3,0.5,8,2016
Seth Roberts,WR,OAK,1,63,63,67,0,11,5,11,12.9,20.5,8,2016
Marcus Mariota,QB,TEN,1,60,60,90,5,0,42,42,19.9,33.2,8,2016
Jameis Winston,QB,TB,1,68,68,100,4,0,51,51,18.8,27.6,8,2016
Amari Cooper,WR,OAK,1,90,90,96,0,17,13,17,23.3,25.9,8,2016
Melvin Gordon III,RB,SD,1,65,65,80,35,11,42,46,15.5,23.8,8,2016
Devin Funchess,WR,CAR,1,30,30,45,0,13,10,13,3.8,12.7,8,2016
Duke Johnson Jr.,RB,CLE,1,31,31,43,13,26,32,39,11.6,37.4,8,2016
T.J. Yeldon,RB,JAC,1,41,41,57,7,10,17,17,5.6,13.7,8,2016
David Johnson,RB,ARI,1,61,61,86,16,15,28,31,10.8,17.7,8,2016
Clive Walford,TE,OAK,1,59,59,63,0,7,5,7,3.1,5.3,8,2016
Nick O'Leary,TE,BUF,1,43,43,56,0,2,2,2,3.0,7.0,8,2016
Tyler Kroft,TE,CIN,1,19,19,22,0,5,5,5,0.6,3.2,8,2016
Nelson Agholor,WR,PHI,1,69,69,91,0,6,4,6,2.5,3.6,8,2016
Justin Hardy,WR,ATL,1,12,12,19,0,8,8,8,1.3,10.8,8,2016
Tyler Lockett,WR,SEA,1,34,34,63,0,12,12,12,3.2,9.4,8,2016
Jamison Crowder,WR,WAS,1,64,64,70,0,20,14,20,16.7,26.1,8,2016
Phillip Dorsett II,WR,IND,1,56,56,85,0,9,9,9,3.3,5.9,8,2016
Stefon Diggs,WR,MIN,1,55,55,90,0,24,15,24,13.6,24.7,8,2016
