player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,position,week,year,team,opponent,home,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
Greg Olsen,8.0,11.0,83.0,10.4,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.3,TE,1,2014,CAR,TB,False,387.0,563.0,68.7,4084.0,7.6,255.3,56.0,28.0,14.0,36.0,210.0,97.4,468.0,1819.0,3.9,113.7,57.0,15.0,8.0,4.0,387.0,4294.0,11.1,268.4,56.0,28.0,5.0,2.0,353.0,103.0,223.0,27.0,93.0,213.0,43.7,5.0,9.0,55.6,106.0,935.0
Lance Kendricks,3.0,4.0,25.0,8.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,2,2014,LAR,TB,False,387.0,563.0,68.7,4084.0,7.6,255.3,56.0,28.0,14.0,36.0,210.0,97.4,468.0,1819.0,3.9,113.7,57.0,15.0,8.0,4.0,387.0,4294.0,11.1,268.4,56.0,28.0,5.0,2.0,353.0,103.0,223.0,27.0,93.0,213.0,43.7,5.0,9.0,55.6,106.0,935.0
Cory Harkey,2.0,2.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,2,2014,LAR,TB,False,387.0,563.0,68.7,4084.0,7.6,255.3,56.0,28.0,14.0,36.0,210.0,97.4,468.0,1819.0,3.9,113.7,57.0,15.0,8.0,4.0,387.0,4294.0,11.1,268.4,56.0,28.0,5.0,2.0,353.0,103.0,223.0,27.0,93.0,213.0,43.7,5.0,9.0,55.6,106.0,935.0
Jared Cook,4.0,4.0,46.0,11.5,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,2,2014,LAR,TB,False,387.0,563.0,68.7,4084.0,7.6,255.3,56.0,28.0,14.0,36.0,210.0,97.4,468.0,1819.0,3.9,113.7,57.0,15.0,8.0,4.0,387.0,4294.0,11.1,268.4,56.0,28.0,5.0,2.0,353.0,103.0,223.0,27.0,93.0,213.0,43.7,5.0,9.0,55.6,106.0,935.0
Levine Toilolo,2.0,2.0,25.0,12.5,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,TE,3,2014,ATL,TB,True,387.0,563.0,68.7,4084.0,7.6,255.3,56.0,28.0,14.0,36.0,210.0,97.4,468.0,1819.0,3.9,113.7,57.0,15.0,8.0,4.0,387.0,4294.0,11.1,268.4,56.0,28.0,5.0,2.0,353.0,103.0,223.0,27.0,93.0,213.0,43.7,5.0,9.0,55.6,106.0,935.0
Heath Miller,10.0,11.0,85.0,8.5,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,4,2014,PIT,TB,True,387.0,563.0,68.7,4084.0,7.6,255.3,56.0,28.0,14.0,36.0,210.0,97.4,468.0,1819.0,3.9,113.7,57.0,15.0,8.0,4.0,387.0,4294.0,11.1,268.4,56.0,28.0,5.0,2.0,353.0,103.0,223.0,27.0,93.0,213.0,43.7,5.0,9.0,55.6,106.0,935.0
Josh Hill,3.0,3.0,53.0,17.7,37.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,TE,5,2014,NO,TB,True,387.0,563.0,68.7,4084.0,7.6,255.3,56.0,28.0,14.0,36.0,210.0,97.4,468.0,1819.0,3.9,113.7,57.0,15.0,8.0,4.0,387.0,4294.0,11.1,268.4,56.0,28.0,5.0,2.0,353.0,103.0,223.0,27.0,93.0,213.0,43.7,5.0,9.0,55.6,106.0,935.0
Jimmy Graham,2.0,5.0,36.0,18.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,TE,5,2014,NO,TB,True,387.0,563.0,68.7,4084.0,7.6,255.3,56.0,28.0,14.0,36.0,210.0,97.4,468.0,1819.0,3.9,113.7,57.0,15.0,8.0,4.0,387.0,4294.0,11.1,268.4,56.0,28.0,5.0,2.0,353.0,103.0,223.0,27.0,93.0,213.0,43.7,5.0,9.0,55.6,106.0,935.0
Owen Daniels,2.0,3.0,34.0,17.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,6,2014,BAL,TB,False,387.0,563.0,68.7,4084.0,7.6,255.3,56.0,28.0,14.0,36.0,210.0,97.4,468.0,1819.0,3.9,113.7,57.0,15.0,8.0,4.0,387.0,4294.0,11.1,268.4,56.0,28.0,5.0,2.0,353.0,103.0,223.0,27.0,93.0,213.0,43.7,5.0,9.0,55.6,106.0,935.0
Crockett Gillmore,2.0,2.0,16.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,6,2014,BAL,TB,False,387.0,563.0,68.7,4084.0,7.6,255.3,56.0,28.0,14.0,36.0,210.0,97.4,468.0,1819.0,3.9,113.7,57.0,15.0,8.0,4.0,387.0,4294.0,11.1,268.4,56.0,28.0,5.0,2.0,353.0,103.0,223.0,27.0,93.0,213.0,43.7,5.0,9.0,55.6,106.0,935.0
