player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,position,week,year,team,opponent,home,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
Nick Toon,1.0,1.0,35.0,35.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,5,2013,NO,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Marques Colston,2.0,2.0,15.0,7.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,5,2013,NO,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Rueben Randle,3.0,5.0,75.0,25.0,37.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,6,2013,NYG,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Hakeem Nicks,4.0,8.0,70.0,17.5,31.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,6,2013,NYG,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Victor Cruz,4.0,5.0,68.0,17.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,6,2013,NYG,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Aldrick Robinson,2.0,2.0,75.0,37.5,45.0,2.0,1.0,1.0,-11.0,0.0,0.0,1.0,0.0,WR,7,2013,WAS,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Josh Morgan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,7,2013,WAS,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Leonard Hankerson,1.0,5.0,26.0,26.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,7,2013,WAS,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Pierre Garcon,5.0,8.0,58.0,11.6,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,7,2013,WAS,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Jarrett Boykin,1.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,9,2013,GB,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Myles White,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,9,2013,GB,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
James Jones,1.0,3.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,9,2013,GB,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Jordy Nelson,4.0,9.0,67.0,16.8,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,9,2013,GB,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Jeremy Ross,2.0,3.0,28.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,10,2013,DET,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Kris Durham,1.0,1.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,10,2013,DET,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Calvin Johnson,6.0,17.0,83.0,13.8,19.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,10,2013,DET,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Deonte Thompson,1.0,3.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,11,2013,BAL,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Jacoby Jones,2.0,2.0,18.0,9.0,9.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,WR,11,2013,BAL,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Tandon Doss,3.0,5.0,37.0,12.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,11,2013,BAL,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Torrey Smith,5.0,8.0,32.0,6.4,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,11,2013,BAL,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Brian Quick,2.0,2.0,19.0,9.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,12,2013,LAR,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Stedman Bailey,1.0,1.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,12,2013,LAR,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Tavon Austin,2.0,5.0,39.0,19.5,32.0,1.0,0.0,1.0,65.0,1.0,0.0,1.0,0.0,WR,12,2013,LAR,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Jarius Wright,3.0,3.0,53.0,17.7,24.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,13,2013,MIN,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Cordarrelle Patterson,1.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,27.0,1.0,0.0,1.0,0.0,WR,13,2013,MIN,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Jerome Simpson,3.0,9.0,76.0,25.3,32.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,13,2013,MIN,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Greg Jennings,7.0,9.0,78.0,11.1,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,13,2013,MIN,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Cole Beasley,2.0,3.0,20.0,10.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,WR,14,2013,DAL,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Dez Bryant,2.0,4.0,12.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.2,WR,14,2013,DAL,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Terrance Williams,2.0,3.0,36.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,14,2013,DAL,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Miles Austin,2.0,4.0,19.0,9.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,14,2013,DAL,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Josh Gordon,3.0,10.0,67.0,22.3,43.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.7,WR,15,2013,CLE,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Davone Bess,1.0,3.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,15,2013,CLE,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Greg Little,4.0,7.0,68.0,17.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,15,2013,CLE,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
DeSean Jackson,4.0,5.0,29.0,7.3,10.0,0.0,0.0,2.0,12.0,0.0,0.0,1.0,4.1,WR,16,2013,PHI,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Jason Avant,3.0,3.0,26.0,8.7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,16,2013,PHI,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Brad Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,WR,16,2013,PHI,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Riley Cooper,3.0,3.0,53.0,17.7,32.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,16,2013,PHI,CHI,True,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Randall Cobb,2.0,2.0,55.0,27.5,48.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,17.5,WR,17,2013,GB,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Jarrett Boykin,2.0,4.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,17,2013,GB,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
James Jones,6.0,7.0,41.0,6.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,17,2013,GB,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Jordy Nelson,10.0,16.0,161.0,16.1,34.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,WR,17,2013,GB,CHI,False,315.0,507.0,62.1,3730.0,7.7,233.1,48.0,25.0,19.0,31.0,189.0,86.9,483.0,2583.0,5.3,161.4,65.0,22.0,11.0,3.0,315.0,3919.0,12.4,244.9,48.0,25.0,5.0,2.0,353.0,147.0,184.0,22.0,83.0,200.0,41.5,12.0,16.0,75.0,69.0,647.0
Larry Fitzgerald,8.0,14.0,80.0,10.0,24.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,20.0,WR,1,2013,ARI,LAR,False,355.0,521.0,68.1,3874.0,8.1,242.1,81.0,21.0,14.0,53.0,326.0,94.7,440.0,1646.0,3.7,102.9,41.0,18.0,8.0,5.0,355.0,4200.0,11.8,262.5,81.0,21.0,3.0,3.0,337.0,87.0,203.0,47.0,78.0,201.0,38.8,9.0,16.0,56.3,105.0,978.0
