player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,position,week,year,team,opponent,home,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
Martellus Bennett,6.0,7.0,68.0,11.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,6,2013,CHI,NYG,True,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Kyle Rudolph,3.0,9.0,27.0,9.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,TE,7,2013,MIN,NYG,False,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
John Carlson,1.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,7,2013,MIN,NYG,False,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Zach Ertz,1.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,TE,8,2013,PHI,NYG,True,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
James Casey,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,8,2013,PHI,NYG,True,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Brent Celek,2.0,3.0,17.0,8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,8,2013,PHI,NYG,True,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Mychal Rivera,2.0,2.0,22.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,10,2013,LV,NYG,False,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Andrew Quarless,2.0,3.0,18.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,11,2013,GB,NYG,False,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Brandon Bostick,1.0,1.0,26.0,26.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,11,2013,GB,NYG,False,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Jason Witten,4.0,7.0,37.0,9.3,20.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,15.7,TE,12,2013,DAL,NYG,False,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Gavin Escobar,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,12,2013,DAL,NYG,False,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Logan Paulsen,3.0,4.0,41.0,13.7,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,13,2013,WAS,NYG,True,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Fred Davis,2.0,4.0,13.0,6.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,13,2013,WAS,NYG,True,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Antonio Gates,4.0,6.0,50.0,12.5,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,14,2013,LAC,NYG,True,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Luke Willson,2.0,2.0,23.0,11.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,TE,15,2013,SEA,NYG,False,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Zach Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,15,2013,SEA,NYG,False,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Zach Miller,1.0,3.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,15,2013,SEA,NYG,False,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Dorin Dickerson,1.0,3.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,16,2013,DET,NYG,True,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Joseph Fauria,3.0,7.0,43.0,14.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,16,2013,DET,NYG,True,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Logan Paulsen,4.0,8.0,32.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,17,2013,WAS,NYG,False,361.0,601.0,60.1,3573.0,6.3,223.3,56.0,21.0,17.0,34.0,214.0,78.3,454.0,1743.0,3.8,108.9,34.0,12.0,6.0,3.0,361.0,3787.0,10.5,236.7,56.0,21.0,4.0,1.0,327.0,101.0,198.0,28.0,93.0,232.0,40.1,4.0,15.0,26.7,105.0,904.0
Jimmy Graham,4.0,7.0,45.0,11.3,21.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.5,TE,1,2013,NO,ATL,True,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Lance Kendricks,2.0,3.0,23.0,11.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,2,2013,LAR,ATL,False,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Cory Harkey,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,2,2013,LAR,ATL,False,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Mike McNeill,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,2,2013,LAR,ATL,False,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Jared Cook,1.0,6.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,2,2013,LAR,ATL,False,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Charles Clay,4.0,6.0,40.0,10.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,3,2013,MIA,ATL,True,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Michael Egnew,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,3,2013,MIA,ATL,True,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Dion Sims,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,3,2013,MIA,ATL,True,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Matthew Mulligan,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,4,2013,NE,ATL,False,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Jeff Cumberland,3.0,4.0,79.0,26.3,47.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,5,2013,NYJ,ATL,False,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Kellen Winslow,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,5,2013,NYJ,ATL,False,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Tom Crabtree,1.0,2.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,7,2013,TB,ATL,False,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Tim Wright,2.0,3.0,15.0,7.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,7,2013,TB,ATL,False,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Rob Housler,1.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,8,2013,ARI,ATL,True,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Greg Olsen,4.0,5.0,66.0,16.5,23.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,12.6,TE,9,2013,CAR,ATL,True,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Luke Willson,1.0,2.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,TE,10,2013,SEA,ATL,False,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Tom Crabtree,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,11,2013,TB,ATL,True,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Tim Wright,1.0,2.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,11,2013,TB,ATL,True,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Jimmy Graham,5.0,7.0,100.0,20.0,44.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,TE,12,2013,NO,ATL,False,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Josh Hill,2.0,3.0,16.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,TE,12,2013,NO,ATL,False,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Scott Chandler,4.0,6.0,63.0,15.8,23.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,TE,13,2013,BUF,ATL,True,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Ryan Taylor,2.0,2.0,7.0,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,14,2013,GB,ATL,True,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Andrew Quarless,6.0,7.0,66.0,11.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,14,2013,GB,ATL,True,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
Brandon Bostick,2.0,4.0,28.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TE,14,2013,GB,ATL,True,341.0,516.0,66.1,3897.0,8.0,243.6,67.0,31.0,10.0,32.0,231.0,102.4,455.0,2173.0,4.8,135.8,80.0,14.0,5.0,2.0,341.0,4128.0,12.1,258.0,67.0,31.0,6.0,4.0,326.0,102.0,196.0,28.0,96.0,209.0,45.9,7.0,11.0,63.6,104.0,885.0
