,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Ricky Seals-Jones(WAS),3,3,82,27.3,59,1,1,0,0,0,0,1,14.2,14.2,10.8%
1,2,Austin Hooper(CLE),9,11,130,14.4,28,2,0,0,0,0,0,1,13.0,13.0,28.8%
2,3,Jimmy Graham(CHI),6,9,61,10.2,15,0,1,0,0,0,0,1,12.1,12.1,0.8%
3,4,Will Dissly(SEA),7,8,57,8.1,17,0,1,0,0,0,0,1,11.7,11.7,0.2%
4,5,Eric Ebron(PIT),1,5,48,48.0,48,1,1,0,0,0,0,1,10.8,10.8,3.0%
5,6,Gerald Everett(SEA),5,8,44,8.8,15,0,1,0,0,0,0,1,10.4,10.4,35.7%
6,7,Cameron Brate(TB),3,3,36,12.0,13,0,1,0,0,0,0,1,9.6,9.6,2.8%
7,8,Noah Fant(DEN),2,4,31,15.5,25,1,1,0,0,0,0,1,9.1,9.1,80.3%
8,9,Mark Andrews(BAL),4,8,31,7.8,11,0,1,0,0,0,0,1,9.1,9.1,99.9%
9,10,Foster Moreau(LV),3,3,30,10.0,18,0,1,0,0,0,0,1,9.0,9.0,23.7%
10,11,T.J. Hockenson(DET),3,3,27,9.0,13,0,1,0,0,0,0,1,8.7,8.7,57.4%
11,12,Travis Kelce(KC),7,8,85,12.1,18,0,0,0,0,0,0,1,8.5,8.5,100.0%
12,13,Jack Doyle(IND),4,8,22,5.5,8,0,1,0,0,0,0,1,8.2,8.2,2.2%
13,14,James O'Shaughnessy(JAC),1,4,18,18.0,18,0,1,0,0,0,0,1,7.8,7.8,1.7%
14,15,Dallas Goedert(PHI),2,3,16,8.0,13,0,1,0,0,0,0,1,7.6,7.6,89.8%
15,16,Zach Ertz(ARI),7,8,65,9.3,14,0,0,0,0,0,0,1,6.5,6.5,85.8%
16,17,Dawson Knox(BUF),3,3,58,19.3,21,1,0,0,0,0,0,1,5.8,5.8,87.2%
17,18,Evan Engram(NYG),4,7,54,13.5,31,1,0,0,0,0,0,1,5.4,5.4,28.5%
18,19,Darren Waller(LV),7,8,53,7.6,17,0,0,0,0,0,0,1,5.3,5.3,92.6%
19,20,Blake Jarwin(DAL),3,3,49,16.3,35,1,0,0,0,0,0,1,4.9,4.9,2.7%
20,21,Deon Yelder(ARI),2,2,43,21.5,24,1,0,0,0,0,0,1,4.3,4.3,0.0%
21,22,Tyler Higbee(LAR),4,7,41,10.3,13,0,0,0,0,0,0,1,4.1,4.1,77.4%
22,23,Hayden Hurst(ATL),2,2,39,19.5,29,1,0,0,0,0,0,1,3.9,3.9,0.9%
