rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Chandler Catanzaro,3,3,100.0,47,0,0,2,1,0,5,5,1,15.0,15.0,0.0,FA,K,17,2016
2,Stephen Hauschka,4,4,100.0,33,0,1,3,0,0,1,2,1,13.0,13.0,0.0,FA,K,17,2016
3,Cairo Santos,3,3,100.0,37,0,1,2,0,0,4,4,1,13.0,13.0,2.1,CHI,K,17,2016
4,Nick Folk,3,3,100.0,36,0,1,2,0,0,3,3,1,12.0,12.0,81.8,NE,K,17,2016
5,Jason Myers,2,4,50.0,47,0,0,0,2,0,2,2,1,10.0,10.0,22.1,SEA,K,17,2016
6,Stephen Gostkowski,2,3,66.7,40,0,1,0,1,0,3,3,1,10.0,10.0,0.1,FA,K,17,2016
7,Josh Lambo,2,2,100.0,35,0,1,1,0,0,3,3,1,9.0,9.0,3.2,FA,K,17,2016
8,Randy Bullock,2,2,100.0,24,0,2,0,0,0,3,3,1,9.0,9.0,10.8,TEN,K,17,2016
9,Wil Lutz,2,2,100.0,40,1,0,0,1,0,2,2,1,9.0,9.0,3.3,NO,K,17,2016
10,Caleb Sturgis,2,3,66.7,33,0,1,1,0,0,3,3,1,9.0,9.0,0.0,FA,K,17,2016
11,Kai Forbath,1,1,100.0,21,0,1,0,0,0,5,5,1,8.0,8.0,3.0,LAR,K,17,2016
12,Dan Bailey,2,2,100.0,49,0,1,0,1,0,1,1,1,8.0,8.0,0.0,FA,K,17,2016
13,Matt Bryant,1,1,100.0,22,0,1,0,0,0,5,5,1,8.0,8.0,1.1,FA,K,17,2016
14,Matt Prater,1,2,50.0,54,0,0,0,0,1,3,3,1,8.0,8.0,52.8,ARI,K,17,2016
15,Robbie Gould,2,2,100.0,40,0,1,0,1,0,1,1,1,8.0,8.0,22.5,SF,K,17,2016
16,Adam Vinatieri,1,2,50.0,45,0,0,0,1,0,3,3,1,7.0,7.0,0.2,FA,K,17,2016
17,Mason Crosby,1,1,100.0,53,0,0,0,0,1,2,3,1,7.0,7.0,40.7,GB,K,17,2016
18,Graham Gano,1,4,25.0,54,0,0,0,0,1,1,1,1,6.0,6.0,31.4,NYG,K,17,2016
19,Cody Parkey,1,2,50.0,34,0,0,1,0,0,3,3,1,6.0,6.0,0.4,FA,K,17,2016
20,Brandon McManus,1,2,50.0,22,0,1,0,0,0,3,3,1,6.0,6.0,44.3,DEN,K,17,2016
21,Greg Zuerlein,2,2,100.0,37,0,0,2,0,0,0,0,1,6.0,6.0,74.2,DAL,K,17,2016
22,Ryan Succop,1,1,100.0,35,0,0,1,0,0,3,3,1,6.0,6.0,57.4,TB,K,17,2016
23,Nick Novak,1,2,50.0,26,0,1,0,0,0,2,2,1,5.0,5.0,0.1,FA,K,17,2016
24,Roberto Aguayo,1,3,33.3,33,0,0,1,0,0,2,2,1,5.0,5.0,0.1,FA,K,17,2016
25,Connor Barth,1,1,100.0,29,0,1,0,0,0,1,1,1,4.0,4.0,0.0,FA,K,17,2016
26,Justin Tucker,1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,4.0,98.0,BAL,K,17,2016
27,Dustin Hopkins,1,2,50.0,32,0,0,1,0,0,1,1,1,4.0,4.0,14.5,LAC,K,17,2016
28,Dan Carpenter,1,1,100.0,34,0,0,1,0,0,1,1,1,4.0,4.0,0.2,FA,K,17,2016
29,Chris Boswell,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,51.0,PIT,K,17,2016
30,Phil Dawson,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1,FA,K,17,2016
31,Andrew Franks,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0,FA,K,17,2016
32,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,K,17,2016
33,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,17,2016
34,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,17,2016
35,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,K,17,2016
36,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,K,17,2016
37,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,17,2016
38,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,K,17,2016
39,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,K,17,2016
40,Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,K,17,2016
41,Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,K,17,2016
42,Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,K,17,2016
43,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,K,17,2016
44,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,K,17,2016
45,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,K,17,2016
46,Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,K,17,2016
47,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,17,2016
48,Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,K,17,2016
49,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,K,17,2016
50,Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,K,17,2016
51,Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,K,17,2016
52,Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,K,17,2016
53,Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,K,17,2016
54,Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,K,17,2016
