rank,player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Graham Gano,4,4,100.0,49,0,0,2,2,0,4,5,1,18.0,18.0,31.4,NYG,K,2,2016
2,Cairo Santos,4,4,100.0,54,0,0,2,1,1,0,0,1,15.0,15.0,2.1,CHI,K,2,2016
3,Brandon McManus,4,5,80.0,43,0,1,2,1,0,2,2,1,15.0,15.0,44.3,DEN,K,2,2016
4,Justin Tucker,3,3,100.0,52,0,0,0,2,1,2,2,1,15.0,15.0,98.0,BAL,K,2,2016
5,Nick Novak,4,5,80.0,43,0,1,2,1,0,1,1,1,14.0,14.0,0.1,FA,K,2,2016
6,Caleb Sturgis,3,3,100.0,53,0,2,0,0,1,2,3,1,13.0,13.0,0.0,FA,K,2,2016
7,Nick Folk,3,3,100.0,36,0,2,1,0,0,4,4,1,13.0,13.0,81.8,NE,K,2,2016
8,Adam Vinatieri,2,2,100.0,52,0,0,0,1,1,2,2,1,11.0,11.0,0.2,FA,K,2,2016
9,Chandler Catanzaro,2,2,100.0,40,0,1,0,1,0,4,5,1,11.0,11.0,0.0,FA,K,2,2016
10,Dustin Hopkins,3,3,100.0,36,0,2,1,0,0,2,2,1,11.0,11.0,14.5,LAC,K,2,2016
11,Josh Brown,3,4,75.0,48,1,1,0,1,0,1,1,1,11.0,11.0,0.0,FA,K,2,2016
12,Mike Nugent,3,3,100.0,33,0,2,1,0,0,1,1,1,10.0,10.0,1.0,FA,K,2,2016
13,Greg Zuerlein,3,3,100.0,47,0,1,1,1,0,0,0,1,10.0,10.0,74.2,DAL,K,2,2016
14,Phil Dawson,2,2,100.0,39,0,1,1,0,0,3,3,1,9.0,9.0,0.1,FA,K,2,2016
15,Dan Bailey,2,2,100.0,31,0,1,1,0,0,3,3,1,9.0,9.0,0.0,FA,K,2,2016
16,Matt Bryant,2,2,100.0,21,0,2,0,0,0,3,3,1,9.0,9.0,1.1,FA,K,2,2016
17,Wil Lutz,2,3,66.7,45,0,0,1,1,0,1,1,1,8.0,8.0,3.3,NO,K,2,2016
18,Matt Prater,2,2,100.0,42,0,1,0,1,0,1,1,1,8.0,8.0,52.8,ARI,K,2,2016
19,Josh Lambo,1,1,100.0,25,0,1,0,0,0,5,5,1,8.0,8.0,3.2,FA,K,2,2016
20,Chris Boswell,1,1,100.0,49,0,0,0,1,0,3,3,1,7.0,7.0,51.0,PIT,K,2,2016
21,Stephen Gostkowski,1,2,50.0,34,0,0,1,0,0,4,4,1,7.0,7.0,0.1,FA,K,2,2016
22,Dan Carpenter,1,1,100.0,39,0,0,1,0,0,4,4,1,7.0,7.0,0.2,FA,K,2,2016
23,Blair Walsh,1,1,100.0,46,0,0,0,1,0,2,2,1,6.0,6.0,0.1,FA,K,2,2016
24,Andrew Franks,1,1,100.0,27,0,1,0,0,0,3,3,1,6.0,6.0,0.0,FA,K,2,2016
25,Ryan Succop,1,2,50.0,46,0,0,0,1,0,1,1,1,5.0,5.0,57.4,TB,K,2,2016
26,Sebastian Janikowski,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,20.0,FA,K,2,2016
27,Stephen Hauschka,1,1,100.0,23,0,1,0,0,0,0,0,1,3.0,3.0,0.0,FA,K,2,2016
28,Mason Crosby,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,40.7,GB,K,2,2016
29,Connor Barth,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0,FA,K,2,2016
30,Jason Myers,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,22.1,SEA,K,2,2016
31,Patrick Murray,0,1,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,1.0,FA,K,2,2016
32,Roberto Aguayo,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1,FA,K,2,2016
33,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,K,2,2016
34,Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,K,2,2016
35,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,K,2,2016
36,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,K,2,2016
37,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,K,2,2016
38,Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,K,2,2016
39,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,K,2,2016
