rank,player,sacks,ints,frec,ff,defense_td,sfty,spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Chicago Bears,6,1,1,3,1,0,0,1,17.0,17.0,35.9,CHI,DST,2,2018
2,Miami Dolphins,3,2,1,2,0,0,0,1,13.0,13.0,60.2,MIA,DST,2,2018
3,Los Angeles Rams,1,1,0,0,0,0,0,1,13.0,13.0,74.5,LAR,DST,2,2018
4,Dallas Cowboys,6,0,1,1,0,0,0,1,12.0,12.0,82.9,DAL,DST,2,2018
5,Cincinnati Bengals,4,2,1,1,0,0,0,1,10.0,10.0,14.7,CIN,DST,2,2018
6,Los Angeles Chargers,5,2,0,0,0,0,0,1,10.0,10.0,44.3,LAC,DST,2,2018
7,Green Bay Packers,2,1,0,0,0,0,0,1,9.0,9.0,60.6,GB,DST,2,2018
8,Indianapolis Colts,3,0,1,1,0,0,0,1,9.0,9.0,66.4,IND,DST,2,2018
9,New York Jets,4,0,2,2,0,0,0,1,9.0,9.0,3.3,NYJ,DST,2,2018
10,Tennessee Titans,4,1,0,1,0,0,0,1,7.0,7.0,48.4,TEN,DST,2,2018
11,Tampa Bay Buccaneers,3,0,2,1,0,0,0,1,7.0,7.0,98.0,TB,DST,2,2018
12,Cleveland Browns,3,0,2,2,0,0,0,1,7.0,7.0,40.8,CLE,DST,2,2018
13,Seattle Seahawks,2,2,0,0,0,0,0,1,7.0,7.0,39.4,SEA,DST,2,2018
14,New Orleans Saints,3,1,0,2,0,0,0,1,6.0,6.0,79.3,NO,DST,2,2018
15,Philadelphia Eagles,2,1,1,1,0,0,0,1,6.0,6.0,52.5,PHI,DST,2,2018
16,Washington Commanders,1,2,0,0,0,0,0,1,5.0,5.0,27.5,WAS,DST,2,2018
17,Jacksonville Jaguars,2,0,1,1,0,0,0,1,5.0,5.0,6.9,JAC,DST,2,2018
18,Detroit Lions,6,0,0,0,0,0,0,1,5.0,5.0,1.1,DET,DST,2,2018
19,Atlanta Falcons,2,1,0,0,0,0,0,1,4.0,4.0,5.8,ATL,DST,2,2018
20,Las Vegas Raiders,1,1,0,0,0,0,0,1,4.0,4.0,7.6,LV,DST,2,2018
21,San Francisco 49ers,2,0,1,1,0,0,0,1,4.0,4.0,79.5,SF,DST,2,2018
22,Minnesota Vikings,4,0,0,0,0,0,0,1,3.0,3.0,28.0,MIN,DST,2,2018
23,New England Patriots,0,1,1,2,0,0,0,1,3.0,3.0,93.2,NE,DST,2,2018
24,Arizona Cardinals,2,1,0,0,0,0,0,1,3.0,3.0,60.9,ARI,DST,2,2018
25,Houston Texans,1,0,0,1,0,0,0,1,2.0,2.0,6.4,HOU,DST,2,2018
26,Denver Broncos,1,0,0,0,0,0,0,1,2.0,2.0,48.5,DEN,DST,2,2018
27,New York Giants,0,0,0,0,0,0,0,1,1.0,1.0,4.5,NYG,DST,2,2018
28,Pittsburgh Steelers,1,0,1,1,0,1,0,1,1.0,1.0,44.6,PIT,DST,2,2018
29,Carolina Panthers,0,1,0,2,0,0,0,1,1.0,1.0,27.8,CAR,DST,2,2018
30,Buffalo Bills,2,0,0,1,0,0,0,1,1.0,1.0,95.9,BUF,DST,2,2018
31,Baltimore Ravens,0,0,0,0,0,0,0,1,-1.0,-1.0,51.9,BAL,DST,2,2018
32,Kansas City Chiefs,1,0,0,0,0,0,0,1,-3.0,-3.0,45.7,KC,DST,2,2018
