rank,player,defense_sacks,defense_ints,fumble_recovery,fumble_forced,defense_td,defense_safety,defense_spc_td,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,Washington Commanders,2,2,2,3,0,0,0,1,17.0,17.0,27.5,WAS,DST,10,2018
2,Pittsburgh Steelers,5,1,1,1,1,0,0,1,15.0,15.0,44.6,PIT,DST,10,2018
3,Green Bay Packers,6,1,1,0,0,0,0,1,14.0,14.0,60.6,GB,DST,10,2018
4,Los Angeles Chargers,4,0,1,1,0,0,0,1,13.0,13.0,44.3,LAC,DST,10,2018
5,Chicago Bears,6,2,1,3,0,0,0,1,12.0,12.0,35.9,CHI,DST,10,2018
6,Buffalo Bills,3,2,0,0,0,0,0,1,11.0,11.0,95.9,BUF,DST,10,2018
7,Kansas City Chiefs,5,2,0,1,0,0,0,1,10.0,10.0,45.7,KC,DST,10,2018
8,New Orleans Saints,4,2,0,0,0,0,0,1,9.0,9.0,79.3,NO,DST,10,2018
9,Tennessee Titans,3,0,0,0,0,0,0,1,7.0,7.0,48.4,TEN,DST,10,2018
10,Cleveland Browns,2,0,2,2,0,0,0,1,7.0,7.0,40.8,CLE,DST,10,2018
11,Los Angeles Rams,4,0,1,1,0,0,0,1,5.0,5.0,74.5,LAR,DST,10,2018
12,Arizona Cardinals,5,0,0,1,0,0,0,1,5.0,5.0,60.9,ARI,DST,10,2018
13,Dallas Cowboys,2,1,0,0,0,0,0,1,5.0,5.0,82.9,DAL,DST,10,2018
14,Las Vegas Raiders,1,1,0,0,0,0,0,1,4.0,4.0,7.6,LV,DST,10,2018
15,New York Giants,0,2,0,0,0,0,0,1,4.0,4.0,4.5,NYG,DST,10,2018
16,Tampa Bay Buccaneers,3,0,0,0,0,0,0,1,4.0,4.0,98.0,TB,DST,10,2018
17,Philadelphia Eagles,4,0,0,1,0,0,0,1,4.0,4.0,52.5,PHI,DST,10,2018
18,Miami Dolphins,2,0,1,0,0,0,0,1,3.0,3.0,60.2,MIA,DST,10,2018
19,Indianapolis Colts,0,0,1,1,0,0,0,1,2.0,2.0,66.4,IND,DST,10,2018
20,New England Patriots,2,0,0,1,0,0,0,1,1.0,1.0,93.2,NE,DST,10,2018
21,Atlanta Falcons,0,1,0,1,0,0,0,1,1.0,1.0,5.8,ATL,DST,10,2018
22,San Francisco 49ers,1,0,0,0,0,0,0,1,1.0,1.0,79.5,SF,DST,10,2018
23,Jacksonville Jaguars,0,1,0,0,0,0,0,1,1.0,1.0,6.9,JAC,DST,10,2018
24,Denver Broncos,0,0,0,0,0,0,0,0,0.0,0.0,48.5,DEN,DST,10,2018
25,Minnesota Vikings,0,0,0,0,0,0,0,0,0.0,0.0,28.0,MIN,DST,10,2018
26,Detroit Lions,1,0,0,0,0,0,0,1,0.0,0.0,1.1,DET,DST,10,2018
27,Baltimore Ravens,0,0,0,0,0,0,0,0,0.0,0.0,51.9,BAL,DST,10,2018
28,Houston Texans,0,0,0,0,0,0,0,0,0.0,0.0,6.4,HOU,DST,10,2018
29,Seattle Seahawks,2,0,0,0,0,0,0,1,-2.0,-2.0,39.4,SEA,DST,10,2018
30,New York Jets,1,0,0,1,0,0,0,1,-3.0,-3.0,3.3,NYJ,DST,10,2018
31,Carolina Panthers,1,0,0,0,0,0,0,1,-3.0,-3.0,27.8,CAR,DST,10,2018
32,Cincinnati Bengals,0,0,0,0,0,0,0,1,-4.0,-4.0,14.7,CIN,DST,10,2018
