rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,week,year,team
1.0,Jason Witten,5.0,6.0,47.0,9.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.7,4.7,0.1,TE,5,2009,DAL
2.0,Jared Cook,3.0,4.0,27.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,2.7,50.2,TE,5,2009,TEN
3.0,Marcedes Lewis,3.0,8.0,13.0,4.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,0.2,TE,5,2009,JAC
168.0,Dante Rosario,1.0,1.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,CAR
171.0,Delanie Walker,1.0,3.0,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,TE,5,2009,SF
172.0,Derek Fine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,5,2009,BUF
173.0,Fred Davis,3.0,3.0,23.0,7.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,WAS
175.0,Heath Miller,5.0,6.0,54.0,10.8,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,PIT
176.0,J.P. Foschi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,5,2009,CIN
179.0,Daniel Fells,5.0,6.0,45.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,TE,5,2009,LAR
180.0,Anthony Fasano,4.0,7.0,38.0,9.5,21.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,TE,5,2009,MIA
185.0,Dallas Clark,9.0,9.0,77.0,8.6,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,IND
187.0,Brandon Pettigrew,2.0,5.0,21.0,10.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,DET
188.0,Brent Celek,4.0,5.0,58.0,14.5,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,PHI
193.0,Jeff King,2.0,2.0,30.0,15.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,CAR
196.0,Tony Gonzalez,6.0,10.0,55.0,9.2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,ATL
197.0,Tony Scheffler,4.0,5.0,45.0,11.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,DEN
198.0,Owen Daniels,8.0,10.0,94.0,11.8,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,HOU
199.0,Vernon Davis,5.0,12.0,51.0,10.2,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6,TE,5,2009,SF
200.0,Will Heller,1.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,DET
201.0,Zach Miller,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,LV
201.0,Zach Miller,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,JAC
202.0,Zach Miller,4.0,4.0,69.0,17.3,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,LV
202.0,Zach Miller,4.0,4.0,69.0,17.3,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,JAC
204.0,Joel Dreessen,1.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,HOU
205.0,Joey Haynos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TE,5,2009,MIA
206.0,John Carlson,2.0,3.0,31.0,15.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,SEA
210.0,Kellen Winslow,9.0,12.0,102.0,11.3,24.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TE,5,2009,TB
