Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Benjamin Watson(FA),9,10,147,16.3,46,3,1,0,0,0,0,1,20.7,20.7,2.8%
2,Rob Gronkowski(TB),6,9,113,18.8,47,2,1,0,0,0,0,1,17.3,17.3,97.7%
3,Jacob Tamme(FA),10,12,103,10.3,19,0,1,0,0,0,0,1,16.3,16.3,0.0%
4,Greg Olsen(FA),6,12,79,13.2,27,1,1,0,0,0,0,1,13.9,13.9,7.0%
5,Troy Niklas(FA),2,2,12,6.0,11,0,2,0,0,0,0,1,13.2,13.2,0.0%
6,Gary Barnidge(FA),7,11,53,7.6,17,0,1,0,0,0,0,1,11.3,11.3,0.1%
7,Travis Kelce(KC),6,8,49,8.2,18,0,1,0,0,0,0,1,10.9,10.9,100.0%
8,Cameron Brate(TB),2,2,48,24.0,28,2,1,0,0,0,0,1,10.8,10.8,2.8%
9,Heath Miller(FA),10,13,105,10.5,25,1,0,0,0,0,0,1,10.5,10.5,0.0%
10,Coby Fleener(FA),7,11,43,6.1,14,0,1,0,0,0,0,1,10.3,10.3,0.0%
11,Luke Willson(FA),2,2,41,20.5,22,1,1,0,0,0,0,1,10.1,10.1,0.0%
12,Jared Cook(LAC),2,3,57,28.5,49,1,0,0,0,0,0,1,7.7,7.7,50.2%
13,Jimmy Graham(CHI),7,10,75,10.7,19,0,0,0,0,0,0,1,7.5,7.5,0.8%
14,Crockett Gillmore(FA),2,4,8,4.0,5,0,1,0,0,0,0,1,6.8,6.8,0.0%
15,Delanie Walker(FA),6,6,62,10.3,15,0,0,0,0,0,0,1,6.2,6.2,0.1%
16,Kellen Davis(FA),1,1,1,1.0,1,0,1,0,0,0,0,1,6.1,6.1,0.2%
17,Virgil Green(FA),3,3,61,20.3,32,1,0,0,0,0,0,1,6.1,6.1,0.0%
18,Antonio Gates(FA),4,5,56,14.0,30,1,0,0,0,0,0,1,5.6,5.6,0.2%
19,Owen Daniels(FA),3,3,44,14.7,18,0,0,0,0,0,0,1,4.4,4.4,0.0%
20,Tyler Eifert(FA),4,8,39,9.8,23,1,0,0,0,0,0,1,3.9,3.9,0.0%
21,Jordan Cameron(FA),2,5,34,17.0,29,1,0,0,0,0,0,1,3.4,3.4,0.1%
22,Martellus Bennett(FA),3,5,32,10.7,20,1,0,0,0,0,0,1,3.2,3.2,23.0%
23,Brandon Myers(FA),3,3,32,10.7,17,0,0,0,0,0,0,1,3.2,3.2,0.0%
24,Vernon Davis(FA),6,8,24,4.0,11,0,0,0,0,0,0,1,2.4,2.4,1.6%
