Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Zach Ertz(ARI),9,9,152,16.9,60,2,0,0,0,0,0,1,15.2,15.2,85.8%
2,Coby Fleener(FA),7,7,88,12.6,57,1,1,0,0,0,0,1,14.8,14.8,0.0%
3,Delanie Walker(FA),9,14,94,10.4,29,1,0,1,36,0,0,1,13.0,13.0,0.1%
4,Will Tye(FA),5,8,67,13.4,18,0,1,0,0,0,0,1,12.7,12.7,0.0%
5,Benjamin Watson(FA),6,10,59,9.8,22,1,1,0,0,0,0,1,11.9,11.9,2.8%
6,Richard Rodgers(PHI),7,8,59,8.4,18,0,1,0,0,0,0,1,11.9,11.9,0.0%
7,Jason Witten(FA),6,8,58,9.7,22,1,1,0,0,0,0,1,11.8,11.8,0.1%
8,Tyler Eifert(FA),4,4,51,12.8,22,1,1,0,0,0,0,1,11.1,11.1,0.0%
9,Tony Moeaki(FA),2,3,47,23.5,42,1,1,0,0,0,0,1,10.7,10.7,0.0%
10,Antonio Gates(FA),3,5,34,11.3,13,0,1,0,0,0,0,1,9.4,9.4,0.2%
11,Chase Coffman(FA),4,5,29,7.3,8,0,1,0,0,0,0,1,8.9,8.9,0.0%
12,Eric Ebron(FA),5,7,25,5.0,8,0,1,0,0,0,0,1,8.5,8.5,3.0%
13,Heath Miller(FA),3,4,18,6.0,11,0,1,0,0,0,0,1,7.8,7.8,0.0%
14,Demetrius Harris(ARI),1,3,15,15.0,15,0,1,0,0,0,0,1,7.5,7.5,0.1%
15,Tim Wright(FA),1,1,9,9.0,9,0,1,0,0,0,0,1,6.9,6.9,0.0%
16,Gary Barnidge(FA),8,13,66,8.3,20,1,0,0,0,0,0,1,6.6,6.6,0.1%
17,Jordan Cameron(FA),2,4,6,3.0,4,0,1,0,0,0,0,1,6.6,6.6,0.1%
18,Jacob Tamme(FA),4,5,61,15.3,32,1,0,0,0,0,0,1,6.1,6.1,0.0%
19,Maxx Williams(ARI),6,10,53,8.8,15,0,0,0,0,0,0,1,5.3,5.3,0.4%
20,Austin Seferian-Jenkins(FA),3,7,48,16.0,21,2,0,0,0,0,0,1,4.8,4.8,0.0%
21,Clive Walford(FA),4,4,46,11.5,19,0,0,0,0,0,0,1,4.6,4.6,0.0%
22,Jordan Reed(FA),4,4,45,11.3,26,1,0,0,0,0,0,1,4.5,4.5,19.0%
23,Marcedes Lewis(GB),1,1,45,45.0,45,1,0,0,0,0,0,1,4.5,4.5,0.2%
24,Cooper Helfet(FA),4,6,42,10.5,20,1,0,0,0,0,0,1,4.2,4.2,0.0%
