Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Greg Olsen(FA),7,11,131,18.7,32,4,1,0,0,0,0,1,19.1,19.1,7.0%
2,Benjamin Watson(FA),10,12,127,12.7,28,2,1,0,0,0,0,1,18.7,18.7,2.8%
3,Gary Barnidge(FA),3,9,39,13.0,14,0,2,0,0,0,0,1,15.9,15.9,0.1%
4,Jimmy Graham(CHI),8,12,140,17.5,45,4,0,0,0,0,0,1,14.0,14.0,0.8%
5,Julius Thomas(FA),7,13,78,11.1,29,1,1,0,0,0,0,1,13.8,13.8,0.0%
6,Rob Gronkowski(TB),3,5,50,16.7,25,1,1,0,0,0,0,1,11.0,11.0,97.7%
7,Delanie Walker(FA),8,10,97,12.1,25,1,0,0,0,0,0,1,9.7,9.7,0.1%
8,Ladarius Green(FA),3,4,35,11.7,19,0,1,0,0,0,0,1,9.5,9.5,0.0%
9,Antonio Gates(FA),9,16,95,10.6,21,1,0,0,0,0,0,1,9.5,9.5,0.2%
10,Dion Sims(FA),4,4,33,8.3,16,0,1,0,0,0,0,1,9.3,9.3,0.0%
11,Tyler Eifert(FA),4,4,30,7.5,15,0,1,0,0,0,0,1,9.0,9.0,0.0%
12,Jordan Cameron(FA),3,8,30,10.0,13,0,1,0,0,0,0,1,9.0,9.0,0.1%
13,Travis Kelce(KC),5,7,88,17.6,37,1,0,0,0,0,0,1,8.8,8.8,100.0%
14,Tim Wright(FA),3,6,17,5.7,8,0,1,0,0,0,0,1,7.7,7.7,0.0%
15,Kyle Rudolph(FA),2,5,9,4.5,5,0,1,0,0,0,0,1,6.9,6.9,0.3%
16,Charles Clay(FA),9,13,62,6.9,19,0,0,0,0,0,0,1,6.2,6.2,0.0%
17,Martellus Bennett(FA),6,11,59,9.8,19,0,0,0,0,0,0,1,5.9,5.9,23.0%
18,Chris Gragg(FA),5,5,54,10.8,19,0,0,0,0,0,0,1,5.4,5.4,0.0%
19,Zach Ertz(ARI),4,7,43,10.8,17,0,0,0,0,0,0,1,4.3,4.3,85.8%
20,Scott Chandler(FA),2,3,39,19.5,25,1,0,0,0,0,0,1,3.9,3.9,0.0%
21,Derek Carrier(LV),4,4,39,9.8,20,1,0,0,0,0,0,1,3.9,3.9,0.0%
22,Josh Hill(FA),3,5,38,12.7,19,0,0,0,0,0,0,1,3.8,3.8,0.0%
23,Richard Rodgers(PHI),2,5,34,17.0,25,1,0,0,0,0,0,1,3.4,3.4,0.0%
