player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,team,position,week,year,opponent,home
James Casey,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Daniel Fells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Jeff King,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Bear Pascoe,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Ben Hartsock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Benjamin Watson,3.0,3.0,36.0,12.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Dallas Clark,5.0,6.0,51.0,10.2,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Brandon Myers,7.0,10.0,44.0,6.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Brandon Pettigrew,5.0,6.0,39.0,7.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Brian Jennings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Craig Stevens,1.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Tony Scheffler,1.0,3.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Vernon Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Will Heller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Zach Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Zach Miller,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Zach Potter,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Aaron Hernandez,5.0,7.0,54.0,10.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Jermaine Gresham,3.0,5.0,19.0,6.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Tim Tebow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Dennis Pitta,5.0,8.0,33.0,6.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Ed Dickson,1.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Owen Daniels,7.0,10.0,59.0,8.4,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Jermichael Finley,2.0,2.0,31.0,15.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
John Carlson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
John Phillips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Kellen Davis,1.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Martellus Bennett,5.0,7.0,79.0,15.8,31.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Matt Spaeth,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Matthew Mulligan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Mike Leach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Josh Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,7,2012,,
Jared Cook,2.0,5.0,37.0,18.5,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7,LAC,TE,7,2012,,
Luke Stocker,1.0,1.0,33.0,33.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,MIN,TE,7,2012,ARI,True
Marcedes Lewis,3.0,3.0,20.0,6.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,GB,TE,7,2012,LAR,False
Kyle Rudolph,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NYG,TE,7,2012,WAS,True
Clark Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CIN,TE,7,2012,PIT,True
Beau Brinkley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CHI,TE,7,2012,DET,True
Rob Gronkowski,8.0,13.0,146.0,18.3,32.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,26.6,TB,TE,8,2012,MIN,False
Jason Witten,18.0,23.0,167.0,9.3,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.7,FA,TE,8,2012,,
Virgil Green,3.0,3.0,44.0,14.7,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.4,FA,TE,8,2012,,
Greg Olsen,3.0,5.0,23.0,7.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,FA,TE,8,2012,,
Bruce Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1,FA,TE,8,2012,,
Alex Smith,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Jeron Mastrud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Ryan Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
David Ausberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Weslye Saunders,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Konrad Reuland,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Richie Brockel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Kyle Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Charles Clay,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Dwayne Allen,4.0,5.0,56.0,14.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Coby Fleener,2.0,3.0,24.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Richard Gordon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Hayden Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Michael Hoomanawanui,1.0,1.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Anthony McCoy,2.0,2.0,27.0,13.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Clay Harbor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Jim Dray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Michael Palmer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Nate Byham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Tom Crabtree,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Niles Paul,1.0,1.0,37.0,37.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Logan Paulsen,4.0,6.0,43.0,10.8,31.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Lance Kendricks,4.0,4.0,32.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Rob Housler,4.0,5.0,32.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Jordan Cameron,1.0,4.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
D.J. Williams,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Jake Bequette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Rhett Ellison,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Taylor Thompson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
James Hanna,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Greg Scruggs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
David Paulson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Tommy Gallarda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Garrett Celek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Mike McNeill,2.0,2.0,12.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Dustin Keller,7.0,11.0,67.0,9.6,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Dante Rosario,2.0,5.0,11.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Delanie Walker,2.0,3.0,38.0,19.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Gary Barnidge,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Heath Miller,4.0,6.0,46.0,11.5,25.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Jacob Tamme,3.0,4.0,33.0,11.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Daniel Fells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Jeff King,3.0,3.0,43.0,14.3,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Anthony Fasano,1.0,2.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Antonio Gates,2.0,4.0,14.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Bear Pascoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Ben Hartsock,1.0,1.0,25.0,25.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Benjamin Watson,1.0,4.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Dallas Clark,3.0,3.0,40.0,13.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Brandon Myers,3.0,3.0,49.0,16.3,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Brandon Pettigrew,7.0,9.0,74.0,10.6,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Brent Celek,3.0,5.0,32.0,10.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Brian Jennings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Craig Stevens,2.0,3.0,15.0,7.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Tony Moeaki,4.0,8.0,57.0,14.3,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Tony Gonzalez,3.0,5.0,29.0,9.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Tony Scheffler,4.0,8.0,46.0,11.5,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Vernon Davis,2.0,2.0,34.0,17.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Will Heller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Zach Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Zach Miller,2.0,5.0,22.0,11.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Zach Potter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Tim Tebow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Jermichael Finley,2.0,6.0,24.0,12.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Joel Dreessen,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
John Phillips,3.0,3.0,14.0,4.7,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Kellen Davis,1.0,1.0,12.0,12.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Martellus Bennett,4.0,6.0,29.0,7.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Matt Spaeth,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Matthew Mulligan,1.0,2.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Mike Leach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,8,2012,,
Jimmy Graham,5.0,10.0,63.0,12.6,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.3,CHI,TE,8,2012,CAR,True
Beau Brinkley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CHI,TE,8,2012,CAR,True
Jared Cook,3.0,4.0,45.0,15.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,LAC,TE,8,2012,CLE,False
Marcedes Lewis,2.0,7.0,21.0,10.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,GB,TE,8,2012,JAC,True
Kyle Rudolph,2.0,2.0,17.0,8.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,NYG,TE,8,2012,DAL,False
Luke Stocker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MIN,TE,8,2012,TB,True
Jimmy Graham,8.0,11.0,72.0,9.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.2,CHI,TE,9,2012,TEN,False
Beau Brinkley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CHI,TE,9,2012,TEN,False
Garrett Graham,2.0,2.0,11.0,5.5,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.1,FA,TE,9,2012,,
Jason Witten,7.0,8.0,51.0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1,FA,TE,9,2012,,
Greg Olsen,5.0,9.0,48.0,9.6,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,FA,TE,9,2012,,
Alex Smith,3.0,4.0,8.0,2.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Allen Reisner,1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Virgil Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Ryan Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
David Ausberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Weslye Saunders,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Richie Brockel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Kyle Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Charles Clay,1.0,1.0,31.0,31.0,31.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Jeron Mastrud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Dwayne Allen,6.0,7.0,75.0,12.5,22.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Richard Gordon,1.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Lee Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Anthony McCoy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Clay Harbor,3.0,4.0,20.0,6.7,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Jim Dray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Michael Palmer,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Nate Byham,2.0,2.0,15.0,7.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Tom Crabtree,1.0,2.0,72.0,72.0,72.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Niles Paul,1.0,2.0,22.0,22.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Dorin Dickerson,1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Logan Paulsen,5.0,8.0,59.0,11.8,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Scott Chandler,3.0,5.0,51.0,17.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Rob Housler,5.0,9.0,55.0,11.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Jordan Cameron,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
D.J. Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Orson Charles,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Evan Rodriguez,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Rhett Ellison,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Taylor Thompson,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
James Hanna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Greg Scruggs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
David Paulson,1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Tommy Gallarda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Steve Maneri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Tony Moeaki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Dante Rosario,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Gary Barnidge,1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Heath Miller,4.0,5.0,48.0,12.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Jacob Tamme,3.0,4.0,18.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
James Casey,3.0,3.0,49.0,16.3,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Jeff King,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Anthony Fasano,1.0,4.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Antonio Gates,3.0,3.0,43.0,14.3,21.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Ben Hartsock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Benjamin Watson,2.0,3.0,22.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Dallas Clark,2.0,5.0,22.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Brandon Myers,8.0,13.0,59.0,7.4,13.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Brandon Pettigrew,1.0,3.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Brent Celek,5.0,9.0,47.0,9.4,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,TE,9,2012,,
Craig Stevens,2.0,3.0,26.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Tony Gonzalez,4.0,5.0,36.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Tony Scheffler,2.0,3.0,28.0,14.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Will Heller,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Zach Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Zach Miller,2.0,3.0,47.0,23.5,25.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Zach Potter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Jermaine Gresham,6.0,8.0,108.0,18.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Dennis Pitta,2.0,3.0,33.0,16.5,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Ed Dickson,2.0,3.0,11.0,5.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Owen Daniels,4.0,8.0,62.0,15.5,39.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Jermichael Finley,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
Joel Dreessen,4.0,4.0,38.0,9.5,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
John Phillips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,TE,9,2012,,
