player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,team,position,week,year,opponent,home
Alshon Jeffery,2.0,4.0,15.0,7.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,FA,WR,11,2012,,
Larry Fitzgerald,1.0,7.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,FA,WR,11,2012,,
Rishard Matthews,1.0,2.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
LaVon Brazill,2.0,4.0,46.0,23.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Juron Criner,3.0,6.0,23.0,7.7,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Keshawn Martin,1.0,1.0,9.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Devon Wylie,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Trevor Graham,2.0,2.0,5.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Stephen Hill,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Chris Givens,4.0,7.0,19.0,4.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Nathan Palmer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Drew Davis,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Marcus Thigpen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Kevin Elliott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Damaris Johnson,1.0,2.0,21.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Rod Streater,2.0,4.0,26.0,13.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Josh Cooper,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Brian Quick,1.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Lestar Jean,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Armon Binns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Aldrick Robinson,1.0,1.0,49.0,49.0,49.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Ryan Whalen,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Jeremy Kerley,3.0,3.0,43.0,14.3,32.0,1.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Denarius Moore,1.0,7.0,9.0,9.0,9.0,0.0,0.0,1.0,-5.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Cecil Shorts,3.0,6.0,81.0,27.0,67.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Greg Salas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Edmond Gates,1.0,2.0,10.0,10.0,10.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Joe Morgan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Trindon Holliday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Ryan Broyles,2.0,2.0,35.0,17.5,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
DeVier Posey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Joe Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Michael Floyd,2.0,4.0,18.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Justin Blackmon,7.0,13.0,236.0,33.7,81.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
LaQuan Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
David Gilreath,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Greg Little,3.0,4.0,53.0,17.7,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Darius Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Austin Pettis,2.0,6.0,46.0,23.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Jerricho Cotchery,2.0,5.0,22.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Jeremy Maclin,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Jordy Nelson,3.0,5.0,45.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
James Jones,2.0,4.0,33.0,16.5,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Jacoby Jones,2.0,4.0,1.0,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Eric Weems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Josh Cribbs,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Lance Moore,2.0,3.0,53.0,26.5,38.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Mario Manningham,2.0,2.0,45.0,22.5,37.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Malcom Floyd,4.0,6.0,67.0,16.8,38.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Louis Murphy,1.0,4.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Josh Morgan,3.0,4.0,25.0,8.3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Kevin Walter,6.0,8.0,54.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Kevin Ogletree,1.0,3.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Kassim Osgood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Eddie Royal,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Earl Bennett,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Marques Colston,4.0,6.0,69.0,17.3,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Brandon Lloyd,4.0,7.0,45.0,11.3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Calvin Johnson,5.0,11.0,143.0,28.6,53.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,WR,11,2012,,
Brian Hartline,4.0,7.0,49.0,12.3,17.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,WR,11,2012,,
Brandon Tate,1.0,2.0,24.0,24.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Brandon Stokley,4.0,5.0,55.0,13.8,31.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Brandon Marshall,2.0,4.0,21.0,10.5,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Brandon Gibson,3.0,5.0,9.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Brad Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Anquan Boldin,8.0,12.0,79.0,9.9,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Andre Johnson,14.0,19.0,273.0,19.5,48.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Dwayne Bowe,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Donnie Avery,3.0,4.0,34.0,11.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Donald Driver,1.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Devin Hester,3.0,4.0,23.0,7.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Devery Henderson,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Derek Hagan,1.0,2.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Davone Bess,6.0,11.0,50.0,8.3,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Darrius Heyward-Bey,4.0,5.0,69.0,17.3,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Courtney Roby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Chaz Schilens,4.0,5.0,48.0,12.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Tandon Doss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Harry Douglas,5.0,6.0,48.0,9.6,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Riley Cooper,5.0,8.0,61.0,12.2,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Eric Decker,2.0,5.0,23.0,11.5,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Brandon LaFell,5.0,7.0,93.0,18.6,29.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Armanti Edwards,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Mike Williams,3.0,9.0,29.0,9.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Demaryius Thomas,3.0,9.0,42.0,14.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Arrelious Benn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Leonard Hankerson,2.0,2.0,30.0,15.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Torrey Smith,1.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Kyle Williams,2.0,2.0,60.0,30.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Donald Jones,2.0,5.0,11.0,5.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Marlon Moore,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Danario Alexander,7.0,11.0,96.0,13.7,21.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Robert Meachem,1.0,2.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Reggie Wayne,7.0,18.0,72.0,10.3,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Pierre Garcon,3.0,3.0,5.0,1.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Roddy White,8.0,13.0,123.0,15.4,37.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Mohamed Massaquoi,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Miles Austin,6.0,12.0,58.0,9.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Mike Wallace,4.0,7.0,24.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,WR,11,2012,,
Mike Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Micheal Spurlock,2.0,5.0,18.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Michael Crabtree,3.0,4.0,31.0,10.3,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Matt Willis,2.0,4.0,14.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Roscoe Parrish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Wes Welker,7.0,11.0,80.0,11.4,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Vincent Jackson,6.0,11.0,94.0,15.7,24.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Tiquan Underwood,1.0,2.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Terrance Copper,3.0,4.0,33.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Ted Ginn Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Steve Smith,5.0,7.0,61.0,12.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Steve Johnson,6.0,9.0,79.0,13.2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Santana Moss,1.0,1.0,61.0,61.0,61.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Ruvell Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Martel Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,11,2012,,
Randall Cobb,9.0,12.0,74.0,8.2,22.0,1.0,1.0,2.0,19.0,0.0,0.0,1.0,15.3,GB,WR,11,2012,DET,False
A.J. Green,6.0,12.0,91.0,15.2,40.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,15.1,ARI,WR,11,2012,ATL,False
Emmanuel Sanders,3.0,8.0,82.0,27.3,37.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,8.2,BUF,WR,11,2012,MIA,True
Cole Beasley,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,BUF,WR,11,2012,MIA,True
Mohamed Sanu Sr.,2.0,4.0,22.0,11.0,14.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,8.2,SF,WR,11,2012,CHI,True
Travis Benjamin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SF,WR,11,2012,CHI,True
Josh Gordon,5.0,7.0,53.0,10.6,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,KC,WR,11,2012,CIN,True
Julio Jones,3.0,7.0,33.0,11.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,TEN,WR,11,2012,BYE,
Andre Roberts,1.0,5.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,LAC,WR,11,2012,DEN,False
DeSean Jackson,2.0,9.0,5.0,2.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,LV,WR,11,2012,NO,True
Danny Amendola,7.0,11.0,41.0,5.9,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,HOU,WR,11,2012,JAC,True
Matthew Slater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NE,WR,11,2012,IND,True
Dez Bryant,8.0,11.0,145.0,18.1,85.0,1.0,2.0,1.0,6.0,0.0,1.0,1.0,25.1,FA,WR,12,2012,,
Julian Edelman,2.0,3.0,64.0,32.0,56.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,10.7,FA,WR,12,2012,,
Dwayne Harris,4.0,7.0,71.0,17.8,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.1,FA,WR,12,2012,,
Golden Tate,4.0,5.0,56.0,14.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.6,FA,WR,12,2012,,
Larry Fitzgerald,3.0,12.0,31.0,10.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,FA,WR,12,2012,,
Jarrett Boykin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Andre Holmes,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Jordan White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Rishard Matthews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
LaVon Brazill,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Juron Criner,3.0,6.0,23.0,7.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Damaris Johnson,2.0,2.0,13.0,6.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Keshawn Martin,2.0,3.0,17.0,8.5,11.0,0.0,0.0,1.0,17.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Trevor Graham,2.0,3.0,24.0,12.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Stephen Hill,2.0,2.0,16.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Chris Owusu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Kevin Elliott,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Jermaine Kearse,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Drew Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Marcus Thigpen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Rod Streater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Laron Byrd,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Kevin Cone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Chris Givens,5.0,6.0,115.0,23.0,37.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Lestar Jean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Stephen Burton,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Aldrick Robinson,1.0,1.0,68.0,68.0,68.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Ryan Whalen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Jeremy Kerley,7.0,10.0,86.0,12.3,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Denarius Moore,1.0,4.0,20.0,20.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Cecil Shorts,4.0,7.0,105.0,26.3,59.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Joe Morgan,1.0,2.0,33.0,33.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Brian Quick,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Justin Blackmon,5.0,6.0,62.0,12.4,23.0,2.0,1.0,1.0,12.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Jarius Wright,7.0,10.0,49.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Ryan Broyles,6.0,12.0,126.0,21.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Rueben Randle,2.0,2.0,26.0,13.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Joe Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Michael Floyd,4.0,4.0,35.0,8.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Kendall Wright,5.0,8.0,48.0,9.6,23.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Doug Baldwin,1.0,4.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Trindon Holliday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Jamar Newsome,1.0,3.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
LaQuan Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
David Gilreath,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
James Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Darius Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Edmond Gates,2.0,4.0,20.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Jerome Simpson,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Jeremy Maclin,5.0,7.0,55.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Jordy Nelson,2.0,4.0,71.0,35.5,61.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
James Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Jacoby Jones,5.0,7.0,50.0,10.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Hakeem Nicks,5.0,13.0,77.0,15.4,30.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Eric Weems,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Josh Cribbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Lance Moore,3.0,6.0,61.0,20.3,43.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Mario Manningham,5.0,5.0,69.0,13.8,40.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Malcom Floyd,4.0,5.0,65.0,16.3,21.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Louis Murphy,2.0,2.0,65.0,32.5,55.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Josh Morgan,5.0,6.0,48.0,9.6,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
Kevin Walter,2.0,6.0,20.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,12,2012,,
