player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,team,position,week,year,opponent,home
Jason Avant,3.0,3.0,34.0,11.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Jerricho Cotchery,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Jerome Simpson,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Jeremy Maclin,5.0,8.0,39.0,7.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Jordy Nelson,2.0,5.0,29.0,14.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
James Jones,4.0,7.0,46.0,11.5,24.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Jacoby Jones,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Eric Weems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Josh Cribbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,WR,5,2012,,
Mario Manningham,4.0,5.0,26.0,6.5,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Malcom Floyd,5.0,8.0,108.0,21.6,39.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Louis Murphy,1.0,2.0,5.0,5.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Kevin Walter,4.0,6.0,46.0,11.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Josh Morgan,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Kenny Britt,2.0,5.0,23.0,11.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Eddie Royal,2.0,5.0,31.0,15.5,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Marques Colston,9.0,18.0,131.0,14.6,40.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Brandon Lloyd,3.0,5.0,34.0,11.3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Brian Hartline,4.0,5.0,59.0,14.8,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Braylon Edwards,1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Brandon Tate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Brandon Stokley,2.0,3.0,10.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Brandon Marshall,12.0,17.0,144.0,12.0,24.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Brandon Gibson,3.0,4.0,33.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Brad Smith,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,35.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Ben Obomanu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Anquan Boldin,4.0,10.0,82.0,20.5,43.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Andre Johnson,1.0,6.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Dwayne Bowe,6.0,8.0,60.0,10.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Donnie Avery,3.0,8.0,22.0,7.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Donald Driver,1.0,2.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Domenik Hixon,5.0,8.0,55.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Devin Hester,2.0,4.0,49.0,24.5,39.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Devin Aromashodu,3.0,4.0,34.0,11.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Devery Henderson,8.0,10.0,123.0,15.4,41.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Davone Bess,2.0,6.0,49.0,24.5,28.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Courtney Roby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Chaz Schilens,4.0,5.0,29.0,7.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Austin Pettis,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Harry Douglas,2.0,5.0,34.0,17.0,19.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Anthony Armstrong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Jordan Norwood,9.0,9.0,81.0,9.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Mardy Gilyard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Eric Decker,4.0,8.0,21.0,5.3,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Damian Williams,1.0,3.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Brandon LaFell,3.0,3.0,44.0,14.7,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Armanti Edwards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Demaryius Thomas,9.0,11.0,180.0,20.0,38.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,WR,5,2012,,
Victor Cruz,5.0,8.0,50.0,10.0,28.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Tandon Doss,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Leonard Hankerson,1.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Torrey Smith,3.0,4.0,38.0,12.7,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Jerrel Jernigan,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Jon Baldwin,1.0,3.0,26.0,26.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Kyle Williams,2.0,2.0,50.0,25.0,43.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Richard Goodman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Donald Jones,2.0,4.0,13.0,6.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Marlon Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Robert Meachem,3.0,4.0,67.0,22.3,44.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Reggie Wayne,13.0,20.0,212.0,16.3,30.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Pierre Garcon,3.0,7.0,24.0,8.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Percy Harvin,8.0,10.0,108.0,13.5,45.0,1.0,1.0,2.0,8.0,1.0,0.0,1.0,0.0,FA,WR,5,2012,,
Nate Washington,4.0,8.0,46.0,11.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Roddy White,4.0,6.0,68.0,17.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Mike Wallace,2.0,8.0,17.0,8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Mike Thomas,4.0,8.0,15.0,3.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Michael Jenkins,3.0,4.0,35.0,11.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Michael Crabtree,6.0,7.0,113.0,18.8,36.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Matt Willis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Wes Welker,13.0,15.0,104.0,8.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Terrance Copper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Ted Ginn Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Steve Smith,4.0,13.0,40.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Steve Johnson,6.0,10.0,39.0,6.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Sidney Rice,5.0,6.0,67.0,13.4,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Santana Moss,2.0,5.0,80.0,40.0,77.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Ruvell Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Andre Caldwell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
Martel Moore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,5,2012,,
DeSean Jackson,4.0,8.0,58.0,14.5,24.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.8,LV,WR,5,2012,,
Andre Roberts,5.0,10.0,39.0,7.8,11.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,4.2,LAC,WR,5,2012,NO,False
T.Y. Hilton,3.0,9.0,37.0,12.3,26.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.7,IND,WR,5,2012,GB,True
Emmanuel Sanders,3.0,7.0,22.0,7.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,BUF,WR,5,2012,SF,False
Mohamed Sanu Sr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SF,WR,5,2012,BUF,True
Danny Amendola,1.0,5.0,44.0,44.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,HOU,WR,5,2012,NYJ,False
Matthew Slater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NE,WR,5,2012,DEN,True
A.J. Green,7.0,11.0,135.0,19.3,57.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,25.5,ARI,WR,6,2012,BUF,True
Dez Bryant,13.0,15.0,95.0,7.3,18.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,21.5,FA,WR,6,2012,,
Larry Fitzgerald,6.0,12.0,93.0,15.5,28.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15.3,FA,WR,6,2012,,
Golden Tate,3.0,6.0,47.0,15.7,51.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.7,FA,WR,6,2012,,
Antonio Brown,4.0,10.0,20.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,FA,WR,6,2012,,
Jarrett Boykin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Andre Holmes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
LaVon Brazill,1.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Juron Criner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Keshawn Martin,2.0,6.0,24.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Trevor Graham,1.0,3.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Stephen Hill,3.0,3.0,23.0,7.7,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Chris Givens,3.0,7.0,85.0,28.3,65.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Nathan Palmer,1.0,2.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Drew Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Marcus Thigpen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Laron Byrd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Kevin Cone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Rod Streater,3.0,3.0,24.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Josh Cooper,2.0,3.0,39.0,19.5,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Brian Quick,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Lestar Jean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Armon Binns,2.0,5.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Stephen Burton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Aldrick Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Dwayne Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Jeremy Kerley,3.0,6.0,24.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Denarius Moore,5.0,9.0,104.0,20.8,49.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Dezmon Briscoe,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Ryan Broyles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Trindon Holliday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,WR,6,2012,,
DeVier Posey,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Rueben Randle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Michael Floyd,1.0,3.0,24.0,24.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Kendall Wright,6.0,8.0,71.0,11.8,35.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Andrew Hawkins,5.0,5.0,35.0,7.0,11.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
LaQuan Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Doug Baldwin,2.0,3.0,74.0,37.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
De'Andre Presley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Greg Little,3.0,5.0,18.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Jason Avant,2.0,4.0,21.0,10.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Jerricho Cotchery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Jeremy Maclin,6.0,10.0,130.0,21.7,70.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Jordy Nelson,9.0,12.0,121.0,13.4,41.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
James Jones,3.0,7.0,33.0,11.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Jacoby Jones,2.0,3.0,15.0,7.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Hakeem Nicks,3.0,5.0,44.0,14.7,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Josh Cribbs,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Mario Manningham,5.0,10.0,72.0,14.4,36.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Malcom Floyd,5.0,5.0,60.0,12.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Kevin Walter,2.0,3.0,28.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Josh Morgan,3.0,4.0,42.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Kevin Ogletree,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Kenny Britt,4.0,11.0,62.0,15.5,37.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Kassim Osgood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Eddie Royal,2.0,5.0,22.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Brandon Lloyd,6.0,12.0,80.0,13.3,23.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Calvin Johnson,6.0,13.0,135.0,22.5,37.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Brian Hartline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Braylon Edwards,2.0,3.0,21.0,10.5,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Brandon Tate,1.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Brandon Stokley,4.0,4.0,48.0,12.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Brandon Gibson,7.0,9.0,91.0,13.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Brad Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Ben Obomanu,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Anquan Boldin,5.0,6.0,98.0,19.6,31.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Andre Johnson,8.0,12.0,75.0,9.4,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Dwayne Bowe,3.0,9.0,25.0,8.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Donnie Avery,4.0,13.0,60.0,15.0,24.0,1.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Donald Driver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Domenik Hixon,4.0,6.0,78.0,19.5,39.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Devin Aromashodu,1.0,2.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Derek Hagan,4.0,4.0,85.0,21.3,38.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Davone Bess,6.0,9.0,42.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Darrius Heyward-Bey,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Chaz Schilens,2.0,4.0,23.0,11.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Austin Pettis,1.0,3.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Harry Douglas,5.0,7.0,37.0,7.4,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Anthony Armstrong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Riley Cooper,2.0,3.0,18.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Mardy Gilyard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Eric Decker,6.0,9.0,98.0,16.3,55.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Damian Williams,2.0,3.0,14.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Mike Williams,4.0,6.0,113.0,28.3,62.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Demaryius Thomas,2.0,2.0,37.0,18.5,29.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Arrelious Benn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Victor Cruz,6.0,13.0,58.0,9.7,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Tandon Doss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Leonard Hankerson,2.0,3.0,23.0,11.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Torrey Smith,2.0,4.0,24.0,12.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Jon Baldwin,2.0,5.0,19.0,9.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Kyle Williams,4.0,4.0,40.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Richard Goodman,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Donald Jones,1.0,4.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Marlon Moore,3.0,3.0,46.0,15.3,29.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Reggie Wayne,5.0,10.0,87.0,17.4,29.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,WR,6,2012,,
Ramses Barden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Percy Harvin,11.0,14.0,133.0,12.1,23.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Nate Washington,3.0,10.0,57.0,19.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Nate Burleson,4.0,9.0,24.0,6.0,17.0,0.0,1.0,2.0,22.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Miles Austin,2.0,5.0,31.0,15.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
Mike Wallace,2.0,4.0,94.0,47.0,82.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,WR,6,2012,,
