Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
Christian McCaffreyCAR,19.2,80.1,0.8,5.4,43.8,0.3,0.1,19.0
Dalvin CookMIN,20.3,97.8,0.8,3.5,30.2,0.1,0.1,18.0
Derrick HenryTEN,22.2,106.7,0.8,1.7,13.7,0.1,0.2,17.2
Alvin KamaraNO,14.0,66.2,0.7,5.3,48.1,0.2,0.1,16.4
James RobinsonJAC,16.3,73.7,0.6,3.2,25.5,0.1,0.1,14.1
Raheem MostertSF,14.4,73.8,0.7,2.0,20.3,0.1,0.1,14.1
Aaron JonesGB,14.9,68.9,0.7,3.4,25.9,0.1,0.1,14.0
Nick ChubbCLE,16.7,82.6,0.7,1.8,14.8,0.1,0.1,13.9
Antonio GibsonWAS,16.9,71.2,0.7,2.8,22.0,0.1,0.1,13.7
Jonathan TaylorIND,16.4,73.4,0.7,2.3,19.6,0.1,0.1,13.6
Joe MixonCIN,16.7,69.5,0.6,3.3,24.5,0.1,0.1,13.6
Najee HarrisPIT,16.7,71.6,0.5,3.1,24.3,0.1,0.1,12.7
Austin EkelerLAC,12.3,51.7,0.2,5.6,43.0,0.3,0.1,12.4
Ezekiel ElliottDAL,15.7,62.5,0.6,3.3,24.7,0.1,0.1,12.4
Miles SandersPHI,14.0,63.2,0.6,2.8,22.8,0.1,0.1,12.2
Clyde Edwards-HelaireKC,13.8,58.3,0.6,3.2,24.4,0.1,0.1,12.1
Saquon BarkleyNYG,13.2,60.0,0.6,2.9,23.3,0.1,0.1,12.1
Chris CarsonSEA,14.0,61.1,0.6,2.7,19.5,0.1,0.1,11.9
David MontgomeryCHI,16.2,63.6,0.4,3.2,23.9,0.1,0.1,11.5
Josh JacobsLV,15.5,61.4,0.6,2.0,15.8,0.0,0.1,11.2
Ty'Son WilliamsBAL,14.4,64.3,0.6,1.5,11.1,0.0,0.1,11.2
Mike DavisATL,15.3,58.4,0.5,2.9,20.5,0.1,0.1,11.1
Damien HarrisNE,15.6,71.3,0.4,0.8,7.2,0.0,0.1,10.4
Melvin Gordon IIIDEN,12.1,54.4,0.6,2.2,14.1,0.0,0.1,10.4
Myles GaskinMIA,12.3,52.2,0.4,3.8,24.4,0.1,0.1,10.1
D'Andre SwiftDET,10.8,47.7,0.3,3.8,30.4,0.1,0.1,9.8
Kareem HuntCLE,8.7,37.4,0.5,2.5,22.5,0.1,0.1,9.6
Darrell Henderson Jr.LAR,12.7,53.8,0.3,2.0,16.8,0.1,0.1,9.1
Chase EdmondsARI,9.8,41.8,0.2,3.1,26.1,0.1,0.1,8.5
Ronald Jones IITB,12.3,52.4,0.5,0.8,5.5,0.0,0.1,8.5
Javonte WilliamsDEN,11.3,44.9,0.3,1.6,13.7,0.0,0.1,7.9
Devin SingletaryBUF,12.0,48.4,0.2,2.3,15.8,0.1,0.1,7.8
Sony MichelLAR,10.7,44.4,0.3,1.1,9.6,0.1,0.1,7.6
James ConnerARI,9.1,39.2,0.2,1.6,13.1,0.0,0.1,6.6
Tevin ColemanNYJ,9.6,36.3,0.3,1.5,10.6,0.0,0.1,6.6
Leonard FournetteTB,8.4,36.4,0.3,1.5,10.6,0.0,0.0,6.4
Jamaal WilliamsDET,8.8,33.3,0.1,2.0,14.9,0.1,0.1,5.8
David JohnsonHOU,7.2,27.6,0.1,2.3,18.8,0.1,0.1,5.7
Phillip LindsayMIA,8.0,37.2,0.2,1.2,9.1,0.0,0.0,5.7
Kenyan DrakeLV,7.3,29.4,0.2,2.2,16.3,0.0,0.1,5.7
James WhiteNE,3.0,12.6,0.1,4.1,29.4,0.1,0.0,5.3
J.D. McKissicWAS,4.1,17.2,0.1,3.5,24.0,0.1,0.0,5.2
AJ DillonGB,8.8,35.4,0.2,0.7,5.5,0.0,0.1,5.0
Nyheim HinesIND,4.0,16.1,0.1,3.2,25.1,0.1,0.0,5.0
Ty JohnsonNYJ,6.8,28.9,0.1,1.6,11.2,0.0,0.1,4.9
Justin JacksonLAC,7.6,30.2,0.1,1.4,10.1,0.0,0.1,4.9
Cordarrelle PattersonATL,5.3,24.2,0.1,1.2,9.8,0.0,0.0,4.5
Tony PollardDAL,5.4,22.4,0.1,1.8,12.8,0.1,0.0,4.4
Damien WilliamsCHI,5.1,21.3,0.1,1.7,12.8,0.1,0.0,4.4
JaMycal HastySF,6.1,26.9,0.2,0.9,7.1,0.0,0.1,4.4
Michael CarterNYJ,6.5,25.1,0.1,1.4,10.2,0.0,0.1,4.4
Alexander MattisonMIN,6.2,26.7,0.1,0.8,7.0,0.1,0.0,4.3
Mark Ingram IINO,6.5,26.3,0.2,0.8,6.4,0.0,0.0,4.3
Latavius MurrayBAL,6.0,26.8,0.1,1.0,7.1,0.0,0.0,4.3
Giovani BernardTB,3.3,13.5,0.1,2.5,18.6,0.1,0.0,4.2
Rhamondre StevensonNE,7.4,27.9,0.2,0.4,3.9,0.0,0.0,4.1
Carlos HydeJAC,6.1,25.4,0.1,1.0,6.9,0.0,0.0,4.0
Tony Jones Jr.NO,6.6,21.0,0.1,1.1,9.7,0.0,0.0,3.9
Matt BreidaBUF,5.4,22.4,0.1,0.9,7.6,0.1,0.1,3.7
Malcolm BrownMIA,6.0,21.3,0.1,1.2,8.1,0.0,0.0,3.5
Darrel WilliamsKC,4.1,16.6,0.1,1.0,7.9,0.0,0.0,3.3
Rashaad PennySEA,4.5,19.4,0.1,0.7,5.8,0.0,0.0,3.2
Boston ScottPHI,4.1,15.5,0.1,1.4,11.4,0.0,0.0,3.2
Samaje PerineCIN,4.0,17.5,0.1,0.8,5.4,0.0,0.0,3.0
Salvon AhmedMIA,3.6,16.2,0.1,0.7,6.0,0.0,0.0,2.9
Kyle JuszczykSF,0.9,3.2,0.0,1.5,16.4,0.1,0.0,2.9
Marlon MackIND,3.9,16.9,0.1,0.6,4.8,0.0,0.0,2.9
Elijah MitchellSF,3.2,14.6,0.1,0.5,5.2,0.0,0.0,2.7
Chuba HubbardCAR,3.7,13.2,0.1,0.5,4.5,0.0,0.0,2.5
DeeJay DallasSEA,2.6,8.5,0.1,1.1,8.4,0.1,0.0,2.4
Benny Snell Jr.PIT,3.8,15.7,0.1,0.3,2.9,0.0,0.0,2.4
Rex BurkheadHOU,1.6,9.6,0.1,0.7,6.4,0.0,0.0,2.3
Kenneth GainwellPHI,2.7,11.5,0.1,0.5,4.0,0.0,0.0,2.0
Ty MontgomeryNO,0.5,3.1,0.0,1.5,12.3,0.1,0.0,1.9
Jerick McKinnonKC,2.1,7.5,0.0,0.9,7.1,0.0,0.0,1.9
Jaret PattersonWAS,2.5,10.5,0.1,0.3,2.2,0.0,0.0,1.8
Devonta FreemanBAL,1.4,5.9,0.0,0.7,4.9,0.0,0.0,1.6
Kalen BallagePIT,1.4,7.5,0.1,0.7,4.5,0.0,0.0,1.5
Travis HomerSEA,1.7,6.4,0.0,0.5,4.5,0.0,0.0,1.5
Larry Rountree IIILAC,1.9,7.3,0.1,0.4,3.0,0.0,0.0,1.4
Gary BrightwellNYG,1.7,7.5,0.1,0.3,2.9,0.0,0.0,1.4
Dare OgunbowaleJAC,0.4,4.1,0.0,0.7,6.4,0.0,0.0,1.3
Brandon BoldenNE,0.8,3.8,0.1,0.3,4.3,0.0,0.0,1.3
Jake FunkLAR,1.1,6.5,0.0,0.3,2.6,0.0,0.0,1.3
Darrynton EvansTEN,1.3,5.0,0.0,0.4,3.5,0.1,0.0,1.2
Damarea CrockettDEN,1.1,6.5,0.0,0.3,2.0,0.0,0.0,1.1
Mekhi SargentJAC,1.6,6.7,0.0,0.2,1.9,0.0,0.0,1.1
Kylin HillGB,0.7,5.1,0.0,0.3,2.8,0.0,0.0,1.1
C.J. HamMIN,0.4,0.9,0.0,0.7,6.8,0.0,0.0,1.1
Chris EvansCIN,0.8,4.5,0.0,0.4,2.7,0.0,0.0,1.0
Trenton CannonSF,1.4,4.7,0.0,0.5,3.7,0.0,0.0,1.0
Patrick RicardBAL,0.1,0.1,0.0,0.8,5.6,0.1,0.0,0.9
Royce FreemanHOU,1.2,5.2,0.0,0.2,1.3,0.0,0.0,0.8
Dwayne WashingtonNO,0.9,2.7,0.0,0.4,3.9,0.0,0.0,0.8
Alec IngoldLV,0.3,0.7,0.0,0.5,4.6,0.0,0.0,0.8
Trayveon WilliamsCIN,0.9,3.7,0.0,0.2,1.6,0.0,0.0,0.7
Keith SmithATL,0.4,1.0,0.0,0.5,4.4,0.0,0.0,0.6
Trey RagasLV,0.0,1.9,0.0,0.3,2.5,0.0,0.0,0.6
Demetric FeltonCLE,0.5,2.9,0.0,0.1,0.8,0.0,0.0,0.6
Jonathan WilliamsWAS,0.7,2.9,0.0,0.2,1.2,0.0,0.0,0.6
D'Ernest JohnsonCLE,0.8,3.5,0.0,0.1,1.1,0.0,0.0,0.6
Godwin IgwebuikeDET,0.6,2.4,0.0,0.2,2.0,0.0,0.0,0.5
Peyton BarberLV,0.7,3.0,0.0,0.2,1.2,0.0,0.0,0.5
Ameer AbdullahCAR,0.1,2.8,0.0,0.2,1.4,0.0,0.0,0.5
Derek WattPIT,0.3,1.4,0.0,0.1,1.0,0.0,0.0,0.5
Ryquell ArmsteadJAC,0.5,2.4,0.0,0.2,1.3,0.0,0.0,0.5
Andy JanovichCLE,0.2,0.3,0.0,0.3,2.6,0.0,0.0,0.5
Jakob JohnsonNE,0.0,0.1,0.0,0.3,2.5,0.0,0.0,0.5
Khari BlasingameTEN,0.4,1.2,0.0,0.3,2.4,0.0,0.0,0.5
Corey ClementDAL,0.5,2.3,0.0,0.2,1.1,0.0,0.0,0.4
Gabe NabersLAC,0.2,0.5,0.0,0.2,1.4,0.0,0.0,0.4
Michael BurtonKC,0.2,0.8,0.0,0.2,1.9,0.0,0.0,0.4
Khalil HerbertCHI,0.1,1.7,0.0,0.2,1.1,0.0,0.0,0.4
Kene NwangwuMIN,0.2,1.0,0.0,0.2,2.5,0.0,0.0,0.4
Taiwan JonesBUF,0.2,0.9,0.0,0.2,1.7,0.0,0.0,0.3
Jason CabindaDET,0.1,0.0,0.0,0.2,1.7,0.0,0.0,0.2
Gerrid DoaksMIA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2
Nick BelloreSEA,0.1,0.2,0.0,0.1,1.2,0.0,0.0,0.2
Elijhaa PennyNYG,0.0,0.1,0.0,0.2,1.1,0.0,0.0,0.2
Cullen GillaspiaNYG,0.1,0.3,0.0,0.1,0.8,0.0,0.0,0.1
Reggie GilliamBUF,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1
Scottie PhillipsHOU,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1
Devine OzigboNE,0.1,0.4,0.0,0.1,0.4,0.0,0.0,0.1
Trey EdmundsPIT,0.1,0.2,0.0,0.1,0.4,0.0,0.0,0.1
Adrian Killins Jr.DEN,0.1,0.2,0.0,0.1,0.4,0.0,0.0,0.1
Austin WalterNYJ,0.1,0.2,0.0,0.1,0.4,0.0,0.0,0.1
Dontrell HilliardTEN,0.1,0.2,0.0,0.1,0.3,0.0,0.0,0.1
Antonio WilliamsNYG,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0
Joshua KelleyLAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caleb HuntleyATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate McCraryBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick GoreKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Armah Jr.WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Taylor Jr.GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duke Johnson Jr.MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.J. TaylorNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony McFarland Jr.PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JaQuan HardyDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dexter WilliamsCLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovanni RicciCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jermar JeffersonDET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan HowardPHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
