Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
Jeff Wilson Jr.SF,15.3,61.0,0.6,1.0,8.6,0.1,0.1,10.3
Miles SandersPHI,13.7,62.4,0.5,1.8,12.9,0.0,0.1,10.3
Darrell Henderson Jr.LAR,12.3,46.6,0.5,2.1,15.4,0.1,0.0,9.5
AJ DillonGB,12.7,51.7,0.2,2.1,18.1,0.1,0.1,8.7
Rashaad PennySEA,12.9,57.6,0.3,1.0,8.0,0.0,0.1,8.6
Craig ReynoldsDET,11.0,50.7,0.2,2.0,16.1,0.1,0.1,8.2
Sony MichelLAR,11.3,50.9,0.3,1.2,8.9,0.1,0.1,7.8
Chuba HubbardCAR,12.8,52.3,0.2,1.4,11.0,0.0,0.1,7.8
Devin SingletaryBUF,10.7,48.3,0.2,2.3,15.0,0.1,0.1,7.7
David JohnsonHOU,10.0,38.9,0.2,3.0,23.3,0.1,0.1,7.6
Chase EdmondsARI,7.8,34.4,0.2,2.3,19.3,0.1,0.1,6.9
Darrel WilliamsKC,6.2,24.2,0.2,3.0,24.4,0.1,0.0,6.6
D'Ernest JohnsonCLE,8.2,34.1,0.2,1.5,13.3,0.0,0.1,5.9
Tony PollardDAL,6.9,33.1,0.1,2.0,15.1,0.1,0.1,5.9
Mike DavisATL,7.0,25.4,0.1,3.1,20.7,0.1,0.1,5.6
Matt BreidaBUF,7.3,31.8,0.1,1.7,13.3,0.1,0.1,5.5
Dontrell HilliardTEN,6.5,27.5,0.2,1.8,14.3,0.0,0.1,5.2
Brandon BoldenNE,5.1,18.9,0.1,2.8,24.4,0.1,0.0,5.2
Royce FreemanHOU,9.0,31.3,0.1,1.5,10.9,0.0,0.0,5.1
Godwin IgwebuikeDET,8.1,32.7,0.2,1.5,12.2,0.0,0.3,5.1
Rex BurkheadHOU,6.5,27.4,0.1,1.4,11.6,0.0,0.0,4.8
Ty JohnsonNYJ,7.0,26.0,0.0,3.0,21.0,0.0,0.0,4.7
Ameer AbdullahCAR,5.2,20.2,0.1,2.6,19.6,0.0,0.1,4.6
Salvon AhmedMIA,6.9,25.6,0.2,0.9,8.5,0.0,0.0,4.4
Jordan HowardPHI,6.7,27.4,0.2,0.2,1.2,0.0,0.0,4.1
Tevin ColemanNYJ,5.1,21.5,0.1,1.4,10.6,0.0,0.0,4.0
Mark Ingram IINO,5.8,22.8,0.1,1.4,11.0,0.0,0.1,4.0
Nyheim HinesIND,3.4,15.0,0.1,2.4,18.4,0.1,0.1,4.0
Justin JacksonLAC,6.0,24.4,0.1,0.9,7.5,0.0,0.0,3.8
JaMycal HastySF,4.3,15.1,0.1,1.8,12.7,0.0,0.0,3.6
Ronald Jones IITB,5.1,22.3,0.2,0.6,4.2,0.0,0.1,3.6
Latavius MurrayBAL,5.6,21.5,0.1,0.8,5.2,0.0,0.0,3.5
Samaje PerineCIN,4.5,18.2,0.1,1.2,9.5,0.0,0.0,3.3
Jaret PattersonWAS,5.4,21.6,0.1,0.8,5.3,0.0,0.0,3.2
Peyton BarberLV,4.2,17.6,0.1,0.8,6.3,0.0,0.0,3.1
Dare OgunbowaleJAC,3.7,13.9,0.1,1.1,8.8,0.0,0.0,3.0
Kenneth GainwellPHI,1.9,8.5,0.1,1.6,13.7,0.1,0.0,3.0
Ty MontgomeryNO,0.0,5.1,0.1,1.4,17.6,0.1,0.0,3.0
Travis HomerSEA,2.2,11.5,0.1,1.3,10.0,0.0,0.0,2.9
Boston ScottPHI,3.4,14.5,0.1,0.8,5.7,0.0,0.0,2.9
Corey ClementDAL,4.9,18.2,0.1,1.0,6.2,0.0,0.1,2.7
Jermar JeffersonDET,3.5,14.9,0.1,0.8,5.7,0.0,0.0,2.7
Brian HillSF,0.0,13.6,0.1,0.7,7.0,0.0,0.0,2.7
Jonathan WilliamsWAS,3.7,13.9,0.1,0.7,5.6,0.0,0.1,2.6
DeeJay DallasSEA,2.2,9.4,0.1,1.1,9.3,0.0,0.0,2.6
Damien WilliamsCHI,2.3,11.0,0.1,0.8,6.2,0.0,0.0,2.6
Devine OzigboNE,4.8,13.6,0.1,0.6,3.8,0.0,0.0,2.5
Alex CollinsSEA,5.9,22.4,0.1,0.2,1.5,0.0,0.1,2.5
Duke Johnson Jr.MIA,1.8,12.1,0.1,0.9,7.8,0.0,0.0,2.5
Qadree OllisonATL,3.5,14.8,0.1,0.6,3.5,0.0,0.0,2.3
Demetric FeltonCLE,1.7,5.4,0.0,1.3,11.8,0.1,0.0,2.3
Chris EvansCIN,1.6,5.0,0.1,1.0,10.2,0.1,0.0,2.3
Kyle JuszczykSF,0.4,1.0,0.0,1.5,15.2,0.1,0.0,2.2
Derrick GoreKC,1.4,11.7,0.1,0.4,2.7,0.0,0.0,2.2
Reggie BonnafonWAS,0.0,12.4,0.1,0.7,3.8,0.0,0.0,2.1
J.J. TaylorNE,4.2,14.1,0.1,0.4,2.8,0.0,0.2,2.1
Kene NwangwuMIN,2.8,10.3,0.1,0.7,5.0,0.0,0.0,2.1
Adrian PetersonSEA,3.0,11.6,0.1,0.5,3.5,0.0,0.0,2.0
Khalil HerbertCHI,2.5,11.7,0.1,0.6,4.6,0.0,0.1,1.9
Phillip LindsayMIA,2.2,9.5,0.1,0.6,3.7,0.0,0.0,1.9
Wayne Gallman Jr.MIN,1.6,10.7,0.1,0.6,3.6,0.0,0.0,1.9
Austin WalterNYJ,2.1,8.7,0.1,0.6,4.1,0.0,0.0,1.8
Mekhi SargentJAC,1.8,8.0,0.1,0.3,2.8,0.0,0.0,1.6
Joshua KelleyLAC,2.4,9.9,0.0,0.3,2.3,0.0,0.0,1.5
Ty'Son WilliamsBAL,2.2,7.8,0.1,0.3,2.2,0.0,0.0,1.5
Nathan CottrellJAC,0.0,5.6,0.1,0.4,5.0,0.0,0.0,1.5
Jake FunkLAR,1.8,6.8,0.1,0.1,1.2,0.0,0.0,1.4
Trey RagasLV,1.3,5.1,0.0,0.7,5.1,0.0,0.0,1.4
Benny Snell Jr.PIT,2.3,8.1,0.0,0.3,2.1,0.0,0.0,1.4
Elijhaa PennyNYG,1.9,7.3,0.1,0.2,0.9,0.0,0.0,1.4
C.J. HamMIN,0.6,2.4,0.0,0.9,7.4,0.0,0.0,1.2
Kalen BallagePIT,1.7,4.6,0.1,0.4,2.1,0.0,0.0,1.2
John KellyCLE,0.0,5.1,0.0,0.3,3.3,0.0,0.0,1.1
Patrick Taylor Jr.GB,1.6,5.6,0.1,0.2,1.6,0.0,0.0,1.1
Deon JacksonIND,0.0,4.7,0.0,0.3,3.0,0.0,0.0,1.1
La'Mical PerineNYJ,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
Gary BrightwellNYG,0.0,4.6,0.0,0.3,2.1,0.0,0.0,1.0
Andy JanovichCLE,0.5,0.8,0.0,0.7,5.0,0.0,0.0,1.0
Keith SmithATL,0.8,2.9,0.0,0.8,5.0,0.0,0.0,0.9
Tony Jones Jr.NO,1.4,4.4,0.0,0.5,3.7,0.0,0.0,0.9
Damarea CrockettDEN,0.0,2.6,0.0,0.3,2.5,0.0,0.0,0.8
Taiwan JonesBUF,0.3,2.4,0.0,0.3,3.1,0.0,0.0,0.7
Khari BlasingameTEN,0.0,4.7,0.0,0.2,0.0,0.0,0.0,0.7
Dwayne WashingtonNO,0.0,1.6,0.0,0.4,3.7,0.0,0.0,0.7
Nick BawdenNYJ,0.4,0.8,0.0,0.5,4.1,0.0,0.0,0.5
Gabe NabersLAC,0.0,0.7,0.0,0.3,2.2,0.0,0.0,0.5
Jason CabindaDET,0.0,1.4,0.0,0.3,1.2,0.0,0.0,0.4
Michael BurtonKC,0.6,1.3,0.0,0.2,1.0,0.0,0.0,0.3
Jakob JohnsonNE,0.0,0.1,0.0,0.4,2.1,0.0,0.0,0.2
Derek WattPIT,0.1,0.4,0.0,0.3,1.3,0.0,0.0,0.2
Nick BelloreSEA,0.0,0.1,0.0,0.3,1.2,0.0,0.0,0.2
Cullen GillaspiaNYG,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.1
