Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
Alvin KamaraNO,17.4,74.6,0.7,4.8,39.0,0.3,0.1,16.5
Najee HarrisPIT,20.5,80.1,0.6,4.3,34.6,0.2,0.1,16.1
Jonathan TaylorIND,17.0,78.6,0.8,2.7,24.6,0.1,0.1,15.3
Austin EkelerLAC,13.8,61.9,0.5,5.3,44.2,0.3,0.1,15.1
Ezekiel ElliottDAL,17.9,78.2,0.7,2.7,21.0,0.1,0.1,14.4
Nick ChubbCLE,18.0,89.4,0.7,1.8,13.0,0.0,0.1,14.3
Dalvin CookMIN,18.0,79.8,0.6,3.2,26.2,0.1,0.1,14.2
Darrell Henderson Jr.LAR,15.7,70.2,0.7,2.4,21.6,0.2,0.1,14.0
Aaron JonesGB,13.9,65.3,0.5,3.9,30.0,0.2,0.1,13.6
Christian McCaffreyCAR,13.2,59.5,0.5,4.1,34.7,0.1,0.1,13.1
Joe MixonCIN,15.9,65.5,0.6,2.4,18.3,0.1,0.1,12.5
Damien HarrisNE,16.0,72.4,0.6,1.1,8.5,0.0,0.1,11.6
Josh JacobsLV,14.4,57.1,0.6,2.6,20.3,0.1,0.1,11.5
Cordarrelle PattersonATL,11.1,43.9,0.2,4.0,36.0,0.2,0.1,10.5
Myles GaskinMIA,12.1,52.6,0.3,3.4,26.5,0.2,0.1,10.3
Michael CarterNYJ,11.5,45.3,0.3,4.3,35.6,0.1,0.1,10.2
Elijah MitchellSF,13.0,62.5,0.5,0.5,4.6,0.0,0.1,9.7
Melvin Gordon IIIDEN,10.2,46.8,0.5,2.1,14.3,0.1,0.1,9.0
Darrel WilliamsKC,10.8,44.2,0.4,2.6,21.0,0.1,0.1,8.9
Khalil HerbertCHI,12.1,49.7,0.4,1.8,14.7,0.0,0.1,8.7
Zack MossBUF,10.8,41.9,0.3,2.4,21.0,0.1,0.1,8.6
Chase EdmondsARI,9.9,42.9,0.2,3.4,24.4,0.1,0.1,8.5
James ConnerARI,11.1,46.8,0.6,0.8,5.3,0.0,0.1,8.5
Carlos HydeJAC,13.2,52.3,0.2,1.9,12.5,0.0,0.1,8.0
Boston ScottPHI,8.5,40.5,0.3,1.6,13.2,0.1,0.1,7.4
David MontgomeryCHI,11.2,44.5,0.2,1.8,14.8,0.1,0.1,7.4
Javonte WilliamsDEN,8.9,41.1,0.2,2.4,18.1,0.1,0.1,7.3
Mike DavisATL,10.4,37.7,0.2,3.2,19.5,0.1,0.1,7.2
Devonta FreemanBAL,7.4,36.4,0.2,1.8,14.3,0.1,0.1,6.9
Tony PollardDAL,7.8,37.6,0.2,1.7,14.1,0.1,0.1,6.7
David JohnsonHOU,6.6,27.3,0.1,2.6,22.9,0.1,0.1,6.4
AJ DillonGB,9.8,41.2,0.2,1.1,8.4,0.0,0.1,6.1
Salvon AhmedMIA,8.1,32.1,0.2,1.6,14.3,0.0,0.1,6.1
Devin SingletaryBUF,8.7,35.4,0.2,1.7,12.8,0.1,0.1,6.0
Kenyan DrakeLV,6.7,28.2,0.2,1.8,15.3,0.1,0.1,5.8
Kenneth GainwellPHI,4.0,18.6,0.1,2.8,24.4,0.1,0.0,5.6
Ty JohnsonNYJ,5.5,20.1,0.1,2.8,23.0,0.1,0.1,5.3
D'Ernest JohnsonCLE,6.6,28.8,0.2,1.3,10.2,0.0,0.0,5.2
Chuba HubbardCAR,7.7,29.8,0.1,1.6,12.2,0.0,0.1,5.1
Mark Ingram IINO,7.5,30.1,0.2,0.9,7.0,0.1,0.0,5.1
Nyheim HinesIND,4.7,18.1,0.1,2.5,19.2,0.1,0.1,4.9
Jeff Wilson Jr.SF,4.4,22.9,0.2,0.8,7.1,0.1,0.1,4.6
Ty'Son WilliamsBAL,5.4,23.4,0.1,1.3,10.5,0.1,0.1,4.5
Jordan HowardPHI,7.0,27.8,0.2,0.4,2.6,0.0,0.1,4.4
Rhamondre StevensonNE,5.4,21.2,0.1,1.4,12.1,0.1,0.0,4.4
Rex BurkheadHOU,4.8,16.4,0.2,1.3,11.9,0.1,0.0,4.3
Sony MichelLAR,6.1,27.3,0.2,0.6,4.9,0.0,0.0,4.2
Trey SermonSF,6.3,28.0,0.2,0.2,2.0,0.0,0.0,4.2
D'Onta ForemanTEN,3.2,24.0,0.2,0.9,6.9,0.0,0.1,4.1
Samaje PerineCIN,5.3,21.5,0.1,1.0,8.9,0.1,0.0,4.1
Derrick GoreKC,5.9,22.7,0.2,0.6,5.3,0.0,0.0,3.9
Phillip LindsayMIA,6.2,23.7,0.1,0.6,4.2,0.0,0.0,3.7
Brandon BoldenNE,2.4,9.0,0.1,2.2,18.5,0.1,0.0,3.5
Alexander MattisonMIN,5.0,20.1,0.1,1.0,8.2,0.0,0.0,3.5
JaMycal HastySF,2.6,11.5,0.1,1.7,14.3,0.0,0.0,3.2
Joshua KelleyLAC,4.2,15.3,0.1,0.9,7.2,0.0,0.0,2.7
Dontrell HilliardTEN,4.6,19.0,0.1,0.2,2.0,0.0,0.0,2.7
Elijhaa PennyNYG,4.5,13.1,0.1,0.5,3.7,0.0,0.0,2.4
Dare OgunbowaleJAC,3.4,11.4,0.1,0.9,6.8,0.0,0.0,2.4
Scottie PhillipsHOU,4.0,13.1,0.1,0.6,4.8,0.0,0.0,2.3
Demetric FeltonCLE,1.3,4.7,0.0,1.2,11.9,0.1,0.0,2.3
Larry Rountree IIILAC,4.0,14.0,0.1,0.3,2.5,0.0,0.0,2.3
Kyle JuszczykSF,0.8,2.5,0.0,1.4,13.4,0.1,0.0,2.2
Jerick McKinnonKC,1.2,6.0,0.0,1.2,9.1,0.1,0.0,2.1
Marlon MackIND,5.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0
Devine OzigboNE,1.8,6.5,0.1,0.8,6.4,0.0,0.0,1.7
Patrick Taylor Jr.GB,0.0,8.4,0.1,0.6,3.0,0.0,0.0,1.7
Chris EvansCIN,0.9,3.1,0.0,0.9,8.4,0.1,0.0,1.7
La'Mical PerineNYJ,1.2,7.9,0.1,0.5,3.5,0.0,0.0,1.5
Royce FreemanHOU,4.0,14.0,0.0,0.0,0.0,0.0,0.0,1.4
Kalen BallagePIT,1.9,5.7,0.1,0.6,3.9,0.0,0.0,1.4
Patrick RicardBAL,0.4,1.2,0.0,0.9,7.0,0.1,0.0,1.3
Eno BenjaminARI,1.5,6.8,0.1,0.3,2.1,0.0,0.0,1.2
Qadree OllisonATL,0.0,6.6,0.1,0.3,1.3,0.0,0.0,1.2
Deon JacksonIND,0.9,4.9,0.0,0.5,4.2,0.0,0.0,1.2
Anthony McFarland Jr.PIT,1.1,6.1,0.0,0.3,2.5,0.0,0.0,1.1
Ameer AbdullahCAR,1.0,4.8,0.0,0.6,4.8,0.0,0.0,1.1
Mike BooneDEN,1.1,6.5,0.1,0.2,1.2,0.0,0.0,1.1
Patrick LairdMIA,0.5,3.0,0.0,0.7,5.8,0.0,0.0,1.1
Buddy HowellLAR,1.0,5.9,0.0,0.2,1.8,0.0,0.0,1.0
Damien WilliamsCHI,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
C.J. HamMIN,0.7,2.7,0.0,0.7,5.5,0.0,0.0,1.0
Benny Snell Jr.PIT,1.2,4.1,0.1,0.2,1.7,0.0,0.0,0.9
Andy JanovichCLE,0.6,0.2,0.1,0.3,2.4,0.0,0.0,0.9
Alec IngoldLV,0.4,1.2,0.0,0.6,5.1,0.0,0.0,0.8
Corey ClementDAL,1.0,4.0,0.0,0.2,1.4,0.0,0.0,0.8
John KellyCLE,0.6,3.6,0.0,0.3,2.6,0.0,0.0,0.7
Taiwan JonesBUF,0.6,2.7,0.0,0.2,3.0,0.0,0.0,0.6
Johnny StantonCLE,0.5,2.0,0.0,0.3,4.0,0.0,0.0,0.6
Reggie GilliamBUF,0.5,2.0,0.0,0.3,4.0,0.0,0.0,0.6
Gary BrightwellNYG,0.8,3.0,0.0,0.2,1.9,0.0,0.0,0.6
Kene NwangwuMIN,0.5,3.0,0.0,0.3,1.8,0.0,0.0,0.6
Michael BurtonKC,0.7,2.3,0.0,0.3,2.0,0.0,0.0,0.6
Dwayne WashingtonNO,0.7,2.0,0.0,0.2,2.4,0.0,0.0,0.5
Keith SmithATL,0.7,1.6,0.0,0.4,2.6,0.0,0.0,0.5
Ryan NallCHI,0.2,0.8,0.0,0.3,3.4,0.0,0.0,0.4
Trenton CannonSF,0.6,1.9,0.0,0.2,1.6,0.0,0.0,0.4
Jakob JohnsonNE,0.2,0.4,0.0,0.5,3.5,0.0,0.0,0.4
Tory CarterTEN,0.0,0.0,0.0,0.4,4.0,0.0,0.0,0.4
Derek WattPIT,0.3,0.7,0.0,0.2,1.1,0.0,0.0,0.2
Cullen GillaspiaNYG,0.6,1.0,0.0,0.1,0.7,0.0,0.0,0.2
Giovanni RicciCAR,0.0,0.0,0.0,0.1,2.0,0.0,0.0,0.2
