Player,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
Derrick HenryTEN,26.7,119.7,1.1,2.4,22.3,0.1,0.1,21.1
Alvin KamaraNO,15.7,67.7,0.6,5.3,43.0,0.3,0.1,16.1
Saquon BarkleyNYG,14.0,67.0,0.8,3.0,28.0,0.3,0.0,16.1
Jonathan TaylorIND,17.6,83.7,0.8,2.5,23.2,0.1,0.1,16.1
D'Andre SwiftDET,14.6,62.2,0.4,5.9,46.9,0.4,0.1,15.8
Najee HarrisPIT,19.5,72.7,0.7,4.5,34.7,0.2,0.1,15.6
Dalvin CookMIN,18.8,83.8,0.6,3.5,28.3,0.1,0.1,15.1
Austin EkelerLAC,14.2,59.1,0.5,5.1,44.9,0.3,0.1,15.1
Darrell Henderson Jr.LAR,17.0,76.8,0.7,2.4,21.5,0.2,0.1,14.9
Nick ChubbCLE,18.2,91.1,0.7,1.5,12.2,0.0,0.1,14.4
Ezekiel ElliottDAL,17.5,80.0,0.7,2.4,18.6,0.1,0.1,14.2
Joe MixonCIN,17.7,73.7,0.7,2.4,19.5,0.1,0.1,13.9
Aaron JonesGB,12.6,61.3,0.5,4.5,34.2,0.2,0.1,13.4
Leonard FournetteTB,15.5,56.9,0.6,3.6,27.1,0.1,0.0,12.7
Elijah MitchellSF,17.0,77.3,0.6,1.2,10.4,0.0,0.1,12.5
Khalil HerbertCHI,17.0,69.7,0.5,2.1,17.4,0.1,0.1,11.9
Cordarrelle PattersonATL,12.8,55.1,0.3,4.2,34.5,0.2,0.1,11.8
Damien HarrisNE,15.6,72.3,0.6,1.1,8.7,0.0,0.1,11.7
Alex CollinsSEA,16.5,61.3,0.6,1.4,12.2,0.1,0.1,11.3
Christian McCaffreyCAR,12.0,56.3,0.3,3.6,32.3,0.1,0.2,11.1
James RobinsonJAC,13.4,60.5,0.5,2.4,17.8,0.1,0.1,11.1
Darrel WilliamsKC,13.2,52.4,0.6,2.3,18.7,0.1,0.1,10.9
Chuba HubbardCAR,13.5,54.3,0.5,2.5,19.8,0.1,0.1,10.4
Michael CarterNYJ,12.3,47.5,0.3,3.6,28.7,0.1,0.1,9.9
Myles GaskinMIA,11.5,48.6,0.2,3.6,27.2,0.1,0.1,9.6
Antonio GibsonWAS,14.7,61.8,0.3,1.7,13.4,0.0,0.1,9.5
Jamaal WilliamsDET,11.0,40.0,0.2,3.0,23.0,0.3,0.0,9.3
Zack MossBUF,11.9,47.0,0.4,2.1,18.0,0.1,0.1,9.3
Chase EdmondsARI,9.9,46.4,0.2,3.3,25.0,0.1,0.1,9.2
Melvin Gordon IIIDEN,11.2,49.4,0.3,1.9,13.9,0.1,0.1,8.7
Kenneth GainwellPHI,6.3,29.1,0.2,3.4,32.3,0.2,0.1,8.3
Javonte WilliamsDEN,9.7,42.7,0.2,2.3,18.3,0.1,0.1,7.9
David JohnsonHOU,7.1,31.6,0.2,3.2,26.2,0.1,0.1,7.4
James ConnerARI,11.0,44.6,0.3,0.8,5.7,0.0,0.1,7.1
Adrian PetersonSEA,12.3,48.2,0.3,0.5,3.6,0.0,0.1,6.8
Tony PollardDAL,7.7,38.9,0.2,1.7,14.2,0.1,0.1,6.7
Devin SingletaryBUF,9.0,38.1,0.2,1.9,13.3,0.1,0.1,6.5
J.D. McKissicWAS,5.1,21.1,0.1,4.4,32.3,0.1,0.0,6.4
Mike DavisATL,9.2,34.4,0.2,2.6,15.6,0.1,0.1,6.3
AJ DillonGB,8.2,36.4,0.1,1.2,10.0,0.0,0.1,5.4
Boston ScottPHI,6.8,27.0,0.2,1.4,12.0,0.1,0.1,5.3
Clyde Edwards-HelaireKC,6.7,31.3,0.1,1.5,11.7,0.1,0.1,5.3
D'Ernest JohnsonCLE,7.3,30.6,0.2,1.1,10.2,0.0,0.0,5.2
Mark Ingram IINO,8.7,31.5,0.2,0.7,5.9,0.0,0.1,5.1
Samaje PerineCIN,6.5,26.9,0.2,1.0,7.7,0.1,0.0,5.1
Sony MichelLAR,7.1,31.0,0.2,0.5,4.9,0.0,0.0,5.0
Jordan HowardPHI,6.4,27.7,0.3,0.5,4.6,0.0,0.0,4.8
David MontgomeryCHI,7.0,27.8,0.2,1.2,10.1,0.0,0.1,4.8
Ty JohnsonNYJ,5.4,19.9,0.1,2.5,19.3,0.1,0.0,4.7
Nyheim HinesIND,4.1,15.9,0.1,2.4,18.7,0.1,0.0,4.7
Salvon AhmedMIA,6.7,25.5,0.1,1.5,12.9,0.0,0.1,4.7
Damien WilliamsCHI,5.9,23.1,0.2,1.3,10.6,0.1,0.0,4.7
Rashaad PennySEA,6.6,26.7,0.2,0.7,5.6,0.0,0.0,4.5
Jermar JeffersonDET,7.4,26.0,0.1,0.9,7.8,0.0,0.0,4.2
Rhamondre StevensonNE,4.1,18.2,0.2,1.3,10.4,0.1,0.0,4.1
Derrick GoreKC,6.4,20.6,0.2,0.7,6.4,0.0,0.0,4.0
Alexander MattisonMIN,5.3,22.5,0.1,1.0,8.4,0.1,0.0,3.9
JaMycal HastySF,4.1,17.6,0.1,1.8,13.6,0.0,0.0,3.9
Chris EvansCIN,1.8,6.7,0.1,1.7,18.3,0.1,0.0,3.7
Brandon BoldenNE,2.2,8.7,0.1,2.7,20.9,0.1,0.0,3.6
Phillip LindsayMIA,6.1,23.9,0.1,0.7,5.4,0.0,0.0,3.6
Carlos HydeJAC,5.7,22.6,0.1,0.8,5.5,0.0,0.0,3.4
DeeJay DallasSEA,0.0,14.7,0.1,1.2,11.3,0.0,0.0,3.4
Rex BurkheadHOU,3.6,12.5,0.1,1.1,9.9,0.1,0.0,3.2
Ronald Jones IITB,5.3,21.1,0.1,0.3,1.8,0.0,0.0,3.1
Jerick McKinnonKC,3.1,12.2,0.1,1.3,10.6,0.1,0.0,3.0
Dontrell HilliardTEN,4.0,15.3,0.2,0.4,3.3,0.0,0.0,2.8
Tarik CohenCHI,2.0,7.4,0.0,2.0,12.8,0.1,0.0,2.6
Justin JacksonLAC,3.6,15.7,0.0,1.0,8.3,0.0,0.0,2.6
Kyle JuszczykSF,0.9,3.1,0.0,1.6,16.0,0.1,0.0,2.6
Joshua KelleyLAC,4.6,17.0,0.1,0.4,2.5,0.0,0.1,2.5
J.J. TaylorNE,3.0,13.2,0.1,0.5,3.4,0.0,0.0,2.4
Demetric FeltonCLE,1.0,3.9,0.0,1.6,14.8,0.1,0.0,2.3
Royce FreemanHOU,3.5,13.4,0.1,0.7,4.7,0.0,0.0,2.2
La'Mical PerineNYJ,1.3,12.7,0.1,0.5,4.1,0.0,0.0,2.2
Marlon MackIND,2.6,12.2,0.1,0.3,2.4,0.0,0.0,2.1
Elijhaa PennyNYG,3.1,10.3,0.1,0.5,4.0,0.0,0.0,2.1
Giovani BernardTB,0.6,3.3,0.0,2.0,14.8,0.0,0.0,2.0
Trey SermonSF,2.2,12.7,0.1,0.2,1.4,0.0,0.0,2.0
Travis HomerSEA,1.9,7.2,0.0,0.9,7.7,0.1,0.0,2.0
Scottie PhillipsHOU,3.9,10.9,0.1,0.5,4.4,0.0,0.0,1.9
Wayne Gallman Jr.MIN,3.1,11.5,0.1,0.2,1.2,0.0,0.0,1.9
Larry Rountree IIILAC,3.2,10.2,0.1,0.4,2.9,0.0,0.0,1.8
Ty MontgomeryNO,1.4,5.1,0.0,0.8,8.1,0.0,0.0,1.7
Eno BenjaminARI,2.0,8.2,0.1,0.2,1.9,0.0,0.0,1.6
Trayveon WilliamsCIN,1.7,8.0,0.1,0.2,2.0,0.0,0.0,1.6
Jaret PattersonWAS,0.0,9.6,0.1,0.4,2.1,0.0,0.0,1.6
Kalen BallagePIT,2.1,6.9,0.1,0.6,3.9,0.0,0.0,1.5
D'Onta ForemanTEN,1.8,6.6,0.1,0.5,3.9,0.0,0.0,1.5
Ameer AbdullahCAR,1.7,6.2,0.0,0.7,5.1,0.0,0.0,1.5
Mike BooneDEN,1.5,8.5,0.1,0.2,1.5,0.0,0.0,1.4
Devine OzigboNE,1.1,3.3,0.0,0.7,5.3,0.1,0.0,1.2
Anthony McFarland Jr.PIT,1.1,6.3,0.0,0.3,2.4,0.0,0.0,1.1
Dare OgunbowaleJAC,1.0,4.2,0.0,0.6,4.4,0.0,0.0,1.0
John KellyCLE,0.6,4.7,0.0,0.3,3.5,0.0,0.0,1.0
Buddy HowellLAR,0.9,6.2,0.0,0.3,1.6,0.0,0.0,1.0
C.J. HamMIN,0.6,2.2,0.0,0.7,5.7,0.0,0.0,1.0
Benny Snell Jr.PIT,1.3,4.4,0.1,0.2,1.7,0.0,0.0,0.9
Matt BreidaBUF,1.9,7.7,0.0,0.2,1.6,0.0,0.0,0.9
Ryan NallCHI,1.0,3.0,0.0,0.4,4.4,0.0,0.0,0.9
Reggie GilliamBUF,0.3,1.2,0.0,0.5,5.6,0.0,0.0,0.9
Andy JanovichCLE,0.6,0.2,0.1,0.3,2.4,0.0,0.0,0.9
Kene NwangwuMIN,0.5,4.4,0.0,0.3,2.2,0.0,0.0,0.9
Patrick LairdMIA,0.3,2.5,0.0,0.6,4.7,0.0,0.0,0.8
Deon JacksonIND,0.2,2.5,0.0,0.4,3.5,0.0,0.0,0.8
Corey ClementDAL,0.9,3.9,0.0,0.2,1.2,0.0,0.0,0.7
Alex Armah Jr.WAS,1.2,2.8,0.0,0.2,1.5,0.0,0.0,0.7
Gary BrightwellNYG,0.4,2.8,0.0,0.3,2.1,0.0,0.0,0.6
Dwayne WashingtonNO,1.0,4.9,0.0,0.1,0.9,0.0,0.0,0.6
Taiwan JonesBUF,0.4,1.9,0.0,0.2,2.9,0.0,0.0,0.6
Keith SmithATL,0.6,1.3,0.0,0.5,3.5,0.0,0.0,0.6
Michael BurtonKC,0.5,1.5,0.0,0.3,2.1,0.0,0.0,0.5
Tory CarterTEN,0.0,0.0,0.0,0.4,4.0,0.0,0.0,0.4
Johnny StantonCLE,0.0,0.0,0.0,0.3,4.0,0.0,0.0,0.4
Jakob JohnsonNE,0.1,0.1,0.0,0.4,3.2,0.0,0.0,0.3
