Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
Preston WilliamsMIA,2.8,38.6,0.2,0.1,0.6,0.0,0.0,4.9
Jalen ReagorPHI,3.2,35.8,0.2,0.2,1.4,0.0,0.0,4.8
Quez WatkinsPHI,2.8,38.7,0.2,0.0,0.1,0.0,0.0,4.8
Randall CobbGB,2.6,31.9,0.2,0.1,0.3,0.0,0.0,4.5
Kendrick BourneNE,2.5,31.7,0.2,0.2,1.0,0.0,0.0,4.4
Keke CouteeIND,2.1,31.5,0.2,0.0,0.2,0.0,0.0,4.4
Nick Westbrook-IkhineTEN,2.5,30.4,0.2,0.0,0.1,0.0,0.0,4.2
Dyami BrownWAS,2.5,32.8,0.1,0.1,0.2,0.0,0.0,4.1
Donovan Peoples-JonesCLE,2.0,29.7,0.2,0.0,0.3,0.0,0.0,4.0
John RossNYG,2.2,30.8,0.1,0.0,0.1,0.0,0.0,3.9
Kenny StillsNO,1.9,27.5,0.2,0.3,1.6,0.0,0.0,3.9
Collin JohnsonNYG,2.4,30.3,0.1,0.0,0.0,0.0,0.0,3.8
Nico CollinsHOU,2.6,30.6,0.1,0.0,0.1,0.0,0.0,3.8
KhaDarel HodgeDET,2.5,29.8,0.1,0.0,0.0,0.0,0.0,3.6
DeSean JacksonLV,1.3,24.3,0.2,0.0,0.1,0.0,0.0,3.5
Demarcus RobinsonKC,1.8,22.4,0.2,0.0,0.0,0.0,0.0,3.5
Tyler JohnsonTB,1.9,26.3,0.1,0.0,0.1,0.0,0.0,3.3
Devin DuvernayBAL,2.2,25.8,0.1,0.1,0.9,0.0,0.0,3.3
Adam HumphriesWAS,2.6,26.2,0.1,0.0,0.3,0.0,0.0,3.2
Chester RogersTEN,2.5,29.0,0.1,0.0,0.0,0.0,0.0,3.2
Keelan Cole Sr.NYJ,1.7,24.4,0.1,0.0,0.1,0.0,0.0,3.2
Olamide ZaccheausATL,1.7,23.6,0.1,0.0,0.1,0.0,0.0,3.1
Elijah MooreNYJ,2.0,24.8,0.1,0.0,0.1,0.0,0.0,3.0
Chris ConleyHOU,1.8,24.0,0.1,0.0,0.2,0.0,0.0,3.0
Chris MooreHOU,1.8,22.1,0.1,0.0,0.0,0.0,0.0,2.9
Mack HollinsMIA,1.8,21.9,0.1,0.0,0.0,0.0,0.0,2.9
Kendall HintonDEN,1.7,20.5,0.1,0.2,0.7,0.0,0.0,2.9
Freddie SwainSEA,1.9,21.7,0.1,0.2,1.2,0.0,0.0,2.8
Albert WilsonMIA,2.2,21.8,0.1,0.1,0.5,0.0,0.0,2.8
Shi SmithCAR,1.8,20.7,0.1,0.0,0.2,0.0,0.0,2.8
Ty MontgomeryNO,1.7,17.3,0.1,0.9,3.7,0.0,0.0,2.7
Mohamed Sanu Sr.SF,1.8,20.5,0.1,0.0,0.1,0.0,0.0,2.7
Danny AmendolaHOU,2.2,22.8,0.1,0.0,0.1,0.0,0.0,2.7
Juwan JohnsonNO,1.5,15.3,0.2,0.0,0.0,0.0,0.0,2.7
Terrace Marshall Jr.CAR,2.0,27.0,0.0,0.0,0.0,0.0,0.0,2.7
Rashard HigginsCLE,1.4,19.7,0.1,0.0,0.0,0.0,0.0,2.6
Josh GordonKC,1.2,18.5,0.1,0.0,0.0,0.0,0.0,2.6
Braxton BerriosNYJ,1.6,17.4,0.1,0.3,1.8,0.0,0.0,2.5
Marquise GoodwinCHI,1.3,18.7,0.1,0.1,0.5,0.0,0.0,2.4
Marcus JohnsonTEN,1.2,16.5,0.1,0.0,0.0,0.0,0.0,2.4
Byron PringleKC,1.1,15.3,0.1,0.0,0.0,0.0,0.0,2.2
Josh ReynoldsDET,1.1,13.8,0.1,0.0,0.1,0.0,0.0,2.1
N'Keal HarryNE,1.4,14.9,0.1,0.1,0.5,0.0,0.0,2.0
Jaelon DardenTB,1.1,13.9,0.1,0.0,0.3,0.0,0.0,2.0
Ashton DulinIND,1.3,15.0,0.1,0.1,0.1,0.0,0.0,2.0
DeAndre CarterWAS,1.2,14.6,0.1,0.2,1.3,0.0,0.0,2.0
Tajae SharpeATL,1.0,14.0,0.1,0.0,0.1,0.0,0.0,1.9
James Proche IIBAL,1.0,12.9,0.1,0.0,0.1,0.0,0.0,1.8
Denzel MimsNYJ,1.1,14.2,0.1,0.0,0.1,0.0,0.0,1.8
Trent SherfieldSF,1.2,14.5,0.1,0.0,0.1,0.0,0.0,1.8
Justin WatsonKC,1.0,12.4,0.1,0.0,0.0,0.0,0.0,1.7
Zay JonesLV,1.0,11.4,0.1,0.0,0.0,0.0,0.0,1.7
Lil'Jordan HumphreyNO,0.9,11.0,0.1,0.0,0.0,0.0,0.0,1.6
Alex EricksonCAR,1.0,13.0,0.0,0.1,0.5,0.0,0.0,1.5
Damiere ByrdCHI,1.1,13.3,0.0,0.0,0.0,0.0,0.0,1.5
Anthony SchwartzCLE,0.7,8.7,0.1,0.1,0.8,0.0,0.0,1.4
Amari RodgersGB,0.9,11.5,0.1,0.1,0.3,0.0,0.0,1.4
Greg WardPHI,0.8,7.6,0.1,0.1,0.1,0.0,0.0,1.4
Jauan JenningsSF,0.7,9.5,0.1,0.0,0.1,0.0,0.0,1.4
Scotty MillerTB,0.7,9.6,0.1,0.0,0.0,0.0,0.0,1.4
Travis BenjaminSF,0.8,10.6,0.0,0.0,0.0,0.0,0.0,1.3
Isaiah FordMIA,0.9,10.0,0.1,0.0,0.0,0.0,0.0,1.3
Aaron ParkerCAR,0.7,8.6,0.1,0.0,0.5,0.0,0.0,1.2
Diontae SpencerDEN,0.8,8.6,0.1,0.0,0.3,0.0,0.0,1.2
Mike StrachanIND,0.7,8.4,0.0,0.0,0.0,0.0,0.0,1.1
Miles BoykinBAL,0.6,8.0,0.1,0.0,0.0,0.0,0.0,1.1
Penny HartSEA,0.8,9.0,0.0,0.0,0.1,0.0,0.0,1.1
Cyril Grayson Jr.TB,0.5,7.7,0.0,0.0,0.2,0.0,0.0,1.0
Tom KennedyDET,0.7,8.1,0.0,0.0,0.1,0.0,0.0,1.0
Tutu AtwellLAR,0.4,6.8,0.0,0.1,0.3,0.0,0.0,1.0
Auden TateCIN,0.6,7.5,0.0,0.0,0.0,0.0,0.0,1.0
Mason KinseyTEN,0.4,6.4,0.0,0.0,0.6,0.0,0.0,0.9
Trinity BensonDET,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.9
Equanimeous St. BrownGB,0.5,6.6,0.0,0.0,0.0,0.0,0.0,0.8
Gunner OlszewskiNE,0.4,6.1,0.0,0.2,0.6,0.0,0.1,0.8
Phillip Dorsett IIHOU,0.5,6.2,0.0,0.0,0.0,0.0,0.0,0.7
Jeff SmithNYJ,0.6,7.0,0.0,0.0,0.0,0.0,0.0,0.7
Dax MilneWAS,0.5,5.8,0.0,0.0,0.1,0.0,0.0,0.7
Tyrie ClevelandDEN,0.4,5.1,0.0,0.0,0.1,0.0,0.0,0.6
Ben SkowronekLAR,0.3,4.4,0.0,0.0,0.1,0.0,0.0,0.6
Juwann WinfreeGB,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.6
Trenton IrwinCIN,0.3,4.7,0.0,0.0,0.1,0.0,0.0,0.5
Christian BlakeATL,0.3,3.9,0.0,0.0,0.0,0.0,0.0,0.5
Tylan WallaceBAL,0.2,3.8,0.0,0.0,0.1,0.0,0.0,0.5
J.J. Arcega-WhitesidePHI,0.2,3.6,0.0,0.0,0.0,0.0,0.0,0.4
Matthew SlaterNE,0.2,3.1,0.0,0.0,0.0,0.0,0.0,0.4
Antonio Gandy-GoldenWAS,0.2,2.6,0.0,0.0,0.2,0.0,0.0,0.3
Kirk MerrittNO,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3
Marcus KempKC,0.1,2.1,0.0,0.0,0.1,0.0,0.0,0.3
Antoine WesleyARI,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
Frank DarbyATL,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
Stanley Morgan Jr.CIN,0.1,1.8,0.0,0.0,0.1,0.0,0.0,0.2
