Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
Davante AdamsGB,7.9,105.5,0.9,0.0,0.0,0.0,0.1,15.9
Tyreek HillKC,7.0,97.9,0.8,0.8,5.1,0.0,0.1,15.2
Cooper KuppLAR,7.0,97.0,0.9,0.3,1.3,0.0,0.1,15.0
Deebo SamuelSF,5.9,84.2,0.5,1.2,8.1,0.0,0.1,12.5
DJ MooreCAR,6.3,83.9,0.6,0.6,3.6,0.0,0.1,12.4
A.J. BrownTEN,5.2,78.9,0.7,0.3,1.9,0.0,0.0,12.2
DeAndre HopkinsARI,5.8,77.6,0.8,0.0,0.1,0.0,0.1,12.2
Mike EvansTB,5.3,78.0,0.7,0.0,0.0,0.0,0.0,11.9
Chris GodwinTB,6.0,77.6,0.6,0.1,0.7,0.0,0.1,11.7
Robert WoodsLAR,5.1,66.5,0.6,1.2,6.8,0.1,0.1,11.3
Ja'Marr ChaseCIN,5.2,78.7,0.6,0.0,0.2,0.0,0.1,11.2
Marquise BrownBAL,5.3,72.1,0.6,0.1,0.6,0.0,0.0,11.1
D.K. MetcalfSEA,5.2,74.6,0.6,0.0,0.2,0.0,0.1,10.8
Cordarrelle PattersonATL,3.7,44.3,0.2,8.4,35.3,0.3,0.1,10.8
Terry McLaurinWAS,5.7,74.3,0.5,0.0,0.3,0.0,0.1,10.6
Brandin CooksHOU,6.2,79.4,0.4,0.1,0.6,0.0,0.0,10.5
Courtland SuttonDEN,5.2,74.8,0.5,0.0,0.1,0.0,0.0,10.5
Jaylen WaddleMIA,5.9,64.8,0.5,0.3,2.0,0.0,0.1,9.7
DeVonta SmithPHI,5.2,70.2,0.4,0.2,0.9,0.0,0.1,9.7
Sterling ShepardNYG,6.1,61.0,0.5,0.4,2.5,0.0,0.1,9.2
Michael Pittman Jr.IND,5.0,62.3,0.5,0.3,1.8,0.0,0.1,9.1
Tee HigginsCIN,4.7,61.1,0.5,0.0,0.4,0.0,0.1,8.9
Jakobi MeyersNE,6.0,66.7,0.3,0.0,0.3,0.0,0.1,8.4
Tim PatrickDEN,4.1,55.0,0.4,0.1,0.9,0.0,0.0,8.2
Tyler LockettSEA,5.0,63.4,0.3,0.1,0.2,0.0,0.0,8.2
A.J. GreenARI,3.5,52.2,0.5,0.0,0.0,0.0,0.0,8.2
Marquez CallawayNO,4.0,58.3,0.4,0.1,0.7,0.0,0.0,8.1
Jarvis LandryCLE,4.1,47.5,0.4,0.4,2.7,0.0,0.0,7.9
Hunter RenfrowLV,5.0,58.6,0.3,0.0,0.0,0.0,0.1,7.6
Julio JonesTEN,4.1,59.2,0.3,0.0,0.0,0.0,0.0,7.6
T.Y. HiltonIND,3.9,51.0,0.4,0.0,0.0,0.0,0.0,7.5
Corey DavisNYJ,4.3,57.7,0.3,0.0,0.2,0.0,0.0,7.3
Allen Robinson IICHI,4.7,58.5,0.2,0.0,0.0,0.0,0.0,7.2
Mecole HardmanKC,3.6,47.6,0.3,0.6,4.0,0.0,0.1,7.0
Robby AndersonCAR,4.3,50.5,0.3,0.2,0.9,0.0,0.0,6.8
Darius SlaytonNYG,3.6,53.1,0.2,0.0,0.1,0.0,0.0,6.7
Odell Beckham Jr.LAR,3.2,47.8,0.3,0.3,2.0,0.0,0.0,6.7
Darnell MooneyCHI,4.5,54.1,0.2,0.2,1.0,0.0,0.0,6.7
Tyler BoydCIN,4.8,53.3,0.2,0.1,0.9,0.0,0.1,6.7
Christian KirkARI,3.6,47.4,0.3,0.2,1.8,0.0,0.0,6.7
Brandon AiyukSF,3.4,43.6,0.3,0.5,3.5,0.0,0.0,6.3
Jamison CrowderNYJ,4.1,46.5,0.3,0.1,0.6,0.0,0.0,6.2
Nelson AgholorNE,3.5,43.6,0.2,0.4,2.1,0.0,0.0,5.9
Allen LazardGB,3.1,41.7,0.3,0.1,0.5,0.0,0.0,5.8
DeVante ParkerMIA,3.0,40.0,0.3,0.0,0.0,0.0,0.0,5.8
Kalif RaymondDET,3.6,46.7,0.2,0.1,0.4,0.0,0.0,5.7
Rondale MooreARI,2.8,37.3,0.2,1.3,8.4,0.0,0.0,5.7
Amon-Ra St. BrownDET,4.6,48.7,0.2,0.0,0.0,0.0,0.1,5.7
Dante PettisNYG,3.4,42.8,0.2,0.1,0.3,0.0,0.0,5.7
Rashod BatemanBAL,3.4,43.3,0.2,0.0,0.3,0.0,0.0,5.6
Bryan EdwardsLV,2.8,43.5,0.2,0.0,0.0,0.0,0.0,5.4
Deonte HartyNO,2.8,35.5,0.3,0.1,0.5,0.0,0.0,5.4
Van JeffersonLAR,2.7,37.8,0.3,0.0,0.1,0.0,0.0,5.3
Marquez Valdes-ScantlingGB,2.5,37.4,0.2,0.0,0.0,0.0,0.0,5.1
Zach PascalIND,2.8,37.0,0.2,0.0,0.1,0.0,0.0,5.1
Russell GageATL,3.4,37.8,0.2,0.0,0.4,0.0,0.0,5.1
Tre'Quan SmithNO,2.7,37.2,0.2,0.1,0.7,0.0,0.0,5.0
