Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
D'Wayne EskridgeSEA,1.2,14.5,0.1,0.4,2.5,0.0,0.0,2.1
Josh GordonKC,1.0,14.8,0.1,0.0,0.0,0.0,0.0,2.0
Jaelon DardenTB,1.1,12.9,0.1,0.2,0.8,0.0,0.0,2.0
Joshua PalmerLAC,1.1,13.0,0.1,0.0,0.0,0.0,0.0,1.9
Kendall HintonDEN,1.1,13.0,0.1,0.2,0.9,0.0,0.0,1.9
Braxton BerriosNYJ,1.3,13.1,0.1,0.1,0.6,0.0,0.0,1.8
Albert WilsonMIA,1.3,13.8,0.1,0.0,0.0,0.0,0.0,1.8
Ashton DulinIND,0.9,10.9,0.1,0.0,0.3,0.0,0.0,1.6
Mohamed Sanu Sr.SF,1.3,12.7,0.1,0.0,0.0,0.0,0.0,1.6
Tavon AustinJAC,1.1,11.8,0.1,0.0,0.0,0.0,0.0,1.6
Ben SkowronekLAR,0.9,11.3,0.1,0.0,0.0,0.0,0.0,1.6
Travis BenjaminSF,1.0,11.1,0.1,0.0,0.1,0.0,0.0,1.6
N'Keal HarryNE,1.0,10.9,0.1,0.1,0.3,0.0,0.0,1.6
Dezmon PatmonIND,1.0,10.8,0.1,0.0,0.0,0.0,0.0,1.5
Steven Sims Jr.PIT,0.8,9.0,0.1,0.0,0.0,0.0,0.0,1.5
Trent SherfieldSF,0.8,10.9,0.1,0.0,0.0,0.0,0.0,1.4
Breshad PerrimanTB,0.6,10.0,0.1,0.0,0.0,0.0,0.0,1.4
Dede WestbrookMIN,0.9,9.6,0.1,0.0,0.0,0.0,0.0,1.3
Jeff SmithNYJ,0.9,9.8,0.0,0.1,0.5,0.0,0.0,1.3
Isaiah McKenzieBUF,0.6,5.8,0.1,0.4,2.5,0.0,0.0,1.3
Isaiah FordMIA,0.9,10.0,0.0,0.0,0.0,0.0,0.0,1.2
Malik TurnerDAL,0.8,9.3,0.0,0.0,0.0,0.0,0.0,1.2
Jauan JenningsSF,0.7,8.4,0.0,0.0,0.0,0.0,0.0,1.1
Cam SimsWAS,0.6,8.1,0.0,0.1,0.2,0.0,0.0,1.1
Laquon TreadwellJAC,0.7,8.5,0.0,0.0,0.0,0.0,0.0,1.1
Noah BrownDAL,0.7,8.6,0.0,0.0,0.2,0.0,0.0,1.0
Frank DarbyATL,0.5,7.1,0.1,0.0,0.2,0.0,0.0,1.0
Cyril Grayson Jr.TB,0.6,7.1,0.1,0.0,0.1,0.0,0.0,1.0
Kevin WhiteNO,0.7,8.8,0.0,0.0,0.0,0.0,0.0,1.0
Penny HartSEA,0.6,6.6,0.0,0.2,0.8,0.0,0.0,1.0
Dax MilneWAS,0.7,7.9,0.0,0.0,0.0,0.0,0.0,0.9
Josh ReynoldsDET,0.6,6.3,0.0,0.0,0.3,0.0,0.0,0.8
Dez FitzpatrickTEN,0.6,6.4,0.0,0.0,0.2,0.0,0.0,0.8
Equanimeous St. BrownGB,0.5,5.9,0.0,0.0,0.4,0.0,0.0,0.7
Lil'Jordan HumphreyNO,0.3,4.7,0.0,0.0,0.0,0.0,0.0,0.7
Ihmir Smith-MarsetteMIN,0.3,4.3,0.0,0.0,0.3,0.0,0.0,0.6
Amari RodgersGB,0.3,4.6,0.0,0.1,0.4,0.0,0.0,0.6
Dillon StonerLV,0.3,4.4,0.0,0.0,0.2,0.0,0.0,0.6
Andy IsabellaARI,0.2,4.4,0.0,0.0,0.1,0.0,0.0,0.5
Greg WardPHI,0.5,4.7,0.0,0.0,0.1,0.0,0.0,0.5
J.J. KoskiLAR,0.3,4.1,0.0,0.0,0.2,0.0,0.0,0.5
Mike StrachanIND,0.2,3.5,0.0,0.0,0.1,0.0,0.0,0.5
Christian BlakeATL,0.3,3.4,0.0,0.0,0.0,0.0,0.0,0.5
J.J. Arcega-WhitesidePHI,0.2,3.3,0.0,0.0,0.1,0.0,0.0,0.5
Dan ChisenaMIN,0.2,3.7,0.0,0.0,0.1,0.0,0.0,0.4
Tyrie ClevelandDEN,0.3,3.6,0.0,0.0,0.1,0.0,0.0,0.4
Andre RobertsLAC,0.1,2.5,0.0,0.3,0.8,0.0,0.0,0.4
Matthew SlaterNE,0.1,2.9,0.0,0.0,0.1,0.0,0.0,0.4
Miles BoykinBAL,0.1,2.9,0.0,0.0,0.0,0.0,0.0,0.3
Kristian WilkersonNE,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3
Tylan WallaceBAL,0.1,2.5,0.0,0.0,0.1,0.0,0.0,0.3
Diontae SpencerDEN,0.1,1.8,0.0,0.0,0.4,0.0,0.0,0.3
Jake KumerowBUF,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.2
John HightowerPHI,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.2
Maurice FfrenchLAC,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
Alex EricksonCAR,0.1,1.5,0.0,0.0,0.1,0.0,0.0,0.2
Marcus KempKC,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Malik TaylorGB,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
