Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
Allen Robinson IICHI,3.9,49.2,0.2,0.0,0.0,0.0,0.0,5.9
Tim PatrickDEN,3.4,46.0,0.2,0.0,0.0,0.0,0.0,5.9
Mecole HardmanKC,3.5,43.5,0.2,0.6,3.6,0.0,0.1,5.8
Nelson AgholorNE,3.3,42.5,0.2,0.2,1.1,0.0,0.0,5.7
Laviska Shenault Jr.JAC,4.2,43.8,0.1,0.7,3.7,0.0,0.0,5.6
Russell GageATL,4.2,44.5,0.2,0.0,0.2,0.0,0.0,5.5
Tre'Quan SmithNO,2.7,37.2,0.3,0.1,0.4,0.0,0.0,5.5
Darius SlaytonNYG,3.0,41.2,0.2,0.0,0.1,0.0,0.0,5.4
Donovan Peoples-JonesCLE,2.5,39.2,0.2,0.0,0.1,0.0,0.1,5.2
Robby AndersonCAR,3.3,39.5,0.2,0.1,0.3,0.0,0.0,5.2
K.J. OsbornMIN,3.1,39.9,0.2,0.1,0.5,0.0,0.0,5.1
Brandon AiyukSF,3.0,36.0,0.2,0.4,2.2,0.0,0.0,4.9
Nico CollinsHOU,2.9,37.1,0.2,0.0,0.1,0.0,0.0,4.7
Cedrick Wilson Jr.DAL,2.2,29.3,0.3,0.2,0.8,0.0,0.0,4.6
Deonte HartyNO,2.7,33.3,0.2,0.2,2.0,0.0,0.0,4.6
Quez WatkinsPHI,2.8,38.1,0.1,0.0,0.0,0.0,0.0,4.6
Elijah MooreNYJ,2.8,34.9,0.1,0.5,2.4,0.0,0.0,4.6
Marquez Valdes-ScantlingGB,2.1,33.6,0.2,0.1,0.3,0.0,0.0,4.5
Rashard HigginsCLE,2.5,35.3,0.2,0.0,0.0,0.0,0.0,4.5
Allen LazardGB,2.7,34.1,0.2,0.0,0.3,0.0,0.0,4.5
Kendrick BourneNE,2.6,32.5,0.2,0.1,1.1,0.0,0.0,4.3
Jamal AgnewJAC,3.3,34.5,0.1,0.4,2.1,0.0,0.0,4.2
Jalen ReagorPHI,2.4,27.6,0.2,0.5,2.9,0.0,0.0,4.0
Denzel MimsNYJ,2.3,32.3,0.1,0.0,0.0,0.0,0.0,4.0
Gabriel DavisBUF,1.6,24.6,0.2,0.0,0.0,0.0,0.0,3.8
Tajae SharpeATL,2.6,30.9,0.1,0.0,0.0,0.0,0.0,3.8
Keelan Cole Sr.NYJ,2.1,28.9,0.1,0.0,0.1,0.0,0.0,3.6
Danny AmendolaHOU,2.5,28.5,0.1,0.0,0.0,0.0,0.0,3.6
Antoine WesleyARI,2.2,25.3,0.1,0.0,0.0,0.0,0.0,3.4
Mack HollinsMIA,1.9,25.1,0.1,0.0,0.0,0.0,0.0,3.3
Olamide ZaccheausATL,2.0,26.3,0.1,0.0,0.1,0.0,0.0,3.3
Randall CobbGB,2.1,24.5,0.1,0.1,0.3,0.0,0.0,3.3
Terrace Marshall Jr.CAR,2.3,25.9,0.1,0.0,0.1,0.0,0.0,3.2
Zay JonesLV,1.9,23.4,0.1,0.0,0.1,0.0,0.0,3.2
Jalen GuytonLAC,1.8,23.7,0.1,0.4,2.1,0.0,0.0,3.2
John RossNYG,1.7,23.3,0.1,0.0,0.1,0.0,0.0,3.0
Ashton DulinIND,1.9,20.5,0.1,0.1,0.0,0.0,0.0,2.9
James WashingtonPIT,1.6,22.2,0.1,0.0,0.0,0.0,0.0,2.8
Demarcus RobinsonKC,1.5,19.5,0.1,0.0,0.0,0.0,0.0,2.8
Devin DuvernayBAL,1.6,19.5,0.1,0.3,1.9,0.0,0.0,2.7
Chris ConleyHOU,1.4,20.4,0.1,0.0,0.0,0.0,0.0,2.7
Byron PringleKC,1.6,20.2,0.1,0.0,0.0,0.0,0.0,2.7
Kenny StillsNO,1.2,17.2,0.1,0.2,0.6,0.0,0.0,2.6
Marcus JohnsonTEN,1.5,19.7,0.1,0.1,0.6,0.0,0.0,2.6
Nick Westbrook-IkhineTEN,1.6,17.5,0.1,0.0,0.0,0.0,0.0,2.5
Chester RogersTEN,1.6,19.3,0.1,0.1,0.6,0.0,0.0,2.5
Braxton BerriosNYJ,1.6,17.9,0.1,0.1,1.1,0.0,0.0,2.5
Marquise GoodwinCHI,1.3,18.9,0.1,0.1,0.5,0.0,0.0,2.4
Isaiah FordMIA,1.5,17.7,0.1,0.0,0.0,0.0,0.0,2.3
Kendall HintonDEN,1.3,15.2,0.1,0.1,0.2,0.0,0.0,2.3
Mohamed Sanu Sr.SF,1.5,16.4,0.1,0.0,0.1,0.0,0.0,2.2
Chris MooreHOU,1.3,16.2,0.1,0.0,0.0,0.0,0.0,2.1
Albert WilsonMIA,1.5,15.5,0.1,0.1,0.5,0.0,0.0,2.1
Josh GordonKC,0.9,13.9,0.1,0.0,0.0,0.0,0.0,1.9
Tavon AustinJAC,1.5,13.8,0.1,0.1,0.8,0.0,0.0,1.9
Anthony SchwartzCLE,1.0,13.1,0.1,0.2,1.2,0.0,0.0,1.9
Ray-Ray McCloudPIT,1.2,11.9,0.1,0.3,1.2,0.0,0.0,1.7
Trent SherfieldSF,1.0,13.8,0.1,0.0,0.0,0.0,0.0,1.7
Noah BrownDAL,1.0,12.5,0.1,0.0,0.0,0.0,0.0,1.7
James Proche IIBAL,0.9,11.7,0.1,0.0,0.0,0.0,0.0,1.7
Lil'Jordan HumphreyNO,0.6,10.0,0.1,0.0,0.1,0.0,0.0,1.6
Collin JohnsonNYG,1.0,12.5,0.1,0.0,0.0,0.0,0.0,1.6
Andy IsabellaARI,1.0,11.8,0.1,0.0,0.0,0.0,0.0,1.5
Joshua PalmerLAC,1.1,12.3,0.1,0.0,0.0,0.0,0.0,1.5
Ben SkowronekLAR,0.8,10.3,0.1,0.0,0.1,0.0,0.0,1.5
Dede WestbrookMIN,1.0,10.7,0.1,0.0,0.2,0.0,0.0,1.4
J.J. KoskiLAR,0.7,8.6,0.1,0.0,0.4,0.0,0.0,1.3
John HightowerPHI,0.7,9.2,0.1,0.0,0.7,0.0,0.0,1.3
Dezmon PatmonIND,0.6,8.4,0.1,0.0,0.1,0.0,0.0,1.2
Kevin WhiteNO,0.6,8.5,0.0,0.0,0.1,0.0,0.0,1.1
Greg WardPHI,0.6,6.6,0.1,0.0,0.1,0.0,0.0,1.1
Maurice FfrenchLAC,0.7,7.8,0.0,0.0,0.3,0.0,0.0,1.1
Isaiah McKenzieBUF,0.5,5.6,0.0,0.4,2.5,0.0,0.0,1.0
Jake KumerowBUF,0.4,7.4,0.0,0.0,0.0,0.0,0.0,1.0
Corey DavisNYJ,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
Kristian WilkersonNE,0.6,6.4,0.1,0.0,0.1,0.0,0.0,1.0
Jauan JenningsSF,0.6,7.1,0.0,0.0,0.0,0.0,0.0,0.9
Jeff SmithNYJ,0.6,7.3,0.0,0.3,0.9,0.0,0.0,0.9
Frank DarbyATL,0.6,7.1,0.0,0.0,0.2,0.0,0.0,0.9
Dillon StonerLV,0.5,6.9,0.0,0.0,0.2,0.0,0.0,0.9
Equanimeous St. BrownGB,0.5,6.5,0.0,0.0,0.5,0.0,0.0,0.8
Damiere ByrdCHI,0.5,7.4,0.0,0.0,0.0,0.0,0.0,0.8
Kirk MerrittNO,0.5,6.3,0.0,0.0,0.0,0.0,0.0,0.7
Malik TurnerDAL,0.4,5.5,0.0,0.0,0.0,0.0,0.0,0.7
Gunner OlszewskiNE,0.4,5.4,0.0,0.0,0.2,0.0,0.0,0.7
Laquon TreadwellJAC,0.5,5.5,0.0,0.0,0.0,0.0,0.0,0.7
Mike ThomasCIN,0.4,4.8,0.0,0.0,0.0,0.0,0.0,0.6
Amari RodgersGB,0.3,4.0,0.0,0.3,0.8,0.0,0.0,0.6
Miles BoykinBAL,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.5
Mike StrachanIND,0.3,3.8,0.0,0.0,0.1,0.0,0.0,0.4
Christian BlakeATL,0.3,3.3,0.0,0.0,0.0,0.0,0.0,0.4
Tyrie ClevelandDEN,0.3,3.1,0.0,0.0,0.1,0.0,0.0,0.4
Alex EricksonCAR,0.2,2.4,0.0,0.3,0.8,0.0,0.0,0.4
Dan ChisenaMIN,0.2,3.4,0.0,0.0,0.1,0.0,0.0,0.4
Malik TaylorGB,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.4
Andre RobertsLAC,0.1,2.8,0.0,0.0,0.3,0.0,0.0,0.3
Matthew SlaterNE,0.1,2.6,0.0,0.0,0.1,0.0,0.0,0.3
Marcus KempKC,0.2,2.4,0.0,0.0,0.1,0.0,0.0,0.3
Stanley Morgan Jr.CIN,0.1,2.3,0.0,0.0,0.1,0.0,0.0,0.3
Diontae SpencerDEN,0.1,1.6,0.0,0.0,0.3,0.0,0.0,0.2
Tylan WallaceBAL,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
