Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
Cooper KuppLAR,7.7,104.4,0.9,0.1,0.2,0.0,0.1,15.7
Tyreek HillKC,6.6,88.0,0.7,0.9,6.2,0.0,0.1,13.8
Cordarrelle PattersonATL,4.0,43.6,0.7,9.2,30.3,0.3,0.1,13.2
Stefon DiggsBUF,6.6,87.1,0.7,0.0,0.3,0.0,0.1,12.7
A.J. BrownTEN,6.2,89.4,0.6,0.2,1.0,0.0,0.1,12.6
Davante AdamsGB,6.8,89.6,0.6,0.0,0.0,0.0,0.1,12.5
DeAndre HopkinsARI,5.0,65.0,1.0,0.0,0.0,0.0,0.0,12.5
Ja'Marr ChaseCIN,5.3,79.9,0.7,0.4,2.1,0.0,0.0,12.3
Justin JeffersonMIN,6.4,90.2,0.6,0.0,0.0,0.0,0.1,12.2
Deebo SamuelSF,5.5,80.3,0.5,0.8,5.6,0.0,0.1,11.9
CeeDee LambDAL,5.8,79.5,0.6,0.4,2.5,0.0,0.1,11.7
Marquise BrownBAL,5.3,74.5,0.7,0.0,0.3,0.0,0.0,11.5
Diontae JohnsonPIT,6.9,78.8,0.6,0.3,2.0,0.0,0.1,11.4
Adam ThielenMIN,5.8,75.0,0.6,0.1,0.3,0.0,0.1,11.2
Amari CooperDAL,5.3,73.3,0.7,0.0,0.2,0.0,0.1,11.2
Mike WilliamsLAC,5.1,72.4,0.6,0.0,0.1,0.0,0.0,10.6
Brandin CooksHOU,5.8,76.1,0.5,0.1,0.3,0.0,0.1,10.5
Robert WoodsLAR,5.2,64.3,0.5,1.0,5.7,0.1,0.1,10.5
Michael Pittman Jr.IND,5.5,71.4,0.6,0.2,0.9,0.0,0.1,10.5
DJ MooreCAR,5.5,76.8,0.4,0.3,2.0,0.0,0.1,10.4
Emmanuel SandersBUF,4.4,64.1,0.6,0.1,0.5,0.0,0.0,9.7
Cole BeasleyBUF,5.5,64.6,0.6,0.0,0.0,0.0,0.1,9.7
Jaylen WaddleMIA,5.8,64.7,0.5,0.3,1.7,0.0,0.1,9.6
Courtland SuttonDEN,4.9,70.6,0.4,0.0,0.1,0.0,0.0,9.6
Jarvis LandryCLE,5.4,65.6,0.4,0.6,3.2,0.0,0.1,9.5
Keenan AllenLAC,6.5,72.7,0.3,0.0,0.1,0.0,0.1,9.2
Hunter RenfrowLV,5.4,61.4,0.4,0.0,0.0,0.0,0.1,8.7
Tee HigginsCIN,4.6,62.0,0.3,0.0,0.2,0.0,0.0,8.2
Chase ClaypoolPIT,4.2,59.6,0.3,0.7,3.8,0.0,0.0,8.2
Christian KirkARI,4.7,57.9,0.3,0.1,0.6,0.0,0.0,7.5
Marvin Jones Jr.JAC,4.7,57.9,0.3,0.0,0.0,0.0,0.0,7.5
Jamison CrowderNYJ,5.3,59.1,0.3,0.0,0.1,0.0,0.1,7.4
Julio JonesTEN,4.2,58.7,0.2,0.0,0.0,0.0,0.0,7.2
Kadarius ToneyNYG,4.6,53.9,0.2,0.6,3.6,0.0,0.0,7.1
DeVonta SmithPHI,4.4,56.4,0.2,0.0,0.1,0.0,0.0,7.0
Jakobi MeyersNE,5.6,59.7,0.2,0.0,0.1,0.0,0.1,7.0
Jerry JeudyDEN,4.1,56.3,0.2,0.3,1.4,0.0,0.0,6.9
Rondale MooreARI,4.2,46.3,0.2,1.3,7.0,0.0,0.1,6.7
Kenny GolladayNYG,3.6,51.5,0.3,0.0,0.0,0.0,0.0,6.6
Tyler BoydCIN,4.2,48.9,0.3,0.0,0.4,0.0,0.0,6.6
Van JeffersonLAR,3.4,47.6,0.3,0.0,0.0,0.0,0.0,6.5
Bryan EdwardsLV,3.3,51.2,0.2,0.0,0.0,0.0,0.0,6.5
Darnell MooneyCHI,4.3,52.7,0.2,0.1,0.3,0.0,0.0,6.4
Marquez CallawayNO,3.5,46.8,0.3,0.0,0.0,0.0,0.0,6.3
Rashod BatemanBAL,3.6,48.7,0.2,0.0,0.3,0.0,0.0,6.1
Zach PascalIND,3.5,42.9,0.3,0.0,0.1,0.0,0.0,6.1
