Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
Adam HumphriesWAS,1.9,19.4,0.1,0.0,0.0,0.0,0.0,2.5
Isaiah CoulterCHI,1.7,19.0,0.1,0.0,0.0,0.0,0.0,2.5
Devin DuvernayBAL,1.5,17.4,0.1,0.2,1.6,0.0,0.0,2.5
Trent SherfieldSF,1.4,18.3,0.1,0.0,0.0,0.0,0.0,2.5
Freddie SwainSEA,1.4,16.7,0.1,0.2,1.1,0.0,0.0,2.5
Joshua PalmerLAC,1.6,18.5,0.1,0.0,0.1,0.0,0.0,2.5
Demarcus RobinsonKC,1.4,17.6,0.1,0.0,0.0,0.0,0.0,2.4
Rodney AdamsNYJ,1.5,18.4,0.1,0.0,0.2,0.0,0.0,2.4
John RossNYG,1.3,18.2,0.1,0.2,1.0,0.0,0.0,2.4
Albert WilsonMIA,1.5,16.4,0.1,0.3,1.5,0.0,0.0,2.3
Josh GordonKC,1.1,16.8,0.1,0.0,0.0,0.0,0.0,2.3
Denzel MimsNYJ,1.2,16.9,0.1,0.0,0.0,0.0,0.0,2.2
Braxton BerriosNYJ,1.4,15.7,0.1,0.1,0.6,0.0,0.0,2.2
Noah BrownDAL,1.6,17.7,0.1,0.0,0.0,0.0,0.0,2.2
Tavon AustinJAC,1.4,14.9,0.1,0.0,0.2,0.0,0.1,2.1
Mohamed Sanu Sr.SF,1.3,14.9,0.1,0.1,0.2,0.0,0.0,1.9
Chris MooreHOU,1.3,15.0,0.1,0.0,0.0,0.0,0.0,1.9
Ray-Ray McCloudPIT,1.2,12.8,0.1,0.2,1.4,0.0,0.0,1.9
Anthony MillerPIT,1.2,14.2,0.1,0.0,0.3,0.0,0.0,1.9
D'Wayne EskridgeSEA,1.0,12.4,0.1,0.3,2.0,0.0,0.0,1.8
Ben SkowronekLAR,0.9,11.0,0.1,0.0,0.0,0.0,0.0,1.7
Antoine WesleyARI,1.0,11.7,0.1,0.0,0.0,0.0,0.0,1.6
Scotty MillerTB,0.8,11.0,0.1,0.0,0.2,0.0,0.0,1.6
Breshad PerrimanTB,0.8,11.0,0.1,0.0,0.2,0.0,0.0,1.6
Kenny StillsNO,0.7,12.2,0.1,0.0,0.2,0.0,0.0,1.6
Preston WilliamsMIA,0.9,12.2,0.1,0.0,0.1,0.0,0.0,1.5
Kendall HintonDEN,0.9,11.8,0.0,0.2,0.5,0.0,0.0,1.5
Dyami BrownWAS,0.9,11.7,0.0,0.0,0.1,0.0,0.0,1.5
Jaydon MickensJAC,0.9,11.1,0.0,0.0,0.1,0.0,0.0,1.4
Travis BenjaminSF,0.8,11.6,0.0,0.0,0.0,0.0,0.0,1.4
Mack HollinsMIA,0.9,10.4,0.0,0.0,0.0,0.0,0.0,1.3
Ashton DulinIND,0.7,9.5,0.1,0.1,0.5,0.0,0.0,1.3
Collin JohnsonNYG,0.9,10.4,0.0,0.0,0.0,0.0,0.0,1.3
KhaDarel HodgeDET,0.8,10.0,0.0,0.0,0.0,0.0,0.0,1.3
River CracraftMIA,0.7,8.5,0.0,0.0,0.1,0.0,0.0,1.0
Andre RobertsLAC,0.6,9.6,0.0,0.2,1.0,0.0,0.1,1.0
Cam SimsWAS,0.6,7.8,0.0,0.0,0.3,0.0,0.0,1.0
N'Keal HarryNE,0.7,8.2,0.0,0.1,0.0,0.0,0.0,1.0
Kadarius ToneyNYG,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
Stanley Morgan Jr.CIN,0.6,7.1,0.0,0.0,0.0,0.0,0.0,1.0
Malik TurnerDAL,0.5,6.9,0.0,0.0,0.0,0.0,0.0,0.9
Isaiah FordMIA,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.8
Marcus KempKC,0.3,4.9,0.0,0.0,0.1,0.0,0.0,0.7
Frank DarbyATL,0.4,5.2,0.0,0.0,0.1,0.0,0.0,0.7
Isaiah McKenzieBUF,0.4,5.0,0.0,0.4,0.9,0.0,0.0,0.7
Dillon StonerLV,0.3,5.1,0.0,0.0,0.1,0.0,0.0,0.7
Dede WestbrookMIN,0.5,5.4,0.0,0.0,0.0,0.0,0.0,0.7
Christian BlakeATL,0.5,4.9,0.0,0.0,0.0,0.0,0.0,0.6
Jeff SmithNYJ,0.3,4.8,0.0,0.0,0.2,0.0,0.0,0.6
Marquez StevensonBUF,0.3,4.9,0.0,0.0,0.0,0.0,0.0,0.6
Greg WardPHI,0.4,4.3,0.0,0.0,0.0,0.0,0.0,0.6
James Proche IIBAL,0.4,4.7,0.0,0.0,0.1,0.0,0.0,0.5
Dezmon PatmonIND,0.4,4.1,0.0,0.0,0.1,0.0,0.0,0.5
J.J. Arcega-WhitesidePHI,0.2,4.0,0.0,0.0,0.1,0.0,0.0,0.5
J.J. KoskiLAR,0.3,3.9,0.0,0.0,0.2,0.0,0.0,0.5
Penny HartSEA,0.3,3.3,0.0,0.1,0.0,0.0,0.0,0.4
Simi FehokoDAL,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.4
Dan ChisenaMIN,0.1,3.3,0.0,0.0,0.1,0.0,0.0,0.4
Gunner OlszewskiNE,0.1,2.7,0.0,0.1,0.2,0.0,0.0,0.4
Tom KennedyDET,0.2,2.6,0.0,0.0,0.1,0.0,0.0,0.3
Tylan WallaceBAL,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.3
Trenton IrwinCIN,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3
Davion DavisHOU,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3
Diontae SpencerDEN,0.1,1.3,0.0,0.1,0.5,0.0,0.0,0.2
Matthew SlaterNE,0.1,2.0,0.0,0.0,0.2,0.0,0.0,0.2
Landen AkersLAR,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
Jake KumerowBUF,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
