Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
Cooper KuppLAR,7.6,99.5,0.8,0.1,0.3,0.0,0.1,14.6
Justin JeffersonMIN,6.5,94.7,0.7,0.4,2.2,0.0,0.1,13.6
Tyreek HillKC,6.7,83.6,0.7,0.8,5.4,0.0,0.1,13.2
Cordarrelle PattersonATL,4.5,50.4,0.2,9.7,41.4,0.3,0.1,12.0
Keenan AllenLAC,7.1,82.4,0.5,0.0,0.1,0.0,0.1,11.4
Ja'Marr ChaseCIN,5.4,74.7,0.6,0.6,3.0,0.0,0.1,11.3
Adam ThielenMIN,5.6,71.2,0.7,0.0,0.1,0.0,0.0,11.2
Chris GodwinTB,6.1,75.8,0.6,0.3,1.8,0.0,0.1,11.2
Stefon DiggsBUF,6.2,77.9,0.6,0.0,0.1,0.0,0.1,11.2
Diontae JohnsonPIT,6.5,76.9,0.5,0.2,1.5,0.0,0.1,10.9
Mike EvansTB,5.0,70.2,0.7,0.1,0.2,0.0,0.0,10.9
Brandon AiyukSF,5.4,72.6,0.5,0.7,3.2,0.0,0.1,10.6
DeAndre HopkinsARI,5.5,70.2,0.6,0.0,0.1,0.0,0.1,10.5
Marquise BrownBAL,5.4,71.7,0.6,0.1,0.2,0.0,0.1,10.4
CeeDee LambDAL,5.1,68.7,0.6,0.4,2.2,0.0,0.1,10.3
Terry McLaurinWAS,5.6,73.1,0.5,0.1,0.5,0.0,0.1,10.3
Hunter RenfrowLV,6.2,71.3,0.5,0.2,1.1,0.0,0.1,10.2
Darnell MooneyCHI,5.3,70.0,0.4,0.3,2.0,0.0,0.0,9.9
Michael Pittman Jr.IND,5.2,68.3,0.5,0.1,0.5,0.0,0.0,9.9
Tyler LockettSEA,4.9,67.1,0.5,0.0,0.0,0.0,0.0,9.7
Jaylen WaddleMIA,6.3,65.9,0.5,0.3,1.5,0.0,0.1,9.7
Tee HigginsCIN,4.9,64.8,0.5,0.1,0.3,0.0,0.1,9.5
Brandin CooksHOU,5.3,67.3,0.4,0.1,0.4,0.0,0.1,9.3
Deebo SamuelSF,1.8,32.2,0.1,3.8,29.7,0.4,0.1,9.0
Odell Beckham Jr.LAR,4.0,55.4,0.5,0.3,1.7,0.0,0.0,8.7
DeVonta SmithPHI,4.8,66.4,0.3,0.0,0.0,0.0,0.0,8.6
D.K. MetcalfSEA,4.3,62.5,0.4,0.0,0.1,0.0,0.0,8.6
Mike WilliamsLAC,4.5,63.6,0.3,0.0,0.0,0.0,0.0,8.3
Chase ClaypoolPIT,4.0,59.9,0.2,0.9,4.7,0.0,0.0,7.9
Elijah MooreNYJ,4.3,54.0,0.3,0.4,3.0,0.0,0.0,7.6
Kenny GolladayNYG,4.4,60.6,0.2,0.0,0.0,0.0,0.0,7.3
Amari CooperDAL,4.0,52.9,0.3,0.1,0.1,0.0,0.0,7.2
Tre'Quan SmithNO,3.5,47.5,0.4,0.0,0.1,0.0,0.0,7.1
Van JeffersonLAR,3.9,52.2,0.3,0.0,0.2,0.0,0.0,7.1
Jerry JeudyDEN,4.3,56.8,0.2,0.4,1.5,0.0,0.0,7.1
Michael GallupDAL,3.8,55.8,0.2,0.0,0.0,0.0,0.0,7.1
Marvin Jones Jr.JAC,4.1,52.4,0.3,0.0,0.0,0.0,0.0,6.8
Courtland SuttonDEN,4.0,55.4,0.2,0.0,0.1,0.0,0.0,6.7
Jakobi MeyersNE,5.5,59.1,0.1,0.0,0.1,0.0,0.0,6.7
Corey DavisNYJ,3.8,52.0,0.2,0.0,0.0,0.0,0.0,6.6
DeVante ParkerMIA,4.0,50.4,0.2,0.0,0.0,0.0,0.0,6.5
Russell GageATL,4.8,50.8,0.2,0.1,0.2,0.0,0.1,6.3
Kendrick BourneNE,3.7,47.0,0.2,0.4,2.7,0.0,0.0,6.3
Christian KirkARI,3.7,47.2,0.2,0.1,0.6,0.0,0.0,6.3
Tyler BoydCIN,4.3,45.8,0.3,0.1,0.8,0.0,0.1,6.1
Tim PatrickDEN,3.5,46.6,0.2,0.0,0.0,0.0,0.0,6.1
Allen Robinson IICHI,3.8,47.2,0.2,0.0,0.0,0.0,0.0,5.9
Emmanuel SandersBUF,3.5,45.2,0.2,0.1,1.0,0.0,0.0,5.9
Cole BeasleyBUF,4.3,46.7,0.2,0.0,0.0,0.0,0.0,5.8
Laviska Shenault Jr.JAC,4.4,44.9,0.2,0.8,3.4,0.0,0.1,5.8
Darius SlaytonNYG,3.6,45.6,0.2,0.2,0.3,0.0,0.0,5.7
Rashod BatemanBAL,3.3,44.6,0.2,0.0,0.3,0.0,0.0,5.6
Josh ReynoldsDET,3.5,45.2,0.2,0.0,0.2,0.0,0.0,5.6
T.Y. HiltonIND,3.1,41.0,0.2,0.0,0.0,0.0,0.0,5.4
Amon-Ra St. BrownDET,3.9,43.6,0.2,0.0,0.1,0.0,0.0,5.3
A.J. GreenARI,2.9,40.5,0.2,0.0,0.0,0.0,0.0,5.2
Marquez CallawayNO,3.0,40.2,0.2,0.0,0.0,0.0,0.0,5.2
Nelson AgholorNE,3.3,39.8,0.2,0.1,0.6,0.0,0.0,5.1
Bryan EdwardsLV,2.4,39.4,0.2,0.0,0.1,0.0,0.0,5.0
DeSean JacksonLV,2.1,38.6,0.2,0.2,0.9,0.0,0.0,4.9
Jamison CrowderNYJ,3.6,38.1,0.2,0.0,0.1,0.0,0.0,4.9
Zach PascalIND,2.8,37.1,0.2,0.0,0.1,0.0,0.0,4.9
Kalif RaymondDET,2.8,37.3,0.2,0.1,0.5,0.0,0.0,4.8
Deonte HartyNO,2.9,36.5,0.2,0.3,1.8,0.0,0.0,4.8
Curtis SamuelWAS,2.4,28.2,0.2,1.1,8.4,0.0,0.0,4.7
Cedrick Wilson Jr.DAL,2.5,33.3,0.2,0.2,0.7,0.0,0.0,4.6
Olamide ZaccheausATL,2.5,32.7,0.2,0.0,0.1,0.0,0.0,4.5
Rondale MooreARI,3.0,30.6,0.1,1.0,5.2,0.0,0.0,4.5
Quez WatkinsPHI,2.8,35.3,0.2,0.0,0.1,0.0,0.0,4.5
Nico CollinsHOU,3.0,36.8,0.1,0.0,0.2,0.0,0.0,4.5
Mecole HardmanKC,2.6,32.3,0.2,0.4,2.4,0.0,0.0,4.4
DeAndre CarterWAS,2.6,32.3,0.2,0.3,2.0,0.0,0.0,4.3
K.J. OsbornMIN,2.7,32.4,0.2,0.0,0.3,0.0,0.0,4.3
Jauan JenningsSF,2.7,33.3,0.1,0.0,0.1,0.0,0.0,4.2
Tajae SharpeATL,2.7,32.8,0.1,0.0,0.0,0.0,0.0,4.0
Damiere ByrdCHI,3.0,33.4,0.1,0.0,0.0,0.0,0.0,3.9
Jalen ReagorPHI,2.4,26.6,0.1,0.3,1.8,0.0,0.0,3.7
Zay JonesLV,2.1,27.4,0.1,0.0,0.2,0.0,0.0,3.6
Laquon TreadwellJAC,2.4,28.2,0.1,0.0,0.0,0.0,0.0,3.6
Sammy WatkinsBAL,2.2,29.5,0.1,0.0,0.3,0.0,0.0,3.5
Ty MontgomeryNO,2.1,18.5,0.1,2.0,7.3,0.0,0.0,3.3
Byron PringleKC,2.0,25.9,0.1,0.0,0.0,0.0,0.0,3.3
Chris ConleyHOU,1.8,25.8,0.1,0.0,0.0,0.0,0.0,3.2
Jalen GuytonLAC,1.7,24.4,0.1,0.2,1.1,0.0,0.0,3.1
Gabriel DavisBUF,1.4,22.1,0.2,0.0,0.0,0.0,0.0,3.1
Sterling ShepardNYG,2.6,23.5,0.1,0.3,1.6,0.0,0.0,3.1
Tyler JohnsonTB,2.1,24.1,0.1,0.0,0.0,0.0,0.0,3.0
Marquise GoodwinCHI,1.5,24.1,0.1,0.2,0.1,0.0,0.0,3.0
Juwan JohnsonNO,1.5,17.4,0.2,0.0,0.0,0.0,0.0,2.9
Trinity BensonDET,1.8,22.2,0.1,0.1,0.3,0.0,0.0,2.9
Keelan Cole Sr.NYJ,1.5,21.9,0.1,0.0,0.1,0.0,0.0,2.8
Lil'Jordan HumphreyNO,1.4,19.1,0.1,0.0,0.0,0.0,0.0,2.6
James WashingtonPIT,1.5,20.1,0.1,0.1,0.4,0.0,0.0,2.6
