Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
Curtis SamuelWAS,3.5,40.4,0.2,1.2,5.9,0.0,0.0,6.0
Anthony MillerPIT,4.4,47.0,0.2,0.1,1.0,0.0,0.0,6.0
Sammy WatkinsBAL,3.3,45.6,0.2,0.1,0.2,0.0,0.0,6.0
Quintez CephusDET,3.2,47.1,0.2,0.0,0.0,0.0,0.0,5.9
Zach PascalIND,3.2,42.9,0.2,0.0,0.1,0.0,0.0,5.7
K.J. OsbornMIN,2.9,40.2,0.2,0.2,1.2,0.0,0.0,5.6
Deonte HartyNO,3.4,40.4,0.2,0.3,1.6,0.0,0.1,5.5
Kalif RaymondDET,3.0,43.4,0.2,0.0,0.4,0.0,0.0,5.4
Mecole HardmanKC,2.8,36.1,0.2,0.6,3.7,0.0,0.0,5.3
Allen LazardGB,3.0,40.5,0.2,0.1,0.6,0.0,0.0,5.3
Terrace Marshall Jr.CAR,3.2,38.8,0.2,0.0,0.2,0.0,0.0,4.9
Jalen ReagorPHI,3.2,37.1,0.2,0.3,1.6,0.0,0.0,4.9
Josh ReynoldsDET,2.9,37.4,0.2,0.0,0.3,0.0,0.0,4.8
Bryan EdwardsLV,2.3,36.7,0.2,0.0,0.0,0.0,0.0,4.8
Chester RogersTEN,3.1,36.7,0.2,0.0,0.3,0.0,0.0,4.7
Rondale MooreARI,2.6,32.6,0.2,0.8,4.6,0.0,0.0,4.7
Amon-Ra St. BrownDET,3.0,37.3,0.2,0.0,0.1,0.0,0.0,4.7
John RossNYG,2.4,34.3,0.2,0.0,0.1,0.0,0.0,4.6
Tajae SharpeATL,2.6,33.6,0.2,0.0,0.0,0.0,0.0,4.6
Danny AmendolaHOU,3.0,33.0,0.2,0.0,0.0,0.0,0.0,4.5
Kendrick BourneNE,2.5,33.3,0.2,0.0,0.5,0.0,0.0,4.4
Isaiah FordMIA,2.7,33.4,0.2,0.0,0.1,0.0,0.0,4.4
Rashard HigginsCLE,2.4,35.5,0.1,0.0,0.0,0.0,0.0,4.4
Elijah MooreNYJ,2.7,33.4,0.2,0.0,0.1,0.0,0.0,4.2
Adam HumphriesWAS,3.1,32.9,0.2,0.0,0.1,0.0,0.0,4.2
Cedrick Wilson Jr.DAL,2.3,27.4,0.2,0.1,0.6,0.0,0.0,4.2
Braxton BerriosNYJ,2.5,29.1,0.2,0.3,2.2,0.0,0.0,4.1
Rashod BatemanBAL,2.1,29.4,0.2,0.1,0.3,0.0,0.1,4.0
Chris ConleyHOU,2.5,32.5,0.1,0.0,0.2,0.0,0.0,4.0
DeSean JacksonLV,1.7,29.7,0.2,0.0,0.2,0.0,0.0,3.9
Quez WatkinsPHI,2.3,31.5,0.1,0.0,0.1,0.0,0.0,3.8
Freddie SwainSEA,2.2,26.0,0.1,0.4,2.2,0.0,0.0,3.7
Parris CampbellIND,2.4,28.1,0.1,0.1,0.8,0.0,0.0,3.7
Albert WilsonMIA,2.9,29.3,0.1,0.1,0.4,0.0,0.0,3.6
Josh GordonKC,2.0,25.9,0.2,0.0,0.0,0.0,0.0,3.6
Preston WilliamsMIA,2.1,26.6,0.1,0.0,0.0,0.0,0.0,3.5
Tavon AustinJAC,2.0,23.3,0.2,0.1,0.5,0.0,0.0,3.4
Keelan Cole Sr.NYJ,1.7,25.5,0.1,0.0,0.1,0.0,0.0,3.4
Kendall HintonDEN,1.8,20.9,0.2,0.3,2.1,0.0,0.0,3.3
Kenny StillsNO,1.5,21.2,0.1,0.2,1.3,0.0,0.0,3.0
Marquise GoodwinCHI,1.7,23.9,0.1,0.3,1.4,0.0,0.0,3.0
Jalen GuytonLAC,1.5,21.1,0.1,0.5,2.6,0.0,0.0,2.9
Mohamed Sanu Sr.SF,2.0,21.3,0.1,0.0,0.0,0.0,0.0,2.9
Donovan Peoples-JonesCLE,1.7,23.7,0.1,0.1,0.5,0.0,0.1,2.8
Ty MontgomeryNO,1.8,17.5,0.1,0.6,2.7,0.0,0.0,2.7
Gabriel DavisBUF,1.1,18.0,0.1,0.0,0.0,0.0,0.0,2.6
James Proche IIBAL,1.3,18.9,0.1,0.1,0.2,0.0,0.0,2.6
Demarcus RobinsonKC,1.5,18.8,0.1,0.0,0.0,0.0,0.0,2.6
James WashingtonPIT,2.0,25.0,0.0,0.0,0.0,0.0,0.0,2.5
Collin JohnsonNYG,1.4,17.5,0.1,0.0,0.0,0.0,0.0,2.4
Nick Westbrook-IkhineTEN,1.7,19.5,0.1,0.0,0.0,0.0,0.0,2.3
Cameron BatsonTEN,1.3,15.0,0.1,0.1,0.4,0.0,0.0,2.2
Tyron JohnsonLV,1.0,15.9,0.1,0.0,0.0,0.0,0.0,2.1
Trinity BensonDET,1.4,17.0,0.1,0.0,0.0,0.0,0.0,2.1
N'Keal HarryNE,1.3,15.5,0.1,0.2,1.0,0.0,0.0,2.1
Trenton IrwinCIN,1.3,15.0,0.1,0.0,0.0,0.0,0.0,2.1
Devin DuvernayBAL,1.2,13.6,0.1,0.1,0.6,0.0,0.0,2.0
C.J. BoardNYG,1.1,13.7,0.1,0.1,0.5,0.0,0.0,1.9
Christian BlakeATL,1.3,14.2,0.1,0.0,0.0,0.0,0.0,1.9
Frank DarbyATL,1.0,13.1,0.1,0.0,0.2,0.0,0.0,1.8
Damiere ByrdCHI,1.3,14.7,0.1,0.0,0.1,0.0,0.0,1.8
Byron PringleKC,1.0,13.3,0.1,0.0,0.0,0.0,0.0,1.8
Tyler JohnsonTB,0.9,12.6,0.1,0.0,0.1,0.0,0.0,1.8
Andre RobertsLAC,1.2,13.9,0.1,0.0,0.2,0.0,0.0,1.8
Trent SherfieldSF,1.2,13.2,0.1,0.0,0.1,0.0,0.0,1.8
Brandon ZylstraCAR,0.9,12.9,0.1,0.0,0.3,0.0,0.0,1.6
Anthony SchwartzCLE,1.0,12.3,0.1,0.0,0.4,0.0,0.0,1.6
Travis BenjaminSF,1.1,12.7,0.0,0.0,0.6,0.0,0.0,1.6
KhaDarel HodgeDET,0.8,11.4,0.1,0.0,0.0,0.0,0.0,1.5
Amari RodgersGB,0.8,10.8,0.1,0.0,0.2,0.0,0.0,1.4
Dede WestbrookMIN,0.7,8.8,0.1,0.3,1.1,0.0,0.0,1.4
Mack HollinsMIA,0.9,11.2,0.0,0.0,0.0,0.0,0.0,1.4
Phillip Dorsett IIHOU,0.7,10.7,0.0,0.0,0.5,0.0,0.0,1.4
DeAndre CarterWAS,0.7,9.6,0.0,0.3,1.2,0.0,0.0,1.3
Greg WardPHI,0.9,9.4,0.1,0.0,0.0,0.0,0.0,1.3
Jamal AgnewJAC,0.6,8.0,0.0,0.4,2.0,0.0,0.0,1.3
Antonio Gandy-GoldenWAS,0.8,9.4,0.1,0.0,0.6,0.0,0.0,1.3
Davion DavisHOU,0.9,10.5,0.0,0.0,0.0,0.0,0.0,1.3
Auden TateCIN,0.8,9.9,0.0,0.0,0.0,0.0,0.0,1.3
Isaiah McKenzieBUF,0.5,5.3,0.1,0.5,2.9,0.0,0.0,1.2
Diontae SpencerDEN,0.9,9.6,0.0,0.0,0.2,0.0,0.0,1.2
Mike StrachanIND,0.7,7.9,0.1,0.0,0.1,0.0,0.0,1.2
Penny HartSEA,0.6,8.1,0.1,0.0,0.1,0.0,0.0,1.1
Noah BrownDAL,0.9,9.7,0.0,0.0,0.2,0.0,0.0,1.1
Marcus JohnsonTEN,0.5,7.5,0.0,0.0,0.0,0.0,0.0,1.0
Tyrie ClevelandDEN,0.7,7.2,0.0,0.0,0.1,0.0,0.0,1.0
Zay JonesLV,0.5,6.8,0.0,0.0,0.0,0.0,0.0,0.9
Chris MooreHOU,0.5,6.9,0.0,0.0,0.2,0.0,0.0,0.9
Ashton DulinIND,0.5,6.5,0.0,0.1,0.5,0.0,0.0,0.9
Ray-Ray McCloudPIT,0.7,7.0,0.0,0.1,0.1,0.0,0.0,0.8
Equanimeous St. BrownGB,0.5,5.6,0.0,0.0,0.2,0.0,0.0,0.8
Malik TurnerDAL,0.4,5.6,0.0,0.0,0.1,0.0,0.0,0.7
Denzel MimsNYJ,0.3,5.3,0.0,0.0,0.1,0.0,0.0,0.7
Andy IsabellaARI,0.2,4.5,0.0,0.0,0.1,0.0,0.0,0.6
Alex EricksonCAR,0.3,3.7,0.0,0.1,0.5,0.0,0.0,0.5
Jake KumerowBUF,0.3,4.2,0.0,0.0,0.1,0.0,0.0,0.5
Malik TaylorGB,0.3,3.5,0.0,0.0,0.1,0.0,0.0,0.5
Ben SkowronekLAR,0.3,3.8,0.0,0.0,0.2,0.0,0.0,0.5
Tutu AtwellLAR,0.2,3.2,0.0,0.0,0.3,0.0,0.0,0.4
Joshua PalmerLAC,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.4
Jaydon MickensJAC,0.2,3.3,0.0,0.0,0.0,0.0,0.0,0.4
J.J. Arcega-WhitesidePHI,0.2,3.3,0.0,0.0,0.0,0.0,0.0,0.4
Dax MilneWAS,0.2,3.2,0.0,0.0,0.1,0.0,0.0,0.4
Gunner OlszewskiNE,0.1,2.6,0.0,0.1,0.3,0.0,0.0,0.3
Stanley Morgan Jr.CIN,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.3
Matthew SlaterNE,0.1,2.6,0.0,0.0,0.2,0.0,0.0,0.3
Marcus KempKC,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
Jauan JenningsSF,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
Antoine WesleyARI,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
Cody ThompsonSEA,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
Tylan WallaceBAL,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
