Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
Chase ClaypoolPIT,3.8,54.4,0.2,0.9,4.6,0.0,0.0,7.2
DeVonta SmithPHI,3.9,54.2,0.3,0.0,0.0,0.0,0.0,7.1
A.J. GreenARI,3.8,54.1,0.3,0.0,0.4,0.0,0.0,7.0
Jerry JeudyDEN,3.8,48.6,0.3,0.2,0.4,0.0,0.0,7.0
Kenny GolladayNYG,4.1,57.5,0.2,0.0,0.0,0.0,0.0,7.0
Marvin Jones Jr.JAC,4.1,52.5,0.3,0.0,0.0,0.0,0.0,6.9
Allen LazardGB,3.9,49.5,0.3,0.2,1.2,0.0,0.0,6.9
Jakobi MeyersNE,5.3,56.1,0.2,0.3,1.4,0.0,0.0,6.8
Michael GallupDAL,3.7,51.3,0.3,0.0,0.1,0.0,0.0,6.8
Tyler BoydCIN,4.3,51.8,0.3,0.2,1.1,0.0,0.1,6.7
Kendrick BourneNE,3.6,46.7,0.3,0.5,3.4,0.0,0.0,6.6
Van JeffersonLAR,3.4,47.7,0.3,0.1,0.8,0.0,0.0,6.5
Kadarius ToneyNYG,4.7,49.0,0.2,0.5,2.4,0.0,0.0,6.5
Josh ReynoldsDET,3.8,50.6,0.2,0.0,0.1,0.0,0.0,6.3
Robby AndersonCAR,4.1,46.9,0.2,0.3,1.7,0.0,0.0,6.2
Emmanuel SandersBUF,4.0,49.7,0.2,0.0,0.4,0.0,0.0,6.2
Donovan Peoples-JonesCLE,3.0,48.0,0.2,0.0,0.0,0.0,0.0,6.1
T.Y. HiltonIND,3.6,44.6,0.2,0.0,0.0,0.0,0.0,5.9
Braxton BerriosNYJ,3.6,41.5,0.2,0.4,2.3,0.0,0.0,5.7
Laquon TreadwellJAC,3.7,47.4,0.2,0.0,0.0,0.0,0.0,5.6
Keelan Cole Sr.NYJ,3.1,43.4,0.2,0.0,0.0,0.0,0.0,5.6
Marquez CallawayNO,3.2,43.8,0.2,0.0,0.0,0.0,0.0,5.5
Nico CollinsHOU,3.7,44.7,0.2,0.0,0.1,0.0,0.0,5.3
Tim PatrickDEN,2.9,39.4,0.2,0.0,0.0,0.0,0.0,5.2
Olamide ZaccheausATL,2.6,37.0,0.2,0.1,0.2,0.0,0.0,5.1
Julio JonesTEN,3.0,40.5,0.2,0.0,0.0,0.0,0.0,5.1
Courtland SuttonDEN,3.0,42.0,0.1,0.0,0.1,0.0,0.0,5.0
Tre'Quan SmithNO,2.9,38.4,0.2,0.0,0.1,0.0,0.0,5.0
Tyler JohnsonTB,3.5,38.9,0.2,0.0,0.0,0.0,0.0,4.8
Rashod BatemanBAL,3.1,40.2,0.1,0.0,0.1,0.0,0.0,4.8
Darius SlaytonNYG,3.0,39.6,0.1,0.1,0.0,0.0,0.0,4.8
K.J. OsbornMIN,3.0,35.0,0.2,0.1,0.2,0.0,0.0,4.5
Chris ConleyHOU,2.7,37.0,0.1,0.0,0.0,0.0,0.0,4.5
Kalif RaymondDET,2.8,35.9,0.2,0.1,0.2,0.0,0.0,4.5
Bryan EdwardsLV,2.4,36.4,0.1,0.0,0.0,0.0,0.0,4.4
Denzel MimsNYJ,2.6,35.7,0.1,0.0,0.0,0.0,0.0,4.4
Mecole HardmanKC,2.4,31.4,0.2,0.4,2.7,0.0,0.0,4.4
Quez WatkinsPHI,2.4,32.8,0.2,0.0,0.1,0.0,0.0,4.2
DeSean JacksonLV,1.9,34.5,0.1,0.1,0.5,0.0,0.0,4.2
Zay JonesLV,2.8,34.1,0.1,0.1,0.3,0.0,0.0,4.2
Byron PringleKC,2.5,32.1,0.2,0.0,0.0,0.0,0.0,4.1
Marquise GoodwinCHI,2.3,33.0,0.1,0.1,0.2,0.0,0.0,4.1
Jalen GuytonLAC,2.0,27.0,0.2,0.2,1.0,0.0,0.0,4.0
Breshad PerrimanTB,1.8,27.3,0.2,0.2,0.1,0.0,0.0,3.9
DeAndre CarterWAS,2.5,30.3,0.1,0.3,2.0,0.0,0.0,3.9
Adam HumphriesWAS,3.0,31.7,0.1,0.0,0.1,0.0,0.0,3.9
Phillip Dorsett IIHOU,2.3,29.3,0.1,0.1,0.5,0.0,0.0,3.9
Damiere ByrdCHI,2.8,32.0,0.1,0.0,0.1,0.0,0.0,3.8
Marquez Valdes-ScantlingGB,1.5,26.1,0.2,0.1,0.3,0.0,0.0,3.8
Antoine WesleyARI,2.5,30.1,0.1,0.0,0.4,0.0,0.0,3.8
Tavon AustinJAC,2.4,27.3,0.2,0.0,0.1,0.0,0.0,3.8
Laviska Shenault Jr.JAC,2.2,19.5,0.1,1.4,7.8,0.1,0.0,3.7
Sammy WatkinsBAL,2.2,29.1,0.1,0.0,0.3,0.0,0.0,3.6
Scotty MillerTB,2.0,26.2,0.2,0.1,0.5,0.0,0.0,3.6
Jalen ReagorPHI,2.2,26.0,0.1,0.4,1.9,0.0,0.0,3.6
James WashingtonPIT,2.2,28.1,0.1,0.0,0.3,0.0,0.0,3.5
Zach PascalIND,3.0,34.0,0.0,0.0,0.0,0.0,0.0,3.4
Nick Westbrook-IkhineTEN,2.3,25.8,0.1,0.0,0.0,0.0,0.0,3.4
Allen Robinson IICHI,2.6,26.2,0.1,0.0,0.0,0.0,0.0,3.2
Isaiah McKenzieBUF,2.2,20.6,0.1,0.4,2.6,0.0,0.0,3.2
N'Keal HarryNE,2.1,24.9,0.1,0.0,0.0,0.0,0.0,3.2
Jauan JenningsSF,2.0,23.9,0.1,0.0,0.0,0.0,0.0,3.2
Ray-Ray McCloudPIT,2.5,23.9,0.1,0.2,1.1,0.0,0.0,3.0
John RossNYG,1.6,21.9,0.1,0.1,0.9,0.0,0.0,2.9
Rashard HigginsCLE,1.6,22.7,0.1,0.0,0.0,0.0,0.0,2.9
Juwann WinfreeGB,1.8,20.6,0.1,0.0,0.2,0.0,0.0,2.8
Ashton DulinIND,1.5,18.2,0.1,0.2,1.3,0.0,0.0,2.8
Ty MontgomeryNO,1.8,15.9,0.1,1.8,6.2,0.0,0.0,2.8
Lil'Jordan HumphreyNO,1.5,20.4,0.1,0.0,0.1,0.0,0.0,2.7
Cedrick Wilson Jr.DAL,1.5,19.6,0.1,0.1,0.3,0.0,0.0,2.7
Albert WilsonMIA,1.8,19.5,0.1,0.4,1.9,0.0,0.0,2.7
Brandon ZylstraCAR,1.9,22.2,0.1,0.0,0.0,0.0,0.0,2.6
Demarcus RobinsonKC,1.5,19.3,0.1,0.0,0.0,0.0,0.0,2.6
Josh GordonKC,1.6,20.5,0.1,0.0,0.0,0.0,0.0,2.6
D.J. MontgomeryNYJ,1.6,19.3,0.1,0.0,0.0,0.0,0.0,2.5
Terrace Marshall Jr.CAR,1.7,18.8,0.1,0.0,0.2,0.0,0.0,2.5
Freddie SwainSEA,1.3,16.6,0.1,0.2,0.9,0.0,0.0,2.5
Juwan JohnsonNO,1.0,12.1,0.2,0.0,0.0,0.0,0.0,2.4
Mack HollinsMIA,1.5,17.7,0.1,0.0,0.0,0.0,0.0,2.3
Andy IsabellaARI,1.3,16.8,0.1,0.1,0.2,0.0,0.0,2.3
Chris MooreHOU,1.6,17.1,0.1,0.0,0.0,0.0,0.0,2.3
Dazz NewsomeCHI,1.5,18.1,0.1,0.0,0.2,0.0,0.0,2.3
Marquez StevensonBUF,1.4,18.0,0.1,0.0,0.1,0.0,0.0,2.3
Equanimeous St. BrownGB,1.2,16.1,0.1,0.0,0.3,0.0,0.0,2.2
Cam SimsWAS,1.2,16.0,0.1,0.0,0.0,0.0,0.0,2.2
D'Wayne EskridgeSEA,1.3,15.1,0.1,0.2,1.2,0.0,0.0,2.2
Curtis SamuelWAS,1.0,11.6,0.1,0.8,4.3,0.0,0.0,2.1
Andre RobertsLAC,1.1,21.4,0.1,0.3,1.4,0.0,0.3,2.1
Chester RogersTEN,1.5,16.6,0.1,0.0,0.1,0.0,0.0,2.0
Jaelon DardenTB,1.3,13.4,0.1,0.0,0.0,0.0,0.0,2.0
Jalen CampHOU,1.2,13.8,0.1,0.0,0.2,0.0,0.0,2.0
Keke CouteeIND,1.1,13.4,0.1,0.0,0.1,0.0,0.0,2.0
Ben SkowronekLAR,1.1,14.5,0.1,0.0,0.2,0.0,0.0,1.9
Jeff SmithNYJ,1.0,13.2,0.1,0.0,0.2,0.0,0.0,1.8
Jason Moore Jr.LAC,0.9,12.1,0.1,0.0,0.0,0.0,0.0,1.8
Cyril Grayson Jr.TB,1.0,11.6,0.1,0.0,0.3,0.0,0.0,1.7
Malik TaylorGB,1.0,11.5,0.1,0.0,0.0,0.0,0.0,1.6
Justin WatsonKC,0.9,11.3,0.1,0.0,0.2,0.0,0.0,1.6
Devin DuvernayBAL,1.4,15.0,0.0,0.2,1.0,0.0,0.0,1.6
Jake KumerowBUF,0.8,11.3,0.1,0.0,0.0,0.0,0.0,1.5
Jaydon MickensJAC,0.9,11.3,0.0,0.0,0.1,0.0,0.0,1.4
Christian BlakeATL,0.9,9.8,0.1,0.0,0.0,0.0,0.0,1.3
Cody HollisterTEN,0.8,9.9,0.1,0.0,0.0,0.0,0.0,1.3
Maurice FfrenchLAC,0.7,8.4,0.1,0.0,0.0,0.0,0.0,1.3
Anthony SchwartzCLE,0.6,7.6,0.1,0.0,0.5,0.0,0.0,1.3
Isaiah FordMIA,0.8,9.4,0.1,0.0,0.0,0.0,0.0,1.2
Josh HammondJAC,0.8,8.9,0.1,0.0,0.3,0.0,0.0,1.2
Dyami BrownWAS,0.8,9.4,0.0,0.0,0.1,0.0,0.0,1.2
Kawaan BakerNO,0.5,7.4,0.1,0.0,0.3,0.0,0.0,1.1
Malik TurnerDAL,0.7,8.0,0.1,0.0,0.1,0.0,0.0,1.1
Dezmon PatmonIND,0.6,7.5,0.1,0.0,0.0,0.0,0.0,1.1
Amari RodgersGB,0.6,7.4,0.0,0.0,0.3,0.0,0.0,1.1
Isaiah HodginsBUF,0.7,8.1,0.0,0.0,0.2,0.0,0.0,1.0
Shi SmithCAR,0.5,6.9,0.0,0.0,1.1,0.0,0.0,1.0
David Sills VNYG,0.6,8.0,0.0,0.0,0.0,0.0,0.0,1.0
Greg WardPHI,0.7,7.3,0.1,0.0,0.0,0.0,0.0,1.0
Brandin CooksHOU,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
Rondale MooreARI,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
Jamison CrowderNYJ,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
Trent SherfieldSF,0.6,7.6,0.0,0.0,0.0,0.0,0.0,1.0
Gunner OlszewskiNE,0.6,7.4,0.0,0.0,0.0,0.0,0.0,1.0
James Proche IIBAL,0.6,7.8,0.0,0.0,0.0,0.0,0.0,0.9
Dax MilneWAS,0.6,7.0,0.0,0.0,0.0,0.0,0.0,0.9
Alex EricksonCAR,0.6,6.4,0.0,0.0,0.0,0.0,0.0,0.8
Dede WestbrookMIN,0.7,6.6,0.0,0.0,0.0,0.0,0.0,0.8
Tom KennedyDET,0.5,6.1,0.0,0.0,0.0,0.0,0.0,0.8
Brandon PowellLAR,0.5,5.4,0.0,0.0,0.3,0.0,0.0,0.7
Racey McMathTEN,0.4,5.5,0.0,0.0,0.0,0.0,0.0,0.7
Kendall HintonDEN,0.4,4.8,0.0,0.3,0.6,0.0,0.0,0.7
Penny HartSEA,0.4,4.6,0.0,0.1,0.0,0.0,0.0,0.6
Preston WilliamsMIA,0.4,5.3,0.0,0.0,0.1,0.0,0.0,0.6
Cody ThompsonSEA,0.3,4.2,0.0,0.0,0.2,0.0,0.0,0.6
Frank DarbyATL,0.4,4.9,0.0,0.0,0.1,0.0,0.0,0.6
Dillon StonerLV,0.3,4.2,0.0,0.0,0.1,0.0,0.0,0.6
Ihmir Smith-MarsetteMIN,0.7,6.0,0.0,0.0,0.0,0.0,0.0,0.6
Kevin WhiteNO,0.2,4.1,0.0,0.0,0.1,0.0,0.0,0.6
Tyron JohnsonLV,0.3,4.1,0.0,0.0,0.0,0.0,0.0,0.5
KhaDarel HodgeDET,0.3,4.6,0.0,0.0,0.0,0.0,0.0,0.5
Tylan WallaceBAL,0.3,3.4,0.0,0.0,0.1,0.0,0.0,0.5
Greg DortchARI,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.4
Kristian WilkersonNE,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.4
Marcus KempKC,0.2,2.9,0.0,0.0,0.1,0.0,0.0,0.4
Matthew SlaterNE,0.2,2.9,0.0,0.0,0.1,0.0,0.0,0.4
Miles BoykinBAL,0.3,2.6,0.0,0.0,0.0,0.0,0.0,0.3
Dan ChisenaMIN,0.1,2.6,0.0,0.0,0.1,0.0,0.0,0.3
Trent TaylorCIN,0.2,2.6,0.0,0.0,0.1,0.0,0.0,0.3
Nsimba WebsterCHI,0.2,3.0,0.0,0.0,0.1,0.0,0.0,0.3
Diontae SpencerDEN,0.2,2.2,0.0,0.1,0.3,0.0,0.0,0.3
J.J. Arcega-WhitesidePHI,0.1,2.3,0.0,0.0,0.0,0.0,0.0,0.3
River CracraftMIA,0.2,2.2,0.0,0.0,0.0,0.0,0.0,0.3
Travis BenjaminSF,0.1,2.1,0.0,0.0,0.1,0.0,0.0,0.2
Mike ThomasCIN,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
Landen AkersLAR,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
Tommylee LewisMIA,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
Stanley Morgan Jr.CIN,0.1,1.6,0.0,0.0,0.0,0.0,0.0,0.2
