Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
Tyreek HillKC,6.9,96.8,0.8,0.8,4.9,0.0,0.1,15.0
Davante AdamsGB,7.3,97.2,0.9,0.0,0.0,0.0,0.1,14.9
DeAndre HopkinsARI,7.2,91.0,0.8,0.0,0.3,0.0,0.1,13.7
Stefon DiggsBUF,7.0,93.7,0.7,0.1,0.4,0.0,0.1,13.3
A.J. BrownTEN,6.0,88.0,0.7,0.1,0.7,0.0,0.0,13.3
D.K. MetcalfSEA,5.8,87.3,0.8,0.0,0.2,0.0,0.1,13.2
Justin JeffersonMIN,6.1,87.0,0.6,0.1,0.2,0.0,0.1,12.1
Keenan AllenLAC,7.0,82.3,0.6,0.1,0.8,0.0,0.1,12.1
Amari CooperDAL,6.4,85.3,0.6,0.2,0.9,0.0,0.1,12.0
Tyler LockettSEA,6.0,75.3,0.7,0.1,0.3,0.0,0.1,11.6
CeeDee LambDAL,5.7,75.3,0.6,0.5,3.2,0.0,0.1,11.4
Deebo SamuelSF,5.4,73.4,0.5,1.0,7.7,0.0,0.1,11.1
Cooper KuppLAR,5.9,74.4,0.6,0.2,0.8,0.0,0.1,11.0
Chris GodwinTB,5.5,73.2,0.6,0.0,0.2,0.0,0.1,10.9
Mike EvansTB,4.6,68.4,0.7,0.0,0.0,0.0,0.0,10.8
Jarvis LandryCLE,5.4,68.4,0.6,0.6,2.7,0.1,0.1,10.7
Diontae JohnsonPIT,6.3,70.2,0.6,0.3,1.5,0.0,0.1,10.7
Allen Robinson IICHI,5.9,72.7,0.6,0.0,0.0,0.0,0.1,10.5
Adam ThielenMIN,5.4,67.7,0.6,0.1,0.7,0.0,0.1,10.5
Tee HigginsCIN,5.2,71.8,0.6,0.1,0.8,0.0,0.1,10.5
Terry McLaurinWAS,5.5,74.3,0.5,0.1,0.6,0.0,0.0,10.3
Julio JonesTEN,5.1,71.4,0.5,0.0,0.0,0.0,0.0,10.0
Chase ClaypoolPIT,4.3,59.3,0.6,0.6,3.0,0.0,0.0,9.8
Brandin CooksHOU,5.0,70.8,0.4,0.1,0.3,0.0,0.0,9.6
Mike WilliamsLAC,4.5,63.3,0.5,0.0,0.1,0.0,0.0,9.5
DJ MooreCAR,4.8,68.2,0.4,0.3,1.6,0.0,0.0,9.5
Corey DavisNYJ,4.8,66.2,0.5,0.0,0.3,0.0,0.0,9.5
Marquise BrownBAL,4.5,59.4,0.6,0.1,0.7,0.0,0.0,9.5
Ja'Marr ChaseCIN,4.7,64.0,0.5,0.2,0.8,0.0,0.0,9.4
Marvin Jones Jr.JAC,4.7,62.3,0.5,0.0,0.0,0.0,0.0,9.3
Jakobi MeyersNE,5.3,64.7,0.4,0.1,0.5,0.0,0.0,8.9
DeVonta SmithPHI,4.4,58.5,0.5,0.1,0.7,0.0,0.0,8.9
Robert WoodsLAR,5.1,60.5,0.3,1.2,6.6,0.1,0.0,8.8
Laviska Shenault Jr.JAC,5.0,54.3,0.4,1.2,6.3,0.0,0.0,8.8
DeVante ParkerMIA,4.8,61.7,0.4,0.0,0.0,0.0,0.0,8.8
Robby AndersonCAR,4.6,58.5,0.4,0.2,1.0,0.0,0.0,8.5
Cole BeasleyBUF,4.8,58.4,0.4,0.0,0.0,0.0,0.1,8.4
Sterling ShepardNYG,5.6,59.8,0.4,0.4,2.7,0.0,0.1,8.4
Courtland SuttonDEN,4.1,59.8,0.3,0.1,0.7,0.0,0.0,8.1
Kenny GolladayNYG,4.5,64.4,0.3,0.0,0.0,0.0,0.0,8.1
Marquez CallawayNO,4.1,52.9,0.4,0.1,0.7,0.0,0.0,7.9
Jaylen WaddleMIA,4.4,57.9,0.3,0.2,1.3,0.0,0.0,7.7
Tyler BoydCIN,5.1,58.8,0.3,0.2,1.2,0.0,0.1,7.7
D.J. Chark Jr.JAC,4.2,57.0,0.3,0.0,0.3,0.0,0.0,7.5
Emmanuel SandersBUF,4.3,55.1,0.3,0.0,0.3,0.0,0.0,7.3
Nelson AgholorNE,3.9,51.9,0.3,0.0,0.4,0.0,0.0,7.1
Christian KirkARI,3.7,44.1,0.3,0.3,1.7,0.0,0.0,6.6
Mecole HardmanKC,3.5,46.8,0.3,0.3,2.4,0.0,0.0,6.6
Michael Pittman Jr.IND,4.2,50.5,0.2,0.2,1.2,0.0,0.0,6.6
Tim PatrickDEN,3.7,48.6,0.3,0.0,0.0,0.0,0.0,6.5
Darnell MooneyCHI,4.2,47.3,0.3,0.2,1.1,0.0,0.0,6.5
Zach PascalIND,3.4,44.1,0.3,0.0,0.1,0.0,0.0,6.3
Marquez Valdes-ScantlingGB,2.6,45.8,0.2,0.1,0.9,0.0,0.0,6.0
Sammy WatkinsBAL,3.7,46.8,0.2,0.1,0.4,0.0,0.0,5.9
Jalen ReagorPHI,3.4,43.1,0.2,0.2,1.2,0.0,0.0,5.9
Van JeffersonLAR,3.1,41.8,0.3,0.1,0.2,0.0,0.0,5.8
