Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
Marquez Valdes-ScantlingGB,3.0,46.3,0.2,0.1,0.4,0.0,0.0,6.0
Marquez CallawayNO,3.5,48.2,0.2,0.0,0.0,0.0,0.0,6.0
Robby AndersonCAR,4.1,47.1,0.2,0.4,1.7,0.0,0.0,5.9
Courtland SuttonDEN,3.7,49.6,0.2,0.0,0.0,0.0,0.0,5.9
James WashingtonPIT,2.8,42.3,0.3,0.0,0.3,0.0,0.0,5.8
Zay JonesLV,3.8,45.5,0.2,0.0,0.4,0.0,0.0,5.8
Jerry JeudyDEN,3.8,49.6,0.1,0.0,0.0,0.0,0.0,5.8
Van JeffersonLAR,3.2,41.8,0.2,0.1,0.4,0.0,0.0,5.6
Donovan Peoples-JonesCLE,3.2,43.7,0.2,0.0,0.0,0.0,0.0,5.6
Cedrick Wilson Jr.DAL,3.5,42.0,0.2,0.0,0.2,0.0,0.0,5.6
Laquon TreadwellJAC,3.9,47.4,0.1,0.0,0.1,0.0,0.0,5.6
Josh ReynoldsDET,3.5,44.0,0.2,0.0,0.0,0.0,0.0,5.5
Cyril Grayson Jr.TB,3.7,44.8,0.2,0.1,0.2,0.0,0.0,5.5
Allen Robinson IICHI,3.5,43.2,0.2,0.0,0.0,0.0,0.0,5.5
Kendrick BourneNE,2.9,38.5,0.2,0.5,2.9,0.0,0.0,5.4
T.Y. HiltonIND,2.8,37.4,0.2,0.0,0.0,0.0,0.0,5.1
Julio JonesTEN,2.9,40.5,0.2,0.0,0.0,0.0,0.0,5.0
Nelson AgholorNE,2.9,37.2,0.2,0.1,0.5,0.0,0.0,4.9
Quez WatkinsPHI,2.9,39.6,0.2,0.0,0.0,0.0,0.0,4.9
Nico CollinsHOU,3.4,39.6,0.2,0.0,0.1,0.0,0.0,4.9
Rashod BatemanBAL,3.5,40.8,0.1,0.0,0.0,0.0,0.0,4.9
Laviska Shenault Jr.JAC,3.6,35.7,0.1,0.7,4.2,0.0,0.0,4.8
Tim PatrickDEN,3.1,38.9,0.1,0.0,0.0,0.0,0.0,4.7
Keelan Cole Sr.NYJ,3.0,40.0,0.1,0.0,0.0,0.0,0.0,4.6
Darius SlaytonNYG,2.8,38.3,0.1,0.0,0.0,0.0,0.0,4.6
Byron PringleKC,2.7,34.9,0.2,0.0,0.0,0.0,0.0,4.6
Antoine WesleyARI,2.7,33.3,0.2,0.0,0.0,0.0,0.0,4.3
Deonte HartyNO,2.4,31.6,0.1,0.2,1.7,0.0,0.0,4.2
Tre'Quan SmithNO,2.5,32.5,0.1,0.0,0.1,0.0,0.0,4.1
Jalen ReagorPHI,2.7,32.0,0.1,0.2,1.3,0.0,0.0,4.1
Tarik BlackNYJ,3.2,33.0,0.1,0.0,0.0,0.0,0.0,3.9
Zach PascalIND,2.0,26.2,0.2,0.1,0.8,0.0,0.0,3.8
David Sills VNYG,2.7,29.1,0.1,0.0,0.0,0.0,0.0,3.8
Olamide ZaccheausATL,2.3,30.6,0.1,0.0,0.0,0.0,0.0,3.8
Kalif RaymondDET,2.3,28.6,0.1,0.0,0.0,0.0,0.0,3.7
Adam HumphriesWAS,2.8,29.2,0.1,0.0,0.1,0.0,0.0,3.6
Tavon AustinJAC,2.8,31.9,0.1,0.0,0.0,0.0,0.0,3.6
Tyler JohnsonTB,2.5,29.3,0.1,0.0,0.1,0.0,0.0,3.5
Ray-Ray McCloudPIT,3.1,29.0,0.1,0.1,0.6,0.0,0.0,3.5
Breshad PerrimanTB,1.9,27.4,0.1,0.1,0.4,0.0,0.0,3.5
Rashard HigginsCLE,2.1,26.5,0.1,0.0,0.0,0.0,0.0,3.5
Mecole HardmanKC,1.7,21.1,0.1,0.4,2.9,0.0,0.0,3.3
Jalen GuytonLAC,1.7,22.6,0.1,0.2,1.4,0.0,0.0,3.2
Bryan EdwardsLV,1.7,23.8,0.1,0.0,0.0,0.0,0.0,3.1
Jeff SmithNYJ,2.1,25.0,0.1,0.0,0.1,0.0,0.0,3.1
Joshua PalmerLAC,1.9,22.7,0.1,0.0,0.1,0.0,0.0,3.1
Denzel MimsNYJ,2.0,25.3,0.1,0.0,0.0,0.0,0.0,2.9
Nick Westbrook-IkhineTEN,1.9,21.8,0.1,0.0,0.0,0.0,0.0,2.9
DeAndre CarterWAS,1.7,19.4,0.1,0.7,3.9,0.0,0.0,2.9
Isaiah McKenzieBUF,1.5,16.2,0.1,0.7,4.0,0.0,0.0,2.9
Danny AmendolaHOU,2.3,23.2,0.1,0.0,0.0,0.0,0.0,2.8
Cam SimsWAS,1.6,20.6,0.1,0.0,0.0,0.0,0.0,2.7
Greg WardPHI,1.8,19.8,0.1,0.0,0.0,0.0,0.0,2.7
DeSean JacksonLV,1.3,21.1,0.1,0.0,0.2,0.0,0.0,2.7
Jauan JenningsSF,1.8,21.8,0.1,0.0,0.0,0.0,0.0,2.7
Damiere ByrdCHI,1.7,21.9,0.1,0.0,0.0,0.0,0.0,2.7
Emmanuel SandersBUF,1.7,21.8,0.1,0.0,0.5,0.0,0.0,2.7
Malik TurnerDAL,1.6,19.3,0.1,0.0,0.0,0.0,0.0,2.7
Devin DuvernayBAL,1.8,19.9,0.1,0.3,2.2,0.0,0.0,2.7
Equanimeous St. BrownGB,1.5,19.0,0.1,0.1,0.7,0.0,0.0,2.6
Noah BrownDAL,1.8,19.7,0.1,0.0,0.0,0.0,0.0,2.6
Tajae SharpeATL,1.8,21.0,0.1,0.0,0.0,0.0,0.0,2.6
Parris CampbellIND,1.6,17.3,0.1,0.0,0.0,0.0,0.0,2.6
Juwann WinfreeGB,1.6,18.3,0.1,0.0,0.0,0.0,0.0,2.5
Dazz NewsomeCHI,1.7,19.0,0.1,0.0,0.0,0.0,0.0,2.5
Shi SmithCAR,1.5,18.7,0.1,0.0,0.5,0.0,0.0,2.4
Terry GodwinJAC,1.7,19.5,0.1,0.0,0.0,0.0,0.0,2.4
Brandon ZylstraCAR,1.6,19.6,0.1,0.0,0.0,0.0,0.0,2.4
Albert WilsonMIA,1.7,18.3,0.0,0.3,2.2,0.0,0.0,2.4
Sammy WatkinsBAL,1.5,18.7,0.1,0.0,0.0,0.0,0.0,2.4
Freddie SwainSEA,1.5,17.5,0.1,0.1,0.4,0.0,0.0,2.3
Cordarrelle PattersonATL,2.0,23.0,0.0,0.0,0.0,0.0,0.0,2.3
Demarcus RobinsonKC,1.3,16.3,0.1,0.0,0.0,0.0,0.0,2.3
D'Wayne EskridgeSEA,1.3,14.6,0.1,0.3,1.6,0.0,0.0,2.2
Marquise GoodwinCHI,1.2,16.8,0.1,0.0,0.1,0.0,0.0,2.2
Trent TaylorCIN,1.7,17.9,0.1,0.0,0.0,0.0,0.0,2.1
Chester RogersTEN,1.5,16.2,0.1,0.0,0.1,0.0,0.0,2.1
Trenton IrwinCIN,1.4,16.5,0.1,0.0,0.0,0.0,0.0,2.0
Amari RodgersGB,1.1,13.4,0.1,0.1,0.5,0.0,0.0,1.9
Dede WestbrookMIN,1.4,13.9,0.1,0.0,0.0,0.0,0.0,1.9
Jalen CampHOU,1.4,13.0,0.1,0.0,0.0,0.0,0.0,1.9
Lil'Jordan HumphreyNO,1.1,14.6,0.1,0.0,0.0,0.0,0.0,1.9
N'Keal HarryNE,1.1,12.7,0.1,0.1,0.0,0.0,0.0,1.8
Mack HollinsMIA,1.1,15.4,0.0,0.0,0.0,0.0,0.0,1.8
KhaDarel HodgeDET,1.0,13.4,0.1,0.0,0.0,0.0,0.0,1.8
Collin JohnsonNYG,1.2,13.9,0.1,0.0,0.0,0.0,0.0,1.7
Alex BachmanNYG,1.1,13.9,0.1,0.0,0.0,0.0,0.0,1.7
Seth WilliamsDEN,1.0,11.4,0.1,0.0,0.2,0.0,0.0,1.7
Josh GordonKC,0.9,13.3,0.1,0.0,0.0,0.0,0.0,1.7
Ben SkowronekLAR,1.1,12.6,0.1,0.0,0.1,0.0,0.0,1.6
Mike ThomasCIN,1.2,13.1,0.1,0.0,0.0,0.0,0.0,1.6
Chris MooreHOU,1.2,13.3,0.0,0.0,0.0,0.0,0.0,1.6
Kendall HintonDEN,0.7,8.4,0.1,0.3,2.5,0.0,0.0,1.6
Ihmir Smith-MarsetteMIN,0.9,11.1,0.1,0.0,0.0,0.0,0.0,1.5
J.J. Arcega-WhitesidePHI,0.9,12.5,0.0,0.0,0.0,0.0,0.0,1.5
Kristian WilkersonNE,0.9,10.5,0.1,0.0,0.0,0.0,0.0,1.5
Stanley Morgan Jr.CIN,1.0,11.5,0.1,0.0,0.0,0.0,0.0,1.5
Isaiah FordMIA,1.0,11.1,0.0,0.0,0.0,0.0,0.0,1.4
Dyami BrownWAS,0.8,10.4,0.1,0.0,0.0,0.0,0.0,1.4
D.J. MontgomeryNYJ,0.9,10.7,0.0,0.0,0.0,0.0,0.0,1.3
Scotty MillerTB,0.7,9.1,0.0,0.1,0.8,0.0,0.0,1.3
Ashton DulinIND,0.7,8.2,0.0,0.1,0.8,0.0,0.0,1.2
Anthony SchwartzCLE,0.5,6.3,0.0,0.3,1.7,0.0,0.0,1.1
Ty MontgomeryNO,0.8,7.0,0.0,0.9,3.0,0.0,0.0,1.0
Frank DarbyATL,0.6,6.7,0.1,0.0,0.1,0.0,0.0,1.0
Trent SherfieldSF,0.6,7.5,0.0,0.0,0.0,0.0,0.0,1.0
Andy IsabellaARI,0.6,7.6,0.0,0.0,0.0,0.0,0.0,1.0
Christian BlakeATL,0.7,7.3,0.0,0.0,0.0,0.0,0.0,0.9
Chris ConleyHOU,0.5,9.0,0.0,0.0,0.0,0.0,0.0,0.9
Greg DortchARI,0.6,7.5,0.0,0.0,0.0,0.0,0.0,0.9
Tom KennedyDET,0.5,6.5,0.0,0.0,0.1,0.0,0.0,0.9
Jaelon DardenTB,0.8,8.0,0.0,0.0,0.0,0.0,0.0,0.8
Dax MilneWAS,0.4,5.1,0.0,0.0,0.6,0.0,0.0,0.7
Gunner OlszewskiNE,0.3,3.5,0.0,0.3,1.5,0.0,0.0,0.7
John HightowerPHI,0.2,3.6,0.0,0.0,0.7,0.0,0.0,0.6
Kenny StillsNO,0.4,5.3,0.0,0.0,0.1,0.0,0.0,0.6
Racey McMathTEN,0.4,4.4,0.0,0.0,0.0,0.0,0.0,0.5
Ja'Marcus BradleyCLE,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.5
C.J. SaundersCAR,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.4
Penny HartSEA,0.2,2.6,0.0,0.0,0.1,0.0,0.0,0.4
Dan ChisenaMIN,0.1,2.6,0.0,0.0,0.1,0.0,0.0,0.3
Simi FehokoDAL,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3
Preston WilliamsMIA,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3
Tylan WallaceBAL,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3
Austin TrammellATL,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.3
Josh HammondJAC,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3
Andre RobertsLAC,0.1,1.3,0.0,0.0,1.0,0.0,0.0,0.3
Matthew SlaterNE,0.1,1.9,0.0,0.0,0.0,0.0,0.0,0.3
Alex EricksonCAR,0.1,1.7,0.0,0.0,0.1,0.0,0.0,0.2
Marquez StevensonBUF,0.1,1.8,0.0,0.0,0.1,0.0,0.0,0.2
Jaydon MickensJAC,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Tyron JohnsonLV,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Travis BenjaminSF,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Brandon PowellLAR,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Tyrie ClevelandDEN,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Marcus KempKC,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Tee HigginsCIN,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1
Jake KumerowBUF,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Miles BoykinBAL,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Diontae SpencerDEN,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Cody ThompsonSEA,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
River CracraftMIA,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
