Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
Tyreek HillKC,6.2,88.9,0.8,0.9,5.9,0.0,0.1,14.4
Diontae JohnsonPIT,7.0,93.0,0.8,0.2,1.0,0.0,0.0,14.2
Davante AdamsGB,7.5,95.9,0.7,0.0,0.0,0.0,0.1,13.9
Tyler LockettSEA,6.4,84.9,0.8,0.2,0.9,0.0,0.1,13.1
A.J. BrownTEN,5.6,83.0,0.8,0.2,1.1,0.0,0.0,13.0
D.K. MetcalfSEA,5.7,85.7,0.7,0.1,0.7,0.0,0.1,13.0
Stefon DiggsBUF,6.8,87.5,0.7,0.2,0.9,0.0,0.1,12.9
DeAndre HopkinsARI,6.5,82.5,0.8,0.0,0.1,0.0,0.1,12.9
Cooper KuppLAR,6.7,83.9,0.7,0.3,1.2,0.0,0.1,12.8
Justin JeffersonMIN,6.2,87.9,0.6,0.2,0.8,0.0,0.1,12.7
Jarvis LandryCLE,6.0,73.0,0.8,0.3,2.0,0.0,0.0,12.3
Keenan AllenLAC,7.1,85.1,0.6,0.2,1.0,0.0,0.1,12.1
CeeDee LambDAL,6.3,81.3,0.6,0.6,4.0,0.0,0.1,12.1
Amari CooperDAL,6.2,82.0,0.6,0.2,0.9,0.0,0.1,11.8
Deebo SamuelSF,5.4,75.6,0.5,1.2,8.6,0.0,0.1,11.4
Adam ThielenMIN,5.6,69.3,0.7,0.3,1.4,0.0,0.1,11.2
Chris GodwinTB,5.7,75.3,0.6,0.0,0.1,0.0,0.1,11.2
Marquise BrownBAL,4.9,67.2,0.7,0.3,1.7,0.0,0.0,10.9
Mike EvansTB,4.8,68.5,0.7,0.0,0.0,0.0,0.0,10.8
DJ MooreCAR,5.4,75.5,0.5,0.4,2.3,0.0,0.0,10.8
Terry McLaurinWAS,5.7,75.2,0.5,0.2,1.1,0.0,0.1,10.6
Chase ClaypoolPIT,4.8,66.3,0.5,0.6,3.4,0.0,0.0,10.4
Julio JonesTEN,5.1,73.9,0.5,0.0,0.0,0.0,0.0,10.4
Brandin CooksHOU,5.5,75.8,0.4,0.2,0.8,0.0,0.1,10.3
Courtland SuttonDEN,4.9,71.7,0.5,0.2,0.9,0.0,0.0,10.1
Ja'Marr ChaseCIN,5.0,69.4,0.5,0.2,1.1,0.0,0.1,10.1
Mike WilliamsLAC,4.9,67.5,0.5,0.1,0.5,0.0,0.0,10.1
Marvin Jones Jr.JAC,4.8,66.0,0.6,0.0,0.0,0.0,0.0,10.0
Allen Robinson IICHI,5.6,69.0,0.5,0.0,0.0,0.0,0.1,9.9
Robert WoodsLAR,5.6,65.2,0.4,1.3,6.5,0.1,0.1,9.5
DeVonta SmithPHI,4.4,61.9,0.5,0.2,1.0,0.0,0.0,9.4
Sterling ShepardNYG,6.0,64.8,0.4,0.5,2.7,0.0,0.1,9.3
Tyler BoydCIN,5.8,65.9,0.4,0.2,1.0,0.0,0.1,9.2
Robby AndersonCAR,4.5,58.4,0.5,0.2,1.4,0.0,0.0,8.7
Corey DavisNYJ,4.4,59.5,0.5,0.0,0.2,0.0,0.0,8.7
Michael Pittman Jr.IND,4.8,60.9,0.4,0.2,1.1,0.0,0.0,8.7
Rondale MooreARI,3.9,52.7,0.5,0.6,3.6,0.0,0.1,8.4
Cordarrelle PattersonATL,2.6,27.5,0.1,8.7,34.3,0.3,0.1,8.4
Jakobi MeyersNE,5.0,60.5,0.4,0.1,0.4,0.0,0.0,8.2
DeVante ParkerMIA,4.6,57.2,0.4,0.0,0.0,0.0,0.0,8.1
