Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
Emmanuel SandersBUF,4.2,52.2,0.4,0.0,0.3,0.0,0.0,7.8
Kenny GolladayNYG,4.1,59.2,0.3,0.0,0.0,0.0,0.0,7.7
D.J. Chark Jr.JAC,4.2,56.7,0.3,0.0,0.3,0.0,0.0,7.4
Tee HigginsCIN,3.5,50.0,0.4,0.0,0.0,0.0,0.0,7.4
Odell Beckham Jr.LAR,3.2,47.3,0.4,0.2,1.7,0.0,0.0,7.4
Jaylen WaddleMIA,4.2,54.6,0.3,0.2,1.5,0.0,0.1,7.3
Cole BeasleyBUF,4.6,53.7,0.3,0.0,0.0,0.0,0.0,7.3
Laviska Shenault Jr.JAC,4.6,49.1,0.3,1.2,5.7,0.0,0.1,7.2
Zach PascalIND,3.6,46.5,0.4,0.0,0.1,0.0,0.0,6.8
Christian KirkARI,3.6,44.7,0.4,0.2,1.6,0.0,0.0,6.7
Nelson AgholorNE,3.8,50.1,0.3,0.0,0.2,0.0,0.0,6.7
Darnell MooneyCHI,4.4,51.5,0.2,0.2,0.9,0.0,0.0,6.6
Mecole HardmanKC,3.4,46.4,0.3,0.4,2.4,0.0,0.0,6.6
Tim PatrickDEN,3.8,47.9,0.3,0.0,0.0,0.0,0.0,6.5
Sammy WatkinsBAL,3.6,48.9,0.2,0.1,0.3,0.0,0.0,6.4
Quintez CephusDET,3.4,47.7,0.2,0.0,0.0,0.0,0.0,6.2
Jalen ReagorPHI,3.5,44.9,0.3,0.1,0.5,0.0,0.0,6.1
Marquez CallawayNO,3.6,46.7,0.2,0.1,0.6,0.0,0.0,6.0
Darius SlaytonNYG,3.0,44.0,0.3,0.1,0.3,0.0,0.0,6.0
Van JeffersonLAR,3.2,41.9,0.3,0.0,0.2,0.0,0.0,5.9
Hunter RenfrowLV,3.9,46.2,0.2,0.0,0.0,0.0,0.0,5.9
Jamison CrowderNYJ,3.5,43.0,0.3,0.1,0.0,0.0,0.0,5.8
Russell GageATL,5.0,46.0,0.2,0.1,0.0,0.0,0.0,5.8
K.J. OsbornMIN,3.5,45.5,0.2,0.0,0.1,0.0,0.0,5.7
Marquez Valdes-ScantlingGB,2.7,43.6,0.2,0.1,0.6,0.0,0.0,5.6
Elijah MooreNYJ,3.6,44.2,0.2,0.0,0.3,0.0,0.0,5.6
Deonte HartyNO,3.1,39.5,0.2,0.4,2.8,0.0,0.0,5.4
William Fuller VMIA,3.1,41.5,0.2,0.0,0.1,0.0,0.0,5.3
Brandon AiyukSF,2.7,33.8,0.2,0.5,3.6,0.0,0.0,5.3
Bryan EdwardsLV,2.8,40.9,0.2,0.0,0.0,0.0,0.0,5.3
A.J. GreenARI,3.0,39.4,0.2,0.0,0.0,0.0,0.0,5.2
Amon-Ra St. BrownDET,3.1,38.7,0.2,0.0,0.1,0.0,0.0,4.9
Terrace Marshall Jr.CAR,2.9,37.1,0.2,0.0,0.2,0.0,0.0,4.9
Braxton BerriosNYJ,3.5,38.1,0.2,0.1,0.7,0.0,0.1,4.8
Danny AmendolaHOU,3.0,35.0,0.2,0.0,0.0,0.0,0.0,4.7
Juwan JohnsonNO,2.7,28.4,0.3,0.0,0.0,0.0,0.0,4.6
KJ HamlerDEN,2.8,33.0,0.2,0.6,3.3,0.0,0.0,4.6
Dyami BrownWAS,2.9,35.9,0.2,0.0,0.0,0.0,0.0,4.6
Adam HumphriesWAS,3.7,36.0,0.2,0.0,0.1,0.0,0.0,4.5
James WashingtonPIT,2.6,35.1,0.2,0.0,0.0,0.0,0.0,4.5
Allen LazardGB,2.5,33.1,0.2,0.1,0.7,0.0,0.0,4.4
Chris ConleyHOU,2.8,35.2,0.1,0.0,0.2,0.0,0.0,4.3
Freddie SwainSEA,2.2,28.3,0.2,0.2,1.3,0.0,0.0,4.1
Donovan Peoples-JonesCLE,2.1,30.4,0.2,0.0,0.1,0.0,0.0,4.0
Nico CollinsHOU,2.0,28.0,0.2,0.0,0.0,0.0,0.0,4.0
Olamide ZaccheausATL,2.3,31.2,0.1,0.1,0.5,0.0,0.0,4.0
Cedrick Wilson Jr.DAL,2.3,30.0,0.1,0.1,0.6,0.0,0.0,3.9
Kalif RaymondDET,2.2,30.6,0.1,0.1,0.5,0.0,0.0,3.8
Gabriel DavisBUF,1.6,25.7,0.2,0.0,0.0,0.0,0.0,3.8
Quez WatkinsPHI,2.1,30.3,0.1,0.0,0.2,0.0,0.0,3.8
Demarcus RobinsonKC,2.2,25.9,0.2,0.0,0.0,0.0,0.0,3.7
Josh ReynoldsDET,2.0,23.0,0.2,0.0,0.0,0.0,0.0,3.5
Rashard HigginsCLE,1.7,26.6,0.1,0.0,0.0,0.0,0.0,3.4
Jalen GuytonLAC,1.9,27.0,0.1,0.2,1.0,0.0,0.0,3.4
Randall CobbGB,2.1,25.0,0.1,0.1,0.4,0.0,0.0,3.3
Scotty MillerTB,2.0,25.6,0.1,0.1,1.0,0.0,0.0,3.3
Trent SherfieldSF,1.9,22.9,0.2,0.0,0.1,0.0,0.0,3.3
Chester RogersTEN,2.2,24.0,0.2,0.0,0.2,0.0,0.0,3.3
Kendrick BourneNE,2.0,24.7,0.1,0.0,0.5,0.0,0.0,3.2
Parris CampbellIND,1.8,22.6,0.1,0.1,0.9,0.0,0.0,3.1
Lil'Jordan HumphreyNO,1.5,19.5,0.1,0.5,4.0,0.0,0.0,3.0
Marquise GoodwinCHI,1.6,23.7,0.1,0.1,0.7,0.0,0.0,2.9
Trinity BensonDET,1.9,22.3,0.1,0.0,0.0,0.0,0.0,2.9
Damiere ByrdCHI,2.0,23.4,0.1,0.0,0.2,0.0,0.0,2.8
DeSean JacksonLV,1.3,21.1,0.1,0.1,0.6,0.0,0.0,2.8
Anthony SchwartzCLE,1.6,21.0,0.1,0.1,0.5,0.0,0.0,2.7
Anthony MillerPIT,1.7,18.7,0.1,0.0,0.3,0.0,0.0,2.6
Albert WilsonMIA,2.0,25.0,0.0,0.0,0.0,0.0,0.0,2.5
Mike ThomasCIN,1.5,17.2,0.1,0.0,0.0,0.0,0.0,2.2
Kenny StillsNO,1.1,15.4,0.1,0.0,0.0,0.0,0.0,2.2
Ty MontgomeryNO,1.4,13.5,0.1,0.5,2.2,0.0,0.0,2.1
Byron PringleKC,1.2,16.2,0.1,0.0,0.0,0.0,0.0,2.1
Auden TateCIN,1.4,16.6,0.1,0.0,0.0,0.0,0.0,2.1
Mohamed Sanu Sr.SF,1.5,16.3,0.1,0.1,0.2,0.0,0.0,2.0
Keelan Cole Sr.NYJ,1.3,15.8,0.1,0.0,0.1,0.0,0.0,2.0
Andre RobertsLAC,1.2,14.7,0.1,0.0,0.2,0.0,0.0,2.0
Tyron JohnsonLV,1.0,14.1,0.1,0.0,0.2,0.0,0.0,1.9
Devin DuvernayBAL,1.1,13.3,0.1,0.1,0.6,0.0,0.0,1.9
Tyler JohnsonTB,1.0,11.7,0.1,0.0,0.1,0.0,0.0,1.7
Brandon ZylstraCAR,0.8,10.6,0.1,0.0,0.2,0.0,0.0,1.6
Tajae SharpeATL,0.9,11.5,0.1,0.0,0.0,0.0,0.0,1.6
Joshua PalmerLAC,1.0,11.8,0.1,0.1,0.3,0.0,0.0,1.6
Cody ThompsonSEA,0.8,9.6,0.1,0.0,0.4,0.0,0.0,1.5
Christian BlakeATL,1.0,11.4,0.1,0.0,0.0,0.0,0.0,1.4
Isaiah McKenzieBUF,0.7,7.8,0.1,0.5,2.3,0.0,0.0,1.4
Ray-Ray McCloudPIT,1.1,10.8,0.1,0.1,0.5,0.0,0.0,1.4
Jeff SmithNYJ,0.9,11.4,0.0,0.0,0.0,0.0,0.0,1.4
Zay JonesLV,0.7,8.7,0.1,0.0,0.0,0.0,0.0,1.3
Greg WardPHI,0.9,9.3,0.1,0.0,0.0,0.0,0.0,1.3
Kadarius ToneyNYG,0.8,9.6,0.0,0.2,1.2,0.0,0.0,1.3
Ashton DulinIND,0.6,7.5,0.1,0.1,0.2,0.0,0.0,1.1
Laquon TreadwellJAC,0.7,8.5,0.0,0.0,0.0,0.0,0.0,1.0
Nick Westbrook-IkhineTEN,0.6,7.5,0.0,0.0,0.0,0.0,0.0,1.0
Kendall HintonDEN,0.6,6.3,0.0,0.2,1.2,0.0,0.0,1.0
Noah BrownDAL,0.6,7.5,0.0,0.0,0.2,0.0,0.0,1.0
Jauan JenningsSF,0.6,7.0,0.0,0.0,0.1,0.0,0.0,0.9
Stanley Morgan Jr.CIN,0.6,7.2,0.0,0.1,0.3,0.0,0.0,0.9
Curtis SamuelWAS,0.0,0.0,0.0,1.6,8.0,0.0,0.0,0.8
Phillip Dorsett IIHOU,0.4,5.1,0.0,0.0,0.4,0.0,0.0,0.8
Jake KumerowBUF,0.4,5.2,0.0,0.0,0.0,0.0,0.0,0.7
Ben SkowronekLAR,0.4,5.0,0.0,0.0,0.2,0.0,0.0,0.7
Chris MooreHOU,0.2,4.7,0.0,0.0,0.2,0.0,0.0,0.7
KhaDarel HodgeDET,0.4,5.1,0.0,0.0,0.0,0.0,0.0,0.6
Cam SimsWAS,0.3,4.7,0.0,0.0,0.0,0.0,0.0,0.6
Alex EricksonCAR,0.4,3.8,0.0,0.1,1.0,0.0,0.0,0.6
Tylan WallaceBAL,0.3,4.7,0.0,0.0,0.2,0.0,0.0,0.6
Jaelon DardenTB,0.3,4.3,0.0,0.0,0.2,0.0,0.0,0.6
Malik TaylorGB,0.4,4.1,0.0,0.1,0.3,0.0,0.0,0.6
Jody FortsonKC,0.3,3.6,0.0,0.0,0.1,0.0,0.0,0.5
Amari RodgersGB,0.4,4.2,0.0,0.0,0.1,0.0,0.0,0.5
Jamal AgnewJAC,0.3,3.1,0.0,0.0,0.7,0.0,0.0,0.5
Mack HollinsMIA,0.3,3.6,0.0,0.0,0.0,0.0,0.0,0.5
DeMichael HarrisIND,0.2,2.6,0.0,0.0,0.7,0.0,0.0,0.5
Dede WestbrookMIN,0.3,3.6,0.0,0.0,0.1,0.0,0.0,0.4
C.J. BoardNYG,0.2,3.1,0.0,0.0,0.2,0.0,0.0,0.4
DeAndre CarterWAS,0.3,3.0,0.0,0.0,0.3,0.0,0.0,0.4
Dax MilneWAS,0.3,3.2,0.0,0.0,0.1,0.0,0.0,0.4
J.J. Arcega-WhitesidePHI,0.2,3.3,0.0,0.0,0.0,0.0,0.0,0.4
Simi FehokoDAL,0.2,3.0,0.0,0.0,0.1,0.0,0.0,0.4
John RossNYG,0.2,2.5,0.0,0.0,0.0,0.0,0.0,0.4
Tutu AtwellLAR,0.2,2.7,0.0,0.0,0.2,0.0,0.0,0.4
Racey McMathTEN,0.2,3.0,0.0,0.0,0.1,0.0,0.0,0.4
Matthew SlaterNE,0.1,3.1,0.0,0.0,0.1,0.0,0.0,0.3
James Proche IIBAL,0.2,3.1,0.0,0.0,0.1,0.0,0.0,0.3
Ihmir Smith-MarsetteMIN,0.2,2.5,0.0,0.0,0.2,0.0,0.0,0.3
Nsimba WebsterCHI,0.2,2.9,0.0,0.0,0.1,0.0,0.0,0.3
Diontae SpencerDEN,0.2,2.1,0.0,0.0,0.4,0.0,0.0,0.3
Gunner OlszewskiNE,0.1,1.6,0.0,0.1,0.4,0.0,0.0,0.2
Equanimeous St. BrownGB,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
Marcus KempKC,0.1,1.6,0.0,0.0,0.0,0.0,0.0,0.2
Penny HartSEA,0.1,1.2,0.0,0.0,0.2,0.0,0.0,0.2
Antoine WesleyARI,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Tavon AustinJAC,0.0,0.4,0.0,0.1,0.4,0.0,0.0,0.1
Steven Sims Jr.PIT,0.1,0.5,0.0,0.1,0.3,0.0,0.0,0.1
Collin JohnsonNYG,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.1
Cameron BatsonTEN,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.1
Malik TurnerDAL,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.1
Gehrig DieterKC,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1
Terry GodwinJAC,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1
Bisi JohnsonMIN,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Dante PettisNYG,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Marcus JohnsonTEN,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Tanner GentryBUF,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Trenton IrwinCIN,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Brandon PowellLAR,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Ryan SwitzerCLE,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Michael ThomasNO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shi SmithCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy IsabellaARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breshad PerrimanTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N'Keal HarryNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denzel MimsNYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.Y. HiltonIND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael GallupDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miles BoykinBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D'Wayne EskridgeSEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Preston WilliamsMIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashod BatemanBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike StrachanIND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerry JeudyDEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank DarbyATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
