Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
Deebo SamuelSF,6.2,90.7,0.6,1.8,13.1,0.1,0.1,14.4
Tyreek HillKC,6.9,90.8,0.7,0.7,4.8,0.0,0.1,13.9
Davante AdamsGB,7.5,96.2,0.7,0.0,0.0,0.0,0.1,13.7
A.J. BrownTEN,5.9,88.1,0.7,0.5,2.8,0.0,0.1,13.3
CeeDee LambDAL,6.3,85.3,0.6,0.5,2.9,0.0,0.1,12.7
Stefon DiggsBUF,6.7,88.5,0.6,0.0,0.2,0.0,0.1,12.6
Ja'Marr ChaseCIN,5.5,80.6,0.6,0.6,2.9,0.0,0.1,12.1
Chris GodwinTB,6.4,80.9,0.7,0.1,0.3,0.0,0.1,12.0
Justin JeffersonMIN,6.1,85.3,0.5,0.4,1.7,0.0,0.1,11.8
Mike EvansTB,5.1,73.9,0.7,0.0,0.0,0.0,0.1,11.6
D.K. MetcalfSEA,5.0,71.6,0.6,0.0,0.3,0.0,0.1,10.9
Keenan AllenLAC,6.9,78.5,0.5,0.0,0.1,0.0,0.1,10.8
Diontae JohnsonPIT,6.3,72.6,0.5,0.4,2.8,0.0,0.1,10.5
DJ MooreCAR,5.3,73.2,0.5,0.6,3.4,0.0,0.1,10.5
Brandin CooksHOU,6.1,77.7,0.4,0.0,0.3,0.0,0.1,10.3
Tyler LockettSEA,5.2,67.1,0.6,0.2,0.6,0.0,0.1,10.0
Adam ThielenMIN,5.2,64.8,0.6,0.1,0.3,0.0,0.1,10.0
Terry McLaurinWAS,5.4,68.8,0.5,0.1,0.6,0.0,0.1,9.8
DeVonta SmithPHI,4.7,66.2,0.5,0.0,0.0,0.0,0.0,9.6
Jaylen WaddleMIA,5.9,64.0,0.5,0.1,0.3,0.0,0.1,9.3
Hunter RenfrowLV,5.6,62.7,0.5,0.0,0.0,0.0,0.1,9.2
Michael Pittman Jr.IND,5.3,63.8,0.4,0.1,0.6,0.0,0.1,9.0
Darnell MooneyCHI,4.6,59.2,0.4,0.3,1.7,0.0,0.0,8.9
Jarvis LandryCLE,4.5,57.4,0.4,0.5,3.3,0.0,0.0,8.9
Michael GallupDAL,4.0,59.5,0.5,0.0,0.0,0.0,0.0,8.7
Kenny GolladayNYG,4.3,61.0,0.4,0.0,0.0,0.0,0.0,8.4
Tee HigginsCIN,4.8,63.7,0.3,0.0,0.2,0.0,0.0,8.3
Mike WilliamsLAC,4.3,63.3,0.3,0.0,0.0,0.0,0.0,8.3
Christian KirkARI,4.9,60.1,0.3,0.2,1.2,0.0,0.1,7.6
Emmanuel SandersBUF,4.1,56.1,0.3,0.2,1.3,0.0,0.0,7.5
Chase ClaypoolPIT,4.0,54.5,0.2,0.9,5.8,0.0,0.0,7.5
A.J. GreenARI,3.9,52.6,0.4,0.0,0.0,0.0,0.0,7.5
Corey DavisNYJ,4.2,57.2,0.3,0.0,0.0,0.0,0.0,7.3
Tre'Quan SmithNO,3.3,44.5,0.4,0.0,0.1,0.0,0.0,7.1
Jakobi MeyersNE,5.3,57.6,0.2,0.0,0.1,0.0,0.0,7.1
Rashod BatemanBAL,4.5,59.1,0.2,0.0,0.2,0.0,0.0,7.1
Brandon AiyukSF,4.1,50.4,0.3,0.7,3.6,0.0,0.0,7.1
Cole BeasleyBUF,4.8,52.2,0.3,0.0,0.0,0.0,0.0,6.8
Marvin Jones Jr.JAC,4.0,50.0,0.3,0.0,0.0,0.0,0.0,6.7
Deonte HartyNO,3.8,49.5,0.2,0.6,4.2,0.0,0.0,6.7
Kadarius ToneyNYG,4.4,49.6,0.2,0.6,2.8,0.0,0.0,6.3
Tyler BoydCIN,4.1,45.3,0.3,0.0,0.4,0.0,0.0,6.2
Marquez CallawayNO,3.6,47.1,0.2,0.0,0.0,0.0,0.0,6.1
Bryan EdwardsLV,3.0,47.7,0.2,0.0,0.0,0.0,0.0,6.1
Nelson AgholorNE,3.4,44.0,0.2,0.2,0.7,0.0,0.0,5.9
Kendrick BourneNE,3.1,41.3,0.2,0.6,4.0,0.0,0.0,5.9
Robby AndersonCAR,3.4,41.3,0.3,0.0,0.2,0.0,0.0,5.7
Jamison CrowderNYJ,4.1,44.4,0.2,0.0,0.2,0.0,0.0,5.6
Russell GageATL,4.2,45.2,0.2,0.0,0.2,0.0,0.0,5.5
Rashard HigginsCLE,2.6,40.8,0.2,0.1,0.4,0.0,0.0,5.5
Kalif RaymondDET,3.4,44.8,0.2,0.1,0.6,0.0,0.0,5.5
Sammy WatkinsBAL,3.4,45.3,0.2,0.0,0.2,0.0,0.0,5.4
Darius SlaytonNYG,3.0,40.0,0.2,0.0,0.0,0.0,0.0,5.4
Mecole HardmanKC,3.3,41.0,0.2,0.4,2.6,0.0,0.1,5.4
Laviska Shenault Jr.JAC,3.8,38.7,0.2,0.9,4.4,0.0,0.0,5.3
Jamal AgnewJAC,3.3,36.6,0.1,0.9,6.3,0.0,0.0,5.3
Amon-Ra St. BrownDET,3.9,45.6,0.1,0.0,0.1,0.0,0.0,5.3
T.Y. HiltonIND,3.2,40.3,0.2,0.0,0.0,0.0,0.0,5.2
Rondale MooreARI,3.5,36.2,0.2,1.2,5.7,0.0,0.0,5.2
Randall CobbGB,3.1,37.6,0.2,0.1,0.2,0.0,0.0,5.2
Marquez Valdes-ScantlingGB,2.4,39.5,0.2,0.0,0.3,0.0,0.0,5.1
Marcus JohnsonTEN,2.8,40.6,0.2,0.2,0.5,0.0,0.0,5.1
Quez WatkinsPHI,3.0,41.6,0.2,0.0,0.0,0.0,0.0,5.1
Olamide ZaccheausATL,2.7,35.3,0.2,0.0,0.0,0.0,0.0,4.9
Elijah MooreNYJ,2.9,34.6,0.2,0.2,1.6,0.0,0.0,4.9
Zach PascalIND,3.2,36.9,0.2,0.0,0.1,0.0,0.0,4.8
Cedrick Wilson Jr.DAL,2.6,32.8,0.2,0.1,0.4,0.0,0.0,4.8
Tajae SharpeATL,3.0,35.8,0.1,0.0,0.0,0.0,0.0,4.4
DeAndre CarterWAS,2.6,33.0,0.1,0.6,3.0,0.0,0.0,4.4
Marquise GoodwinCHI,2.3,34.7,0.1,0.1,0.3,0.0,0.0,4.3
K.J. OsbornMIN,2.7,32.1,0.2,0.1,0.5,0.0,0.0,4.2
Nico CollinsHOU,2.7,33.9,0.1,0.0,0.1,0.0,0.0,4.0
Tyler JohnsonTB,2.4,29.4,0.2,0.0,0.1,0.0,0.0,3.9
Preston WilliamsMIA,2.0,27.6,0.2,0.1,0.4,0.0,0.0,3.8
Keelan Cole Sr.NYJ,2.1,29.0,0.1,0.0,0.0,0.0,0.0,3.7
Jalen ReagorPHI,2.3,25.8,0.1,0.4,2.1,0.0,0.0,3.6
Danny AmendolaHOU,2.8,29.0,0.1,0.0,0.1,0.0,0.0,3.6
Devin DuvernayBAL,2.3,23.8,0.1,0.4,2.9,0.0,0.0,3.5
DeSean JacksonLV,1.6,26.4,0.1,0.0,0.1,0.0,0.0,3.4
Gabriel DavisBUF,1.4,22.2,0.2,0.0,0.0,0.0,0.0,3.3
James WashingtonPIT,1.9,25.5,0.1,0.1,1.0,0.0,0.0,3.3
Adam HumphriesWAS,2.4,26.0,0.1,0.0,0.1,0.0,0.0,3.2
Josh ReynoldsDET,2.0,26.2,0.1,0.0,0.2,0.0,0.0,3.2
Albert WilsonMIA,2.1,23.1,0.1,0.4,2.5,0.0,0.0,3.2
Byron PringleKC,1.9,23.7,0.1,0.0,0.0,0.0,0.0,3.2
Denzel MimsNYJ,1.5,25.6,0.1,0.0,0.0,0.0,0.0,3.2
Nick Westbrook-IkhineTEN,1.8,21.5,0.2,0.0,0.0,0.0,0.0,3.1
Zay JonesLV,1.8,22.5,0.1,0.0,0.1,0.0,0.0,3.0
Chester RogersTEN,1.7,20.0,0.1,0.1,0.9,0.0,0.0,2.8
Ja'Marcus BradleyCLE,1.5,21.0,0.1,0.0,0.1,0.0,0.0,2.8
Antoine WesleyARI,1.7,21.0,0.1,0.0,0.1,0.0,0.0,2.7
Kenny StillsNO,1.4,18.5,0.1,0.1,0.1,0.0,0.0,2.6
Chris ConleyHOU,1.5,21.0,0.1,0.0,0.0,0.0,0.0,2.6
Jalen GuytonLAC,1.2,18.0,0.1,0.3,1.5,0.0,0.0,2.5
Mack HollinsMIA,1.5,18.3,0.1,0.0,0.0,0.0,0.0,2.4
Demarcus RobinsonKC,1.4,17.7,0.1,0.0,0.0,0.0,0.0,2.4
Freddie SwainSEA,1.5,17.3,0.1,0.2,1.3,0.0,0.0,2.4
Terrace Marshall Jr.CAR,1.6,18.8,0.1,0.0,0.1,0.0,0.0,2.4
Noah BrownDAL,1.3,16.1,0.1,0.0,0.0,0.0,0.0,2.2
John RossNYG,1.0,15.4,0.1,0.0,0.0,0.0,0.0,2.2
Ray-Ray McCloudPIT,1.6,15.9,0.1,0.0,0.5,0.0,0.0,2.1
Damiere ByrdCHI,1.3,16.5,0.1,0.0,0.0,0.0,0.0,2.1
Dyami BrownWAS,1.3,15.3,0.1,0.1,0.1,0.0,0.0,2.0
Brandon ZylstraCAR,1.1,15.0,0.1,0.0,0.0,0.0,0.0,2.0
Juwann WinfreeGB,1.4,14.7,0.1,0.0,0.0,0.0,0.0,2.0
Joshua PalmerLAC,1.1,13.9,0.1,0.0,0.0,0.0,0.0,2.0
Isaiah FordMIA,1.3,15.3,0.1,0.0,0.1,0.0,0.0,2.0
Mohamed Sanu Sr.SF,1.5,15.3,0.1,0.0,0.0,0.0,0.0,2.0
Braxton BerriosNYJ,1.3,13.4,0.1,0.1,0.7,0.0,0.0,2.0
Dez FitzpatrickTEN,1.1,13.0,0.1,0.0,0.1,0.0,0.0,1.8
Isaiah McKenzieBUF,0.8,8.7,0.1,0.7,3.6,0.0,0.0,1.8
Malik TurnerDAL,1.0,12.2,0.1,0.0,0.0,0.0,0.0,1.8
Collin JohnsonNYG,1.2,13.5,0.1,0.0,0.0,0.0,0.0,1.8
Jauan JenningsSF,1.0,12.3,0.1,0.0,0.0,0.0,0.0,1.8
N'Keal HarryNE,1.0,11.3,0.1,0.0,0.0,0.0,0.0,1.7
KhaDarel HodgeDET,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.7
Chris MooreHOU,1.1,12.3,0.1,0.0,0.0,0.0,0.0,1.7
D'Wayne EskridgeSEA,0.8,9.9,0.0,0.7,3.1,0.0,0.0,1.6
Josh GordonKC,0.8,11.7,0.1,0.0,0.0,0.0,0.0,1.6
Lil'Jordan HumphreyNO,0.9,11.3,0.1,0.0,0.0,0.0,0.0,1.6
Frank DarbyATL,1.0,11.8,0.1,0.0,0.1,0.0,0.0,1.5
Cam SimsWAS,0.9,10.8,0.1,0.0,0.2,0.0,0.0,1.4
Jaelon DardenTB,0.8,9.5,0.1,0.1,0.7,0.0,0.0,1.4
Trent SherfieldSF,0.7,8.6,0.1,0.0,0.0,0.0,0.0,1.3
James Proche IIBAL,0.8,10.5,0.0,0.0,0.0,0.0,0.0,1.3
Tavon AustinJAC,0.9,8.9,0.1,0.0,0.0,0.0,0.0,1.3
Equanimeous St. BrownGB,0.7,9.3,0.1,0.0,0.4,0.0,0.0,1.3
Dax MilneWAS,0.8,9.7,0.0,0.0,0.0,0.0,0.0,1.2
Amari RodgersGB,0.6,7.4,0.0,0.1,0.5,0.0,0.0,1.0
Ashton DulinIND,0.8,8.3,0.0,0.0,0.1,0.0,0.0,1.0
Sterling ShepardNYG,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
Donovan Peoples-JonesCLE,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
Dede WestbrookMIN,0.8,8.7,0.0,0.0,0.0,0.0,0.0,1.0
Dezmon PatmonIND,0.6,5.9,0.1,0.0,0.1,0.0,0.0,1.0
Penny HartSEA,0.6,7.6,0.0,0.0,0.0,0.0,0.0,1.0
Jeff SmithNYJ,0.5,6.4,0.0,0.1,0.4,0.0,0.0,0.8
Lawrence CagerNYJ,0.4,6.1,0.0,0.0,0.1,0.0,0.0,0.8
Tom KennedyDET,0.5,6.8,0.0,0.0,0.1,0.0,0.0,0.8
Mike ThomasCIN,0.5,5.6,0.0,0.0,0.0,0.0,0.0,0.7
Laquon TreadwellJAC,0.8,7.0,0.0,0.0,0.0,0.0,0.0,0.7
Andy IsabellaARI,0.3,6.2,0.0,0.0,0.2,0.0,0.0,0.7
Isaiah CoulterCHI,0.3,4.9,0.0,0.0,0.3,0.0,0.0,0.6
Dillon StonerLV,0.4,4.8,0.0,0.0,0.1,0.0,0.0,0.6
Travis BenjaminSF,0.4,5.2,0.0,0.0,0.1,0.0,0.0,0.6
Greg WardPHI,0.4,4.4,0.0,0.0,0.1,0.0,0.0,0.5
Dan ChisenaMIN,0.2,4.0,0.0,0.0,0.1,0.0,0.0,0.5
Andre RobertsLAC,0.1,2.7,0.0,0.2,0.8,0.0,0.0,0.4
Breshad PerrimanTB,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.4
Alex EricksonCAR,0.2,2.5,0.0,0.0,0.3,0.0,0.0,0.3
J.J. Arcega-WhitesidePHI,0.2,2.6,0.0,0.0,0.0,0.0,0.0,0.3
Christian BlakeATL,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.3
Greg DortchARI,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.3
Tylan WallaceBAL,0.1,2.5,0.0,0.0,0.1,0.0,0.0,0.3
Daurice FountainKC,0.1,2.0,0.0,0.0,0.1,0.0,0.0,0.3
Matthew SlaterNE,0.1,2.0,0.0,0.0,0.2,0.0,0.0,0.2
Maurice FfrenchLAC,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2
Stanley Morgan Jr.CIN,0.1,1.5,0.0,0.0,0.1,0.0,0.0,0.2
Marcus KempKC,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Gunner OlszewskiNE,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
