Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
Tyreek HillKC,6.5,93.8,0.8,0.8,4.6,0.0,0.1,14.6
Davante AdamsGB,7.5,93.5,0.8,0.0,0.0,0.0,0.1,14.1
Calvin RidleyATL,6.0,89.0,0.7,0.3,1.5,0.0,0.1,13.1
Stefon DiggsBUF,6.6,85.9,0.7,0.1,0.7,0.0,0.1,12.8
DeAndre HopkinsARI,7.3,87.6,0.6,0.0,0.2,0.0,0.1,12.5
D.K. MetcalfSEA,5.4,83.8,0.7,0.0,0.2,0.0,0.0,12.4
A.J. BrownTEN,5.3,77.8,0.8,0.1,0.8,0.0,0.0,12.4
Justin JeffersonMIN,5.7,86.0,0.5,0.1,0.2,0.0,0.1,11.5
Adam ThielenMIN,5.3,69.1,0.7,0.2,0.9,0.0,0.0,11.2
Terry McLaurinWAS,5.8,78.3,0.6,0.2,0.8,0.0,0.0,11.2
Tyler LockettSEA,6.0,71.9,0.6,0.1,0.3,0.0,0.0,11.0
Mike EvansTB,4.7,69.0,0.7,0.0,0.0,0.0,0.0,11.0
Amari CooperDAL,5.7,72.5,0.6,0.2,0.8,0.0,0.1,10.8
Tee HigginsCIN,5.3,72.1,0.6,0.1,0.8,0.0,0.1,10.6
Julio JonesTEN,5.0,70.3,0.6,0.0,0.0,0.0,0.0,10.6
CeeDee LambDAL,5.6,69.9,0.5,0.5,2.8,0.0,0.1,10.5
DJ MooreCAR,5.0,71.9,0.5,0.2,1.3,0.0,0.0,10.5
Chris GodwinTB,5.1,67.6,0.6,0.0,0.2,0.0,0.0,10.4
Deebo SamuelSF,4.7,64.1,0.5,1.0,8.1,0.0,0.1,10.3
Cooper KuppLAR,5.6,66.5,0.6,0.2,1.1,0.0,0.1,10.3
Keenan AllenLAC,6.5,68.8,0.6,0.2,0.9,0.0,0.1,10.2
Robert WoodsLAR,5.4,61.8,0.5,1.1,6.3,0.0,0.1,10.1
Marvin Jones Jr.JAC,4.3,60.1,0.6,0.0,0.0,0.0,0.0,9.6
Laviska Shenault Jr.JAC,4.9,55.8,0.5,1.4,7.5,0.0,0.1,9.6
Diontae JohnsonPIT,5.9,63.1,0.5,0.2,1.2,0.0,0.1,9.6
Robby AndersonCAR,5.0,61.6,0.5,0.2,1.1,0.0,0.0,9.3
Brandin CooksHOU,4.9,67.4,0.4,0.1,0.3,0.0,0.0,9.0
Brandon AiyukSF,4.7,64.6,0.3,0.8,4.7,0.0,0.0,8.8
Allen Robinson IICHI,5.6,65.1,0.4,0.0,0.0,0.0,0.1,8.7
Kenny GolladayNYG,4.1,60.6,0.4,0.0,0.0,0.0,0.0,8.5
Tyler BoydCIN,5.3,61.6,0.4,0.2,1.5,0.0,0.1,8.5
Marquise BrownBAL,4.2,55.2,0.5,0.1,0.9,0.0,0.0,8.4
Michael Pittman Jr.IND,4.4,55.3,0.4,0.2,1.2,0.0,0.0,8.3
Jakobi MeyersNE,4.6,59.0,0.4,0.1,0.2,0.0,0.0,8.3
Corey DavisNYJ,5.0,63.3,0.3,0.0,0.3,0.0,0.0,8.3
Jerry JeudyDEN,4.6,62.5,0.3,0.0,0.0,0.0,0.0,8.3
D.J. Chark Jr.JAC,4.3,58.1,0.4,0.0,0.3,0.0,0.0,8.3
DeVonta SmithPHI,4.2,59.7,0.4,0.1,0.7,0.0,0.0,8.1
DeVante ParkerMIA,4.7,59.8,0.4,0.0,0.0,0.0,0.0,8.1
Jarvis LandryCLE,5.2,61.7,0.3,0.2,1.0,0.0,0.0,7.8
Mecole HardmanKC,3.7,51.8,0.4,0.3,2.5,0.0,0.0,7.7
Marquez CallawayNO,4.3,56.1,0.3,0.1,0.7,0.0,0.0,7.6
Courtland SuttonDEN,4.2,60.0,0.2,0.1,0.6,0.0,0.0,7.4
Sterling ShepardNYG,4.9,51.3,0.3,0.3,2.2,0.0,0.0,7.3
Chase ClaypoolPIT,4.3,55.2,0.2,0.5,2.3,0.0,0.0,7.2
Mike WilliamsLAC,3.4,51.7,0.3,0.0,0.1,0.0,0.0,7.1
Ja'Marr ChaseCIN,4.2,56.8,0.2,0.1,0.5,0.0,0.0,7.0
Michael GallupDAL,3.8,56.5,0.2,0.0,0.0,0.0,0.0,6.8
Emmanuel SandersBUF,3.7,44.5,0.3,0.1,0.4,0.0,0.0,6.6
Jaylen WaddleMIA,3.9,54.2,0.2,0.2,1.4,0.0,0.1,6.6
Russell GageATL,4.6,51.1,0.2,0.1,0.5,0.0,0.0,6.4
Elijah MooreNYJ,4.3,52.0,0.2,0.1,0.7,0.0,0.0,6.3
Cole BeasleyBUF,4.1,48.0,0.2,0.0,0.0,0.0,0.0,6.1
Nelson AgholorNE,3.4,48.2,0.2,0.0,0.4,0.0,0.0,6.0
Randall CobbGB,3.2,38.1,0.3,0.1,0.3,0.0,0.0,5.8
Darnell MooneyCHI,4.3,46.5,0.2,0.2,1.0,0.0,0.0,5.7
Jalen ReagorPHI,3.3,46.6,0.2,0.2,1.1,0.0,0.0,5.7
Christian KirkARI,3.5,40.9,0.2,0.3,1.8,0.0,0.0,5.5
DeSean JacksonLV,2.8,41.3,0.2,0.2,1.2,0.0,0.0,5.4
Terrace Marshall Jr.CAR,3.3,42.7,0.2,0.0,0.3,0.0,0.0,5.3
A.J. GreenARI,3.4,41.6,0.2,0.0,0.0,0.0,0.0,5.2
Parris CampbellIND,3.4,41.1,0.1,0.2,1.7,0.0,0.0,5.1
Sammy WatkinsBAL,3.1,41.0,0.2,0.1,0.6,0.0,0.0,5.0
Zach PascalIND,2.8,38.0,0.2,0.0,0.1,0.0,0.0,5.0
Darius SlaytonNYG,2.8,38.1,0.2,0.1,0.1,0.0,0.0,4.8
Chris ConleyHOU,2.8,37.3,0.2,0.0,0.2,0.0,0.0,4.7
Gabriel DavisBUF,2.4,37.0,0.2,0.0,0.1,0.0,0.0,4.7
Rondale MooreARI,3.1,37.2,0.1,0.5,2.9,0.0,0.1,4.7
Adam HumphriesWAS,3.3,35.7,0.1,0.0,0.1,0.0,0.0,4.5
Marquez Valdes-ScantlingGB,2.0,34.5,0.2,0.1,0.7,0.0,0.0,4.4
Hunter RenfrowLV,3.4,36.7,0.1,0.0,0.0,0.0,0.0,4.4
Amon-Ra St. BrownDET,3.2,36.8,0.1,0.0,0.1,0.0,0.0,4.4
Deonte HartyNO,2.8,33.2,0.1,0.2,2.0,0.0,0.0,4.3
Nico CollinsHOU,2.6,33.5,0.2,0.0,0.2,0.0,0.0,4.2
Bryan EdwardsLV,2.7,34.9,0.1,0.0,0.1,0.0,0.0,4.2
Cordarrelle PattersonATL,1.3,12.4,0.1,4.8,18.5,0.1,0.1,4.1
Kendrick BourneNE,2.5,31.7,0.1,0.0,0.0,0.0,0.0,4.0
Josh ReynoldsDET,2.8,33.4,0.1,0.0,0.0,0.0,0.0,4.0
Denzel MimsNYJ,2.6,32.1,0.1,0.0,0.0,0.0,0.0,3.9
Allen LazardGB,2.3,30.4,0.1,0.1,0.8,0.0,0.0,3.9
Quintez CephusDET,2.4,31.5,0.1,0.0,0.0,0.0,0.0,3.8
KJ HamlerDEN,2.1,26.3,0.1,0.7,3.4,0.0,0.0,3.5
Rashard HigginsCLE,1.8,27.0,0.1,0.0,0.0,0.0,0.0,3.5
Donovan Peoples-JonesCLE,2.0,28.5,0.1,0.0,0.1,0.0,0.0,3.5
Albert WilsonMIA,2.2,25.4,0.1,0.2,1.3,0.0,0.0,3.4
Tim PatrickDEN,2.0,25.9,0.1,0.0,0.0,0.0,0.0,3.3
Demarcus RobinsonKC,2.0,24.7,0.1,0.0,0.0,0.0,0.0,3.2
Dyami BrownWAS,1.8,26.4,0.1,0.0,0.1,0.0,0.0,3.2
Quez WatkinsPHI,1.9,25.3,0.1,0.0,0.1,0.0,0.0,3.1
Damiere ByrdCHI,2.4,26.3,0.1,0.1,0.3,0.0,0.0,3.1
Olamide ZaccheausATL,1.7,23.6,0.1,0.0,0.1,0.0,0.0,3.1
Travis FulghamDEN,1.7,23.3,0.1,0.0,0.0,0.0,0.0,3.0
