Player,REC,YDS,TDS,ATT,YDS,TDS,FL,FPTS
D'Wayne EskridgeSEA,2.0,23.2,0.1,0.1,0.4,0.0,0.0,3.0
Lil'Jordan HumphreyNO,1.8,23.4,0.1,0.1,0.9,0.0,0.0,3.0
Van JeffersonLAR,1.8,21.6,0.1,0.1,0.2,0.0,0.0,3.0
Danny AmendolaHOU,1.9,22.7,0.1,0.0,0.2,0.0,0.0,3.0
Jalen GuytonLAC,1.6,23.7,0.1,0.1,0.4,0.0,0.0,2.9
James WashingtonPIT,1.7,21.9,0.1,0.0,0.0,0.0,0.0,2.8
Mohamed Sanu Sr.SF,1.8,20.8,0.1,0.1,0.4,0.0,0.0,2.7
Kalif RaymondDET,1.6,20.1,0.1,0.0,0.0,0.0,0.0,2.3
Auden TateCIN,1.4,18.2,0.1,0.0,0.0,0.0,0.0,2.3
Cam SimsWAS,1.3,17.8,0.1,0.1,0.3,0.0,0.0,2.3
Scotty MillerTB,1.2,16.4,0.1,0.2,1.1,0.0,0.0,2.3
Ty MontgomeryNO,1.4,14.3,0.1,0.5,2.2,0.0,0.0,2.2
Juwan JohnsonNO,1.2,15.2,0.1,0.0,0.0,0.0,0.0,2.1
Joshua PalmerLAC,1.4,16.5,0.1,0.0,0.3,0.0,0.0,2.1
Freddie SwainSEA,1.3,16.3,0.1,0.0,0.0,0.0,0.0,2.1
Byron PringleKC,1.3,16.9,0.1,0.0,0.0,0.0,0.0,2.1
Braxton BerriosNYJ,1.3,13.8,0.1,0.1,0.7,0.0,0.0,2.0
Devin DuvernayBAL,1.2,16.2,0.1,0.1,0.8,0.0,0.0,2.0
Tyron JohnsonLV,0.9,14.3,0.1,0.0,0.3,0.0,0.0,2.0
Kadarius ToneyNYG,1.1,13.2,0.1,0.4,2.1,0.0,0.0,1.9
Racey McMathTEN,1.0,12.7,0.1,0.0,0.3,0.0,0.0,1.8
Keke CouteeIND,1.1,13.7,0.1,0.0,0.0,0.0,0.0,1.8
Ihmir Smith-MarsetteMIN,1.0,12.0,0.1,0.0,0.1,0.0,0.0,1.7
Greg WardPHI,1.2,12.2,0.1,0.1,0.1,0.0,0.0,1.7
Tylan WallaceBAL,1.0,11.5,0.1,0.0,0.2,0.0,0.0,1.7
Alex EricksonCAR,0.8,9.5,0.1,0.0,1.6,0.0,0.0,1.5
Anthony SchwartzCLE,0.8,10.0,0.1,0.0,0.1,0.0,0.0,1.4
Jamal AgnewJAC,0.7,8.4,0.1,0.4,2.1,0.0,0.0,1.4
Isaiah McKenzieBUF,0.7,7.7,0.1,0.4,2.1,0.0,0.0,1.4
Marquise GoodwinCHI,0.7,10.5,0.0,0.0,0.0,0.0,0.0,1.3
Demetric FeltonCLE,0.6,4.3,0.0,0.0,5.2,0.0,0.0,1.3
Richie James Jr.SF,0.7,10.0,0.1,0.0,0.0,0.0,0.0,1.3
Jauan JenningsSF,0.7,8.2,0.1,0.0,0.2,0.0,0.0,1.3
K.J. OsbornMIN,0.7,10.4,0.1,0.0,0.2,0.0,0.0,1.3
Amari RodgersGB,0.8,8.9,0.1,0.1,0.5,0.0,0.0,1.3
Tutu AtwellLAR,0.7,8.5,0.1,0.0,0.1,0.0,0.0,1.2
Dede WestbrookMIN,0.9,9.1,0.1,0.0,0.2,0.0,0.0,1.2
Dax MilneWAS,0.7,8.8,0.0,0.0,0.2,0.0,0.0,1.1
Collin JohnsonNYG,0.8,8.6,0.0,0.0,0.0,0.0,0.0,1.1
Andy IsabellaARI,0.6,7.7,0.0,0.0,0.0,0.0,0.0,1.1
Javon WimsLV,0.8,8.1,0.0,0.0,0.0,0.0,0.0,1.1
Cedrick Wilson Jr.DAL,0.7,7.9,0.0,0.0,0.1,0.0,0.0,1.0
Chris MooreHOU,0.6,7.3,0.0,0.0,0.0,0.0,0.0,1.0
Trinity BensonDET,0.6,7.5,0.0,0.0,0.1,0.0,0.0,1.0
Phillip Dorsett IIHOU,0.6,6.8,0.0,0.0,0.0,0.0,0.0,1.0
Trent SherfieldSF,0.6,7.6,0.0,0.0,0.0,0.0,0.0,0.9
Christian BlakeATL,0.5,6.9,0.0,0.0,0.0,0.0,0.0,0.9
Tavon AustinJAC,0.7,5.7,0.1,0.0,0.0,0.0,0.0,0.9
Jeff SmithNYJ,0.5,6.6,0.0,0.0,0.0,0.0,0.0,0.8
Zay JonesLV,0.5,5.6,0.0,0.0,0.0,0.0,0.0,0.8
Simi FehokoDAL,0.5,6.0,0.0,0.0,0.1,0.0,0.0,0.8
Gunner OlszewskiNE,0.4,5.0,0.0,0.2,0.9,0.0,0.0,0.8
Chester RogersTEN,0.5,5.5,0.0,0.0,0.1,0.0,0.0,0.7
Dezmon PatmonIND,0.7,7.0,0.0,0.0,0.0,0.0,0.0,0.7
Stanley Morgan Jr.CIN,0.4,4.8,0.0,0.0,0.0,0.0,0.0,0.7
Mike StrachanIND,0.4,5.6,0.0,0.0,0.1,0.0,0.0,0.7
Diontae SpencerDEN,0.4,4.4,0.0,0.2,1.4,0.0,0.0,0.7
Nick Westbrook-IkhineTEN,0.4,4.9,0.0,0.0,0.0,0.0,0.0,0.7
Isaiah FordMIA,0.5,4.7,0.0,0.0,0.0,0.0,0.0,0.7
Ray-Ray McCloudPIT,0.5,4.3,0.0,0.1,0.6,0.0,0.0,0.6
Steven Sims Jr.PIT,0.3,4.3,0.0,0.0,0.0,0.0,0.0,0.6
Tyler JohnsonTB,0.3,4.4,0.0,0.0,0.0,0.0,0.0,0.5
Marcus JohnsonTEN,0.4,4.7,0.0,0.0,0.0,0.0,0.0,0.5
DeAndre CarterWAS,0.3,4.0,0.0,0.0,0.3,0.0,0.0,0.5
Tajae SharpeATL,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.5
James Proche IIBAL,0.4,4.3,0.0,0.0,0.1,0.0,0.0,0.5
J.J. Arcega-WhitesidePHI,0.3,4.4,0.0,0.0,0.0,0.0,0.0,0.5
Jaydon MickensJAC,0.3,3.8,0.0,0.0,0.1,0.0,0.0,0.5
Mack HollinsMIA,0.3,3.9,0.0,0.0,0.0,0.0,0.0,0.5
KhaDarel HodgeDET,0.4,4.5,0.0,0.0,0.0,0.0,0.0,0.5
Antonio Gandy-GoldenWAS,0.2,3.3,0.0,0.0,0.0,0.0,0.0,0.4
KeeSean JohnsonSF,0.3,3.3,0.0,0.0,0.0,0.0,0.0,0.4
Marquez StevensonBUF,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.4
Daurice FountainKC,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.4
Greg DortchARI,0.2,2.8,0.0,0.0,0.0,0.0,0.0,0.4
Jake KumerowBUF,0.2,3.2,0.0,0.0,0.1,0.0,0.0,0.4
Ashton DulinIND,0.2,3.0,0.0,0.1,0.3,0.0,0.0,0.4
Trent TaylorCIN,0.2,2.5,0.0,0.0,0.0,0.0,0.0,0.4
Cameron BatsonTEN,0.3,2.7,0.0,0.0,0.0,0.0,0.0,0.4
Allen HurnsMIA,0.2,2.4,0.0,0.0,0.0,0.0,0.0,0.4
Penny HartSEA,0.2,2.4,0.0,0.0,0.3,0.0,0.0,0.4
Mike ThomasCIN,0.1,2.5,0.0,0.0,0.0,0.0,0.0,0.4
Malik TaylorGB,0.2,2.9,0.0,0.1,0.3,0.0,0.0,0.3
C.J. BoardNYG,0.1,2.5,0.0,0.0,0.0,0.0,0.0,0.3
Brandon ZylstraCAR,0.2,2.3,0.0,0.0,0.1,0.0,0.0,0.3
Tom KennedyDET,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3
Andre RobertsLAC,0.2,2.2,0.0,0.1,0.5,0.0,0.0,0.3
Matthew SlaterNE,0.0,2.2,0.0,0.0,0.2,0.0,0.0,0.3
Terry GodwinJAC,0.1,1.3,0.0,0.0,0.0,0.0,0.0,0.2
Brandon PowellLAR,0.1,1.2,0.0,0.0,0.0,0.0,0.0,0.2
Travis BenjaminSF,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.2
Nsimba WebsterCHI,0.1,1.4,0.0,0.0,0.0,0.0,0.0,0.2
Equanimeous St. BrownGB,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.1
Marcus KempKC,0.1,1.2,0.0,0.0,0.0,0.0,0.0,0.1
Dan ChisenaMIN,0.1,1.3,0.0,0.0,0.0,0.0,0.0,0.1
Kendall HintonDEN,0.1,0.7,0.0,0.1,0.4,0.0,0.0,0.1
Frank DarbyATL,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Joe ReedLAC,0.1,0.5,0.0,0.1,0.3,0.0,0.0,0.1
Matt ColeSEA,0.1,0.5,0.0,0.1,0.2,0.0,0.0,0.1
DeMichael HarrisIND,0.0,0.5,0.0,0.1,0.3,0.0,0.0,0.1
Malik TurnerDAL,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1
Kelvin HarmonWAS,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1
John HightowerPHI,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1
Isaac WhitneyARI,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1
Gehrig DieterKC,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1
Vyncint SmithTB,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1
Trenton IrwinCIN,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.1
Jake LampmanNO,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1
Isaiah CoulterCHI,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1
Robert FosterDAL,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1
John UrsuaSEA,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Josh MaloneTEN,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Cyril Grayson Jr.TB,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1
River CracraftMIA,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Jason Moore Jr.LAC,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Lawrence CagerNYJ,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Chad HansenATL,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Kevin WhiteNO,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Tanner GentryBUF,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
Dante PettisNYG,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Jordan MatthewsSF,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Laquon TreadwellJAC,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Ja'Marcus BradleyCLE,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Austin MackSF,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Cody HollisterTEN,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Tyrie ClevelandDEN,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Ryan SwitzerCLE,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
John RossNYG,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Seth WilliamsDEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben SkowronekLAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
