player,position,team,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,opponent,home
Mack Hollins,WR,MIA,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,True
Preston Williams,WR,MIA,1.0,43.0,61.0,0.0,7.0,2.0,7.0,3.5,8.1,4,2020,1.0,3.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,True
Lynn Bowden Jr.,WR,MIA,1.0,4.0,6.0,25.0,0.0,25.0,25.0,0.5,12.5,4,2020,,,,,,,,,,,,SEA,True
William Fuller V,WR,MIA,1.0,,,,,,,16.8,,4,2020,6.0,7.0,108.0,18.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,SEA,True
Lynn Bowden Jr.,WR,MIA,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,SEA,True
Nelson Agholor,WR,LV,1.0,68.0,92.0,0.0,6.0,6.0,6.0,10.4,15.3,4,2020,,,,,,,,,,,,BUF,True
Zay Jones,WR,LV,1.0,67.0,91.0,0.0,10.0,6.0,10.0,3.2,4.8,4,2020,4.0,7.0,32.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Hunter Renfrow,WR,LV,1.0,52.0,70.0,0.0,15.0,10.0,15.0,5.7,11.0,4,2020,5.0,8.0,57.0,11.4,37.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Keelan Doss,WR,LV,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,,,,,,,,,,,,BUF,True
Tyron Johnson,WR,LV,1.0,,,,,,,11.3,,4,2020,1.0,1.0,53.0,53.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,BUF,True
Javon Wims,WR,LV,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Tyler Lockett,WR,SEA,1.0,56.0,88.0,0.0,7.0,4.0,7.0,3.9,7.0,4,2020,2.0,4.0,39.0,19.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
David Moore,WR,SEA,1.0,22.0,34.0,0.0,18.0,14.0,18.0,15.5,70.5,4,2020,,,,,,,,,,,,MIA,False
D.K. Metcalf,WR,SEA,1.0,55.0,86.0,0.0,11.0,7.0,11.0,10.6,19.3,4,2020,4.0,6.0,106.0,26.5,37.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
Penny Hart,WR,SEA,1.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
Freddie Swain,WR,SEA,1.0,27.0,42.0,0.0,11.0,7.0,11.0,3.2,11.9,4,2020,2.0,3.0,32.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
Chris Conley,WR,JAC,1.0,21.0,31.0,0.0,19.0,14.0,19.0,4.4,21.0,4,2020,,,,,,,,,,,,CIN,False
Keelan Cole Sr.,WR,JAC,1.0,50.0,74.0,0.0,10.0,8.0,10.0,4.6,9.2,4,2020,,,,,,,,,,,,CIN,False
D.J. Chark Jr.,WR,JAC,1.0,58.0,85.0,0.0,16.0,14.0,16.0,21.5,37.1,4,2020,8.0,9.0,95.0,11.9,22.0,0.0,2.0,0.0,0.0,0.0,0.0,CIN,False
Collin Johnson,WR,JAC,1.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,,,,,,,,,,,,CIN,False
Laviska Shenault Jr.,WR,JAC,1.0,37.0,54.0,3.0,16.0,16.0,19.0,9.1,24.6,4,2020,5.0,6.0,86.0,17.2,28.0,0.0,0.0,1.0,5.0,0.0,0.0,CIN,False
Marvin Jones Jr.,WR,JAC,1.0,,,,,,,0.9,,4,2020,1.0,2.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,False
Jaydon Mickens,WR,JAC,1.0,,,,,,,0.0,,4,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,False
Jamal Agnew,WR,JAC,1.0,,,,,,,0.0,,4,2020,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,CIN,False
Greg Ward,WR,PHI,1.0,48.0,76.0,0.0,15.0,8.0,15.0,3.8,7.9,4,2020,4.0,7.0,38.0,9.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,False
Deontay Burnett,WR,PHI,1.0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,,,,,,,,,,,,SF,False
Travis Fulgham,WR,PHI,1.0,37.0,59.0,0.0,8.0,5.0,8.0,11.7,31.6,4,2020,,,,,,,,,,,,SF,False
John Hightower,WR,PHI,1.0,50.0,79.0,0.0,4.0,4.0,4.0,2.2,4.4,4,2020,2.0,2.0,22.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,False
Marquez Valdes-Scantling,WR,GB,1.0,61.0,97.0,0.0,13.0,7.0,13.0,4.5,7.4,4,2020,4.0,8.0,45.0,11.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Malik Taylor,WR,GB,1.0,45.0,71.0,0.0,2.0,2.0,2.0,2.0,4.4,4,2020,1.0,1.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Darrius Shepherd,WR,GB,1.0,36.0,57.0,0.0,8.0,6.0,8.0,2.1,5.8,4,2020,,,,,,,,,,,,ATL,True
Reggie Begelton,WR,GB,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2020,,,,,,,,,,,,ATL,True
Randall Cobb,WR,GB,1.0,,,,,,,3.6,,4,2020,2.0,5.0,36.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Larry Fitzgerald,WR,ARI,1.0,60.0,79.0,0.0,12.0,7.0,12.0,3.5,5.8,5,2020,,,,,,,,,,,,NYJ,False
DeAndre Hopkins,WR,ARI,1.0,65.0,86.0,0.0,11.0,9.0,11.0,19.1,29.4,5,2020,6.0,7.0,131.0,21.8,45.0,0.0,1.0,0.0,0.0,0.0,0.0,NYJ,False
Christian Kirk,WR,ARI,1.0,44.0,58.0,0.0,16.0,11.0,16.0,7.8,17.7,5,2020,5.0,7.0,78.0,15.6,24.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Trent Sherfield,WR,ARI,1.0,9.0,12.0,0.0,11.0,11.0,11.0,0.6,6.7,5,2020,,,,,,,,,,,,NYJ,False
Andy Isabella,WR,ARI,1.0,23.0,30.0,0.0,13.0,9.0,13.0,3.0,13.0,5,2020,2.0,3.0,30.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
KeeSean Johnson,WR,ARI,1.0,5.0,7.0,0.0,20.0,20.0,20.0,0.5,10.0,5,2020,,,,,,,,,,,,NYJ,False
A.J. Green,WR,ARI,1.0,,,,,,,0.0,,5,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Ted Ginn Jr.,WR,CHI,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2020,,,,,,,,,,,,TB,True
Allen Robinson II,WR,CHI,1.0,55.0,87.0,0.0,29.0,18.0,29.0,9.0,16.4,5,2020,10.0,16.0,90.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,True
Anthony Miller,WR,CHI,1.0,26.0,41.0,0.0,15.0,15.0,15.0,2.8,10.8,5,2020,,,,,,,,,,,,TB,True
Javon Wims,WR,CHI,1.0,17.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2020,,,,,,,,,,,,TB,True
Darnell Mooney,WR,CHI,1.0,41.0,65.0,0.0,12.0,5.0,12.0,1.5,3.7,5,2020,2.0,5.0,15.0,7.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,True
Nsimba Webster,WR,CHI,1.0,,,,,,,0.0,,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,True
Golden Tate,WR,NYG,1.0,40.0,59.0,0.0,13.0,10.0,13.0,4.2,10.5,5,2020,,,,,,,,,,,,DAL,False
C.J. Board,WR,NYG,1.0,28.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,False
Damion Ratley,WR,NYG,1.0,34.0,50.0,0.0,3.0,0.0,3.0,0.0,0.0,5,2020,,,,,,,,,,,,DAL,False
Darius Slayton,WR,NYG,1.0,64.0,94.0,0.0,17.0,13.0,17.0,12.9,20.2,5,2020,8.0,11.0,129.0,16.1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,False
Collin Johnson,WR,NYG,1.0,,,,,,,9.0,,5,2020,3.0,4.0,30.0,10.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,DAL,False
Andre Roberts,WR,BUF,1.0,24.0,33.0,0.0,8.0,4.0,8.0,-0.4,-1.7,5,2020,,,,,,,,,,,,TEN,False
Cole Beasley,WR,BUF,1.0,44.0,61.0,0.0,14.0,14.0,14.0,5.3,12.0,5,2020,6.0,6.0,53.0,8.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,False
Stefon Diggs,WR,BUF,1.0,60.0,83.0,0.0,27.0,17.0,27.0,10.6,17.7,5,2020,10.0,16.0,106.0,10.6,19.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,False
Isaiah McKenzie,WR,BUF,1.0,23.0,32.0,0.0,17.0,17.0,17.0,6.7,29.1,5,2020,4.0,4.0,7.0,1.8,9.0,0.0,1.0,0.0,0.0,0.0,0.0,TEN,False
Gabriel Davis,WR,BUF,1.0,72.0,100.0,0.0,13.0,7.0,13.0,5.8,8.1,5,2020,5.0,9.0,58.0,11.6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,False
Emmanuel Sanders,WR,BUF,1.0,,,,,,,12.2,,5,2020,12.0,14.0,122.0,10.2,19.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,False
Emmanuel Sanders,WR,NO,1.0,45.0,59.0,0.0,31.0,27.0,31.0,12.2,27.1,5,2020,,,,,,,,,,,,LAC,True
Bennie Fowler III,WR,NO,1.0,24.0,32.0,0.0,25.0,8.0,25.0,1.1,4.6,5,2020,,,,,,,,,,,,LAC,True
Tre'Quan Smith,WR,NO,1.0,59.0,78.0,0.0,5.0,3.0,5.0,0.8,1.4,5,2020,2.0,3.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,True
Marquez Callaway,WR,NO,1.0,52.0,68.0,0.0,12.0,8.0,12.0,3.4,6.5,5,2020,4.0,6.0,34.0,8.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,True
Kenny Stills,WR,NO,1.0,,,,,,,1.4,,5,2020,1.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,True
Kevin White,WR,NO,1.0,,,,,,,0.0,,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,True
A.J. Green,WR,CIN,1.0,28.0,42.0,0.0,4.0,0.0,4.0,0.0,0.0,5,2020,,,,,,,,,,,,BAL,False
Tyler Boyd,WR,CIN,1.0,46.0,69.0,0.0,13.0,9.0,13.0,4.2,9.1,5,2020,4.0,6.0,42.0,10.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,False
Alex Erickson,WR,CIN,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2020,,,,,,,,,,,,BAL,False
Mike Thomas,WR,CIN,1.0,33.0,49.0,3.0,3.0,6.0,6.0,-1.3,-3.9,5,2020,1.0,1.0,6.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,BAL,False
Auden Tate,WR,CIN,1.0,26.0,39.0,0.0,4.0,4.0,4.0,1.2,4.6,5,2020,1.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,False
Tee Higgins,WR,CIN,1.0,54.0,81.0,0.0,15.0,7.0,15.0,6.2,11.5,5,2020,4.0,8.0,62.0,15.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,False
Trent Taylor,WR,CIN,1.0,,,,,,,0.0,,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,False
Randall Cobb,WR,HOU,1.0,35.0,60.0,0.0,17.0,17.0,17.0,4.7,13.4,5,2020,,,,,,,,,,,,JAC,True
Kenny Stills,WR,HOU,1.0,17.0,29.0,0.0,6.0,6.0,6.0,1.4,8.2,5,2020,,,,,,,,,,,,JAC,True
Brandin Cooks,WR,HOU,1.0,48.0,83.0,0.0,25.0,17.0,25.0,22.1,46.0,5,2020,8.0,12.0,161.0,20.1,36.0,0.0,1.0,0.0,0.0,0.0,0.0,JAC,True
DeAndre Carter,WR,HOU,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2020,,,,,,,,,,,,JAC,True
William Fuller V,WR,HOU,1.0,49.0,84.0,0.0,16.0,8.0,16.0,11.8,24.1,5,2020,,,,,,,,,,,,JAC,True
Chris Conley,WR,HOU,1.0,,,,,,,5.8,,5,2020,2.0,2.0,58.0,29.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,True
T.Y. Hilton,WR,IND,1.0,53.0,95.0,0.0,19.0,11.0,19.0,6.9,13.0,5,2020,6.0,10.0,69.0,11.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Marcus Johnson,WR,IND,1.0,30.0,54.0,0.0,10.0,10.0,10.0,5.3,17.7,5,2020,,,,,,,,,,,,CLE,False
Zach Pascal,WR,IND,1.0,51.0,91.0,0.0,4.0,4.0,4.0,1.5,2.9,5,2020,2.0,2.0,15.0,7.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Daurice Fountain,WR,IND,1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2020,,,,,,,,,,,,CLE,False
Ashton Dulin,WR,IND,1.0,7.0,13.0,14.0,14.0,29.0,29.0,3.7,52.9,5,2020,1.0,1.0,34.0,34.0,34.0,0.0,0.0,1.0,3.0,0.0,0.0,CLE,False
Chris Hogan,WR,NYJ,1.0,45.0,63.0,0.0,7.0,7.0,7.0,2.0,4.4,5,2020,,,,,,,,,,,,ARI,True
Jamison Crowder,WR,NYJ,1.0,52.0,73.0,0.0,19.0,15.0,19.0,17.6,33.8,5,2020,8.0,10.0,116.0,14.5,52.0,0.0,1.0,0.0,0.0,0.0,0.0,ARI,True
Braxton Berrios,WR,NYJ,1.0,24.0,34.0,4.0,8.0,4.0,13.0,1.3,5.4,5,2020,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,ARI,True
Jeff Smith,WR,NYJ,1.0,68.0,96.0,0.0,16.0,4.0,16.0,2.3,3.4,5,2020,3.0,11.0,23.0,7.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Keelan Cole Sr.,WR,NYJ,1.0,,,,,,,8.7,,5,2020,2.0,6.0,25.0,12.5,13.0,0.0,1.0,1.0,2.0,0.0,0.0,ARI,True
Robert Woods,WR,LAR,1.0,59.0,87.0,0.0,8.0,7.0,8.0,13.1,22.2,5,2020,4.0,5.0,71.0,17.8,56.0,0.0,1.0,0.0,0.0,0.0,0.0,WAS,False
Cooper Kupp,WR,LAR,1.0,56.0,82.0,0.0,14.0,9.0,14.0,6.6,11.8,5,2020,5.0,8.0,66.0,13.2,49.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Josh Reynolds,WR,LAR,1.0,49.0,72.0,0.0,8.0,4.0,8.0,4.6,9.4,5,2020,,,,,,,,,,,,WAS,False
Nsimba Webster,WR,LAR,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2020,,,,,,,,,,,,WAS,False
Van Jefferson,WR,LAR,1.0,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Odell Beckham Jr.,WR,LAR,1.0,,,,,,,6.4,,5,2020,5.0,9.0,58.0,11.6,26.0,0.0,0.0,1.0,-1.0,0.0,0.0,WAS,False
Brandon Powell,WR,LAR,1.0,,,,,,,0.0,,5,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,False
Keenan Allen,WR,LAC,1.0,12.0,17.0,0.0,17.0,17.0,17.0,8.9,74.2,5,2020,2.0,2.0,29.0,14.5,17.0,0.0,1.0,0.0,0.0,0.0,0.0,NO,False
Mike Williams,WR,LAC,1.0,55.0,77.0,0.0,15.0,9.0,15.0,22.9,41.6,5,2020,5.0,8.0,109.0,21.8,64.0,0.0,2.0,0.0,0.0,0.0,0.0,NO,False
Tyron Johnson,WR,LAC,1.0,5.0,7.0,20.0,0.0,20.0,20.0,0.7,14.0,5,2020,,,,,,,,,,,,NO,False
Jalen Guyton,WR,LAC,1.0,65.0,92.0,2.0,5.0,3.0,6.0,4.5,6.9,5,2020,1.0,3.0,49.0,49.0,49.0,0.0,0.0,1.0,-4.0,0.0,0.0,NO,False
KJ Hill Jr.,WR,LAC,1.0,35.0,49.0,0.0,6.0,3.0,6.0,0.8,2.3,5,2020,,,,,,,,,,,,NO,False
Andre Roberts,WR,LAC,1.0,,,,,,,-0.4,,5,2020,1.0,2.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,NO,False
Sammy Watkins,WR,KC,1.0,26.0,36.0,0.0,8.0,8.0,8.0,8.4,32.3,5,2020,,,,,,,,,,,,LV,True
Demarcus Robinson,WR,KC,1.0,50.0,69.0,0.0,8.0,4.0,8.0,0.2,0.4,5,2020,2.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,True
Tyreek Hill,WR,KC,1.0,63.0,88.0,5.0,10.0,10.0,14.0,15.3,24.3,5,2020,3.0,6.0,78.0,26.0,37.0,0.0,0.0,3.0,15.0,1.0,0.0,LV,True
Byron Pringle,WR,KC,1.0,10.0,14.0,0.0,10.0,10.0,10.0,2.3,23.0,5,2020,1.0,1.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,True
Mecole Hardman,WR,KC,1.0,51.0,71.0,0.0,6.0,4.0,6.0,5.0,9.8,5,2020,2.0,3.0,50.0,25.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,True
Daurice Fountain,WR,KC,1.0,,,,,,,0.0,,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,True
Mike Evans,WR,TB,1.0,60.0,85.0,0.0,15.0,8.0,15.0,10.1,16.8,5,2020,5.0,9.0,41.0,8.2,14.0,0.0,1.0,0.0,0.0,0.0,0.0,CHI,False
Jaydon Mickens,WR,TB,1.0,8.0,11.0,0.0,25.0,25.0,25.0,2.2,27.5,5,2020,,,,,,,,,,,,CHI,False
Cyril Grayson Jr.,WR,TB,1.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,False
Tyler Johnson,WR,TB,1.0,56.0,79.0,0.0,11.0,7.0,11.0,6.1,10.9,5,2020,4.0,6.0,61.0,15.3,35.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,False
Scotty Miller,WR,TB,1.0,45.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,False
Odell Beckham Jr.,WR,CLE,1.0,63.0,86.0,2.0,14.0,11.0,17.0,6.4,10.2,5,2020,,,,,,,,,,,,IND,True
Jarvis Landry,WR,CLE,1.0,56.0,77.0,0.0,16.0,7.0,16.0,8.8,15.7,5,2020,4.0,9.0,88.0,22.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,True
Rashard Higgins,WR,CLE,1.0,40.0,55.0,0.0,8.0,8.0,8.0,9.1,22.8,5,2020,3.0,3.0,31.0,10.3,15.0,0.0,1.0,0.0,0.0,0.0,0.0,IND,True
Donovan Peoples-Jones,WR,CLE,1.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,True
Willie Snead IV,WR,BAL,1.0,38.0,60.0,0.0,8.0,0.0,8.0,0.0,0.0,5,2020,,,,,,,,,,,,CIN,True
Marquise Brown,WR,BAL,1.0,54.0,86.0,2.0,19.0,13.0,20.0,13.8,25.6,5,2020,6.0,10.0,77.0,12.8,30.0,0.0,1.0,1.0,1.0,0.0,0.0,CIN,True
Miles Boykin,WR,BAL,1.0,36.0,57.0,0.0,6.0,0.0,6.0,0.0,0.0,5,2020,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,True
Devin Duvernay,WR,BAL,1.0,18.0,29.0,6.0,11.0,17.0,17.0,5.9,32.8,5,2020,2.0,2.0,17.0,8.5,9.0,0.0,0.0,1.0,42.0,0.0,0.0,CIN,True
James Proche II,WR,BAL,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,True
Sammy Watkins,WR,BAL,1.0,,,,,,,8.4,,5,2020,2.0,2.0,24.0,12.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,CIN,True
Dontrelle Inman,WR,WAS,1.0,31.0,57.0,0.0,3.0,3.0,3.0,-0.2,-0.6,5,2020,,,,,,,,,,,,LAR,True
Terry McLaurin,WR,WAS,1.0,54.0,100.0,0.0,13.0,6.0,13.0,2.6,4.8,5,2020,3.0,7.0,26.0,8.7,12.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
Antonio Gandy-Golden,WR,WAS,1.0,23.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
Isaiah Wright,WR,WAS,1.0,42.0,78.0,0.0,2.0,2.0,2.0,0.3,0.7,5,2020,,,,,,,,,,,,LAR,True
Curtis Samuel,WR,WAS,1.0,,,,,,,6.4,,5,2020,5.0,5.0,36.0,7.2,17.0,0.0,0.0,4.0,28.0,0.0,0.0,LAR,True
Cam Sims,WR,WAS,1.0,,,,,,,0.0,,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
DeAndre Carter,WR,WAS,1.0,,,,,,,0.0,,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
Adam Thielen,WR,MIN,1.0,81.0,92.0,1.0,16.0,12.0,17.0,20.3,25.1,5,2020,9.0,13.0,80.0,8.9,14.0,0.0,2.0,1.0,3.0,0.0,0.0,SEA,False
Chad Beebe,WR,MIN,1.0,27.0,31.0,0.0,7.0,4.0,7.0,1.1,4.1,5,2020,,,,,,,,,,,,SEA,False
Bisi Johnson,WR,MIN,1.0,8.0,9.0,0.0,13.0,13.0,13.0,1.3,16.3,5,2020,1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Justin Jefferson,WR,MIN,1.0,70.0,80.0,0.0,7.0,4.0,7.0,2.3,3.3,5,2020,3.0,5.0,23.0,7.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Dan Chisena,WR,MIN,1.0,,,,,,,0.0,,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Seth Roberts,WR,CAR,1.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2020,,,,,,,,,,,,ATL,False
Pharoh Cooper,WR,CAR,1.0,15.0,23.0,0.0,7.0,7.0,7.0,1.2,8.0,5,2020,,,,,,,,,,,,ATL,False
Robby Anderson,WR,CAR,1.0,47.0,72.0,2.0,26.0,19.0,28.0,11.5,24.5,5,2020,8.0,12.0,112.0,14.0,29.0,0.0,0.0,1.0,3.0,0.0,0.0,ATL,False
Curtis Samuel,WR,CAR,1.0,48.0,74.0,8.0,10.0,19.0,19.0,6.4,13.3,5,2020,,,,,,,,,,,,ATL,False
DJ Moore,WR,CAR,1.0,51.0,78.0,0.0,10.0,8.0,10.0,15.3,30.0,5,2020,4.0,5.0,93.0,23.3,57.0,0.0,1.0,0.0,0.0,0.0,0.0,ATL,False
Brandon Zylstra,WR,CAR,1.0,,,,,,,0.0,,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,False
Alex Erickson,WR,CAR,1.0,,,,,,,0.0,,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,False
Amari Cooper,WR,DAL,1.0,42.0,63.0,2.0,10.0,7.0,12.0,2.1,5.0,5,2020,2.0,4.0,23.0,11.5,15.0,0.0,0.0,1.0,-2.0,0.0,0.0,NYG,True
Noah Brown,WR,DAL,1.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,True
Michael Gallup,WR,DAL,1.0,64.0,96.0,0.0,6.0,6.0,6.0,7.3,11.4,5,2020,4.0,4.0,73.0,18.3,38.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,True
Cedrick Wilson Jr.,WR,DAL,1.0,15.0,22.0,0.0,27.0,33.0,33.0,6.6,44.0,5,2020,4.0,4.0,22.0,5.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,True
CeeDee Lamb,WR,DAL,1.0,36.0,54.0,0.0,31.0,22.0,31.0,12.4,34.4,5,2020,8.0,11.0,124.0,15.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,True
DeVante Parker,WR,MIA,1.0,53.0,79.0,0.0,6.0,4.0,6.0,11.0,20.8,5,2020,2.0,3.0,50.0,25.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,SF,False
Jakeem Grant Sr.,WR,MIA,1.0,14.0,21.0,7.0,21.0,14.0,29.0,-0.6,-4.3,5,2020,,,,,,,,,,,,SF,False
Isaiah Ford,WR,MIA,1.0,24.0,36.0,0.0,8.0,8.0,8.0,2.3,9.6,5,2020,2.0,2.0,23.0,11.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,False
Mack Hollins,WR,MIA,1.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,False
Preston Williams,WR,MIA,1.0,40.0,60.0,0.0,13.0,10.0,13.0,16.6,41.5,5,2020,4.0,5.0,106.0,26.5,47.0,0.0,1.0,0.0,0.0,0.0,0.0,SF,False
