player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,position,week,year,team,opponent,home,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
Jordan Wilkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,16,2020,IND,PIT,False,298.0,526.0,56.7,3110.0,6.6,194.4,73.0,22.0,18.0,56.0,384.0,76.7,414.0,1783.0,4.3,111.4,74.0,13.0,6.0,2.0,298.0,3494.0,11.7,218.4,73.0,22.0,4.0,3.0,281.0,94.0,163.0,24.0,83.0,222.0,37.4,5.0,20.0,25.0,103.0,980.0
Nick Chubb,14.0,108.0,7.7,47.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.8,RB,17,2020,CLE,PIT,True,298.0,526.0,56.7,3110.0,6.6,194.4,73.0,22.0,18.0,56.0,384.0,76.7,414.0,1783.0,4.3,111.4,74.0,13.0,6.0,2.0,298.0,3494.0,11.7,218.4,73.0,22.0,4.0,3.0,281.0,94.0,163.0,24.0,83.0,222.0,37.4,5.0,20.0,25.0,103.0,980.0
Kareem Hunt,10.0,37.0,3.7,12.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,4.1,RB,17,2020,CLE,PIT,True,298.0,526.0,56.7,3110.0,6.6,194.4,73.0,22.0,18.0,56.0,384.0,76.7,414.0,1783.0,4.3,111.4,74.0,13.0,6.0,2.0,298.0,3494.0,11.7,218.4,73.0,22.0,4.0,3.0,281.0,94.0,163.0,24.0,83.0,222.0,37.4,5.0,20.0,25.0,103.0,980.0
D'Ernest Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,17,2020,CLE,PIT,True,298.0,526.0,56.7,3110.0,6.6,194.4,73.0,22.0,18.0,56.0,384.0,76.7,414.0,1783.0,4.3,111.4,74.0,13.0,6.0,2.0,298.0,3494.0,11.7,218.4,73.0,22.0,4.0,3.0,281.0,94.0,163.0,24.0,83.0,222.0,37.4,5.0,20.0,25.0,103.0,980.0
Andy Janovich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,17,2020,CLE,PIT,True,298.0,526.0,56.7,3110.0,6.6,194.4,73.0,22.0,18.0,56.0,384.0,76.7,414.0,1783.0,4.3,111.4,74.0,13.0,6.0,2.0,298.0,3494.0,11.7,218.4,73.0,22.0,4.0,3.0,281.0,94.0,163.0,24.0,83.0,222.0,37.4,5.0,20.0,25.0,103.0,980.0
Boston Scott,9.0,35.0,3.9,13.0,0.0,0.0,2.0,2.0,19.0,9.5,0.0,0.0,1.0,5.4,RB,1,2020,PHI,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Corey Clement,6.0,19.0,3.2,7.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.1,RB,1,2020,PHI,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Jason Huntley,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,RB,1,2020,PHI,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Kenyan Drake,20.0,86.0,4.3,16.0,0.0,0.0,2.0,2.0,9.0,4.5,0.0,0.0,1.0,9.5,RB,2,2020,ARI,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Chase Edmonds,3.0,4.0,1.3,5.0,0.0,0.0,3.0,4.0,9.0,3.0,0.0,0.0,1.0,1.3,RB,2,2020,ARI,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
D.J. Foster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,2,2020,ARI,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Nick Chubb,19.0,108.0,5.7,25.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,23.0,RB,3,2020,CLE,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Kareem Hunt,16.0,46.0,2.9,11.0,0.0,0.0,2.0,3.0,18.0,9.0,1.0,0.0,1.0,12.4,RB,3,2020,CLE,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Andy Janovich,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,13.0,0.0,0.0,1.0,1.3,RB,3,2020,CLE,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
D'Ernest Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,3,2020,CLE,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Gus Edwards,9.0,38.0,4.2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,RB,4,2020,BAL,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
J.K. Dobbins,5.0,16.0,3.2,14.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.7,RB,4,2020,BAL,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Justice Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,4,2020,BAL,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Cam Akers,9.0,61.0,6.8,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.1,RB,5,2020,LAR,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Malcolm Brown,8.0,30.0,3.8,12.0,0.0,0.0,1.0,2.0,-6.0,-6.0,0.0,0.0,1.0,2.4,RB,5,2020,LAR,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Xavier Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,5,2020,LAR,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Devonta Freeman,18.0,61.0,3.4,14.0,0.0,0.0,1.0,2.0,-4.0,-4.0,0.0,0.0,1.0,5.7,RB,6,2020,NYG,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Dion Lewis,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,RB,6,2020,NYG,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Elijhaa Penny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,6,2020,NYG,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Ezekiel Elliott,12.0,45.0,3.8,12.0,0.0,0.0,1.0,2.0,6.0,6.0,0.0,0.0,1.0,5.1,RB,7,2020,DAL,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Tony Pollard,8.0,16.0,2.0,6.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,2.2,RB,7,2020,DAL,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Rico Dowdle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,7,2020,DAL,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Dion Lewis,3.0,5.0,1.7,5.0,0.0,0.0,2.0,2.0,16.0,8.0,0.0,0.0,1.0,2.1,RB,9,2020,NYG,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Elijhaa Penny,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,RB,9,2020,NYG,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
D'Andre Swift,16.0,81.0,5.1,17.0,0.0,0.0,5.0,5.0,68.0,13.6,1.0,0.0,1.0,20.9,RB,10,2020,DET,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Adrian Peterson,4.0,21.0,5.3,13.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,3.0,RB,10,2020,DET,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Kerryon Johnson,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,RB,10,2020,DET,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Jonathan Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,10,2020,DET,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Giovani Bernard,9.0,18.0,2.0,7.0,0.0,0.0,4.0,5.0,37.0,9.3,0.0,0.0,1.0,5.5,RB,11,2020,CIN,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Samaje Perine,5.0,19.0,3.8,8.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.1,RB,11,2020,CIN,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Trayveon Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,11,2020,CIN,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Tony Pollard,4.0,12.0,3.0,5.0,0.0,0.0,2.0,2.0,10.0,5.0,0.0,0.0,1.0,2.2,RB,12,2020,DAL,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Ezekiel Elliott,10.0,32.0,3.2,8.0,0.0,0.0,1.0,3.0,7.0,7.0,0.0,1.0,1.0,1.9,RB,12,2020,DAL,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Rico Dowdle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,12,2020,DAL,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Anthony McFarland Jr.,4.0,15.0,3.8,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5,RB,13,2020,PIT,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Jaylen Samuels,1.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,11.0,3.7,0.0,0.0,1.0,1.2,RB,13,2020,PIT,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Benny Snell Jr.,8.0,5.0,0.6,4.0,0.0,0.0,2.0,3.0,5.0,2.5,0.0,0.0,1.0,1.0,RB,13,2020,PIT,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Derek Watt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,13,2020,PIT,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Kyle Juszczyk,1.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,15.0,7.5,1.0,0.0,1.0,7.8,RB,14,2020,SF,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Raheem Mostert,14.0,65.0,4.6,14.0,0.0,0.0,2.0,4.0,5.0,2.5,0.0,0.0,1.0,7.0,RB,14,2020,SF,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Jerick McKinnon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,14,2020,SF,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Tevin Coleman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,14,2020,SF,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Carlos Hyde,2.0,55.0,27.5,50.0,0.0,1.0,2.0,3.0,8.0,4.0,0.0,0.0,1.0,12.3,RB,15,2020,SEA,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Chris Carson,15.0,63.0,4.2,13.0,0.0,0.0,2.0,3.0,6.0,3.0,0.0,0.0,1.0,6.9,RB,15,2020,SEA,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
DeeJay Dallas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,15,2020,SEA,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Mike Davis,14.0,28.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8,RB,16,2020,CAR,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Rodney Smith,7.0,23.0,3.3,7.0,0.0,0.0,2.0,2.0,15.0,7.5,0.0,0.0,1.0,3.8,RB,16,2020,CAR,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Trenton Cannon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,16,2020,CAR,WAS,False,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
Boston Scott,15.0,65.0,4.3,20.0,0.0,0.0,2.0,5.0,14.0,7.0,0.0,0.0,1.0,7.9,RB,17,2020,PHI,WAS,True,330.0,529.0,62.4,3068.0,6.4,191.8,56.0,21.0,16.0,47.0,325.0,81.4,428.0,1805.0,4.2,112.8,50.0,14.0,7.0,4.0,330.0,3393.0,10.3,212.1,56.0,21.0,1.0,0.0,289.0,100.0,161.0,28.0,81.0,216.0,37.5,9.0,24.0,37.5,85.0,708.0
