,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Davante Adams(GB),14,17,156,11.1,40,0,2,0,0,0,0,1,27.6,27.6,100.0%
1,2,Adam Thielen(MIN),6,8,110,18.3,37,0,2,0,0,0,0,1,25.0,25.0,82.7%
2,3,Calvin Ridley(ATL),9,12,130,14.4,22,0,2,1,-1,0,0,1,24.9,24.9,56.8%
3,4,Darius Slayton(NYG),6,9,102,17.0,41,0,2,0,0,0,0,1,22.2,22.2,4.3%
4,5,Robby Anderson(CAR),6,8,114,19.0,75,0,1,0,0,0,0,1,19.5,19.5,42.2%
5,6,JuJu Smith-Schuster(PIT),6,6,69,11.5,17,0,2,0,0,0,0,1,18.9,18.9,18.5%
6,7,Jamison Crowder(NYJ),7,13,115,16.4,69,0,1,0,0,0,0,1,17.5,17.5,23.6%
7,8,Julio Jones(TEN),9,12,157,17.4,44,0,0,0,0,0,0,1,15.7,15.7,60.7%
8,9,Marquez Valdes-Scantling(GB),4,6,96,24.0,45,0,1,0,0,0,0,1,15.6,15.6,36.0%
9,10,D.K. Metcalf(SEA),4,8,95,23.8,38,0,1,0,0,0,0,1,15.5,15.5,98.9%
10,11,DeAndre Hopkins(ARI),14,16,151,10.8,33,0,0,0,0,0,0,1,15.1,15.1,69.3%
11,12,Sammy Watkins(BAL),7,9,82,11.7,19,0,1,1,3,0,0,1,14.5,14.5,7.0%
12,13,Allen Lazard(GB),4,4,63,15.8,38,0,1,1,19,0,0,1,14.2,14.2,23.4%
13,14,Anthony Miller(PIT),4,6,76,19.0,27,0,1,0,0,0,0,1,13.6,13.6,0.3%
14,15,John Brown(FA),6,10,70,11.7,20,0,1,0,0,0,0,1,13.0,13.0,1.3%
15,16,Willie Snead IV(FA),4,4,64,16.0,20,0,1,0,0,0,0,1,12.4,12.4,0.1%
16,17,Robert Woods(LAR),6,8,105,17.5,31,0,0,1,14,0,0,1,11.9,11.9,29.9%
