,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Adam Thielen(MIN),8,11,123,15.4,51,0,2,0,0,0,0,1,24.3,24.3,82.7%
1,2,Damiere Byrd(CHI),6,7,132,22.0,42,0,1,1,11,0,0,1,20.3,20.3,0.1%
2,3,Robert Woods(LAR),12,15,130,10.8,35,0,1,2,-4,0,0,1,18.6,18.6,29.9%
3,4,Keenan Allen(LAC),16,19,145,9.1,21,0,1,0,0,0,1,1,18.5,18.5,99.3%
4,5,Davante Adams(GB),7,9,106,15.1,33,0,1,0,0,0,0,1,16.6,16.6,100.0%
5,6,Tyreek Hill(KC),11,14,102,9.3,15,0,1,2,-2,0,0,1,16.0,16.0,100.0%
6,7,DJ Moore(CAR),7,11,127,18.1,52,0,0,1,21,0,0,1,14.8,14.8,95.7%
7,8,Nelson Agholor(NE),6,9,88,14.7,29,0,1,0,0,0,0,1,14.8,14.8,13.6%
8,9,Justin Jefferson(MIN),3,5,86,28.7,39,0,1,0,0,0,0,1,14.6,14.6,99.9%
9,10,Cooper Kupp(LAR),11,13,145,13.2,37,0,0,0,0,0,0,1,14.5,14.5,100.0%
10,11,Curtis Samuel(WAS),8,10,70,8.8,17,0,1,1,4,0,0,1,13.4,13.4,15.7%
11,12,Mike Williams(LAC),4,7,72,18.0,39,0,1,0,0,0,0,1,13.2,13.2,91.9%
12,13,Tyler Lockett(SEA),9,9,67,7.4,11,0,1,0,0,0,0,1,12.7,12.7,97.5%
13,14,Michael Pittman Jr.(IND),3,3,66,22.0,45,0,1,0,0,0,0,1,12.6,12.6,92.6%
14,15,CeeDee Lamb(DAL),4,6,34,8.5,21,0,1,2,12,0,0,1,12.6,12.6,99.7%
15,16,A.J. Brown(TEN),4,7,62,15.5,25,0,1,0,0,0,0,1,12.2,12.2,97.8%
16,17,DeVante Parker(MIA),6,9,61,10.2,21,0,1,0,0,0,0,1,12.1,12.1,64.3%
17,18,Chase Claypool(PIT),4,8,59,14.8,31,0,1,0,0,0,0,1,11.9,11.9,85.4%
18,19,Tim Patrick(DEN),5,8,119,23.8,61,0,0,0,0,0,0,1,11.9,11.9,17.6%
19,20,Breshad Perriman(TB),2,4,54,27.0,49,0,1,0,0,0,0,1,11.4,11.4,2.5%
20,21,Corey Davis(NYJ),5,7,113,22.6,50,0,0,0,0,0,0,1,11.3,11.3,29.9%
21,22,Chris Godwin(TB),7,10,53,7.6,13,0,1,0,0,0,0,1,11.3,11.3,67.1%
22,23,Diontae Johnson(PIT),12,16,111,9.3,23,0,0,0,0,0,0,1,11.1,11.1,98.1%
23,24,Mike Evans(TB),5,9,49,9.8,18,0,1,0,0,0,0,1,10.9,10.9,97.8%
24,25,D.K. Metcalf(SEA),3,5,46,15.3,25,0,1,0,0,0,0,1,10.6,10.6,98.9%
25,26,Michael Thomas(NO),9,12,104,11.6,23,0,0,0,0,0,0,1,10.4,10.4,20.6%
26,27,A.J. Green(ARI),4,9,41,10.3,19,0,1,0,0,0,0,1,10.1,10.1,51.8%
27,28,Calvin Ridley(ATL),5,9,90,18.0,46,0,0,0,0,0,0,1,9.0,9.0,56.8%
28,29,Tyler Boyd(CIN),9,11,85,9.4,14,0,0,0,0,0,0,1,8.5,8.5,71.3%
29,30,Brandin Cooks(HOU),4,5,85,21.3,44,0,0,0,0,0,0,1,8.5,8.5,92.7%
30,31,Terry McLaurin(WAS),5,7,84,16.8,42,0,0,0,0,0,0,1,8.4,8.4,97.0%
31,32,Amari Cooper(DAL),6,7,81,13.5,32,0,0,0,0,0,0,1,8.1,8.1,97.7%
32,33,Will Fuller V(MIA),6,8,80,13.3,22,0,0,0,0,0,0,1,8.0,8.0,22.8%
33,34,KhaDarel Hodge(DET),3,5,73,24.3,42,0,0,0,0,0,0,1,7.3,7.3,0.1%
34,35,Steven Sims Jr.(PIT),3,3,13,4.3,7,0,1,0,0,0,0,1,7.3,7.3,0.0%
35,36,Denzel Mims(NYJ),3,7,71,23.7,27,0,0,0,0,0,0,1,7.1,7.1,0.7%
36,37,Keke Coutee(IND),2,4,10,5.0,6,0,1,0,0,0,0,1,7.0,7.0,0.0%
37,38,Van Jefferson(LAR),1,1,7,7.0,7,0,1,0,0,0,0,1,6.7,6.7,68.1%
38,39,Randall Cobb(GB),2,2,7,3.5,4,0,1,0,0,0,0,1,6.7,6.7,7.6%
39,40,Emmanuel Sanders(BUF),4,5,66,16.5,44,0,0,0,0,0,0,1,6.6,6.6,46.6%
40,41,Rashard Higgins(CLE),3,4,65,21.7,43,0,0,0,0,0,0,1,6.5,6.5,0.7%
41,42,Larry Fitzgerald(FA),8,10,62,7.8,18,0,0,0,0,0,0,1,6.2,6.2,0.3%
42,43,Russell Gage(ATL),7,12,58,8.3,17,0,0,0,0,0,0,1,5.8,5.8,60.2%
43,44,Antonio Brown(FA),8,13,57,7.1,12,0,0,1,1,0,0,1,5.8,5.8,84.1%
