,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Justin Jefferson(MIN),9,11,166,18.4,49,0,2,0,0,0,0,1,30.6,30.6,99.9%
1,2,Julio Jones(TEN),8,10,137,17.1,40,0,2,0,0,0,0,1,25.7,25.7,60.7%
2,3,Christian Kirk(ARI),2,3,86,43.0,80,0,2,0,0,0,0,1,20.6,20.6,79.5%
3,4,Will Fuller V(MIA),6,11,123,20.5,53,0,1,0,0,0,0,1,18.3,18.3,22.8%
4,5,A.J. Brown(TEN),5,7,58,11.6,18,0,2,0,0,0,0,1,17.8,17.8,97.8%
5,6,Keelan Cole Sr.(NYJ),6,9,143,23.8,51,0,0,0,0,0,0,1,14.3,14.3,1.0%
6,7,Chase Claypool(PIT),4,4,74,18.5,36,0,0,2,7,1,0,1,14.1,14.1,85.4%
7,8,Amari Cooper(DAL),7,10,79,11.3,26,0,1,0,0,0,0,1,13.9,13.9,97.7%
8,9,Travis Fulgham(DEN),6,10,75,12.5,19,0,1,0,0,0,0,1,13.5,13.5,0.0%
9,10,Calvin Ridley(ATL),6,7,61,10.2,18,0,1,1,8,0,0,1,12.9,12.9,56.8%
10,11,Brandin Cooks(HOU),9,9,68,7.6,19,0,1,0,0,0,0,1,12.8,12.8,92.7%
11,12,James Washington(PIT),4,7,68,17.0,28,0,1,0,0,0,0,1,12.8,12.8,1.5%
12,13,Tee Higgins(CIN),6,8,125,20.8,67,0,0,1,2,0,0,1,12.7,12.7,95.2%
13,14,Adam Humphries(WAS),6,6,64,10.7,22,0,1,0,0,0,0,1,12.4,12.4,0.8%
14,15,Deebo Samuel(SF),6,6,66,11.0,35,0,1,1,-6,0,0,1,12.0,12.0,98.8%
15,16,Zach Pascal(IND),4,7,54,13.5,22,0,1,0,0,0,0,1,11.4,11.4,3.5%
16,17,Adam Thielen(MIN),3,5,51,17.0,35,0,1,0,0,0,0,1,11.1,11.1,82.7%
17,18,Marcus Johnson(TEN),5,8,108,21.6,55,0,0,0,0,0,0,1,10.8,10.8,0.6%
18,19,Stefon Diggs(BUF),6,8,46,7.7,15,0,1,0,0,0,0,1,10.6,10.6,100.0%
19,20,Cole Beasley(BUF),4,7,45,11.3,22,0,1,0,0,0,0,1,10.5,10.5,63.2%
20,21,Kenny Golladay(NYG),4,6,105,26.3,48,0,0,0,0,0,0,1,10.5,10.5,51.8%
21,22,Josh Reynolds(DET),2,5,45,22.5,40,0,1,0,0,0,0,1,10.5,10.5,6.9%
22,23,Tim Patrick(DEN),4,8,101,25.3,41,0,0,0,0,0,0,1,10.1,10.1,17.6%
23,24,Robert Woods(LAR),4,10,29,7.3,12,0,1,2,11,0,0,1,10.0,10.0,29.9%
24,25,Darius Slayton(NYG),2,4,41,20.5,23,0,1,1,-3,0,0,1,9.8,9.8,4.3%
25,26,A.J. Green(ARI),8,11,96,12.0,19,0,0,0,0,0,0,1,9.6,9.6,51.8%
26,27,DJ Moore(CAR),5,11,93,18.6,38,0,0,0,0,0,0,1,9.3,9.3,95.7%
27,28,Cam Sims(WAS),1,1,22,22.0,22,0,1,0,0,0,0,1,8.2,8.2,0.1%
28,29,Tyler Boyd(CIN),5,8,54,10.8,23,0,0,1,25,0,0,1,7.9,7.9,71.3%
29,30,Preston Williams(MIA),2,3,18,9.0,15,0,1,0,0,0,0,1,7.8,7.8,0.1%
30,31,Robby Anderson(CAR),4,5,77,19.3,39,0,0,0,0,0,0,1,7.7,7.7,42.2%
31,32,Randall Cobb(GB),3,4,17,5.7,7,0,1,0,0,0,0,1,7.7,7.7,7.6%
32,33,Terry McLaurin(WAS),7,12,74,10.6,20,0,0,0,0,0,0,1,7.4,7.4,97.0%
33,34,Rashard Higgins(CLE),1,2,13,13.0,13,0,1,0,0,0,0,1,7.3,7.3,0.7%
34,35,DeAndre Hopkins(ARI),2,8,73,36.5,60,0,0,0,0,0,0,1,7.3,7.3,69.3%
35,36,Brandon Aiyuk(SF),2,3,12,6.0,10,0,1,0,0,0,0,1,7.2,7.2,88.8%
36,37,Demarcus Robinson(KC),5,6,69,13.8,22,0,0,0,0,0,0,1,6.9,6.9,0.8%
37,38,Tyler Johnson(TB),1,1,7,7.0,7,0,1,0,0,0,0,1,6.7,6.7,4.7%
38,39,Russell Gage(ATL),4,4,65,16.3,27,0,0,0,0,0,0,1,6.5,6.5,60.2%
39,40,CeeDee Lamb(DAL),7,11,64,9.1,27,0,0,0,0,0,0,1,6.4,6.4,99.7%
40,41,Breshad Perriman(TB),4,8,62,15.5,22,0,0,0,0,0,0,1,6.2,6.2,2.5%
41,42,Davante Adams(GB),6,10,61,10.2,18,0,0,0,0,0,0,1,6.1,6.1,100.0%
42,43,Marquise Brown(BAL),4,6,57,14.3,20,0,0,0,0,0,0,1,5.7,5.7,92.8%
43,44,Allen Robinson II(CHI),5,9,53,10.6,23,0,0,0,0,0,0,1,5.3,5.3,53.7%
44,45,John Hightower(PHI),1,4,50,50.0,50,0,0,0,0,0,0,1,5.0,5.0,0.0%
45,46,Chris Godwin(TB),5,7,48,9.6,25,0,0,0,0,0,0,1,4.8,4.8,67.1%
46,47,Jamison Crowder(NYJ),7,13,48,6.9,13,0,0,0,0,0,0,1,4.8,4.8,23.6%
47,48,Jakeem Grant Sr.(CHI),4,4,48,12.0,30,0,0,0,0,0,0,1,4.8,4.8,1.2%
48,49,Byron Pringle(KC),2,2,46,23.0,37,0,0,0,0,0,0,1,4.6,4.6,2.7%
49,50,Dontrelle Inman(FA),5,5,45,9.0,15,0,0,0,0,0,0,1,4.5,4.5,0.0%
50,51,D.J. Chark Jr.(JAC),7,14,45,6.4,14,0,0,0,0,0,0,1,4.5,4.5,17.9%
51,52,Kendrick Bourne(NE),2,3,44,22.0,25,0,0,0,0,0,0,1,4.4,4.4,23.7%
52,53,Jarvis Landry(CLE),3,5,40,13.3,24,0,0,0,0,0,0,1,4.0,4.0,72.5%
53,54,Greg Ward(PHI),2,3,19,9.5,13,0,0,0,0,0,0,1,3.9,3.9,0.1%
54,55,Damiere Byrd(CHI),3,4,38,12.7,19,0,0,0,0,0,0,1,3.8,3.8,0.1%
55,56,Darnell Mooney(CHI),3,5,36,12.0,18,0,0,0,0,0,0,1,3.6,3.6,76.3%
56,57,DeVante Parker(MIA),3,8,35,11.7,18,0,0,0,0,0,0,1,3.5,3.5,64.3%
57,58,Willie Snead IV(FA),1,2,32,32.0,32,0,0,0,0,0,0,1,3.2,3.2,0.1%
58,59,Marquez Valdes-Scantling(GB),3,5,32,10.7,15,0,0,0,0,0,0,1,3.2,3.2,36.0%
59,60,Jerry Jeudy(DEN),2,5,32,16.0,16,0,0,0,0,0,0,1,3.2,3.2,65.4%
60,61,Kalif Raymond(DET),3,4,32,10.7,20,0,0,0,0,0,0,1,3.2,3.2,3.3%
61,62,Danny Amendola(HOU),2,2,31,15.5,19,0,0,0,0,0,0,1,3.1,3.1,0.1%
62,63,Devin Duvernay(BAL),3,3,31,10.3,17,0,0,0,0,0,0,1,3.1,3.1,1.4%
63,64,DeMichael Harris(IND),3,3,29,9.7,13,0,0,0,0,0,0,1,2.9,2.9,0.0%
64,65,Isaiah Wright(FA),4,5,25,6.3,12,0,0,1,1,0,0,1,2.6,2.6,0.0%
65,66,Tyreek Hill(KC),3,3,20,6.7,8,0,0,1,5,0,0,1,2.5,2.5,100.0%
66,67,Odell Beckham Jr.(LAR),2,3,25,12.5,13,0,0,0,0,0,0,1,2.5,2.5,90.8%
67,68,Julian Edelman(FA),2,6,8,4.0,10,0,0,0,0,0,0,1,2.3,2.3,13.1%
68,69,Michael Gallup(DAL),2,6,23,11.5,17,0,0,0,0,0,0,1,2.3,2.3,72.8%
69,70,Larry Fitzgerald(FA),3,4,22,7.3,11,0,0,0,0,0,0,1,2.2,2.2,0.3%
70,71,Nick Westbrook-Ikhine(TEN),0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,8.5%
71,72,J.J. Arcega-Whiteside(PHI),0,1,0,0,0,0,0,0,0,0,0,1,2.0,2.0,0.1%
72,73,Braxton Berrios(NYJ),1,3,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,6.3%
73,74,Darrius Shepherd(FA),1,1,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.0%
74,75,Isaiah Zuber(FA),1,1,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.0%
75,76,Noah Brown(DAL),2,2,15,7.5,14,0,0,0,0,0,0,1,1.5,1.5,0.1%
76,77,Cameron Batson(TEN),1,1,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.0%
77,78,Keith Kirkwood(FA),1,2,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.0%
78,79,Chad Beebe(FA),2,6,13,6.5,9,0,0,0,0,0,0,1,1.3,1.3,0.0%
79,80,Golden Tate(FA),1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.1%
80,81,T.Y. Hilton(IND),1,5,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,16.8%
81,82,Laviska Shenault Jr.(JAC),3,7,10,3.3,4,0,0,1,1,0,0,1,1.1,1.1,34.3%
82,83,Cooper Kupp(LAR),3,9,11,3.7,7,0,0,0,0,0,0,1,1.1,1.1,100.0%
83,84,Miles Boykin(BAL),1,2,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%
84,85,Mike Evans(TB),1,2,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,97.8%
85,86,Cedrick Wilson Jr.(DAL),2,3,10,5.0,5,0,0,0,0,0,0,1,1.0,1.0,4.0%
86,87,Mike Thomas(CIN),1,3,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,0.1%
87,88,Cordarrelle Patterson(ATL),1,1,8,8.0,8,0,0,1,1,0,0,1,0.9,0.9,95.1%
88,89,Diontae Spencer(DEN),0,1,0,0,0,0,0,1,9,0,0,1,0.9,0.9,0.1%
89,90,Marvin Jones Jr.(JAC),2,5,8,4.0,6,0,0,0,0,0,0,1,0.8,0.8,55.4%
90,91,Van Jefferson(LAR),1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,68.1%
91,92,Jeff Smith(NYJ),1,4,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0%
92,93,C.J. Board(NYG),1,3,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0%
93,94,Anthony Miller(PIT),3,3,8,2.7,4,0,0,0,0,0,0,1,0.8,0.8,0.3%
94,95,Trent Taylor(CIN),1,2,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0%
95,96,Gabriel Davis(BUF),1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,22.3%
96,97,Marvin Hall(FA),1,2,6,6.0,6,0,0,1,1,0,0,1,0.7,0.7,0.0%
97,98,Scotty Miller(TB),1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.7%
98,99,JuJu Smith-Schuster(PIT),2,4,6,3.0,5,0,0,0,0,0,0,1,0.6,0.6,18.5%
99,100,Chris Conley(HOU),1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.4%
100,101,Christian Blake(ATL),1,2,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0%
101,102,Isaiah McKenzie(BUF),1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,5.5%
102,103,Austin Mack(SF),1,1,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,0.0%
103,104,Anthony Schwartz(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3%
104,105,Derrick Dillon(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
105,106,Tom Kennedy(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
106,107,Tutu Atwell(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%
107,108,Gunner Olszewski(NE),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
108,109,Shi Smith(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
109,110,Thomas Ives(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
110,111,Ihmir Smith-Marsette(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
111,112,DeVonta Smith(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6%
112,113,Jalen Reagor(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3%
113,114,Dez Fitzpatrick(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
114,115,Dyami Brown(WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
115,116,Elijah Moore(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1%
116,117,T.J. Vasher(DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
117,118,Seth Williams(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
118,119,Kadarius Toney(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6%
119,120,Dazz Newsome(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
120,121,D.J. Montgomery(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
121,122,Olamide Zaccheaus(ATL),0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.8%
122,123,Malik Taylor(GB),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
123,124,Kabion Ento(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
124,125,Jody Fortson(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
125,126,Trinity Benson(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
126,127,Tyron Johnson(LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
127,128,Deonte Harty(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7%
128,129,Pooka Williams Jr.(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
129,130,Steven Sims Jr.(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
130,131,Nico Collins(HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8%
131,132,Amari Rodgers(GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%
132,133,Jalen Guyton(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1%
133,134,Malik Henry(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
134,135,Marquez Stevenson(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
135,136,Jason Moore Jr.(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
136,137,Nsimba Webster(CHI),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
137,138,Alex Bachman(NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
138,139,Demetric Felton(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
139,140,Andre Baccellia(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
140,141,Rondale Moore(ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4%
141,142,Rashod Bateman(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1%
142,143,Jaylen Waddle(MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.6%
143,144,Ja'Marr Chase(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.5%
144,145,Isaiah Coulter(CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
145,146,Kirk Merritt(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
146,147,Amon-Ra St. Brown(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.8%
147,148,Cody White(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
148,149,Dezmon Patmon(IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
149,150,Ja'Marcus Bradley(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
150,151,Freddie Swain(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
151,152,Quez Watkins(PHI),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.3%
152,153,K.J. Osborn(MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9%
153,154,Aaron Parker(CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
154,155,Chris Finke(KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
155,156,Mason Kinsey(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
156,157,Tylan Wallace(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
157,158,Lawrence Cager(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
158,159,Tyler Simmons(PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
159,160,Manasseh Bailey(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
160,161,Travis Jonsen(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
161,162,Josh Pearson(TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
162,163,Kendall Hinton(DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
163,164,Kristian Wilkerson(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
164,165,Jaylon Moore(BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
165,166,Scotty Washington(CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
166,167,Jalen McCleskey(NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
167,168,JoJo Ward(CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
168,169,Dan Chisena(MIN),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
169,170,Kalija Lipscomb(TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
170,171,Quintez Cephus(DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8%
171,172,Isaiah Hodgins(BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
172,173,James Proche II(BAL),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
173,174,Denzel Mims(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7%
174,175,Antonio Gandy-Golden(WAS),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
175,176,J.J. Koski(LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
176,177,Joe Reed(LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
177,178,Jeff Cotton(JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
178,179,Aaron Fuller(SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
179,180,Donovan Peoples-Jones(CLE),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,14.3%
