,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Marquez Valdes-Scantling(GB),4,6,149,37.3,78,0,1,0,0,0,0,1,20.9,20.9,36.0%
1,2,DeAndre Hopkins(ARI),7,12,127,18.1,43,0,1,0,0,0,0,1,18.7,18.7,69.3%
2,3,Willie Snead IV(FA),5,7,64,12.8,21,0,2,0,0,0,0,1,18.4,18.4,0.1%
3,4,Diontae Johnson(PIT),6,11,116,19.3,46,0,1,0,0,0,0,1,17.6,17.6,98.1%
4,5,Chase Claypool(PIT),4,10,56,14.0,15,0,2,2,-3,0,0,1,17.3,17.3,85.4%
5,6,Cole Beasley(BUF),11,13,109,9.9,22,0,1,0,0,0,0,1,16.9,16.9,63.2%
6,7,Keelan Cole Sr.(NYJ),5,7,47,9.4,13,0,1,0,0,0,0,1,16.7,16.7,1.0%
7,8,Adam Thielen(MIN),4,7,43,10.8,17,0,2,0,0,0,0,1,16.3,16.3,82.7%
8,9,DJ Moore(CAR),4,7,96,24.0,38,0,1,0,0,0,0,1,15.6,15.6,95.7%
9,10,Marvin Jones Jr.(JAC),8,10,96,12.0,27,0,1,0,0,0,0,1,15.6,15.6,55.4%
10,11,Tee Higgins(CIN),7,9,115,16.4,54,0,1,0,0,0,1,1,15.5,15.5,95.2%
11,12,Stefon Diggs(BUF),10,10,93,9.3,21,0,1,0,0,0,0,1,15.3,15.3,100.0%
12,13,JuJu Smith-Schuster(PIT),9,13,77,8.6,24,0,1,0,0,0,0,1,13.7,13.7,18.5%
13,14,Mike Evans(TB),6,11,77,12.8,22,0,1,0,0,0,0,1,13.7,13.7,97.8%
14,15,Justin Jefferson(MIN),8,10,135,16.9,54,0,0,0,0,0,0,1,13.5,13.5,99.9%
15,16,Brandon Aiyuk(SF),7,14,75,10.7,22,0,1,1,-8,0,0,1,12.7,12.7,88.8%
16,17,Michael Pittman Jr.(IND),7,8,101,14.4,40,0,0,1,21,0,0,1,12.2,12.2,92.6%
17,18,Marvin Hall(FA),2,3,61,30.5,55,0,1,0,0,0,0,1,12.1,12.1,0.0%
18,19,Cordarrelle Patterson(ATL),2,2,19,9.5,10,0,0,12,30,0,0,1,10.9,10.9,95.1%
19,20,Jakobi Meyers(NE),5,7,59,11.8,26,0,0,0,0,0,0,1,10.9,10.9,66.5%
20,21,Davante Adams(GB),8,12,66,8.3,22,0,1,0,0,0,1,1,10.6,10.6,100.0%
21,22,Jakeem Grant Sr.(CHI),4,5,43,10.8,15,0,1,0,0,0,0,1,10.3,10.3,1.2%
22,23,Terry McLaurin(WAS),7,9,95,13.6,26,0,0,1,27,0,1,1,10.2,10.2,97.0%
23,24,Keenan Allen(LAC),3,7,39,13.0,15,0,1,0,0,0,0,1,9.9,9.9,99.3%
24,25,Josh Reynolds(DET),8,10,94,11.8,21,0,0,0,0,0,0,1,9.4,9.4,6.9%
25,26,Darius Slayton(NYG),5,7,93,18.6,40,0,0,0,0,0,0,1,9.3,9.3,4.3%
26,27,Chris Godwin(TB),6,6,92,15.3,31,0,0,0,0,0,0,1,9.2,9.2,67.1%
27,28,DaeSean Hamilton(DEN),4,6,33,8.3,13,0,1,0,0,0,1,1,7.3,7.3,0.0%
28,29,John Brown(FA),6,8,72,12.0,31,0,0,0,0,0,0,1,7.2,7.2,1.3%
29,30,Jerry Jeudy(DEN),4,8,68,17.0,26,0,0,0,0,0,0,1,6.8,6.8,65.4%
30,31,Corey Davis(NYJ),5,6,67,13.4,20,0,0,0,0,0,0,1,6.7,6.7,29.9%
31,32,Antonio Brown(FA),7,8,69,9.9,25,0,0,1,-3,0,0,1,6.6,6.6,84.1%
32,33,Tyler Lockett(SEA),5,9,66,13.2,39,0,0,0,0,0,0,1,6.6,6.6,97.5%
33,34,Tim Patrick(DEN),4,6,61,15.3,27,0,0,0,0,0,0,1,6.1,6.1,17.6%
34,35,Isaiah Wright(FA),6,6,59,9.8,22,0,0,0,0,0,0,1,5.9,5.9,0.0%
35,36,D.J. Chark Jr.(JAC),4,5,56,14.0,21,0,0,0,0,0,0,1,5.6,5.6,17.9%
36,37,Cam Sims(WAS),4,5,54,13.5,19,0,0,0,0,0,0,1,5.4,5.4,0.1%
37,38,Cooper Kupp(LAR),5,7,50,10.0,31,0,0,0,0,0,0,1,5.0,5.0,100.0%
38,39,KJ Hamler(DEN),4,10,50,12.5,27,0,0,0,0,0,0,1,5.0,5.0,0.8%
39,40,Rashard Higgins(CLE),3,4,48,16.0,21,0,0,0,0,0,0,1,4.8,4.8,0.7%
40,41,Isaiah McKenzie(BUF),1,1,2,2.0,2,0,0,0,0,0,0,1,4.7,4.7,5.5%
41,42,Sterling Shepard(NYG),6,6,47,7.8,27,0,0,0,0,0,0,1,4.7,4.7,23.7%
42,43,Jalen Reagor(PHI),4,7,47,11.8,16,0,0,0,0,0,0,1,4.7,4.7,13.3%
