,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Darren Waller(LV),9,10,117,13.0,28,0,1,0,0,0,1,1,17.7,17.7,92.6%
1,2,Chris Herndon IV(MIN),7,9,63,9.0,21,0,1,0,0,0,0,1,12.3,12.3,0.2%
2,3,Pharaoh Brown(HOU),5,5,48,9.6,14,0,1,0,0,0,0,1,10.8,10.8,0.1%
3,4,Jared Cook(LAC),4,5,43,10.8,18,0,1,0,0,0,0,1,10.3,10.3,50.2%
4,5,Devin Asiasi(NE),2,3,39,19.5,26,0,1,0,0,0,0,1,9.9,9.9,0.0%
5,6,Donald Parham Jr.(LAC),3,4,37,12.3,22,0,1,0,0,0,0,1,9.7,9.7,0.7%
6,7,Austin Hooper(CLE),4,5,37,9.3,13,0,1,0,0,0,0,1,9.7,9.7,28.8%
7,8,Logan Thomas(WAS),3,6,37,12.3,18,0,1,0,0,0,0,1,9.7,9.7,27.1%
8,9,Hayden Hurst(ATL),4,6,28,7.0,14,0,1,0,0,0,0,1,8.8,8.8,0.9%
9,10,Robert Tonyan(GB),2,2,18,9.0,15,0,1,0,0,0,0,1,7.8,7.8,18.6%
10,11,Troy Fumagalli(NE),2,3,15,7.5,14,0,1,0,0,0,0,1,7.5,7.5,0.0%
11,12,Dominique Dafney(GB),1,1,13,13.0,13,0,1,0,0,0,0,1,7.3,7.3,0.0%
12,13,Dalton Schultz(DAL),7,10,70,10.0,16,0,0,0,0,0,0,1,7.0,7.0,89.9%
13,14,George Kittle(SF),7,9,68,9.7,41,0,0,0,0,0,0,1,6.8,6.8,99.7%
14,15,Stephen Anderson(LAC),3,3,52,17.3,18,0,0,0,0,0,0,1,5.2,5.2,0.2%
15,16,Noah Fant(DEN),4,6,48,12.0,20,0,0,0,0,0,0,1,4.8,4.8,80.3%
16,17,Mike Gesicki(MIA),5,10,47,9.4,23,0,0,0,0,0,0,1,4.7,4.7,87.6%
17,18,Dan Arnold(JAC),3,3,46,15.3,25,0,0,0,0,0,0,1,4.6,4.6,6.7%
18,19,Tyler Higbee(LAR),3,4,41,13.7,26,0,0,0,0,0,0,1,4.1,4.1,77.4%
19,20,Tyler Conklin(MIN),3,6,40,13.3,19,0,0,0,0,0,0,1,4.0,4.0,40.5%
20,21,Vance McDonald(FA),5,6,33,6.6,14,0,0,0,0,0,0,1,3.3,3.3,0.0%
21,22,Irv Smith Jr.(MIN),2,3,30,15.0,25,0,0,0,0,0,0,1,3.0,3.0,7.3%
22,23,Rob Gronkowski(TB),2,4,29,14.5,18,0,0,0,0,0,0,1,2.9,2.9,97.7%
23,24,Dawson Knox(BUF),2,8,29,14.5,19,0,0,0,0,0,0,1,2.9,2.9,87.2%
