Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
1,Drew Brees(FA),24,31,77.4,381,12.3,4,0,1,2,8,1,0,1,38.0,38.0,35.7%
2,Andy Dalton(CHI),21,36,58.3,281,7.8,2,4,0,6,23,1,0,1,19.5,19.5,1.6%
3,Cam Newton(CAR),15,27,55.6,149,5.5,2,1,1,12,72,0,0,1,19.2,19.2,20.3%
4,Geno Smith(SEA),17,27,63.0,190,7.0,0,0,0,10,44,1,0,1,18.0,18.0,0.6%
5,Chase Daniel(LAC),21,30,70.0,200,6.7,1,0,2,7,59,0,0,1,17.9,17.9,0.1%
6,Aaron Rodgers(GB),25,39,64.1,318,8.2,2,2,3,1,5,0,0,1,17.2,17.2,97.4%
7,Matt Ryan(ATL),28,40,70.0,280,7.0,2,1,9,2,-1,0,0,1,17.1,17.1,36.3%
8,Nick Foles(CHI),17,26,65.4,263,10.1,2,0,5,5,-5,0,1,1,16.0,16.0,0.7%
9,Chad Henne(KC),30,51,58.8,331,6.5,1,1,3,1,0,0,0,1,15.2,15.2,0.1%
10,Mike Glennon(NYG),22,41,53.7,219,5.3,2,1,2,0,0,0,0,1,14.8,14.8,0.8%
11,Matthew Stafford(LAR),22,33,66.7,217,6.6,1,0,5,0,0,0,0,1,12.7,12.7,97.2%
12,Russell Wilson(DEN),15,23,65.2,172,7.5,1,0,4,5,-1,0,0,1,10.8,10.8,90.4%
13,Tom Brady(FA),14,24,58.3,122,5.1,1,1,1,4,-3,0,0,1,8.6,8.6,99.1%
14,Ben Roethlisberger(FA),19,31,61.3,179,5.8,1,2,1,4,9,0,0,1,8.1,8.1,23.8%
15,Ryan Tannehill(TEN),20,40,50.0,204,5.1,1,3,0,2,19,0,0,1,8.1,8.1,62.7%
16,Joe Flacco(NYJ),30,50,60.0,192,3.8,1,3,2,1,1,0,0,1,5.8,5.8,0.3%
17,Ryan Fitzpatrick(WAS),15,24,62.5,166,6.9,0,1,1,2,-2,0,0,1,4.4,4.4,6.1%
18,Matt Schaub(FA),22,34,64.7,229,6.7,0,2,1,2,7,0,1,1,3.9,3.9,0.0%
19,Kirk Cousins(MIN),19,49,38.8,169,3.4,0,2,3,1,3,0,1,1,1.1,1.1,70.7%
20,Mac Jones(NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5%
21,Trey Lance(SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3%
22,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
23,Reid Sinnett(PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
